id_jogo,nm_jogo,ano_publicacao,ano_nacional,qt_jogadores_min,qt_jogadores_max,vl_tempo_jogo,idade_minima,qt_tem,qt_teve,qt_favorito,qt_quer,qt_jogou,n_mecanicas,n_categorias,nota_media,qt_avaliacoes,cluster
76468,Grasse (2ª Edição),2025,2025.0,1,4.0,90,14,562,32,19,182,499,4,1,8.57,158,1
32942,Azul: Jardim da Rainha,2021,2022.0,2,4.0,60,10,977,88,91,848,1352,5,2,8.57,425,1
4699,La Granja,2014,2019.0,1,4.0,120,12,1805,585,184,1268,2376,9,0,8.57,1145,0
14946,Star Wars: Legion,2018,2018.0,2,2.0,120,12,323,68,50,321,146,6,2,8.56,115,1
24015,Kemet: Blood and Sand,2021,2021.0,2,5.0,120,13,605,113,62,594,661,10,2,8.56,249,1
25605,The Red Cathedral,2020,2021.0,1,4.0,60,10,1605,262,124,911,2118,3,0,8.56,763,1
14346,Brazil: Imperial,2021,2021.0,1,4.0,100,14,2084,390,247,1878,2342,6,1,8.56,1068,0
25167,Os Desejos do Sultão,2021,2021.0,1,4.0,60,14,349,39,38,180,357,5,0,8.56,171,1
56126,Critter Kitchen,2025,2025.0,1,5.0,70,10,722,31,45,591,810,3,0,8.56,235,1
7714,The Gallerist,2015,2023.0,1,4.0,120,12,1086,353,151,954,1606,11,0,8.56,810,1
10546,Pandemic Iberia,2016,2023.0,2,5.0,45,8,537,79,34,505,456,10,0,8.56,199,1
1,Stone Age,2008,2015.0,2,4.0,60,10,3806,721,640,3272,5806,6,1,8.55,2873,0
68249,Bomb Busters,2024,2026.0,2,5.0,30,10,864,14,49,889,1123,8,0,8.55,278,1
22860,Destinos,2021,2022.0,1,3.0,150,14,630,153,53,712,532,11,2,8.55,250,1
39887,Dungeon Fighter: Nas Catacumbas dos Fantasmas Funestos,2022,2022.0,1,4.0,60,8,72,18,7,118,42,3,1,8.55,26,1
26212,Paleo,2020,2022.0,1,4.0,60,10,436,90,43,639,485,3,0,8.55,189,1
65898,Black Forest,2024,2025.0,1,4.0,120,14,352,26,19,515,486,8,0,8.55,134,1
50577,Trio,2021,2023.0,2,6.0,15,8,5658,124,324,1003,5418,3,3,8.55,1997,0
21822,Maracaibo,2019,2020.0,1,4.0,120,12,996,355,97,1138,1309,18,0,8.54,646,1
13,Agricola,2007,2015.0,1,5.0,120,12,1754,520,345,1352,2746,9,0,8.54,1478,0
9711,Viticulture - Edição Essencial,2015,2017.0,1,6.0,90,14,3039,580,442,1847,4124,7,0,8.54,1866,0
19212, Chicago 1875: City of the Big Shoulders,2019,2026.0,1,4.0,180,14,160,38,37,393,329,12,0,8.54,130,1
25200,Pandemic Legacy: Season 0,2020,2021.0,1,4.0,60,14,644,62,12,254,391,5,0,8.54,143,1
111,Power Grid,2004,2016.0,2,6.0,120,12,3023,599,421,1816,3877,9,0,8.54,1987,0
70711,Águas Rasas,2025,2026.0,1,4.0,45,14,491,5,19,389,709,8,2,8.54,160,1
24726,Praga Caput Regni,2020,2022.0,1,4.0,120,12,438,115,30,411,675,9,0,8.54,248,1
21221,Star Wars: Orla Exterior,2019,2019.0,1,4.0,180,14,1234,230,136,661,1310,7,0,8.53,605,1
35666,Tiletum,2022,2025.0,1,4.0,120,14,391,39,21,404,635,6,1,8.53,191,1
23524,Convidados Indesejados,2016,2023.0,1,8.0,75,12,1569,175,126,1365,1797,4,0,8.53,656,1
1301,Vampire: The Eternal Struggle,1994,2019.0,2,5.0,120,13,168,41,36,157,176,6,2,8.53,93,1
8688,Empires: Age of Discovery,2015,2018.0,2,6.0,150,10,149,63,35,456,410,5,1,8.52,176,1
77063,Finspan,2025,2025.0,1,5.0,60,10,866,49,47,622,1210,4,1,8.52,294,1
55669,Decrypto: 5th Anniversary Edition,2023,2023.0,3,8.0,45,12,1459,78,78,629,1154,3,1,8.52,440,1
47450,Cyclades: Legendary,2025,2025.0,2,6.0,120,13,568,32,45,560,593,10,1,8.52,193,1
32897,Scout,2019,2024.0,2,5.0,20,9,4591,131,264,1199,4818,4,2,8.52,1589,0
25928,Imperium: Clássicos,2021,2022.0,1,4.0,120,12,684,139,58,383,641,2,1,8.52,283,1
58149,Come Sail Away!,2023,2025.0,1,4.0,25,10,443,16,16,287,510,3,0,8.41,133,1
58652,Criaturas Maravilhosas ,2024,2026.0,1,4.0,120,14,48,5,15,818,212,9,1,8.41,44,1
14030,Zombicide: Green Horde,2018,2018.0,1,6.0,90,12,1558,291,170,1014,1034,4,4,8.41,611,1
53260,Geekmon Capture,2025,2025.0,2,6.0,20,14,431,19,40,162,527,3,3,8.4,255,1
60103,Convidados Indesejados 2: Os casos Berwick,2023,2024.0,2,2.0,40,12,339,30,14,224,170,5,0,8.4,79,1
13148,Railways of Nippon,2018,2021.0,2,4.0,120,12,79,26,4,119,134,12,0,8.39,59,1
26310,Oltréé,2021,2022.0,2,4.0,120,8,590,74,44,403,541,5,0,8.39,218,1
24783,Apex K-Truck Racer,2020,2021.0,2,6.0,180,14,51,21,6,54,58,6,2,8.39,31,1
22852,Ankh: Deuses do Egito,2021,2022.0,2,5.0,90,12,1055,152,121,905,1091,12,1,8.39,434,1
63936,Abstratus Pop ,2024,2024.0,2,6.0,30,8,165,9,5,141,235,23,3,8.39,64,1
13930,The Godfather: Império Corleone,2017,2017.0,2,5.0,90,14,865,202,130,953,1571,10,1,8.39,745,1
32940,Dice Throne: Season One ReRolled - Monge x Paladino,2021,2022.0,2,2.0,40,8,411,70,20,160,339,4,1,8.39,162,1
30987,Marvel United: X-Men,2021,2023.0,1,5.0,40,12,2271,200,161,491,1771,11,3,8.39,764,1
6438,Hive Pocket,2010,2022.0,2,2.0,20,9,1963,166,128,1038,1591,8,1,8.38,715,1
40471,Dorfromantik: The Board Game,2022,2025.0,1,6.0,30,8,808,79,53,847,806,8,0,8.38,280,1
34778,Tutan Tumba,2024,2024.0,2,6.0,45,10,583,44,36,325,783,6,3,8.38,236,1
35271,Dead by Daylight: The Board Game,2023,2023.0,3,5.0,60,18,403,58,69,621,507,4,1,8.38,192,1
51179,Barcelona,2023,2023.0,1,4.0,90,14,413,73,26,358,711,3,0,8.38,211,1
35672,Skymines,2022,2023.0,1,4.0,120,12,551,79,17,313,653,4,0,8.38,190,1
67633,Intarsia,2024,2025.0,2,4.0,60,10,506,21,22,388,815,2,2,8.38,187,1
61070,Galileo Galilei,2024,2026.0,1,4.0,100,12,313,16,10,396,472,5,0,8.38,104,1
80271,Uma Aventura Fantástica,2025,2026.0,2,2.0,60,14,317,17,17,423,276,2,1,8.37,79,1
58768,Daitoshi,2024,2025.0,1,4.0,120,14,135,15,6,216,188,2,0,8.37,44,1
1261,Jaipur,2009,2020.0,2,2.0,30,12,4983,457,359,1868,4675,12,1,8.37,2437,0
79495,Memoriabô,2025,2025.0,2,4.0,20,5,57,1,10,18,57,2,3,8.37,25,1
56584,Shipyard (Second Edition) ,2023,2024.0,1,4.0,120,12,118,18,2,136,155,7,0,8.37,47,1
21612,Destemidos: Normandia,2019,2022.0,2,2.0,60,14,898,196,57,740,765,6,1,8.37,366,1
30391,Summoner Wars (2ª Edição),2021,2022.0,2,2.0,60,7,407,64,36,305,241,5,2,8.37,144,1
66644,Marcha das Formigas,2025,2026.0,1,5.0,90,14,124,8,5,334,148,6,1,8.37,25,1
7398,Invasores do Mar do Norte,2015,2018.0,2,4.0,80,12,987,359,119,892,1873,14,0,8.36,848,1
14303,As Lendas de Andor: A Última Esperança,2017,2017.0,2,4.0,90,10,249,38,22,267,70,11,0,8.36,62,1
57141,Ratos de Wistar,2023,2025.0,1,4.0,90,13,344,29,19,334,483,3,1,8.36,123,1
57912,Mamutensão,2024,2024.0,2,5.0,50,8,61,1,1,25,77,4,2,8.36,23,1
10576,Yokohama,2016,2017.0,2,4.0,90,12,367,118,51,403,828,10,0,8.36,324,1
25254,Em Busca do Planeta X,2020,2022.0,1,4.0,60,13,798,105,63,526,972,2,1,8.36,325,1
958,Ticket to Ride: Países Nórdicos,2007,2019.0,2,3.0,45,8,586,85,39,434,675,3,0,8.36,313,1
80823,Rebel Princess (2ª Edição),2024,2025.0,3,6.0,40,14,235,7,9,83,313,3,3,8.36,62,1
33746,Luz Final,2023,2026.0,2,4.0,90,14,123,5,8,265,206,9,2,8.35,49,1
35117,Santa Kaos,2023,2023.0,2,4.0,60,10,441,46,35,195,604,6,1,8.35,181,1
17514,Zombicide: Invader,2019,2019.0,1,6.0,60,14,1200,295,95,632,915,6,2,8.35,517,1
305,Keyflower,2012,2017.0,2,6.0,90,12,773,314,120,895,1558,15,0,8.35,717,1
24326,Invasores de Cítia,2020,2022.0,1,4.0,80,12,577,115,37,352,754,9,0,8.35,270,1
28616,Meadow,2021,2023.0,1,4.0,90,10,703,101,68,542,855,6,1,8.35,298,1
36489,For Northwood! A Solo Trick-Taking Game,2021,2026.0,1,1.0,30,12,152,13,10,160,126,4,3,8.35,55,1
68127,Whispering Woods,2024,2026.0,1,4.0,40,8,236,2,13,216,321,6,2,8.34,67,1
468,Francis Drake,2013,2018.0,3,5.0,120,14,400,159,38,400,846,5,0,8.34,332,1
46741,Expeditions,2023,2024.0,1,5.0,90,12,608,55,30,509,728,13,3,8.34,216,1
24459,Tekhenu: Obelisco do Sol,2020,2021.0,1,4.0,120,12,789,150,58,325,812,7,0,8.34,333,1
14444,A Game of Thrones: Catan - Brotherhood of the Watch,2017,2019.0,3,4.0,60,14,315,68,22,368,258,5,0,8.34,115,1
18232,Star Wars: X-Wing (Second Edition),2018,2019.0,2,2.0,45,14,247,29,33,121,139,6,3,8.34,89,1
25480,Muralha de Adriano,2021,2022.0,1,6.0,60,12,314,78,21,327,391,4,0,8.33,159,1
30252,Unlock!: Aventuras Atemporais,2019,2021.0,1,6.0,90,10,388,118,13,171,353,9,3,8.33,113,1
36328,Terra Nova,2022,2023.0,2,4.0,90,12,983,146,52,630,1357,6,2,8.33,446,1
2664,Istanbul,2014,2016.0,2,5.0,60,10,2282,665,250,1603,3456,9,0,8.33,1662,0
545,Go,22,2025.0,2,4.0,180,8,287,26,38,194,378,1,1,8.33,178,1
31826,Insondável,2021,2022.0,3,6.0,240,14,571,99,54,895,833,6,1,8.33,272,1
14945,Triora: Cidade das Bruxas,2019,2019.0,2,4.0,100,14,509,135,41,384,549,4,0,8.33,249,1
17966,Kick-Ass: Board Game,2018,2019.0,1,4.0,120,18,1331,317,115,476,965,8,2,8.33,591,1
65241,Deep Regrets,2025,2026.0,1,5.0,150,14,667,20,44,1021,739,7,2,8.33,187,1
22471,O Dilema do Rei,2019,2023.0,3,5.0,60,14,431,39,22,418,348,9,0,8.32,129,1
32938,Dice Throne: Season One ReRolled - Bárbaro x Elfa da Lua,2021,2022.0,2,2.0,40,8,390,65,20,224,392,5,1,8.32,174,1
28685,Terraforming Mars: Expedição Ares,2021,2022.0,1,4.0,60,14,1010,265,72,478,1424,10,1,8.32,514,1
15775,Escape Plan,2019,2020.0,1,5.0,60,12,222,55,25,497,499,7,0,8.32,161,1
23618,King of Tokyo: Dark Edition,2020,2020.0,2,6.0,30,8,571,109,65,460,663,5,1,8.32,312,1
8617,Telestrations: Na Madruga,2015,2022.0,4,8.0,30,17,587,37,39,312,696,3,1,8.32,226,1
62855,Rock Hard: 1977,2024,2026.0,2,5.0,90,14,342,18,22,428,562,5,1,8.32,130,1
25842,Alhambra: Edição Revisada,2019,2020.0,2,6.0,60,8,555,80,46,402,672,3,0,8.32,253,1
59578,Vale dos Moinhos,2024,2024.0,1,4.0,90,14,385,43,20,333,633,8,0,8.32,153,1
22,Cyclades,2009,2015.0,2,5.0,90,13,1755,567,290,1254,2818,4,2,8.32,1542,0
69219,Pergola,2025,2025.0,1,4.0,60,10,387,19,26,333,534,3,0,8.32,131,1
13968,Lords of Hellas,2017,2019.0,1,4.0,120,13,717,269,76,713,932,9,1,8.31,445,1
33041,Mille Fiori,2021,2023.0,2,4.0,90,10,516,71,38,501,1268,3,1,8.31,285,1
68399,Formula POP,2024,2024.0,3,6.0,15,8,110,3,5,60,109,4,1,8.31,41,1
3607,Splendor,2014,2015.0,2,4.0,30,10,4029,540,488,1928,5856,4,1,8.31,2617,0
38197,Scooby-Doo!: The Board Game,2022,2023.0,1,5.0,30,10,325,40,29,547,342,4,1,8.31,124,1
30661,Andor Júnior,2020,2021.0,2,4.0,45,7,111,16,4,97,68,4,1,8.31,40,1
26357,Fresco: Mega Box,2020,2022.0,2,4.0,90,10,205,38,6,105,201,3,0,8.31,64,1
56636,Piratas de Maracaibo,2023,2024.0,1,4.0,100,12,355,16,19,286,456,4,1,8.31,146,1
54984,Fromage,2024,2026.0,1,4.0,45,14,404,22,21,442,724,8,0,8.31,156,1
36732,Marceneiros,2022,2023.0,1,4.0,120,12,462,105,34,492,807,5,1,8.31,235,1
13284,A Song of Ice & Fire: Jogo de Miniaturas - Stark vs Lannister Jogo Base,2018,2021.0,2,2.0,90,14,90,29,14,134,40,1,2,8.31,37,1
68154,Castle Combo,2024,2025.0,2,5.0,25,10,1137,26,38,531,1761,1,1,8.31,483,1
9867,Pandemic: O Reino de Cthulhu,2016,2016.0,2,4.0,40,14,1730,366,198,1092,1870,7,0,8.31,987,1
60440,Courtisans,2024,2025.0,2,5.0,30,8,633,40,53,641,1129,3,1,8.31,289,1
44118,Fábrica de Heróis - O Cardgame,2023,2023.0,1,6.0,45,14,93,9,7,32,42,6,1,8.3,27,1
15814,London: Second Edition,2017,2023.0,2,4.0,90,14,985,167,64,541,1308,5,0,8.3,440,1
16785,Conquistadores de Midgard,2019,2020.0,2,4.0,90,12,865,255,61,464,972,14,2,8.3,441,1
22518,Calico,2020,2021.0,1,4.0,45,13,1276,187,139,1499,2056,4,2,8.3,667,1
13198,Detective: O Jogo da Investigação Moderna,2018,2020.0,1,5.0,150,12,895,225,49,710,482,4,1,8.3,259,1
76203,Gwent: O jogo de cartas Lendário,2025,2025.0,1,5.0,20,12,425,13,18,333,232,3,2,8.3,109,1
107,Pandemic,2008,2015.0,2,4.0,60,10,7411,1131,738,2769,7089,6,0,8.3,4102,0
13147,Legend of the Five Rings: The Card Game,2017,2018.0,2,2.0,90,12,226,51,26,245,141,5,2,8.3,89,1
8915,Masmorra: Dungeons of Arcadia,2016,2020.0,2,5.0,45,13,996,198,102,768,739,6,3,8.3,393,1
13645,Sherlock Holmes Consulting Detective: Os Assassinatos do Tâmisa & Outros Casos,2017,2022.0,1,8.0,90,14,484,59,31,564,291,3,0,8.3,135,1
69619,Emberleaf,2025,2026.0,1,5.0,120,14,247,11,20,496,409,6,2,8.3,77,1
17646,The Grizzled: Armistício,2018,2019.0,1,4.0,45,10,741,144,47,519,530,3,1,8.3,283,1
80051,FlipToons,2026,2026.0,1,4.0,20,14,1050,16,43,493,1468,7,2,8.29,394,1
2889,Kingdom Builder: Big Box (Segunda Edição),2017,2018.0,2,5.0,45,8,397,132,33,289,486,5,0,8.29,188,1
31030,Encantados (3ª Edição),2020,2020.0,2,4.0,45,10,666,57,56,309,577,3,3,8.29,235,1
17672,Luxor,2018,2022.0,2,4.0,45,8,1404,334,124,1044,2323,7,0,8.29,978,1
12390,CO2: Segunda Chance,2018,2019.0,1,4.0,120,12,774,283,46,503,759,3,0,8.29,364,1
156,Dungeon Petz,2011,2023.0,2,4.0,90,13,582,195,60,561,988,5,0,8.29,453,1
24325,Viscondes do Reino Ocidental,2020,2020.0,1,4.0,90,14,649,135,30,334,795,9,0,8.28,296,1
52320,Seas of Strife,2015,2025.0,3,6.0,45,10,673,22,21,341,885,1,2,8.28,186,1
80062,Tag Team,2025,2026.0,2,2.0,10,10,255,4,13,297,250,6,1,8.28,66,1
24560,Hallertau,2020,2021.0,1,4.0,90,12,870,206,42,514,980,11,0,8.28,408,1
81886,Emberheart,2025,2026.0,2,4.0,90,12,153,11,9,257,222,4,0,8.28,36,1
23164,Planeta Desconhecido,2022,2025.0,1,6.0,80,10,615,40,36,607,1130,15,1,8.28,272,1
26197,Comic Hunters,2020,2020.0,1,4.0,60,14,2052,256,103,744,2002,7,2,8.28,803,1
72874,Batalha dos Deuses,2024,2026.0,2,5.0,60,14,286,1,15,173,300,1,3,8.28,58,1
11168,Sagrada,2017,2018.0,1,4.0,40,14,3370,517,348,2012,5087,3,3,8.28,1981,0
2280,Telestrations,2009,2021.0,4,8.0,30,10,1567,81,87,637,1576,4,2,8.27,618,1
593,Takenoko,2011,2016.0,2,4.0,45,8,5167,857,517,2557,6382,6,0,8.27,3138,0
55,Carcassonne,2000,2002.0,2,5.0,45,8,8800,1040,893,2601,9024,5,1,8.27,4833,0
21686,Unmatched: Battle of Legends - Volume 1,2019,2023.0,2,4.0,40,9,686,83,51,512,865,3,3,8.27,297,1
61866,Looot,2024,2026.0,2,4.0,35,8,24,5,3,109,123,4,1,8.27,30,1
53852,Quest Inc.,2025,2025.0,2,5.0,45,14,220,17,9,265,309,2,1,8.27,77,1
32635,Verdant,2022,2023.0,1,5.0,60,10,1452,120,83,685,1881,9,2,8.27,580,1
39795,Citadels: Segunda Edição Revisada,2021,2022.0,2,8.0,60,10,576,56,30,300,459,4,2,8.27,173,1
67129,Minos: Aurora da Idade do Bronze,2024,2024.0,1,4.0,90,14,136,18,5,155,211,9,1,8.27,58,1
22650,Honey Buzz,2020,2024.0,1,4.0,90,10,966,130,57,779,1371,10,0,8.27,425,1
13676,The Quest for El Dorado,2017,2021.0,2,4.0,60,10,822,203,74,964,1346,8,0,8.27,558,1
39924,Daybreak,2023,2025.0,1,4.0,120,12,194,15,15,325,262,5,1,8.27,68,1
35958,Ticket to Ride: San Francisco,2022,2023.0,2,4.0,15,8,474,40,20,138,469,4,1,8.27,148,1
64390,Piles! A Fast-Paced Free-For-All,2023,2025.0,2,8.0,15,8,130,5,8,56,176,3,0,8.26,32,1
82353,Dewan,2026,2026.0,2,4.0,40,10,361,9,16,341,634,2,1,8.26,124,1
8147,Código Secreto,2015,2016.0,2,8.0,15,14,4928,450,372,2385,5472,6,2,8.26,2533,0
2407,A Batalha dos Cinco Exércitos,2014,2014.0,2,2.0,90,12,610,245,66,639,380,3,3,8.26,289,1
2226,Ascension: O Retorno do Caído,2011,2017.0,1,2.0,30,13,499,190,40,244,600,2,1,8.26,289,1
19795,Abstratus,2018,2018.0,2,4.0,30,8,899,101,98,806,1501,5,4,8.26,549,1
31844,Kingdomino Origins,2021,2022.0,2,4.0,25,8,720,86,33,401,753,2,1,8.26,291,1
55089,Dracula vs Van Helsing,2023,2025.0,2,2.0,45,10,427,17,19,422,478,3,1,8.26,155,1
35952,Fliptown,2023,2023.0,1,4.0,30,14,535,60,16,234,624,5,1,8.25,184,1
18932,Azul: Vitrais de Sintra,2018,2019.0,2,4.0,45,8,1121,183,99,940,1749,6,1,8.25,737,1
82348,Magical Athlete (I),2025,2026.0,2,6.0,30,6,554,6,32,675,813,3,1,8.25,203,1
36479,MicroMacro: A Cidade do Crime - All In,2022,2024.0,1,4.0,45,10,126,9,3,129,40,2,1,8.25,23,1
66737,Finca: Second Edition,2024,2025.0,2,5.0,45,10,371,10,16,237,477,5,0,8.25,126,1
21661,Namiji,2022,2023.0,2,5.0,45,8,264,42,15,221,332,4,0,8.25,117,1
19852,Project L,2020,2021.0,1,4.0,40,8,1209,178,96,739,1952,7,3,8.25,610,1
5,A Guerra dos Tronos: Board Game,2011,2014.0,3,6.0,180,14,4880,1024,721,1548,4351,17,0,8.25,2801,0
47,Race for the Galaxy,2007,2014.0,2,4.0,60,12,3227,737,299,1343,3140,8,1,8.25,1684,0
8354,Feudum,2017,2018.0,2,5.0,80,12,485,161,43,411,517,4,0,8.25,240,1
35287,Earth,2024,2024.0,1,5.0,90,13,920,108,55,644,1524,11,1,8.24,428,1
508,Tigris & Euphrates,1997,2019.0,2,4.0,90,12,1709,427,145,990,1638,12,1,8.24,824,1
22240,As Tabernas do Vale Profundo,2019,2020.0,2,4.0,60,12,622,210,63,790,1120,5,1,8.24,420,1
10711,Harry Potter: A Batalha de Hogwarts,2016,2023.0,2,4.0,60,11,728,113,74,745,702,4,1,8.24,301,1
36711,Sabika,2022,2023.0,1,4.0,120,14,370,54,11,153,387,5,1,8.24,124,1
36938,Dungeon Fighter (2ª Edição),2021,2022.0,1,6.0,60,8,626,68,54,400,467,4,4,8.24,201,1
15006,Rasher,2017,2017.0,2,6.0,60,12,126,12,10,29,80,4,1,8.24,43,1
7168,Blood Rage,2015,2016.0,2,4.0,90,12,2968,801,422,1700,3743,10,2,8.24,1997,0
22322,A Ilha dos Gatos,2019,2021.0,1,4.0,90,8,742,148,71,902,1166,10,1,8.24,410,1
9935,Dead of Winter: A Noite Sem Fim,2016,2016.0,2,5.0,120,13,1477,405,146,888,1401,7,1,8.24,710,1
22065,Senda Zen,2019,2019.0,2,2.0,15,8,153,18,6,70,139,5,3,8.24,59,1
15659,Arquitetos do Reino Ocidental,2018,2018.0,1,5.0,80,12,1235,313,100,953,2094,2,0,8.23,818,1
4683,Mexica,2002,2015.0,2,4.0,90,14,1176,379,72,714,1622,5,0,8.23,783,1
19876,Camel Up (2ª Edição),2018,2019.0,3,8.0,45,8,1751,251,161,1616,2408,5,1,8.23,1002,1
606,Dixit,2008,2013.0,3,6.0,30,8,7396,783,714,1934,7950,4,2,8.23,4391,0
17515,Rummikub Twist,2017,2020.0,2,4.0,40,8,370,15,20,72,287,3,1,8.23,128,1
6876,Patchwork,2014,2022.0,2,2.0,15,8,3510,471,234,1792,4122,8,3,8.23,1977,0
25409,Cartógrafos: Heróis,2021,2022.0,1,100.0,45,10,856,91,32,291,664,8,2,8.23,252,1
33640,Viajantes do Sul do Tigre,2022,2023.0,1,4.0,90,12,405,82,16,260,528,11,0,8.23,180,1
73,Dominion,2008,2015.0,2,4.0,30,8,1097,333,165,796,2068,5,1,8.23,1020,1
55257,Exploradores de Navoria,2024,2026.0,2,4.0,60,8,38,4,3,471,118,6,0,8.23,23,1
14690,Merlin,2017,2018.0,2,4.0,75,14,642,228,41,520,1005,6,1,8.23,423,1
79734,Tianxia,2025,2025.0,1,4.0,120,14,133,12,2,185,163,11,0,8.23,45,1
651,Imperial 2030,2009,2017.0,2,6.0,150,12,757,212,58,402,869,8,0,8.22,406,1
22306,Skytear,2019,2020.0,2,8.0,60,13,258,95,30,287,227,6,2,8.22,122,1
12723,Creepers,2025,2025.0,1,5.0,30,8,101,11,9,92,134,9,3,8.22,25,1
397,Catan: O Jogo,1995,2019.0,3,4.0,90,10,10258,1174,1265,3197,9639,15,1,8.22,5407,0
24141,Golem,2021,2022.0,1,4.0,120,14,585,81,25,318,667,5,0,8.21,229,1
13028,Ethnos,2017,2018.0,2,6.0,60,14,782,248,91,547,1749,2,1,8.21,652,1
5230,Schotten Totten,1999,2024.0,2,2.0,20,8,2157,137,105,620,1867,4,2,8.21,798,1
26398,Endless Winter: Paleoamericans,2022,2023.0,1,4.0,120,12,527,118,26,426,811,14,0,8.21,246,1
32463,World of Warcraft: Wrath of the Lich King,2021,2022.0,1,5.0,60,14,621,85,50,395,545,6,2,8.21,236,1
62101,Sideral - Fusão Galáctica,2024,2024.0,2,4.0,45,8,85,6,8,75,96,8,2,8.21,33,1
41198,Unlock!: Aventuras Lúdicas,2021,2023.0,1,6.0,60,10,343,65,7,106,255,5,3,8.21,88,1
304,Kemet,2012,2015.0,2,5.0,90,13,866,396,140,947,1517,7,1,8.21,833,1
56539,Sea Dragons,2023,2024.0,2,5.0,45,8,380,35,16,337,744,8,1,8.21,161,1
24465,O Abelhão Trapaceiro,2017,2020.0,3,5.0,25,7,140,9,5,43,91,1,1,8.21,29,1
34079,Terracotta Army,2022,2023.0,2,4.0,120,14,463,56,21,289,585,5,1,8.21,179,1
61935,The Gang,2024,2025.0,3,6.0,20,10,622,26,30,361,934,2,1,8.21,226,1
57861,The Witcher: Path of Destiny,2024,2025.0,1,5.0,90,14,219,12,12,209,242,8,2,8.2,51,1
38286,Sea Salt & Paper,2022,2024.0,2,4.0,45,8,2796,108,120,604,2752,10,3,8.2,919,1
15792,U-BOOT: The Board Game,2019,2019.0,1,4.0,240,12,695,171,39,404,318,6,2,8.2,183,1
20631,Cleopatra and the Society of Architects: Deluxe Edition,2020,2020.0,2,4.0,60,10,482,111,24,421,574,5,2,8.2,229,1
18041,Xingu,2018,2018.0,2,6.0,90,12,360,74,15,325,263,7,0,8.2,124,1
7987,Rory's Story Cubes: Cosmos,2014,2020.0,1,10.0,20,6,104,3,4,33,39,4,2,8.19,25,1
7320,Valeria: Card Kingdoms,2016,2019.0,1,5.0,45,14,754,234,62,426,1174,3,2,8.19,452,1
77588,Forest Shuffle: Dartmoor,2025,2026.0,2,5.0,60,10,206,2,9,191,313,7,2,8.19,73,1
45077,In the Footsteps of Darwin,2023,2026.0,2,5.0,30,8,301,5,15,315,534,8,0,8.19,99,1
80227,Echoes of Time,2025,2026.0,2,4.0,60,12,153,9,2,278,184,4,1,8.19,33,1
21951,Carnavalesco,2022,2022.0,1,4.0,60,8,400,55,27,265,710,5,4,8.19,238,1
19519,Quatro Estações,2023,2023.0,1,4.0,90,14,149,19,4,93,105,4,1,8.19,39,1
325,Merchants & Marauders,2010,2016.0,2,4.0,180,13,1096,422,171,977,1288,9,0,8.19,798,1
24157,Marvel United,2020,2023.0,1,4.0,90,12,2066,244,167,643,1881,11,1,8.19,792,1
30893,Mar de Mentiras,2021,2021.0,3,7.0,30,14,172,35,23,224,196,6,3,8.19,121,1
56707,Evenfall,2023,2024.0,1,4.0,120,14,399,55,20,404,548,7,1,8.19,143,1
9463,Grasse - Mestres Perfumistas,2018,2018.0,2,4.0,60,14,498,159,41,432,784,4,0,8.19,348,1
25219,Spicy,2020,2024.0,2,6.0,20,10,1422,84,61,609,1742,2,2,8.18,466,1
39488,Savernake Forest,2023,2023.0,2,4.0,30,10,236,32,9,145,356,5,0,8.18,103,1
6360,Onitama,2014,2024.0,2,2.0,15,8,1276,211,118,1331,1813,5,1,8.16,756,1
56713,Doce Caos: Guerra de Confeiteiros,2023,2024.0,1,4.0,90,10,253,21,17,176,334,4,0,8.15,89,1
35705,Tiny Epic Vikings,2023,2024.0,1,4.0,60,14,400,28,14,305,289,7,1,8.15,85,1
14534,Breaking Bad: The Board Game,2017,2018.0,3,8.0,60,18,284,57,27,356,367,17,1,8.15,219,1
32321,Dwar7s Fall (Terceira Edição),2021,2021.0,2,4.0,60,13,40,8,8,52,35,4,0,8.15,27,1
17906,Gizmos,2018,2019.0,2,4.0,50,14,1152,307,117,627,2035,9,0,8.15,748,1
35129,Mouse Maze,2023,2023.0,1,4.0,30,14,281,26,11,98,246,8,0,8.15,72,1
68017,3 Capítulos (I),2024,2025.0,2,6.0,30,10,432,23,19,226,561,2,1,8.15,140,1
7067,Quartz,2015,2015.0,3,5.0,45,14,4663,573,425,2324,5355,3,1,8.15,2408,0
40416,Nevoeiro em Carcassonne ,2022,2023.0,1,5.0,35,8,243,25,8,156,233,2,1,8.15,81,1
26359,Terraforming Mars: o Jogo de Dados,2023,2023.0,1,4.0,40,12,642,89,43,300,958,2,1,8.15,280,1
29054,Radlands,2021,2023.0,2,2.0,30,14,750,101,46,415,706,4,1,8.15,273,1
63332,Kokeshi,2024,2024.0,1,4.0,45,14,420,16,19,177,509,1,1,8.15,125,1
23493,Tiny Epic Dinosaurs,2020,2021.0,1,4.0,60,14,1118,215,57,508,1018,5,0,8.14,428,1
22533,Love Letter (2ª Edição),2019,2020.0,2,6.0,20,10,3479,178,190,678,2832,6,3,8.14,1269,1
72975,O Gato e a Torre,2024,2026.0,1,5.0,30,6,495,14,12,293,415,5,1,8.14,106,1
77057,Cobogó,2025,2025.0,1,4.0,15,14,258,9,10,91,202,6,2,8.14,48,1
30939,Witchstone,2021,2022.0,2,4.0,90,12,763,107,19,236,897,8,0,8.14,272,1
