var1,var2,pearson_r,pearson_p,spearman_r,spearman_p
ano_nacional,n_categorias,0.1257295935693139,0.0010175043383020845,0.13488793243732572,0.0004201265640356381
qt_jogadores_min,n_mecanicas,-0.12465131252317663,0.0011250111800979368,-0.15570953040015897,4.545703107238071e-05
qt_jogadores_min,qt_avaliacoes,0.12451123247877838,0.0011397218092784706,0.05431486737189337,0.15712798623722468
ano_nacional,vl_tempo_jogo,-0.12349501967107179,0.0012518686741752715,-0.16246292073021332,2.0715738515833845e-05
qt_jogou,nota_media,-0.11609379027211661,0.002429038162137198,-0.2183778045656867,8.730881663072205e-09
n_mecanicas,nota_media,0.11428947500278921,0.0028394321512953576,0.1465972357795609,0.0001247998657305163
qt_jogadores_min,qt_jogou,0.11304976703748612,0.0031570038897332413,0.03882095435687408,0.31209051004121763
idade_minima,qt_quer,0.10983640291220745,0.004136061103197589,0.12801809488499055,0.0008200462743637133
qt_jogadores_min,qt_tem,0.10792676782684685,0.0048407935925292985,0.010698409898984802,0.7806476753254077
qt_tem,nota_media,-0.10392117143028695,0.006681931455396509,-0.1765244174771743,3.636574172340077e-06
qt_teve,n_categorias,-0.10219535585074788,0.00765290285139402,-0.170164084323316,8.129221258621115e-06
qt_jogadores_min,nota_media,-0.09550945896818228,0.012713405861247699,-0.13690676705034802,0.00034307459573196426
idade_minima,nota_media,0.09489518384669882,0.013301265195442872,0.16104305292120094,2.4502608417333e-05
nota_media,qt_avaliacoes,-0.0901777666461996,0.018671984881978576,-0.18382623284196772,1.3932583027358146e-06
qt_jogadores_min,n_categorias,0.08585832294653808,0.025160628977267157,0.09645289333998604,0.011855189964069698
idade_minima,n_categorias,-0.08513523422098748,0.02641859542830531,-0.06461082292738868,0.09227762417644411
ano_publicacao,vl_tempo_jogo,-0.08478743977213532,0.02704272699188121,-0.1966737948039509,2.3438970402785823e-07
qt_jogadores_min,qt_teve,0.08216315255674858,0.03217465158891387,0.0155966942032615,0.6847510835769881
qt_jogadores_min,qt_jogadores_max,0.07892871209711315,0.03962535808835084,0.1547886583608445,5.047369130309521e-05
n_categorias,nota_media,0.07515552202899145,0.05011492383938924,0.048286350640086774,0.20854694312203356
qt_quer,n_categorias,-0.07093427885369469,0.06450609548522843,-0.14484459945089576,0.00015056195756715763
idade_minima,qt_teve,0.0693972018800918,0.07052731819851794,0.07618471880998423,0.04704596116886575
qt_jogadores_max,n_categorias,0.06495085329681838,0.09057311303959266,0.07299853138849104,0.0570920354669444
ano_publicacao,idade_minima,0.06018879203367779,0.11686575550962643,0.021806087674351764,0.5702695733956092
qt_jogadores_min,qt_favorito,0.05617144600123132,0.1434037315454728,0.018481207641653993,0.6304558262413937
qt_jogadores_max,nota_media,-0.05266047187275953,0.1701747605224942,-0.0645195295855971,0.09273961224755911
qt_jogou,n_categorias,-0.05236060525978007,0.17262386980139244,-0.14571820108521552,0.0001371531611525223
qt_jogadores_max,idade_minima,-0.05158999721024457,0.1790381864520734,-0.04614564071671856,0.2294575166104968
qt_jogadores_max,vl_tempo_jogo,-0.0497712492605991,0.1948752356986162,-0.11582218522534689,0.002487135126749424
n_categorias,qt_avaliacoes,-0.04598136513138408,0.23112157265370725,-0.1237105596858007,0.0012272655114366426
ano_publicacao,n_mecanicas,0.04577396119177046,0.23323469890524784,-0.19770358014454228,2.0211861061870008e-07
ano_publicacao,nota_media,0.04566144490185172,0.23438676909953934,0.2829819486652309,5.4805074975264994e-14
qt_favorito,nota_media,0.042952516825456304,0.26334490375702585,0.017539228736217303,0.6479867689297102
idade_minima,qt_tem,-0.04212063638410336,0.2727122852843488,0.03910349448517109,0.30857920946402523
idade_minima,qt_favorito,0.039920704289816984,0.29857050475005137,0.0797242000741393,0.03766911802352578
ano_publicacao,qt_jogadores_min,-0.038664069169726006,0.3140515195902491,-0.19708559418830768,2.2092953179545491e-07
idade_minima,qt_jogou,-0.03849477143667551,0.3161767342415297,0.02502250984433255,0.5147826670152968
vl_tempo_jogo,qt_avaliacoes,0.03477144706548279,0.3652884728547724,0.17085297524453458,7.461339795251527e-06
ano_nacional,idade_minima,-0.03443693905267715,0.36992209011433524,0.007915884463777166,0.8367561755473528
idade_minima,qt_avaliacoes,-0.0286897026088418,0.45511592719568505,0.03489353272096754,0.3636063847931869
ano_publicacao,qt_teve,-0.02496364146929278,0.5157724825119196,-0.7911447493798538,6.705329244074517e-147
ano_publicacao,qt_avaliacoes,-0.024669832332774373,0.5207272928322884,-0.6640664199022523,1.0962488337190231e-87
qt_favorito,n_categorias,-0.02432017191370677,0.5266557030328303,-0.08009832915586479,0.03677779870520016
