cluster,variavel,count,mean,std,min,p25,mediana,p75,max
1,idx_desejo,429.0,1.6828717279065288,1.94098189489213,0.2844036697247706,0.8474226804123711,1.1812080536912752,1.892018779342723,21.5
1,tx_fidelizacao,429.0,0.13094185355298602,0.15161049321047057,0.0074626865671641,0.0679012345679012,0.1071428571428571,0.1587301587301587,2.5
1,diversidade_mecanica,429.0,7.277389277389277,3.729144710386854,1.0,4.0,7.0,9.0,27.0
1,amplitude_publico,429.0,2.839160839160839,1.1759884467434452,0.0,2.0,3.0,3.0,15.0
1,nota_media,429.0,8.58097902097902,0.35864486903093545,8.13,8.3,8.5,8.81,9.86
1,nota_rank,429.0,7.8005361305361305,0.5794453855913627,6.71,7.36,7.81,8.23,9.07
1,qt_avaliacoes,429.0,351.6247086247086,555.685369901563,13.0,60.0,152.0,406.0,5407.0
1,tx_satisfacao,429.0,6.086563731424361,4.549631145318715,0.875,3.5833333333333335,5.139130434782609,7.260869565217392,58.0
1,tx_conversao,429.0,0.24536118708107946,0.10340812842442772,0.028747433264887063,0.17419354838709677,0.23229706390328153,0.3075196408529742,0.6151685393258427
2,ano_publicacao,89.0,1992.7303370786517,211.42168999660714,22.0,2010.0,2016.0,2021.0,2026.0
2,ano_nacional,43.0,2022.046511627907,3.6446535426964997,2014.0,2019.0,2022.0,2025.0,2027.0
2,qt_jogadores_min,89.0,1.6292134831460674,0.6637021249967713,1.0,1.0,2.0,2.0,3.0
2,qt_jogadores_max,89.0,4.561797752808989,1.157535157327603,2.0,4.0,4.0,5.0,8.0
2,vl_tempo_jogo,89.0,207.97752808988764,56.18920503087798,160.0,180.0,180.0,240.0,480.0
2,idade_minima,89.0,13.370786516853933,1.0593954372864798,8.0,13.0,14.0,14.0,14.0
2,qt_tem,89.0,565.438202247191,933.2260268339969,30.0,77.0,188.0,695.0,5135.0
2,qt_teve,89.0,115.78651685393258,197.68107188037825,1.0,17.0,39.0,137.0,1108.0
2,qt_favorito,89.0,102.01123595505618,182.08935708389927,2.0,12.0,34.0,123.0,1144.0
2,qt_quer,89.0,636.8651685393259,644.0945051884015,54.0,188.0,393.0,927.0,3275.0
2,qt_jogou,89.0,648.629213483146,923.6791353310765,23.0,108.0,221.0,911.0,4778.0
2,n_mecanicas,89.0,8.314606741573034,3.728256677718694,1.0,6.0,8.0,10.0,18.0
2,n_categorias,89.0,0.9213483146067416,0.9197914672399142,0.0,0.0,1.0,2.0,4.0
2,tx_retencao,89.0,0.8264887557524947,0.09254783581097904,0.6006389776357828,0.7563025210084033,0.8355263157894737,0.8881118881118881,0.990909090909091
