,n_jogos_com_mecanica,ano_publicacao,ano_nacional,qt_jogadores_min,qt_jogadores_max,vl_tempo_jogo,idade_minima,qt_tem,qt_teve,qt_favorito,qt_quer,qt_jogou,n_mecanicas,n_categorias,nota_media,qt_avaliacoes
Movimento Programado,17,0.004906090179263936,-0.06369232057064575,0.04186528735105584,-0.005137774211006331,-0.0019732139598704866,-0.014871559083004915,-0.059518846355138856,-0.03410085289279098,-0.05137055477475185,-0.060162328975258444,-0.059069620846660016,-0.03607604279972311,0.04402948818710466,-0.02907327147900092,-0.05064265758419793
Movimento Tridimensional,3,0.0005599512001019751,0.020811446161101407,-0.02737844906462873,-0.017520632124323917,-0.031028177608207405,-0.07523223483641417,0.0030942595031904995,-0.012313117439283998,-0.01736283685514255,-0.007953353505399333,-0.008006786522187743,0.01230287460163088,-0.028772027502011136,-0.04300125312306882,-0.009394707524106267
Movimento com Diferentes Dados,1,0.0033229730624796928,0.01998847453371726,-0.035733262935549764,-0.006892585140826752,-0.01533555199685525,0.035317319154881587,-0.014219970080656934,-0.017771837457139082,-0.016895180540411073,-0.013732658424474794,-0.013298800088904597,-0.027655004857400044,0.03197784244770113,-0.04233480281039609,-0.015474668294524437
Movimento com Modelo,1,-0.002677350059855846,-0.08788583247364574,0.024115551833351324,-0.02614087218707805,-0.03830510124324637,0.03531731915488158,0.031588543217278074,0.048968644209804534,0.027690242668022315,-0.018342592429972715,0.011496769155223203,0.024466401193132183,0.03197784244770114,-0.04334699175983769,0.027451578727960075
Movimento de Área,68,0.009063177951405309,-0.09431069411772569,0.010702575730807216,-0.03896961120105184,0.14601441923885436,0.0796053057483679,0.029248693229012055,0.1104528709408905,0.05087927161401655,0.052481833975404915,0.00309570620334359,0.20052836377190025,0.11026477757522293,0.02403508714357746,0.03524668073194623
Movimento em Grades,65,0.007557086032051203,-0.04624353467634118,0.01709123953168624,-0.034557914562332356,0.08662350241778423,0.030494744775845527,-0.008972320028844278,0.022884379072828705,0.010273503868638328,0.04857653526019733,-0.011875591739503092,0.23851155913235494,0.05253176375805152,0.04490140151007624,-0.001607470112333042
Movimento em Trilha,26,0.010470153958356336,0.0415771902231486,-0.06605893443986682,-0.01850218661624311,0.09474280936752189,0.01367089554783112,-0.026181655645494465,-0.012314462284561897,-0.025985815587620788,-0.0032125982146892496,-0.005240705691653755,0.06670749813350371,-0.13227639708701866,0.01952869437326088,-0.016861405925966765
Múltiplos Mapas,3,0.0048967030915523495,0.020811446161101414,-0.06198318022438254,0.010302884560730412,-3.906191054330391e-05,0.06126168108877692,0.006758412891163001,-0.013316890816242665,0.011727679652221547,0.015126525209142979,-0.012492835893642841,0.04243959913012149,0.05546900027567481,0.06644052073217284,-0.0061693283000778705
Narração de Histórias,26,0.002476548331520163,-0.09015670628191391,-0.01822072845572481,0.019961545878545366,0.029717940204384653,0.004236312693441602,0.03043012894047802,0.056643261486716966,0.02273022617973706,0.05521317294035749,-0.008128390313283733,0.08545519691092118,0.04968660262809037,-0.008788418130690756,0.019467381627493
Negociação,30,0.0023669613163724264,-0.020063838025129333,0.15733658951072468,0.04761748859104947,0.11060016308044268,0.1301649409890706,-0.003719993472371546,-0.000540440203306649,0.008004339497800725,-0.005012227140813795,-0.023954609203856825,0.05721169082225021,-0.024888100732610788,0.03517834910555562,-0.0030869040968725496
