id_jogo,nm_jogo,ano_publicacao,ano_nacional,qt_jogadores_min,qt_jogadores_max,vl_tempo_jogo,idade_minima,qt_tem,qt_teve,qt_favorito,qt_quer,qt_jogou,n_mecanicas,mecanicas,n_categorias,categorias,temas,link,tx_retencao,idx_desejo,tx_fidelizacao,diversidade_mecanica,amplitude_publico,nota_media,nota_rank,qt_avaliacoes
34903,O Legado de Yu,2023,2023.0,1,1.0,60,12,332,91,27,359,233,4,"Alocação de Trabalhadores;Construção de Baralho, Bolsas e Peças;Gerenciamento de Mãos;Cenário / Missão / Campanha",0,,Civilização;Cultura Oriental,https://ludopedia.com.br/jogo/legacy-of-yu,0.7848699763593381,1.0813253012048192,0.08132530120481928,4,0.0,8.88,8.13,143
32088,Arkham Horror: The Card Game (Revised Edition),2021,2021.0,1,4.0,120,14,1956,248,265,1193,1292,16,"Cooperativo;Gerenciamento de Mãos;Jogadores com Diferentes Habilidades;RPG;Pontos de Ação;Cenário / Missão / Campanha;Comunicação Limitada;Criação de Baralho;Eventos;Force sua sorte;Mapa: Modificação;Movimento de Área;Resolução com Testes de Estatísticas;Solo / Solitário;Tabuleiro Modular;Construção de Baralho, Bolsas e Peças",3,Colecionável;Jogo de Cartas;Dungeon Crawler,Horror/Terror;Literatura,https://ludopedia.com.br/jogo/arkham-horror-the-card-game-revised-edition,0.8874773139745916,0.6099182004089979,0.13548057259713703,16,3.0,8.88,8.68,668
82928,Gatos e Masmorras,2026,2026.0,2,6.0,20,8,111,0,7,92,72,14,"Cobertura de Grade;Colocação de Peças;Compartilhamento entre Vizinhos;Conexões;Corrida;Grade com Quadrados;Mapa: Modificação;Peças como Mapa;Pedra, Papel e Tesoura;Pontuar e Reiniciar;Tabuleiro Modular;Tempo Real;Toma Essa;Zona de Controle",4,Destreza;Jogo de Entrada;Jogo Festivo;Dungeon Crawler,Animais;Aventura;Fantasia;Humor;Medieval,https://ludopedia.com.br/jogo/gatos-e-masmorras,1.0,0.8288288288288288,0.06306306306306306,14,4.0,8.87,6.9,23
15950,Root,2018,2019.0,2,4.0,90,13,3953,680,853,4083,4769,11,Influência / Maioria na Área;Gerenciamento de Mãos;Movimento de Área;Jogadores com Diferentes Habilidades;Movimento Ponto-a-Ponto;Rolagem de Dados;Fila de Ações;Recuperação de Ação;Corrida;Fim por Morte Súbita;Preparação Variável,2,Jogo de Guerra;Jogo Assimétrico,Fantasia;Guerra;Animais,https://ludopedia.com.br/jogo/root,0.8532268508525793,1.0328864153807236,0.21578547938274728,11,2.0,8.87,8.8,2171
8285,7 Wonders Duel,2015,2017.0,2,2.0,30,10,8754,948,1142,2591,7110,16,Colecionar Conjuntos;Camadas de Componentes;Compra Aberta;Cabo-de-Guerra;Jogadores com Diferentes Habilidades;Fim por Morte Súbita;Árvores / Trilhas de Tecnologia;Bônus de Fim de Jogo;Cartas Multiuso;Habilidades 1 vez por Partida;Marcas;Mercado;Pontos de Vitória como Recurso;Preparação Variável;Rendimentos;Tabuleiro Modular,1,Jogo de Cartas,História;Civilização;Economia / Produção,https://ludopedia.com.br/jogo/7-wonders-duel,0.9022881880024737,0.29597898103724013,0.13045464930317568,16,0.0,8.87,8.84,4383
31173,Great Western Trail: Argentina,2022,2023.0,1,4.0,150,12,1178,138,83,413,1095,7,"Colecionar Conjuntos;Construção de Baralho, Bolsas e Peças;Gerenciamento de Mãos;Propriedade;Preparação Variável;Solo / Solitário;Movimento em Trilha",0,,Faroeste;Animais,https://ludopedia.com.br/jogo/great-western-trail-argentina,0.8951367781155015,0.35059422750424446,0.07045840407470289,7,3.0,8.86,8.55,422
30978,O Inconsciente,2024,2024.0,1,4.0,120,12,635,58,82,1152,1040,12,Alocação de Trabalhadores;Colecionar Conjuntos;Movimento Programado;Contratos;Bônus de Fim de Jogo;Compra Aberta;Rondel;Marcas;Fundir e Espalhar;Solo / Solitário;Colocação de Peças;Compra Fechada,1,Jogo de Cartas,Ciências,https://ludopedia.com.br/jogo/unconscious-mind,0.9163059163059163,1.8141732283464567,0.12913385826771653,12,3.0,8.86,8.44,290
37434,Wingspan: Ásia,2022,2023.0,1,2.0,70,14,1515,110,56,652,1290,3,Colecionar Conjuntos;Gerenciamento de Mãos;Rolagem de Dados,2,Expansão ou Suplemento;Jogo de Cartas,Animais;Meio Ambiente,https://ludopedia.com.br/jogo/wingspan-asia,0.9323076923076923,0.4303630363036304,0.036963696369636964,3,1.0,8.86,8.53,385
16788,Everdell,2018,2021.0,1,4.0,80,13,4310,503,677,3622,5059,10,Alocação de Trabalhadores;Colecionar Conjuntos;Gerenciamento de Mãos;Bônus de Fim de Jogo;Contratos;Rendimentos;Compra Aberta;Propriedade;Preparação Variável;Solo / Solitário,0,,Animais;Fantasia,https://ludopedia.com.br/jogo/everdell,0.8954913775192188,0.8403712296983759,0.15707656612529003,10,3.0,8.77,8.71,2138
35743,Engis,2023,2023.0,1,4.0,75,10,132,17,7,89,122,4,Alocação de Trabalhadores;Colocação de Peças;Jogadores com Diferentes Habilidades;Tabuleiro Modular,1,Jogo Assimétrico,Pré-Histórico,https://ludopedia.com.br/jogo/engis,0.8859060402684564,0.6742424242424242,0.05303030303030303,4,3.0,8.77,7.51,60
8627,Through The Ages: Uma Nova História da Civilização,2015,2017.0,2,4.0,180,14,1415,387,273,1405,1749,7,Leilão / Lances;Pontos de Ação;Leilão: Lance Único;Rendimentos;Eventos;Toma Essa;Compra Aberta,0,,História;Economia / Produção;Civilização,https://ludopedia.com.br/jogo/through-the-ages-a-new-story-of-civilization,0.7852386237513873,0.9929328621908127,0.1929328621908127,7,2.0,8.77,8.64,951
31237,Keep the Heroes Out!,2022,2022.0,1,4.0,50,10,1168,119,172,1497,1435,9,"Construção de Baralho, Bolsas e Peças;Cooperativo;Tabuleiro Modular;Movimento de Área;Jogadores com Diferentes Habilidades;Preparação Variável;Cenário / Missão / Campanha;Recuperação de Ação;Cartas de Comando",2,Dungeon Crawler;Jogo Assimétrico,Fantasia,https://ludopedia.com.br/jogo/keep-the-heroes-out,0.9075369075369075,1.2816780821917808,0.14726027397260275,9,3.0,8.77,8.51,478
54747,Inferno,2024,2024.0,1,4.0,120,14,434,49,37,603,766,11,Alocação de Trabalhadores;Bônus de Fim de Jogo;Cartas Multiuso;Combinação;Empréstimos;Fila de Recursos;Mercado;Movimento em Grades;Pontos de Movimento;Preparação Variável;Alocação de Diferentes Tipos de Trabalhadores,0,,Economia / Produção;Fantasia;Horror/Terror;Literatura;Religião,https://ludopedia.com.br/jogo/inferno,0.8985507246376812,1.3894009216589862,0.08525345622119816,11,3.0,8.76,8.24,212
11112,Mansions of Madness (2ª Edição),2016,2017.0,1,5.0,180,14,3986,793,845,3275,3886,13,Gerenciamento de Mãos;Movimento de Área;Rolagem de Dados;RPG;Tabuleiro Modular;Cooperativo;Mapa: Adição;Cenário / Missão / Campanha;Solo / Solitário;Traidor;Resolução com Testes de Estatísticas;Jogo em Equipe;Jogadores com Diferentes Habilidades,4,Integrado com Aplicativo;Miniaturas;Quebra-Cabeça;Dungeon Crawler,Aventura;Fantasia;Horror/Terror;Luta / Artes Marciais;Literatura;Policial,https://ludopedia.com.br/jogo/mansions-of-madness-second-edition,0.8340657041222013,0.8216256899147014,0.2119919719016558,13,4.0,8.76,8.7,2227
80859,Memoir '44 (Edição Revisada),2025,2025.0,2,8.0,60,8,141,9,13,189,78,15,Campanha / Batalhas Dirigidas por Cartas;Cartas de Comando;Cenário / Missão / Campanha;Gerenciamento de Mãos;Grade Hexagonal;Influência / Maioria na Área;Jogo em Equipe;Linha de Visão;Movimento em Grades;Pontos de Movimento;Preparação Variável;Resolução por Símbolos nos Dados;Rolagem de Dados;Simulação;Tabuleiro Modular,1,Jogo de Guerra,Guerra;História,https://ludopedia.com.br/jogo/memoir-44-refreshed-edition,0.94,1.3404255319148937,0.09219858156028368,15,6.0,8.76,7.42,53
67183,DCeased: Gotham City Outbreak,2024,2026.0,1,4.0,60,14,149,7,13,107,64,9,Ação / Evento;Cenário / Missão / Campanha;Cooperativo;Jogadores com Diferentes Habilidades;Jogo em Equipe;Pontos de Ação;Rolagem de Dados;Solo / Solitário;Tabuleiro Modular,2,Miniaturas;Dungeon Crawler,Cultura Pop ou Geek;Horror/Terror;Quadrinhos,https://ludopedia.com.br/jogo/dceased-gotham-city-outbreak,0.9551282051282052,0.7181208053691275,0.087248322147651,9,3.0,8.76,6.97,27
