place_id,nome,endereco,capital_busca,termos_busca,termos_alta_precisao,varejo_grande,grupo_categoria,categorias_google,avaliacao_media,volume_avaliacoes,status_google,site_ou_rede_social,instagram_usuario,link_google_maps,data_coleta,evidencia_espaco_jogo,relevante,observacao,tem_fotos_maps,fotos_comprovam,tem_instagram,instagram_comprova
ChIJO5-CuLWPf5ERy2-W_UmDFps,LOJA DUO,"Estr. do Calafate, 3683 - Sl 2 - Calafete, Rio Branco - AC, 69914-320, Brazil",Rio Branco,board game,0,nao,loja,store;point_of_interest;establishment,5,2,OPERATIONAL,,,https://maps.google.com/?cid=11175263879176810443&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,sim,não,,
ChIJdwSwaKuP9gcRsjQilDYp6PY,Zastras São Luis,"Shopping - Av. Prof. Carlos Cunha, 1000 - Jaracaty, São Luís - MA, 65076-907, Brazil",São Luís,board game,0,nao,loja,toy_store;store;point_of_interest;establishment,5,2,OPERATIONAL,,,https://maps.google.com/?cid=17791515642317386930&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,sim,não,,
ChIJE9IvPYqNf5ERNjv4F--VtDw,"Cantinho Eletrônico, papelaria, artigo de presente e Lan house","Tv. Judia, 944 - Santa Inês, Rio Branco - AC, 69907-758, Brazil",Rio Branco,board game,0,nao,loja,point_of_interest;store;establishment,5,1,OPERATIONAL,https://trinta.shop/cantinhoeletronico,,https://maps.google.com/?cid=4374285992215460662&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,sim,não,,
ChIJM2mdl79NBQcRTG5dx_vBwOY,ESPORTE NET,"R. 146, 4 - Albano Franco, Nossa Sra. do Socorro - SE, 49153-250, Brazil",Aracaju,board game,0,nao,loja,store;point_of_interest;establishment,5,1,OPERATIONAL,,,https://maps.google.com/?cid=16627503111377612364&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,não,não se aplica,não,
ChIJtacvGS6zGgcR6mILAN2U66k,Cajucap,"R. José Emídio da Costa, 470 - América, Aracaju - SE, 49082-275, Brazil",Aracaju,board game,0,nao,loja,store;point_of_interest;establishment,5,1,OPERATIONAL,http://www.alampromotor.com.br/,,https://maps.google.com/?cid=12244043688846254826&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,sim,não,,
ChIJp9b1WCSO9gcRfrqopQWqASA,Shopping da Ilha,"Av. Daniel de La Touche, 987 - Cohama, São Luís - MA, 65061-901, Brazil",São Luís,board game;loja de RPG;loja de jogos de tabuleiro,2,sim,outro,shopping_mall;point_of_interest;establishment,4.6,35949,OPERATIONAL,http://www.shoppingdailha.com.br/,,https://maps.google.com/?cid=2306311425421261438&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,sim,não,,
ChIJC8k-3ZSxnZMR-AaUmrnn5ek,Shopping Popular,"Av. Manoel José de Arruda, 207 - Dom Aquino, Cuiabá - MT, 78005-500, Brazil",Cuiabá,loja de RPG;loja de jogos de tabuleiro,2,sim,outro,shopping_mall;point_of_interest;establishment,4.4,13735,OPERATIONAL,,,https://maps.google.com/?cid=16854131964852307704&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,sim,não,,
ChIJj2AvPX__sgcRNr1SxD-1jdU,Natal Shopping,"Avenida Senador Salgado Filho, 2234 - Av. das Brancas Dunas, 47 - Candelária, Natal - RN, 59064-900, Brazil",Natal,loja de card game,1,sim,outro,shopping_mall;point_of_interest;establishment,4.5,35838,OPERATIONAL,http://www.natalshopping.com.br/,,https://maps.google.com/?cid=15388154787276176694&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,sim,não,,
ChIJYelljYv_sgcR4cy4I9xeAA4,Via Direta Shopping,"Av. Sen. Salgado Filho, 2233 - Lagoa Nova, Natal - RN, 59078-000, Brazil",Natal,loja de jogos de tabuleiro,1,sim,outro,shopping_mall;point_of_interest;establishment,4.1,21790,OPERATIONAL,http://www.viadiretashopping.com.br/,,https://maps.google.com/?cid=1008910616116120801&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,sim,não,,
ChIJcczhkDVDMpIRHc2-kZBNycw,Havan Porto Velho,"Av. Gov. Jorge Teixeira, 2900 - Industrial, Porto Velho - RO, 76821-002, Brazil",Porto Velho,loja de card game,1,sim,loja,department_store;store;point_of_interest;establishment,4.5,11591,OPERATIONAL,https://www.havan.com.br/?utm_source=gmb&utm_medium=gmb-perfil&utm_campaign=lc_80,,https://maps.google.com/?cid=14756410937371970845&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,sim,não,,
ChIJkWTo6uLgYY0RMAORtzsC4FU,Villa Nova Shopping,"Av. Pres. Vargas, 341 - Centro, Macapá - AP, 68900-070, Brazil",Macapá,loja de RPG,1,sim,outro,shopping_mall;movie_theater;point_of_interest;establishment,4.4,6522,OPERATIONAL,https://macapa.movielandcinemas.com.br/,,https://maps.google.com/?cid=6187948343513121584&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,sim,não,,
ChIJKfNwfJSxnZMRfpBE1Onme6Y,Americanas,"R. Joaquim Murtinho, 196 - Centro Norte, Cuiabá - MT, 78005-290, Brazil",Cuiabá,loja de jogos de tabuleiro,1,sim,loja,department_store;cell_phone_store;electronics_store;clothing_store;home_goods_store;store;service;point_of_interest;establishment,4,1830,OPERATIONAL,https://www.americanas.com.br/nossas-lojas?utm_source=google&utm_medium=maps&utm_campaign=gmb_447&utm_content=mn_00_00_go_pacotelocal,,https://maps.google.com/?cid=11996435924394479742&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,sim,não,,
ChIJeSqczFWMf5ER4mlOg6vDcT0,Americanas,"Via Verde Shopping - Estr. da Floresta, 2320 - Floresta Sul, Rio Branco - AC, 69914-220, Brazil",Rio Branco,loja de card game,1,sim,loja,department_store;cell_phone_store;electronics_store;clothing_store;home_goods_store;store;service;point_of_interest;establishment,4,953,OPERATIONAL,https://www.americanas.com.br/nossas-lojas?utm_source=google&utm_medium=maps&utm_campaign=gmb_371&utm_content=mn_00_00_go_pacotelocal,,https://maps.google.com/?cid=4427535050091686370&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,sim,não,,
ChIJmWr7BqhdMpIRp3q6iQ1b1r8,Americanas,"Av. Rio Madeira, 3288 - Flodoaldo Pontes Pinto, Porto Velho - RO, 76820-408, Brazil",Porto Velho,loja de card game,1,sim,loja,department_store;cell_phone_store;electronics_store;clothing_store;home_goods_store;store;point_of_interest;service;establishment,4.1,615,OPERATIONAL,https://www.americanas.com.br/nossas-lojas?utm_source=google&utm_medium=maps&utm_campaign=gmb_321&utm_content=mn_00_00_go_pacotelocal,,https://maps.google.com/?cid=13823336219963718311&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,sim,não,,
ChIJfZbfeGSOpJIRWbpDnrXD7oo,Kawaii Club,"Av. Conselheiro Furtado, 3088 - Guamá, Belém - PA, 66063-060, Brazil",Belém,board game;loja de card game,1,sim,loja,gift_shop;clothing_store;store;point_of_interest;establishment,4.6,234,OPERATIONAL,https://www.facebook.com/kawaii.belem/,,https://maps.google.com/?cid=10011154206502926937&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,sim,não,,
ChIJm0XoJSyNf5ERmuz9HqoT63A,Americanas,"Av. Getúlio Vargas, 1348 - Bosque, Rio Branco - AC, 69940-046, Brazil",Rio Branco,loja de card game,1,sim,loja,department_store;cell_phone_store;electronics_store;clothing_store;home_goods_store;store;service;point_of_interest;establishment,4.2,225,OPERATIONAL,https://www.americanas.com.br/nossas-lojas?utm_source=google&utm_medium=maps&utm_campaign=gmb_1407&utm_content=mn_00_00_go_pacotelocal,,https://maps.google.com/?cid=8136618773160258714&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,sim,não,,
ChIJp8fL_CUIwQER-smXmhAbjio,Sakura Colecionáveis Eusébio,"Av. Eusébio de Queiroz, Loja PL 05 - Shopping - Tamatanduba, Eusébio - CE, 61760-000, Brazil",Fortaleza,loja de card game,1,sim,loja,locksmith;book_store;toy_store;clothing_store;service;point_of_interest;store;establishment,4.9,35,OPERATIONAL,https://pemcolecionaveis.com.br/,,https://maps.google.com/?cid=3066418154412952058&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,sim,não,,
ChIJ74urMl5HJ5URF27-9sgc7Ao,Decathlon Florianópolis,"SC-401, 3400 - Saco Grande, Florianópolis - SC, 88032-005, Brazil",Florianópolis,board game,0,sim,loja,sporting_goods_store;store;point_of_interest;establishment,4.5,19769,OPERATIONAL,https://www.decathlon.com.br/,,https://maps.google.com/?cid=787035684345900567&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,sim,não,,
ChIJsaXZ49VhpJIRfjecsk0yPHA,Havan Belém,"Rod. Augusto Montenegro, 2216 - Mangueirão, Belém - PA, 66640-000, Brazil",Belém,board game,0,sim,loja,department_store;womens_clothing_store;electronics_store;clothing_store;furniture_store;home_improvement_store;sporting_goods_store;home_goods_store;store;service;point_of_interest;establishment,4.5,5053,OPERATIONAL,https://www.havan.com.br/?utm_source=gmb&utm_medium=gmb-perfil&utm_campaign=lc_154,,https://maps.google.com/?cid=8087394340141021054&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,sim,não,,
ChIJRxoXyZnDrAcR2H6PXKsakLE,Havan João Pessoa,"R. Diógenes Chianca, S/N - Água Fria, João Pessoa - PB, 58053-000, Brazil",João Pessoa,board game,0,sim,loja,department_store;store;point_of_interest;establishment,4.5,4201,OPERATIONAL,https://www.havan.com.br/,,https://maps.google.com/?cid=12794755864654216920&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,sim,não,,
ChIJ899k6AKT9gcRVCcpeMrUdoc,Havan São Luís,"Av. Daniel de La Touche, 2 - Cohama, São Luís - MA, 65074-115, Brazil",São Luís,board game,0,sim,loja,department_store;point_of_interest;store;establishment,4.6,3126,OPERATIONAL,https://www.havan.com.br/?utm_source=gmb&utm_medium=gmb-perfil&utm_campaign=lc_187,,https://maps.google.com/?cid=9761223208436574036&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,sim,não,,
ChIJ9Qto49CZpgARtXGsIsbCTsM,Traquitana,"R. Raul Pompéia, 82 - São Pedro, Belo Horizonte - MG, 30330-080, Brazil",Belo Horizonte,board game,0,sim,loja,toy_store;book_store;clothing_store;store;point_of_interest;establishment,4.8,545,OPERATIONAL,https://www.traquitana.com.br/,,https://maps.google.com/?cid=14073400041820418485&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,sim,não,,
ChIJQaQJoHDLJJMREmjvw7DxEP4,Q Legal Utilidades Lar,"Quadra 103 Norte Rua NO 1 - Plano Diretor Norte, Palmas - TO, 77001-016, Brazil",Palmas,board game,0,sim,loja,furniture_store;home_improvement_store;home_goods_store;toy_store;store;service;point_of_interest;establishment,4.3,489,OPERATIONAL,https://www.instagram.com/qlegalpalmas?igsh=MWUyYmN0OWJsZmpwdw==,qlegalpalmas,https://maps.google.com/?cid=18307398226764851218&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,sim,não,,
ChIJDSja6N45jgcR0ZocNu9D8Fs,Mavelu Sports - Centro,"R. Eliseu Martins, 1198 - Centro (Sul), Teresina - PI, 64000-120, Brazil",Teresina,board game,0,sim,loja,sporting_goods_store;store;point_of_interest;establishment,4.3,421,OPERATIONAL,,,https://maps.google.com/?cid=6624869746546088657&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,sim,não,,
ChIJ4VyVb6iqswcR0fe5AnfoF9I,King of Sinucas,"Av. Coronel Estevam, 1329 - Alecrim, Natal - RN, 59030-000, Brazil",Natal,board game,0,sim,loja,sporting_goods_store;store;point_of_interest;establishment,4.6,57,OPERATIONAL,,,https://maps.google.com/?cid=15138824270273705937&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,2026-09-16,,,,sim,não,,
