place_id,nome_estabelecimento,avaliacao_media_estabelecimento,volume_avaliacoes_estabelecimento,review_index,nota_avaliacao,idioma,data_relativa,texto_avaliacao,mencao_preco,mencao_friccao,grupo_nota_estabelecimento,grupo_nota_individual,grupo_volume_avaliacoes,num_caracteres_texto,texto_avaliacao_filtrado
ChIJGTvSWgCDmQARyu8hVg-kaSw,Bubble Planet - Lanchonete e Cardgames,4.6,28,0,5,pt,6 months ago,"Duvido algum lugar em Niterói, quiçá do RJ, ter um bubble tea tão autêntico e tão gostoso!
Produtos de altíssima qualidade, preço justo e atendimento maravilhoso.
Todos super simpáticos e acolhedores.",False,False,menor,promotor,menor,200,lugar Niterói quiçá RJ bubble autêntico gostoso Produtos altíssima qualidade preço justo atendimento maravilhoso super simpáticos acolhedores
ChIJGTvSWgCDmQARyu8hVg-kaSw,Bubble Planet - Lanchonete e Cardgames,4.6,28,1,5,pt,6 months ago,"Que atendimento maravilhoso, meus amigos!  Ambiente acolhedor, equipe atenciosa e comidas excelentes. Só vão!",False,False,menor,promotor,menor,109,atendimento maravilhoso amigos Ambiente acolhedor equipe atenciosa excelentes
ChIJGTvSWgCDmQARyu8hVg-kaSw,Bubble Planet - Lanchonete e Cardgames,4.6,28,2,5,pt,2 months ago,"Foi minha primeira vez indo no novo endereço e não podia estar mais satisfeita! O atendimento melhorou e todos são muito atenciosos.
O crepe de pepperoni aos 4 queijos já se tornou meu novo favorito. O de banana com chocolate branco eu nem tive tempo de fotografar! O bubble tea com bolinhas de lichia é o melhor.
Um lugar ideal pra quem quer jogar com a galera (a agenda semanal da casa é movimentada!), ou apenas comer e beber algo diferente.",False,False,menor,promotor,menor,444,primeira vez novo endereço satisfeita atendimento atenciosos crepe pepperoni queijos novo favorito banana chocolate branco tempo bubble bolinhas lichia melhor lugar ideal galera agenda semanal casa diferente
ChIJGTvSWgCDmQARyu8hVg-kaSw,Bubble Planet - Lanchonete e Cardgames,4.6,28,3,3,pt,4 weeks ago,"Pontos positivos:

-Ambiente bonito e arrumadinho

-Preços de produtos relacionados a cartas justo

-Atendentes educados e atenciosos

-O crepe é gostoso e preço razoável

Pontos negativos:

-Ambiente muito apertado para o fluxo atual de pessoas, torna descomfortável e estressante navegar a loja para fazer algo simples como comprar um item pequeno.

-Infelizmente nenhuma bebida me agradou, preços altos e sabor decepcionante pra um lugar que tem ""Bubble"" no título. Provei uma customizada em um dia e em outro dia duas com receita pronta, nenhuma salvou.

Veredito final: Vá para fazer compras num lugar atraente mas tome cuidado se for um dia de movimento(Sexta a Domingo) pois ficará espremido de gente. E também comer um crepe maneiro e ser bem atendido se tiver já por lá. Não recomendo sob hipótese alguma para qualquer bebida(dei 3 chances, uma para cada bebida diferente).",True,False,menor,detrator,menor,882,"Pontos positivos -Ambiente bonito arrumadinho -Preços produtos cartas -Atendentes atenciosos -O crepe gostoso preço razoável Pontos negativos -Ambiente fluxo atual pessoas descomfortável loja simples item pequeno -Infelizmente bebida preços altos sabor decepcionante lugar "" Bubble "" título customizada dia dia receita pronta Veredito final Vá compras lugar atraente tome cuidado dia movimento(Sexta Domingo espremido gente crepe maneiro atendido hipótese bebida(dei chances bebida diferente"
ChIJGTvSWgCDmQARyu8hVg-kaSw,Bubble Planet - Lanchonete e Cardgames,4.6,28,4,5,pt,5 months ago,"Isso aqui é coisa de doido, melhor crepe e bubble tea que existe, sem igual mermão.",False,False,menor,promotor,menor,83,coisa doido crepe bubble igual mermão
ChIJHSDPTgF5GZURKmSqKITyoGM,Arcadea Gaming Pub,4.2,1087,4,4,pt,6 months ago,"Ambiente: Bem legal, espaçoso e estiloso. Tem ar-condicionado e bancos de espuma nas laterais para quem quer mais conforto. A decoração também é bem legal, bem geek. Existem salas VIP para quem quiser alugar; acredito que em dias de semana não há necessidade, mas em fins de semana, quando fica mais cheio, pode ser interessante. O banheiro achei um pouco largado e com mau cheiro, mesmo com o pub vazio no dia. Vi comentários dizendo que no projetor da entrada ficava passando futebol em vez de algo relacionado ao ambiente e, de fato, quando cheguei achei que fosse algum videogame projetando, até perceber alguns funcionários parados assistindo ao jogo. Acho que erram nesse ponto, pois além de o projetor não contribuir para a experiência do local, ainda deixa os funcionários um pouco apáticos. O ambiente também é um pouco claro demais, o que deixa as projeções opacas. Há um projetor na parte superior para quem quiser jogar em tela grande (N64, até 4 pessoas). Seria interessante baixar um pouco as luzes e investir em LEDs coloridas.
⚠️ ATENÇÃO: cuidado ao descer a escada, ela fica em um local escuro e sem piso com textura ou sinalização. Risco real de se machucar.

Jogos: São cobrados R$10 na comanda e você tem acesso livre a todos os jogos, o que faz sentido, pois senão a gurizada da região ficaria lá dentro sem consumir. Os fliperamas são emuladores, com uma infinidade de jogos retrô, desde consoles mais antigos até PS1 e N64. Também há consoles atuais: logo na entrada, onde antes ficava o jogo de dança (estilo Just Dance de shopping, que não tem mais), há dois Xbox 360; no 2º piso tem um Nintendinho e um Nintendo Switch. Nas salas VIP, pelo que percebi, cada uma tem um console, mas não sei dizer qual. Apenas um fliperama estava com a alavanca estragada, algo que considero normal devido ao uso intenso. Os jogos de mesa são legais, com certa variedade, e é normal estarem um pouco gastos; inclusive, plastificaram para preservar. Senti falta de jogos mais dinâmicos, de partidas rápidas, e de alguma separação ou explicação, pois acabei não jogando nenhum por não saber como funcionavam e não querer perder tempo aprendendo. Seria interessante separar por categorias, como “partida rápida (5–10 min)” e “20 min ou mais”.

Comida: Tudo muito bom. Todos pedimos hambúrguer com bife bem passado, pois já tivemos experiências ruins pedindo no ponto em outros lugares. Veio muito bem temperado, na temperatura certa, os pedidos chegaram rápido, tudo delicioso, nada gorduroso e com bons preços. Achei o sistema de cardápio digital bem tranquilo: você lê o QR Code, escolhe os itens e depois lê o QR da comanda para finalizar o pedido. Entendo que pessoas menos habituadas ao digital possam ter dificuldade; no nosso grupo teve gente que pediu direto ao garçom e foi prontamente atendida. Li comentários reclamando do “buffet” bagunçado e sujo, parece que acontece às terças-feiras, então não posso opinar.

Bebidas: Muito boas e levinhas. Para quem quer algo mais forte, talvez não agrade, mas faz sentido por ser um ambiente mais familiar e não um boteco. O drink do Yoda deixou a desejar na decoração: faltou a roupinha da foto do cardápio e as “orelhas” ficavam caindo. Provamos também as fritas e os nachos, ambos muito bons.

Preços: Achei os valores bem justos. Vi gente reclamando, mas acredito que seja pessoal que não está acostumado a frequentar bares e pubs, e sim lanchonetes ou rodízios.

Atendimento: Bom no geral, mas às vezes passa uma sensação de “se vira aí”, como se você estivesse atrapalhando. Não respondem no WhatsApp. Não foram grosseiros, mas ficou dividido entre alguns funcionários simpáticos e outros indiferentes. Teve uma moça em videochamada que ficava indo à nossa mesa dizendo que ia jogar com minha mãe depois e ninguém entendeu se ela trabalhava lá ou não.

Conclusão: Vou voltar! Gostei muito da comida e do ambiente, apesar de sentir uma certa bagunça. Não pretendo fazer outro evento no local, mas quero voltar com amigos para comer bem, beber algo e jogar um pouco. Com R$100 já dá para se divertir.",True,False,menor,neutro,outlier,4060,Ambiente legal espaçoso estiloso ar-condicionado bancos espuma laterais conforto decoração legal geek salas VIP dias semana necessidade fins semana cheio interessante banheiro largado mau cheiro pub vazio dia Vi comentários projetor entrada futebol vez ambiente fato videogame funcionários parados jogo ponto projetor experiência local funcionários apáticos ambiente claro projeções opacas projetor parte superior tela grande pessoas interessante luzes LEDs ⚠ ️ ATENÇÃO cuidado escada local escuro piso textura sinalização Risco real Jogos comanda acesso livre jogos sentido gurizada região fliperamas emuladores infinidade jogos retrô consoles antigos PS1 consoles atuais entrada jogo dança estilo Just Dance shopping Xbox 2º piso Nintendinho Nintendo Switch salas VIP console fliperama alavanca normal uso intenso jogos mesa legais variedade normal gastos falta jogos dinâmicos partidas separação explicação tempo interessante categorias “ partida rápida 5–10 min “ min Comida bom bife passado experiências ponto lugares temperatura certa pedidos delicioso gorduroso bons preços sistema cardápio digital tranquilo QR Code itens QR comanda pedido pessoas digital dificuldade grupo gente direto garçom comentários “ sujo terças-feiras Bebidas boas levinhas forte sentido ambiente familiar boteco drink Yoda decoração roupinha foto cardápio orelhas ” fritas nachos bons Preços valores justos gente pessoal bares pubs lanchonetes rodízios Atendimento Bom geral vezes sensação “ WhatsApp grosseiros funcionários simpáticos indiferentes moça mesa mãe Conclusão comida ambiente bagunça evento local amigos
ChIJK-IiTfuVpgARx8rVtqv8c3g,Massula Nerd House,5.0,94,0,5,pt,3 months ago,"Frequento o bar a quase 1 ano e se tornou meu local favorito nas redondezas. Ótimo para jogar (quem já curte e quem é iniciante, adultos e crianças) e fazer amigos (vc pode ir com sua turma ou ir sozinho). E as pizzas de lá são uma delícia. Vale a pena conhecer.",False,False,maior,promotor,menor,262,Frequento bar ano local favorito redondezas Ótimo iniciante adultos crianças amigos vc turma sozinho pizzas delícia pena
ChIJK-IiTfuVpgARx8rVtqv8c3g,Massula Nerd House,5.0,94,1,5,pt,3 months ago,"Fui várias vezes e continuo participando de algumas atividades (com intenção de ir cada vez mais). Ambiente familiar agradável, que consiste em: pessoas agradáveis de conviver, sem brigas e é um ambiente aberto à novas ideias e debates!
A comida se baseia em porções (particularmente eu AMO a batata frita e os nuggets)! Opções legais de bebidas como refrigerantes mesmo, energéticos e milkshakes! 🫶
Considero os valores justos e aceitáveis, nada que impeça de participar! Além de alguns benefícios em ser um jogador participativo!
Dito isso tudo, acredito que se você for uma pessoa aberta à conhecer novos jogos de tabuleiro e outros tipos de diversão (tipo RPG), que são interessantes por NÃO utilizarem de telas digitais, você vai se divertir bastante! Se você já for alguém que já conhece esse tipo de lazer, também recomendo pela grande variedade!",False,False,maior,promotor,menor,853,vezes atividades intenção cada mais Ambiente familiar agradável pessoas agradáveis brigas ambiente novas ideias debates comida porções AMO batata nuggets Opções legais bebidas refrigerantes energéticos milkshakes valores justos aceitáveis benefícios jogador participativo pessoa novos jogos tabuleiro tipos diversão tipo RPG interessantes telas digitais tipo lazer grande variedade
ChIJK-IiTfuVpgARx8rVtqv8c3g,Massula Nerd House,5.0,94,2,2,pt,10 months ago,"Experiência razoável. Não podemos escolher os jogos ficando a escolha a cargo da casa. A comida, quantidade e a qualidade são desproporcionais ao valor cobrado. O cardápio não é de fácil compreensão e merece um formato melhor! A forma como se solicita os pedidos (via grupo wpp) não condiz com a cobrança de 10%.",False,False,maior,detrator,menor,312,Experiência razoável jogos escolha cargo casa comida quantidade qualidade desproporcionais valor cardápio fácil compreensão formato melhor forma pedidos via grupo wpp cobrança
ChIJK-IiTfuVpgARx8rVtqv8c3g,Massula Nerd House,5.0,94,3,5,pt,3 months ago,"Frequento a quase 1 ano e recomendo a todos.
E um ótimo ambiente para amigos e família, como também para quem quer começar a jogar e não tem companhia",False,False,maior,promotor,menor,150,Frequento ano ótimo ambiente amigos família companhia
ChIJK-IiTfuVpgARx8rVtqv8c3g,Massula Nerd House,5.0,94,4,5,pt,10 months ago,"Lugar excelente, adorei desde a primeira vez que fui. Já fui com a família, amigos e sozinho - me diverti muito todas as vezes. A comida é muito boa, principalmente as batatas de catan. Lá tem uma imensa variedade de jogos e o Leo e a Laura explicam com bastante paciência, clareza e cuidado.",False,False,maior,promotor,menor,292,Lugar excelente primeira vez família amigos sozinho vezes comida boa batatas catan imensa variedade jogos Leo Laura paciência clareza cuidado
ChIJKTRza_0ZuAAR4hrMAsvsb2I,Taverna dos Jogos,4.8,104,0,4,pt,6 years ago,"Ambiente bastante agradável, várias opções de jogos para brincar com a turma toda, excelente atendimento e localização!!",False,False,maior,neutro,maior,120,Ambiente agradável opções jogos turma excelente atendimento localização
ChIJKTRza_0ZuAAR4hrMAsvsb2I,Taverna dos Jogos,4.8,104,1,2,pt,6 years ago,"O local é agradável e a proposta é excelente enquanto entreterimento.
Só tivemos uma recepção não muito boa. Ao chegarmos estávamos em 4 pessoas e não nos foi dada a opção de escolher a mesa desejada, pois haviam 2 mesas de 6 lugares no local desejado que a preferência seria para grupo maiores. Sendo que haviam mesas já ocupadas com a mesma proporção da nossa.
Para completar, onde nos colocaram havia a infeliz possibilidade de não podermos jogar certo jogos por ser na área externa da casa, o que não se confirmou🙏.
No geral a proposta é boa, só precisa melhorar no atendimento ao cliente.",True,False,maior,detrator,maior,593,local agradável proposta excelente entreterimento recepção boa pessoas opção mesa mesas lugares local preferência grupo maiores mesas mesma proporção nossa infeliz possibilidade jogos área externa casa 🙏 geral proposta boa atendimento cliente
ChIJKTRza_0ZuAAR4hrMAsvsb2I,Taverna dos Jogos,4.8,104,2,3,pt,6 years ago,"Lugar mediano, há restrições para jogar alguns jogos na área de fora, os atendentes são muito simpáticos e prestativos mas o grande ponto negativo é a refrigeração que não é tão fresco no interior da loja, se a sua praia é uma mistura de bar com jogos, vai fundo. Os petiscos são saborosos e com preço justo.",False,False,maior,detrator,maior,308,Lugar mediano restrições jogos área atendentes simpáticos prestativos grande ponto negativo refrigeração fresco interior loja praia mistura bar jogos fundo petiscos saborosos preço justo
ChIJKTRza_0ZuAAR4hrMAsvsb2I,Taverna dos Jogos,4.8,104,3,4,pt,6 years ago,"O local é muito agradável e os garçons super prestativos. Mas a comida deixou um pouco a desejar. Batata frita quentinha, mas com cheddar gelado por cima e os hambúrgueres estavam todos secos, pedimos três versões diferentes, sendo uma vegana.",False,False,maior,neutro,maior,243,local agradável garçons prestativos comida Batata quentinha cima hambúrgueres secos versões diferentes vegana
ChIJKTRza_0ZuAAR4hrMAsvsb2I,Taverna dos Jogos,4.8,104,4,5,pt,6 years ago,"Lugar incrível e bem acolhedor. Fomos em 7 e sentamos na varandinha por não ter lugares disponíveis la dentro. Por conta disso, não pagamos a taxa de consumação mínima. Jogamos uns 3, 4 jogos e ficamos muito tempo lá. Ao fim, cada um pagou 12reais pelo que consumimos de bebidas e só.
Excelente lugar pra ir de galera e passar um bom tempo reunidos.",False,False,maior,promotor,maior,349,Lugar incrível acolhedor varandinha lugares disponíveis la conta taxa consumação mínima jogos tempo fim bebidas Excelente lugar galera bom tempo
ChIJMwO7YgDdrAcRiYUURL8xCls,Mokuzai café e jogos,4.2,49,0,1,pt,3 months ago,"O atendimento digital é horrível, e quando fui era tudo caro, espaço pequeno e quente, além do proprietário não ser aberto a diálogo nem feedback.",True,False,menor,detrator,menor,146,atendimento digital horrível caro espaço pequeno quente proprietário diálogo
ChIJMwO7YgDdrAcRiYUURL8xCls,Mokuzai café e jogos,4.2,49,1,1,pt,10 months ago,"Preços superinflacionados, falta atendimento e os produtos não correspondem ao preços praticados. R$ 7,00 em uma água e R$ 14,00 em um café passado. Não recomendo.",False,False,menor,detrator,menor,163,Preços falta atendimento produtos preços água café passado
ChIJMwO7YgDdrAcRiYUURL8xCls,Mokuzai café e jogos,4.2,49,2,5,pt,9 months ago,"Ambiente agradável, comida saudável e saborosa, ótimo atendimento e preço justo! Recomendo!!",False,False,menor,promotor,menor,92,Ambiente agradável comida saudável saborosa ótimo atendimento preço justo
ChIJMwO7YgDdrAcRiYUURL8xCls,Mokuzai café e jogos,4.2,49,3,5,pt,10 months ago,"Adorei! Comida boa e muita opção de jogo, sem contar o ótimo atendimento!!",False,False,menor,promotor,menor,74,Adorei Comida boa opção jogo em conta ótimo atendimento
ChIJMwO7YgDdrAcRiYUURL8xCls,Mokuzai café e jogos,4.2,49,4,5,pt,10 months ago,"Possui uma enorme variedade de jogos, comida maravilhosa e atendimento top!
Explicam os jogos, dizem curiosidades sobre os mesmo e deixam tudo mais divertido.
Amamos o local.",False,False,menor,promotor,menor,174,enorme variedade jogos comida maravilhosa atendimento top jogos curiosidades mesmo divertido local
ChIJN8BZeb85WpMRgVKT05caxB4,Utopia Games & Food,4.8,159,2,3,pt,3 weeks ago,"O atendimento foi muito bom e não tenho reclamações quanto à cordialidade dos funcionários. Porém, infelizmente, minha experiência com o rodízio não foi agradável, principalmente pela forma como ele é organizado. Em nenhum momento ficou realmente claro como o sistema do rodízio funciona na prática. Não foi explicado de maneira adequada como é feito o controle de quem pagou pelo rodízio, especialmente porque existe um sistema de ingressos, e também não ficou claro como os clientes deveriam se servir.O maior problema aconteceu quando chegou um grupo muito grande ao salão. O ambiente ficou extremamente barulhento, a ponto de ser bastante desconfortável permanecer no local, e não havia sequer uma sinalização ou aviso sobre a possibilidade de haver um nível tão elevado de ruído.

Além disso, em determinado momento foi colocada apenas UMA pizza no centro do salão para que todos se servissem. O outro grupo simplesmente pegou praticamente todas as pizzas, enquanto nós, que já estávamos no estabelecimento, ficamos sem conseguir nos alimentar adequadamente. No fim, não conseguimos aproveitar o serviço. Entendo que o estabelecimento não tenha como controlar completamente o comportamento dos clientes, mas acredito que a organização do rodízio deveria impedir justamente esse tipo de situação. Se o sistema é por buffet, seria necessário deixar isso claramente informado e manter uma quantidade de pizzas suficiente para atender todos os clientes, principalmente quando há um grupo grande no salão. Minha crítica não é ao atendimento dos funcionários, que considero muito bom, mas à organização e à comunicação do funcionamento do rodízio. Acho que, com uma explicação mais clara sobre o sistema, um controle mais eficiente e uma reposição adequada das pizzas, a experiência poderia ser muito melhor. Espero que o estabelecimento considere esse feedback, porque a variedade de jogos e o atendimento são bons, mas a experiência do rodízio, da maneira como aconteceu comigo, acabou sendo bastante frustrante.",False,False,maior,detrator,maior,2013,atendimento bom reclamações cordialidade funcionários experiência rodízio agradável forma momento claro sistema rodízio prática maneira adequada controle rodízio sistema ingressos clientes maior problema grupo grande salão ambiente barulhento ponto desconfortável local sinalização aviso possibilidade nível ruído momento pizza centro salão grupo pizzas estabelecimento fim serviço estabelecimento comportamento clientes organização rodízio tipo situação sistema necessário quantidade pizzas suficiente clientes grupo grande salão crítica atendimento funcionários bom organização comunicação funcionamento rodízio explicação clara sistema controle eficiente reposição adequada pizzas experiência melhor estabelecimento feedback variedade jogos atendimento bons experiência rodízio maneira frustrante
ChIJN8BZeb85WpMRgVKT05caxB4,Utopia Games & Food,4.8,159,3,5,pt,a month ago,"Bons jogos, atendentes gente boa, com rodízio de pizza e chá a um ótimo preço! Só nem sempre dá pra contar que vai ter alguém disponível pra explicar a regra dos jogos, então tem que ir sabendo ou aprender lá.",False,False,maior,promotor,maior,209,Bons jogos atendentes gente boa rodízio pizza chá ótimo preço disponível regra jogos
ChIJN8BZeb85WpMRgVKT05caxB4,Utopia Games & Food,4.8,159,4,4,pt,a month ago,"Eu gosto muito da Utopia, a comida é boa, o ambiente é legal e tem bastante jogo.

Mas vocês precisam resolver urgentemente a questão do rodizio de pizza, a minha última experiência foi frustrante porque eu comia 1 fatia de pizza a cada 1 hora e meia.

Parabéns pelo lugar e ambiente, mas se puderem dar uma atenção nessa parte seria top.",False,False,maior,neutro,maior,338,Utopia comida boa ambiente legal jogo questão rodizio pizza última experiência frustrante fatia pizza hora meia Parabéns lugar ambiente atenção parte top
ChIJO23CtJA5jgcRB1ZMVm4R8Ak,Espaco Caramelles,4.4,98,1,4,pt,7 months ago,"Sou fã do espaço, mas é a segunda vez que eu compro uma bolo/torta e vem congelado. Veja bem, quem não congela não lucra, mas vocês deveriam estudar mais sobre o descongelamento dos alimentos. Minha fatia de pistache veio tão congelada que eu mal conseguia cortar com o garfo e pra pior onde estava o sabor do pistache? Na descrição diz que é recheado com creme de pistache e estava mais para um doce de leite não muito bom e totalmente cristalizado, não tem como indicar o local. E não foi comigo mas eu presenciei o atendente ficando irritado porque as pessoas tocaram o sininho para chamar, se não pode tocar o sino porque colocaram na mesa? Complicado, gosto do espaço e vou esperar um pouco para retornar para ver se melhoram.",True,True,menor,neutro,maior,731,fã espaço segunda vez bolo torta descongelamento alimentos fatia pistache congelada garfo pior sabor pistache descrição creme pistache doce leite bom local comigo atendente irritado pessoas sininho sino mesa gosto espaço
ChIJO23CtJA5jgcRB1ZMVm4R8Ak,Espaco Caramelles,4.4,98,2,4,pt,3 months ago,"O forte da casa parece ser os doces. Eles te diversas opções de tortas, bolos e doces, cada um mais interessante que o outro, chegando a ser difícil escolher apenas um para experimentar. Minha mulher pediu uma torta de morango com creme e suspiro doce que estava excelente. Meu expresso também estava bem cremoso e não era muito amargo, gostei bastante. Achei o atendimento muito bom. O garçom era muito simpático e educado; o sino que eles põe na mesa também ajuda bastante a chamar do garçom quando necessário sem precisar ficar gritando ou esperando que ele olhe para a sua mesa.
No geral, gostei bastante da minha ida a Caramelles e pretendo voltar outras vezes para experimentar as outras comidas da casa.",True,False,menor,neutro,maior,710,forte casa doces opções tortas bolos doces interessante difícil mulher torta morango creme suspiro doce excelente expresso cremoso amargo atendimento bom garçom simpático sino mesa garçom necessário mesa geral ida Caramelles vezes comidas casa
ChIJO23CtJA5jgcRB1ZMVm4R8Ak,Espaco Caramelles,4.4,98,3,1,pt,a year ago,"Pedimos croissant de frango muito gostoso apesar de não estar crocante, já o cheesecake de goiabada parecia um sorvete mal feito com cristais de gelo que eu pessoalmente não recomendo. O ambiente é bonito mas quando você chega o ar condicionado está desligado, imagina o quão agradável é em pleno agosto em Teresina. O atendimento um decepção a parte já que nem seu boa tarde é respondido.",False,False,menor,detrator,maior,389,frango gostoso crocante cheesecake goiabada sorvete cristais gelo ambiente bonito ar condicionado desligado quão agradável pleno agosto Teresina atendimento decepção parte boa
ChIJO23CtJA5jgcRB1ZMVm4R8Ak,Espaco Caramelles,4.4,98,4,4,pt,2 years ago,"Lugar agradável e bem decorado.
Ambiente interno com ar condicionado e externo com climatizador.
Tem alguns jogos de tabuleiro e cartas disponíveis.

Tapioca praiana é saborosa e o croissant é delicioso e grande.
Chocolate quente é muito bom.

Cardápio físico e digital.",False,False,menor,neutro,maior,270,Lugar agradável decorado Ambiente interno ar condicionado externo climatizador jogos tabuleiro cartas disponíveis Tapioca praiana saborosa croissant delicioso grande Chocolate quente bom Cardápio físico digital
ChIJO8W2hThfzpQRjeWplqhAyKQ,Lendário Game Bar,5.0,88,1,5,pt,3 months ago,"Uma das melhores experiências da minha vida!

Local é super bem localizado perto do metrô Tatuapé. O local é super limpo, arrumado e organizado. Vim com a minha família e nós amamos! Comemos uma comida ótima, com tudo muito gostoso e com o preço super justo.

Eu adorei em especial o hambúrguer e a batata, estavam ótimas, recomendo.

O que achei mais legal é que tem vários jogos de tabuleiro e consultoria para os jogos por um preço ótimo e mais barato que muitos outros lugares com a mesma temática.

Obrigado pela recepção ótima pessoal 😁",False,False,maior,promotor,menor,542,melhores experiências vida Local metrô Tatuapé local super limpo família comida ótima gostoso preço super justo especial hambúrguer batata ótimas legal jogos tabuleiro jogos preço ótimo barato lugares mesma temática recepção ótima pessoal 😁
ChIJO8W2hThfzpQRjeWplqhAyKQ,Lendário Game Bar,5.0,88,2,5,pt,4 months ago,"Depois de comer o hambúrguer daqui, nunca mais vou ter a mesma experiência com outros hambúrgueres. Eu sei que nenhum vai chegar aos pés. Todas as comidas são excelentes, feitas com os melhores ingredientes, e a experiência foi muito boa. O Game Bar tem muitas opções de jogos e é o lugar perfeito para passar a tarde com os amigos (desde que nenhum peça para dividir o seu hambúrguer).",False,False,maior,promotor,menor,386,hambúrguer mesma experiência hambúrgueres pés comidas excelentes melhores ingredientes experiência boa Game Bar opções jogos lugar perfeito tarde amigos peça hambúrguer
ChIJO8W2hThfzpQRjeWplqhAyKQ,Lendário Game Bar,5.0,88,3,5,pt,4 months ago,Lugar muito bom para trocar cartas de Pokémon e jogar jogos diferenciados.,False,False,maior,promotor,menor,74,Lugar bom cartas Pokémon jogos
ChIJO8W2hThfzpQRjeWplqhAyKQ,Lendário Game Bar,5.0,88,4,5,pt,2 months ago,"Adorei o lugar, o ambiente super agradável e com uma decoração bem legal, ótimo pra ir em grupo e jogar vários jogos. A comida é excelente e o atendimento também, gostei muito do atendimento da Nicole, foi muito atenciosa e explicou tudo pra gente. Recomendo! 🤍",False,False,maior,promotor,menor,261,lugar ambiente super agradável decoração legal ótimo grupo jogos comida excelente atendimento atendimento Nicole atenciosa gente
ChIJO9bPE0GdEZURRD6c41YpCRI,Beer & Boards,4.8,96,1,5,pt,9 months ago,"Estilo de pub europeu em Rio Grande. Diversos Boardgamers disponíveis para jogar no local, locadora de tabuleiros para jogar em casa, petiscos autorais e chopp artesanal, todos locais.
Uma proposta especial num ambiente charmoso e intimista.",False,False,maior,promotor,maior,241,Estilo pub europeu Rio Grande Boardgamers disponíveis local locadora tabuleiros casa petiscos autorais artesanal locais proposta especial ambiente charmoso intimista
ChIJO9bPE0GdEZURRD6c41YpCRI,Beer & Boards,4.8,96,2,5,pt,a month ago,"Ambiente aconchegante, comida saborosa e meu lugar favorito pra uma curtida com os amigos.",False,False,maior,promotor,maior,90,Ambiente aconchegante comida saborosa lugar favorito curtida amigos
ChIJO9bPE0GdEZURRD6c41YpCRI,Beer & Boards,4.8,96,3,5,pt,3 years ago,"Lugar incrível! Pub com diferentes opções de cervejas artesanais e mais de 100 jogos de tabuleiro. Os donos são super simpáticos, explicam os jogos e até se ofereceram para jogar junto. O ambiente é pequeno e abre poucos dias na semana. A cozinha possui alguns petiscos de bar, e o que pedimos estava bom. Recomendo e certamente voltarei!",False,False,maior,promotor,maior,338,Lugar incrível Pub opções cervejas artesanais jogos tabuleiro donos super simpáticos jogos ambiente pequeno dias semana cozinha petiscos bar bom
ChIJO9bPE0GdEZURRD6c41YpCRI,Beer & Boards,4.8,96,4,1,pt,10 months ago,"Experiência extremamente desagradável. O dono do local se mostrou hostil, grosseiro e totalmente descontrolado, causando constrangimentos desnecessários aos clientes de forma agressiva, algo completamente inaceitável em qualquer ambiente comercial.
Além disso, o ambiente é sujo, desorganizado e apertado, o que torna a permanência desconfortável.
As bebidas não estavam bem geladas, principalmente o chopp.
Definitivamente, não recomendo a ninguém que valorize um bom atendimento. Há muitos outros lugares que realmente respeitam o cliente e entregam o que prometem.",False,False,maior,detrator,maior,567,Experiência desagradável dono local hostil grosseiro descontrolado constrangimentos desnecessários clientes forma agressiva inaceitável ambiente comercial ambiente sujo permanência desconfortável bebidas geladas bom atendimento lugares cliente
ChIJOUXU1akzWpMRC7rrq4o9GZc,game food,4.4,64,1,1,pt,4 years ago,"Atendimento muito ruim.

Fui 3 vezes nesse local para tentar comer. As duas primeiras não tinha carne ou pão ou luz ou energia. Sempre faltava alguma coisa.
Em fim na terceira estava sem energia também mas disseram que estava arrumando.

Fiquei esperando mais de 10 minutos sem ninguém falar nada comigo. Em pé.

Quando chegou outro cliente foi que se deram conta que eu ainda estava lá.

Pedi um que na fofo do cardápio era o maior que tinha. E quando recebi o amburguer…. Decepcionante!

Fala que é de costela, mas a carne é um ambirguer normal. Pela propaganda imaginava costela desfiada e de acordo com a proposta, deixou muito a desejar.",False,False,menor,detrator,menor,642,Atendimento ruim vezes local primeiras carne pão luz energia coisa fim terceira energia minutos comigo pé cliente conta Pedi fofo cardápio maior amburguer costela carne ambirguer normal propaganda costela desfiada acordo proposta
ChIJOUXU1akzWpMRC7rrq4o9GZc,game food,4.4,64,2,5,pt,6 years ago,"Ambiente agradável, espaço aconchegante e atendimento excelente! Hambúrgueres gostosos e a temática me faz lembrar a infância. Já pedi também no delivery e os hambúrgueres sempre chegaram quentinhos e saborosos (em tempo curto!) As batatas são crocantes e o tempero é excelente! Recomendo o local! Parabéns!",False,False,menor,promotor,menor,307,Ambiente agradável espaço aconchegante atendimento excelente Hambúrgueres gostosos temática infância delivery hambúrgueres quentinhos saborosos tempo curto batatas crocantes tempero excelente local Parabéns
