,qt_jogadores_min,qt_jogadores_max,nota_media,qt_avaliacoes,vl_tempo_jogo,idade_minima,tx_satisfacao,tx_conversao
qt_jogadores_min,0.0,0.05505581428826468,0.2122686337340207,0.5289758510499568,2.0925312041205756e-07,4.077901768742885e-08,0.3149546518420153,0.024725164089842815
qt_jogadores_max,0.05505581428826468,0.0,0.016322861811188357,0.4761002468343901,0.061996871888816106,0.7615481128238706,0.12014854789167803,0.034305431611066896
nota_media,0.2122686337340207,0.016322861811188357,0.0,0.030387057440202477,0.00011308887071829247,0.007132937835888333,2.6499830048313353e-20,1.1192911280786097e-05
qt_avaliacoes,0.5289758510499568,0.4761002468343901,0.030387057440202477,0.0,0.010677311089618592,0.617506359991556,0.209357667905215,1.4417326153731024e-34
vl_tempo_jogo,2.0925312041205756e-07,0.061996871888816155,0.00011308887071829335,0.010677311089618592,0.0,2.8538770172313385e-14,9.451554173675844e-06,0.9299939782783658
idade_minima,4.077901768742915e-08,0.7615481128238706,0.007132937835888334,0.617506359991556,2.853877017231366e-14,0.0,1.1083995814463633e-05,0.17573490842029837
tx_satisfacao,0.3149546518420153,0.12014854789167803,2.6499830048313353e-20,0.209357667905215,9.451554173675844e-06,1.1083995814463567e-05,0.0,0.002361816248753532
tx_conversao,0.024725164089842815,0.034305431611066896,1.1192911280786097e-05,1.4417326153731024e-34,0.9299939782783658,0.17573490842029837,0.002361816248753532,0.0
