cluster,variavel,count,mean,std,min,p25,mediana,p75,max
0,tx_conversao,15.0,0.23333334658207694,0.07202762311067788,0.11330049261083744,0.17840962349632872,0.2413793103448276,0.27948664326889855,0.39102317345446147
1,ano_publicacao,33.0,2022.3030303030303,2.8005004963939983,2015.0,2020.0,2023.0,2024.0,2026.0
1,ano_nacional,33.0,2023.6666666666667,2.4579802006254377,2017.0,2022.0,2024.0,2026.0,2026.0
1,qt_jogadores_min,33.0,1.696969696969697,0.728219081254419,1.0,1.0,2.0,2.0,4.0
1,qt_jogadores_max,33.0,4.242424242424242,1.4367998953904262,2.0,4.0,4.0,5.0,7.0
1,vl_tempo_jogo,33.0,54.24242424242424,28.2876190928009,15.0,30.0,50.0,70.0,150.0
1,idade_minima,33.0,9.727272727272727,0.4522670168666454,9.0,9.0,10.0,10.0,10.0
1,qt_tem,33.0,1096.3636363636363,1830.2696833079992,102.0,195.0,423.0,866.0,8754.0
1,qt_teve,33.0,80.54545454545455,167.34266694964015,2.0,11.0,21.0,90.0,948.0
1,qt_favorito,33.0,107.12121212121212,220.15573430752343,3.0,12.0,27.0,64.0,1142.0
1,qt_quer,33.0,588.7878787878788,616.177518941161,48.0,141.0,401.0,848.0,2591.0
1,qt_jogou,33.0,1096.2727272727273,1695.684398567568,42.0,159.0,407.0,1210.0,7110.0
1,n_mecanicas,33.0,5.333333333333333,2.7462095088806806,3.0,4.0,4.0,6.0,16.0
1,n_categorias,33.0,1.2121212121212122,1.0534934669225458,0.0,0.0,1.0,2.0,4.0
1,tx_retencao,33.0,0.9289464404215867,0.05779603992734069,0.7028301886792453,0.9075369075369076,0.946448087431694,0.9674556213017752,0.9887640449438202
1,idx_desejo,33.0,0.8275901975898783,0.5361399017255508,0.2611631452842518,0.4931506849315068,0.7182448036951501,0.9698492462311558,3.0604026845637584
1,tx_fidelizacao,33.0,0.08052831184888207,0.04899888471864037,0.0242914979757085,0.050251256281407,0.0627615062761506,0.0955631399317406,0.2348993288590604
1,diversidade_mecanica,33.0,5.333333333333333,2.7462095088806806,3.0,4.0,4.0,6.0,16.0
1,amplitude_publico,33.0,2.5454545454545454,1.6600246438477406,0.0,1.0,3.0,4.0,5.0
1,nota_media,33.0,8.808181818181817,0.2336056311587776,8.52,8.57,8.75,8.96,9.26
1,nota_rank,33.0,7.950606060606061,0.5444603945303286,6.82,7.51,8.02,8.3,8.87
1,qt_avaliacoes,33.0,443.57575757575756,846.0320631595114,22.0,54.0,164.0,294.0,4383.0
1,tx_satisfacao,33.0,5.492065192301662,3.013425319567779,1.8076923076923077,3.7916666666666665,4.888888888888889,6.3076923076923075,18.0
1,tx_conversao,33.0,0.20657037847240775,0.08264477711389198,0.06188925081433225,0.15858528237307473,0.18960244648318042,0.27325581395348836,0.43037974683544306
2,ano_publicacao,68.0,2019.764705882353,3.813243407565011,2011.0,2017.0,2021.0,2023.0,2026.0
2,ano_nacional,68.0,2021.8676470588234,2.9870587128763177,2015.0,2019.0,2023.0,2024.0,2026.0
2,qt_jogadores_min,68.0,1.4411764705882353,0.5567054726861418,1.0,1.0,1.0,2.0,3.0
2,qt_jogadores_max,68.0,4.161764705882353,1.0164364751372632,1.0,4.0,4.0,4.0,8.0
2,vl_tempo_jogo,68.0,105.66176470588235,30.44329708060282,20.0,90.0,120.0,120.0,180.0
2,idade_minima,68.0,12.264705882352942,0.4444566382094698,12.0,12.0,12.0,13.0,13.0
2,qt_tem,68.0,1183.3235294117646,1126.37060046299,113.0,435.0,988.5,1566.0,6716.0
2,qt_teve,68.0,214.1764705882353,213.92779791716103,0.0,48.25,128.5,353.5,866.0
2,qt_favorito,68.0,189.72058823529412,259.9020966985559,2.0,41.0,98.0,216.0,1692.0
2,qt_quer,68.0,1119.0294117647059,920.8374671531789,82.0,437.0,880.0,1527.5,4083.0
2,qt_jogou,68.0,1489.6911764705883,1486.2882874307459,46.0,430.25,1124.5,2005.25,7787.0
2,n_mecanicas,68.0,8.75,4.268506677250411,2.0,6.0,8.0,11.0,27.0
2,n_categorias,68.0,0.8676470588235294,1.0352649349386895,0.0,0.0,1.0,2.0,4.0
2,tx_retencao,68.0,0.8669841639136093,0.06762092049231204,0.7277628032345014,0.8225012714881497,0.8606332943509432,0.9169042339774048,1.0
2,idx_desejo,68.0,1.1092527121468712,0.6080790816878916,0.3505942275042444,0.7466149601927188,0.9942585221222993,1.2097770869664113,3.9927007299270074
2,tx_fidelizacao,68.0,0.13093576647440533,0.06087126076369646,0.0155038759689922,0.08107045773917845,0.1275298920968212,0.1738102567320097,0.2805049088359046
2,diversidade_mecanica,68.0,8.75,4.268506677250411,2.0,6.0,8.0,11.0,27.0
2,amplitude_publico,68.0,2.7205882352941178,1.0487460634162913,0.0,2.0,3.0,3.0,7.0
2,nota_media,68.0,8.811323529411762,0.2439959897625229,8.52,8.6175,8.74,8.942499999999999,9.64
2,nota_rank,68.0,8.31779411764706,0.4884420727909749,6.94,8.125,8.45,8.605,9.07
2,qt_avaliacoes,68.0,664.2647058823529,718.4722102800414,26.0,174.5,413.0,889.5,4027.0
2,tx_satisfacao,68.0,4.416785569149485,2.282441755617984,1.3235294117647058,2.948996509598604,4.079760894170911,5.341059602649007,18.0
2,tx_conversao,68.0,0.24699966742748347,0.09624861460271468,0.057803468208092484,0.18366730131793615,0.24743401759530792,0.3112880197544734,0.48980242192479284
3,ano_publicacao,87.0,2021.3793103448277,3.2893110161104704,2012.0,2019.0,2022.0,2024.0,2026.0
3,ano_nacional,87.0,2022.8850574712644,2.6998074322212773,2016.0,2021.0,2024.0,2025.0,2026.0
3,qt_jogadores_min,87.0,1.2528735632183907,0.5330559289256027,1.0,1.0,1.0,1.0,4.0
3,qt_jogadores_max,87.0,4.459770114942529,0.8996717450625756,2.0,4.0,4.0,5.0,8.0
3,vl_tempo_jogo,87.0,124.25287356321839,68.12065533674117,20.0,65.0,120.0,155.0,480.0
3,idade_minima,87.0,14.0,0.0,14.0,14.0,14.0,14.0,14.0
3,qt_tem,87.0,930.735632183908,876.863165318471,100.0,333.0,586.0,1285.5,3986.0
3,qt_teve,87.0,132.45977011494253,177.70918264202155,2.0,20.5,53.0,178.0,882.0
3,qt_favorito,87.0,139.39080459770116,179.2979433027633,4.0,24.0,61.0,189.0,868.0
3,qt_quer,87.0,906.3908045977012,837.0838689375106,51.0,321.0,605.0,1317.0,3677.0
3,qt_jogou,87.0,1062.8850574712644,1082.588064254889,24.0,314.0,709.0,1352.5,5384.0
3,n_mecanicas,87.0,8.310344827586206,4.041385742158327,2.0,5.5,7.0,11.0,19.0
3,n_categorias,87.0,1.160919540229885,1.0983450893555329,0.0,0.0,1.0,2.0,4.0
3,tx_retencao,87.0,0.9037251080761715,0.05669041882449665,0.7457480541942924,0.8571069656772716,0.9012875536480688,0.9521093151110527,0.9910313901345292
3,idx_desejo,87.0,1.041484430616748,0.4592799969465275,0.3238434163701068,0.705750298154947,0.9754035357417372,1.270904741264337,2.4972477064220184
3,tx_fidelizacao,87.0,0.12430965858338912,0.05882239920101432,0.0186335403726708,0.0862092820999367,0.1150627615062761,0.1562574552801762,0.315188762071993
3,diversidade_mecanica,87.0,8.310344827586206,4.041385742158327,2.0,5.5,7.0,11.0,19.0
3,amplitude_publico,87.0,3.206896551724138,0.9293399887852742,1.0,3.0,3.0,4.0,7.0
3,nota_media,87.0,8.89068965517241,0.2816595054045992,8.53,8.66,8.88,9.075,9.67
3,nota_rank,87.0,8.235287356321841,0.5079618166396563,6.92,7.9399999999999995,8.33,8.614999999999998,9.03
3,qt_avaliacoes,87.0,445.4022988505747,515.6303989940342,18.0,126.5,212.0,615.0,2448.0
3,tx_satisfacao,87.0,3.9493479528861988,2.0142552792690873,1.490909090909091,2.6412808910546466,3.4640522875816995,4.47053336259877,11.916666666666666
3,tx_conversao,87.0,0.20993467995283904,0.07173599821438852,0.07063197026022305,0.1607696622244754,0.20681410639569636,0.25233874938453965,0.40397350993377484
