,ano_publicacao,ano_nacional,qt_jogadores_min,qt_jogadores_max,vl_tempo_jogo,idade_minima,qt_tem,qt_teve,qt_favorito,qt_quer,qt_jogou,n_mecanicas,n_categorias,nota_media,qt_avaliacoes
Ordem do Turno: Leilão,0.13442272018555906,0.09769392551185202,0.5155708176469365,0.1414676410861522,0.9139835235613896,0.34993570382145167,0.18388607113748748,0.029252334887659538,0.14758970111041547,0.1390882176211736,0.04031312596422188,0.3652165529180227,0.22146731441903061,0.11522424476341081,0.04791753300507572
Ordem do Turno: Ordem de Passe,0.47124787364678605,0.31213859213562295,0.13422758230245976,0.8481951975253544,0.05468676183207557,0.2108295456064752,0.859009483562932,0.34204758236397137,0.2925973602877484,0.09085766918985551,0.5058621187872392,0.841660667667261,0.5197235033576624,0.011191326112133772,0.42758788492913885
Ordem do Turno: Progressivo,0.7436502067857267,0.4453945652021113,0.07082777050811949,0.9748006474302742,0.32869319073555847,0.3441019838357939,0.0017977680423896243,0.06630078876077536,0.0038151998853301113,0.005777742560596598,0.0008165013190454524,0.018250685547828504,0.941351728982126,0.4988947066392053,0.007114797502805438
Papéis Ocultos,0.10387232091657908,0.4933284923254693,0.8931909695130174,0.006887083763150344,0.534763114051375,0.6001158240038702,0.9370206402505377,0.4412697008343625,0.400338692342428,0.17805240401312875,0.3332483453172245,0.8214124794783173,0.4365489638113452,0.6149407430882419,0.4177394628242926
Papéis com Informações Assimétricas,0.5644626080298272,0.1289899444233728,0.30097112624540595,0.04456084758563129,0.9025932452385299,0.45605662013158904,0.6090344403607224,0.49112855056063515,0.523768524681297,0.9413767108572342,0.7289904565606873,0.7760557314279783,0.5197235033576624,0.4391027497196881,0.574608209462304
Passar Ficha de Ação,0.7749729766611763,0.8160295005798782,0.35155446958372283,0.14870813458084972,0.08261479237657088,0.38390798863385156,0.7734517776731324,0.7540264729626082,0.9198096792357721,0.9550467145890739,0.9636510465457175,0.026747379916382652,0.4084340533334675,0.7772699874681177,0.8543319277877538
"Pedra, Papel e Tesoura",0.06705983729806465,0.14726943722540298,0.18611041098828657,0.04009370882403944,0.06328047487726153,0.3706372278756286,0.30592651904472684,0.2859528344525523,0.3648783858186173,0.17428322969624152,0.28124816732123836,0.3638858345185857,0.0015870433348459615,0.7976549296996185,0.3309816010991197
Pegar e Entregar,0.47804255435303095,0.4682003447813536,0.6481704547036741,0.8137156092004778,0.15379622672082172,0.7459389964986544,0.3929516695554472,0.7397922847003409,0.3454501004279263,0.26940737775013757,0.37914233193668734,0.09058982389603314,0.08088853317305646,0.2979017895939691,0.432485950296383
Pegue o Líder,0.567371220229168,0.6290653215398007,0.45828657162141545,0.7237001746548092,0.16579975630229002,0.38390798863385156,0.659416664674145,0.7462479906324296,0.7033862801878346,0.6620430535130989,0.7365724766450323,0.7799516865267796,0.31357026202401206,0.2904585539905591,0.6750219180789889
Peças como Mapa,0.15188724249490404,0.22990674748059897,0.35155446958372283,0.14870813458084972,0.16318832765550317,0.03204522932017961,0.46431936049677835,0.44430235547864133,0.5200618178270899,0.34204886235880205,0.4349657239865991,0.13757247756092197,0.007312373696213137,0.8979162600659668,0.48111752110307204
Pistas Direcionadas,0.6852304529649348,0.939253092359341,0.18611041098828657,0.15861695140574833,0.946188761227754,0.6001158240038702,0.9597903300943161,0.8069720216505956,0.5870904832472177,0.6989554084780761,0.7024049864643682,0.7754002054145217,0.6018970937370223,0.09712682107496022,0.709172602013836
Pontos de Ação,0.9514372794856719,0.9547841740112181,0.744129037080511,0.723337704269553,0.3024404007381125,0.047872110623228145,0.06643021830419173,0.10944850699498744,0.0700487940609566,0.03877625645517064,0.026535733057783527,0.47122425261759826,0.775164394177601,0.940904417062097,0.044723895947411975
Pontos de Movimento,0.005663180771520397,0.2605359992061411,0.5612934536263179,0.644102038783813,0.7587121900212894,0.522836894787981,0.36435418565910793,0.007535659126520676,0.14485789394628362,0.01698506935877807,0.10243935571171074,1.1447668546376832e-08,0.9810687600712201,0.4549906719617342,0.1267359235611682
Pontos de Vitória Ocultos,0.008947157099130132,0.05493521459861856,0.8486515403134346,0.8481951975253544,0.8681160741937461,0.6220232074671183,0.491062571872059,0.03182473748825687,0.4103344968385463,0.161422070503932,0.10827032488702017,0.15743179173187632,0.11609842145108853,0.9335923402365875,0.1378085746482372
Pontos de Vitória como Recurso,0.0003554935483154016,0.001110762359756306,0.3987514839200319,0.9748006474302742,0.05405953929478876,0.09569667681454634,4.613358376527264e-05,3.7843202553703114e-07,9.938450213961483e-08,2.8972633077209318e-05,3.2275115592155725e-06,0.0003592912298220585,0.09868613108028552,0.41845520752134135,2.540270304242093e-07
Pontuar e Reiniciar,0.5644626080298272,0.3299525432374944,0.30097112624540445,0.27277095973075965,0.08584393893433868,0.010716769690125178,0.5685532889679012,0.3944575398667724,0.6403664264515275,0.41729411965436675,0.6470674283216402,0.7483244705032418,0.032518177202398815,0.16764352499771878,0.9839596922834688
Preparação Variável,0.03557572552122295,0.17064681717648494,0.7510998217389331,0.08687669875445263,0.011253165618642324,0.04151530534415013,0.012317742309443776,0.0010265483282779475,0.0004375843876191172,0.00031259112892180344,0.0014640453333401022,4.667598289963238e-10,0.02534477839617492,0.6923223240181201,0.0015657352008834572
Produção Aleatória,0.25210176988698985,0.22990674748059897,0.35155446958372283,0.030788674463249496,0.295661619653947,0.2572470059274051,0.46614483688422004,0.4535335974000439,0.5085757604473572,0.3438397708470772,0.4384887278037338,0.7799516865267796,0.31357026202401206,0.5190328327890997,0.48026366322910047
Propriedade,0.25709899320181,0.45508418671637824,0.7851189133318657,0.7098194433960503,0.35529669184931856,0.7307609783258004,0.5233940951308705,0.4479916793457729,0.43588448618594783,0.3034805289863201,0.24372999167839002,0.7099542276860578,0.009619395101394224,0.5643391015606017,0.3796614070261474
RPG,0.23399255291006876,0.026205213787281422,0.007727177815715542,0.46713992956307965,0.12524262520209198,0.017645010808554414,0.1597137736839659,0.018085863678907545,0.0242193903614729,0.011652727509112408,0.9061375671649197,5.756711844945505e-07,2.5881299421536723e-06,0.11535362490678042,0.3941741978051957
