,avaliacao_media_estabelecimento,nota_avaliacao,volume_avaliacoes_estabelecimento,num_caracteres_texto
avaliacao_media_estabelecimento,1.0,0.4173434901869305,-0.19683867198295174,-0.16308288545664312
nota_avaliacao,0.4173434901869305,0.9999999999999998,-0.11413235300097775,-0.3282558487778101
volume_avaliacoes_estabelecimento,-0.1968386719829517,-0.11413235300097775,1.0,0.38579179058785534
num_caracteres_texto,-0.16308288545664312,-0.3282558487778101,0.38579179058785534,1.0
