cluster,variavel,count,mean,std,min,p25,mediana,p75,max
0,ano_publicacao,141.0,2022.4964539007092,2.3164755047120837,2015.0,2021.0,2023.0,2024.0,2026.0
0,ano_nacional,141.0,2023.709219858156,1.9911913414988476,2018.0,2022.0,2024.0,2025.0,2026.0
0,qt_jogadores_min,141.0,1.4326241134751774,0.6130132198412211,1.0,1.0,1.0,2.0,4.0
0,qt_jogadores_max,141.0,4.404255319148936,1.1770345510419415,1.0,4.0,4.0,5.0,8.0
0,vl_tempo_jogo,141.0,95.74468085106383,51.342464220359005,10.0,60.0,90.0,120.0,240.0
0,idade_minima,141.0,12.163120567375886,2.126781987198961,7.0,10.0,13.0,14.0,14.0
0,qt_tem,141.0,478.79432624113474,308.1560717217934,100.0,212.0,436.0,645.0,1515.0
0,qt_teve,141.0,49.45390070921986,46.355069868709386,0.0,11.0,35.0,79.0,197.0
0,qt_favorito,141.0,49.40425531914894,43.118603662026416,2.0,17.0,38.0,68.0,200.0
0,qt_quer,141.0,472.1985815602837,353.1303931544299,39.0,193.0,411.0,617.0,1760.0
0,qt_jogou,141.0,514.2978723404256,398.50876930091067,24.0,191.0,410.0,754.0,1555.0
0,n_mecanicas,141.0,7.049645390070922,3.5603495838285153,1.0,4.0,7.0,9.0,18.0
0,n_categorias,141.0,1.1134751773049645,1.0494365738784401,0.0,0.0,1.0,2.0,4.0
0,tx_retencao,141.0,0.9171684581747681,0.05500777577460395,0.7028301886792453,0.8851224105461394,0.9248366013071896,0.9582278481012658,1.0
0,idx_desejo,141.0,1.0486156328753953,0.5951118008197689,0.2671232876712329,0.6547619047619048,0.9555966697502312,1.2342105263157894,3.9927007299270074
0,tx_fidelizacao,141.0,0.09848958312872255,0.05193414238203801,0.0155038759689922,0.0571428571428571,0.0922190201729106,0.1293260473588342,0.2805049088359046
0,diversidade_mecanica,141.0,7.049645390070922,3.5603495838285153,1.0,4.0,7.0,9.0,18.0
0,amplitude_publico,141.0,2.971631205673759,1.2126904116252515,0.0,3.0,3.0,3.0,7.0
0,nota_media,141.0,8.857659574468084,0.27863606139774194,8.52,8.63,8.76,9.05,9.67
0,nota_rank,141.0,7.992624113475178,0.4977630609466299,6.82,7.69,8.06,8.35,9.07
0,qt_avaliacoes,141.0,184.88652482269504,134.5566844014915,18.0,64.0,144.0,278.0,530.0
0,tx_satisfacao,141.0,4.65914148471044,2.6303712914800506,1.3235294117647058,2.7954545454545454,4.016129032258065,5.673469387755102,18.0
0,tx_conversao,141.0,0.189816592575461,0.06711412478482397,0.057803468208092484,0.14723203769140164,0.18495428096425603,0.2328767123287671,0.43037974683544306
1,ano_publicacao,42.0,2018.142857142857,3.353712384743492,2012.0,2015.25,2017.0,2021.0,2024.0
1,ano_nacional,42.0,2020.6904761904761,2.6913419921911585,2015.0,2019.0,2021.0,2023.0,2025.0
1,qt_jogadores_min,42.0,1.4285714285714286,0.5902813361009553,1.0,1.0,1.0,2.0,3.0
1,qt_jogadores_max,42.0,4.357142857142857,1.0078092292238203,2.0,4.0,4.0,4.0,8.0
1,vl_tempo_jogo,42.0,124.28571428571429,75.16300520812334,30.0,82.5,120.0,150.0,480.0
1,idade_minima,42.0,12.666666666666666,1.4256648712805027,8.0,12.0,12.0,14.0,14.0
1,qt_tem,42.0,1702.642857142857,532.0604138367422,975.0,1324.25,1576.5,1965.75,3425.0
1,qt_teve,42.0,286.2857142857143,119.38200332449625,80.0,201.75,263.0,384.25,585.0
1,qt_favorito,42.0,246.71428571428572,99.81575361128897,97.0,186.0,225.5,278.25,615.0
1,qt_quer,42.0,1510.0714285714287,490.5291514599879,661.0,1168.25,1427.5,1864.25,3018.0
1,qt_jogou,42.0,2020.9761904761904,575.3706541553734,995.0,1637.5,2014.5,2341.5,3391.0
1,n_mecanicas,42.0,9.261904761904763,5.031895942007971,2.0,6.0,8.0,11.75,27.0
1,n_categorias,42.0,0.9285714285714286,1.1346613794401532,0.0,0.0,0.5,2.0,4.0
1,tx_retencao,42.0,0.849695366888291,0.062231080522020275,0.7277628032345014,0.8098169692405264,0.849400128962577,0.8971344152299643,0.9659820282413352
1,idx_desejo,42.0,0.9429666611404053,0.32859554422954734,0.2020437956204379,0.6835351314403035,0.938522402335632,1.1182475348136371,1.7005128205128206
1,tx_fidelizacao,42.0,0.14965967004077013,0.052979137253263676,0.0624817518248175,0.11060642563884047,0.1430620346683291,0.18895305971983284,0.315188762071993
1,diversidade_mecanica,42.0,9.261904761904763,5.031895942007971,2.0,6.0,8.0,11.75,27.0
1,amplitude_publico,42.0,2.9285714285714284,1.0908232993401246,0.0,2.0,3.0,3.0,7.0
1,nota_media,42.0,8.795238095238094,0.2088439503230278,8.53,8.612499999999999,8.725000000000001,9.0125,9.23
1,nota_rank,42.0,8.638571428571428,0.1988573631301595,8.34,8.4825,8.585,8.8275,9.0
1,qt_avaliacoes,42.0,892.2380952380952,226.58383572293403,579.0,697.75,821.5,1086.0,1339.0
1,tx_satisfacao,42.0,3.9525937383974976,1.2302594422893565,2.0534124629080117,2.9469895287958114,3.7165183387270764,4.950519036116862,6.65979381443299
1,tx_conversao,42.0,0.2836335630635232,0.06073979639967087,0.1785934608266502,0.2307471630753538,0.28332034838264475,0.3271592609333992,0.41360357265544484
2,ano_publicacao,17.0,2016.5294117647059,3.337619792959189,2011.0,2015.0,2016.0,2018.0,2024.0
2,ano_nacional,17.0,2019.6470588235295,3.2004135762153503,2016.0,2017.0,2019.0,2023.0,2026.0
2,qt_jogadores_min,17.0,1.5294117647058822,0.5144957554275266,1.0,1.0,2.0,2.0,2.0
2,qt_jogadores_max,17.0,4.529411764705882,0.7174300539794394,4.0,4.0,4.0,5.0,6.0
2,vl_tempo_jogo,17.0,84.41176470588235,43.36914056032442,15.0,60.0,90.0,100.0,180.0
2,idade_minima,17.0,12.470588235294118,1.8747548859392102,8.0,12.0,13.0,14.0,14.0
2,qt_tem,17.0,3400.0588235294117,1084.3010116307785,1789.0,2734.0,3277.0,3986.0,5658.0
