ano,recorte,capital,cbo,ocupacao,admissoes,salario_medio,salario_p25,salario_mediana,salario_p75,salario_medio_real,horas_mediana,amostra_pequena,meses_no_ano,ano_incompleto,salario_minimo_medio_ano,razao_medio_salario_minimo,var_anual_nominal_pct,var_anual_real_pct
2021,todas as atividades,Rio Branco,513405,Garçom,92,1182.34,1188.0,1188.0,1188.0,1538.24,44.0,False,12,False,1100.0,1.075,,
2022,todas as atividades,Rio Branco,513405,Garçom,141,1268.47,1212.0,1212.0,1308.96,1524.5,44.0,False,12,False,1212.0,1.047,7.28,-0.89
2023,todas as atividades,Rio Branco,513405,Garçom,163,1468.2,1302.0,1320.0,1400.0,1688.75,44.0,False,12,False,1314.0,1.117,15.75,10.77
2024,todas as atividades,Rio Branco,513405,Garçom,202,1474.77,1412.0,1412.0,1492.23,1619.57,44.0,False,12,False,1412.0,1.044,0.45,-4.1
2025,todas as atividades,Rio Branco,513405,Garçom,162,1573.54,1518.0,1518.0,1598.0,1650.88,44.0,False,12,False,1518.0,1.037,6.7,1.93
2026,todas as atividades,Rio Branco,513405,Garçom,97,1684.73,1621.0,1621.0,1706.5,1704.94,44.0,False,7,True,1621.0,1.039,7.07,3.27
2021,todas as atividades,Rio Branco,513415,Cumim,9,1194.67,1188.0,1188.0,1188.0,1568.46,44.0,True,12,False,1100.0,1.086,,
2022,todas as atividades,Rio Branco,513415,Cumim,30,1242.83,1212.0,1212.0,1212.0,1502.85,44.0,False,12,False,1212.0,1.025,4.03,-4.18
2023,todas as atividades,Rio Branco,513415,Cumim,16,1313.62,1302.0,1302.0,1320.0,1518.51,44.0,True,12,False,1314.0,1.0,5.7,1.04
2024,todas as atividades,Rio Branco,513415,Cumim,55,1440.83,1412.0,1412.0,1492.23,1574.59,44.0,False,12,False,1412.0,1.02,9.68,3.69
2025,todas as atividades,Rio Branco,513415,Cumim,73,1567.65,1518.0,1598.0,1598.0,1646.64,44.0,False,12,False,1518.0,1.033,8.8,4.58
2026,todas as atividades,Rio Branco,513415,Cumim,38,1678.4,1621.0,1678.25,1706.5,1694.22,44.0,False,7,True,1621.0,1.035,7.06,2.89
2021,todas as atividades,Rio Branco,513420,Barman,15,1221.37,1188.0,1188.0,1200.0,1585.4,44.0,True,12,False,1100.0,1.11,,
2022,todas as atividades,Rio Branco,513420,Barman,23,1232.95,1212.0,1212.0,1212.0,1481.85,44.0,True,12,False,1212.0,1.017,0.95,-6.53
2023,todas as atividades,Rio Branco,513420,Barman,22,1352.07,1320.0,1320.0,1376.25,1552.6,44.0,True,12,False,1314.0,1.029,9.66,4.77
2024,todas as atividades,Rio Branco,513420,Barman,28,1479.51,1412.0,1412.0,1492.23,1613.63,44.0,True,12,False,1412.0,1.048,9.43,3.93
2025,todas as atividades,Rio Branco,513420,Barman,33,1561.91,1518.0,1518.0,1598.0,1640.58,44.0,False,12,False,1518.0,1.029,5.57,1.67
2026,todas as atividades,Rio Branco,513420,Barman,24,1679.29,1621.0,1621.0,1706.5,1701.98,44.0,True,7,True,1621.0,1.036,7.52,3.74
2021,todas as atividades,Rio Branco,513435,Atendente de lanchonete,280,1177.94,1188.0,1188.0,1188.0,1536.18,44.0,False,12,False,1100.0,1.071,,
2022,todas as atividades,Rio Branco,513435,Atendente de lanchonete,388,1254.63,1212.0,1212.0,1308.96,1506.83,44.0,False,12,False,1212.0,1.035,6.51,-1.91
2023,todas as atividades,Rio Branco,513435,Atendente de lanchonete,511,1340.91,1308.96,1320.0,1320.0,1540.77,44.0,False,12,False,1314.0,1.02,6.88,2.25
2024,todas as atividades,Rio Branco,513435,Atendente de lanchonete,557,1442.98,1412.0,1412.0,1430.0,1588.37,44.0,False,12,False,1412.0,1.022,7.61,3.09
2025,todas as atividades,Rio Branco,513435,Atendente de lanchonete,609,1560.5,1518.0,1518.0,1600.0,1636.15,44.0,False,12,False,1518.0,1.028,8.14,3.01
2026,todas as atividades,Rio Branco,513435,Atendente de lanchonete,374,1676.21,1621.0,1621.0,1750.68,1692.95,44.0,False,7,True,1621.0,1.034,7.41,3.47
2021,todas as atividades,Rio Branco,513505,Auxiliar nos serviços de alimentação,333,1207.63,1180.0,1188.0,1200.0,1578.24,44.0,False,12,False,1100.0,1.098,,
2022,todas as atividades,Rio Branco,513505,Auxiliar nos serviços de alimentação,439,1284.53,1212.0,1212.0,1308.96,1543.32,44.0,False,12,False,1212.0,1.06,6.37,-2.21
2023,todas as atividades,Rio Branco,513505,Auxiliar nos serviços de alimentação,547,1358.33,1308.96,1320.0,1350.0,1562.59,44.0,False,12,False,1314.0,1.034,5.75,1.25
2024,todas as atividades,Rio Branco,513505,Auxiliar nos serviços de alimentação,671,1479.0,1412.0,1412.0,1524.96,1626.24,44.0,False,12,False,1412.0,1.047,8.88,4.07
2025,todas as atividades,Rio Branco,513505,Auxiliar nos serviços de alimentação,736,1595.99,1518.0,1530.0,1639.44,1675.03,44.0,False,12,False,1518.0,1.051,7.91,3.0
2026,todas as atividades,Rio Branco,513505,Auxiliar nos serviços de alimentação,457,1699.64,1621.0,1621.0,1727.39,1717.36,44.0,False,7,True,1621.0,1.049,6.49,2.53
2021,todas as atividades,Rio Branco,514320,Faxineiro,1758,1128.04,1100.0,1100.0,1128.0,1474.07,44.0,False,12,False,1100.0,1.025,,
2022,todas as atividades,Rio Branco,514320,Faxineiro,1780,1233.94,1212.0,1212.0,1225.0,1482.37,44.0,False,12,False,1212.0,1.018,9.39,0.56
2023,todas as atividades,Rio Branco,514320,Faxineiro,2294,1332.66,1302.0,1320.0,1325.0,1533.98,44.0,False,12,False,1314.0,1.014,8.0,3.48
2024,todas as atividades,Rio Branco,514320,Faxineiro,2233,1436.19,1412.0,1412.0,1426.36,1584.53,44.0,False,12,False,1412.0,1.017,7.77,3.3
2025,todas as atividades,Rio Branco,514320,Faxineiro,2089,1557.85,1518.0,1518.0,1540.47,1634.39,44.0,False,12,False,1518.0,1.026,8.47,3.15
2026,todas as atividades,Rio Branco,514320,Faxineiro,1669,1657.07,1621.0,1663.7,1663.7,1677.2,44.0,False,7,True,1621.0,1.022,6.37,2.62
2021,todas as atividades,Rio Branco,521140,Atendente de lojas e mercados,392,1211.12,1188.0,1188.0,1200.5,1582.59,44.0,False,12,False,1100.0,1.101,,
2022,todas as atividades,Rio Branco,521140,Atendente de lojas e mercados,658,1318.55,1212.0,1245.03,1308.96,1580.96,44.0,False,12,False,1212.0,1.088,8.87,-0.1
2023,todas as atividades,Rio Branco,521140,Atendente de lojas e mercados,880,1372.77,1302.0,1320.0,1400.0,1577.98,44.0,False,12,False,1314.0,1.045,4.11,-0.19
2024,todas as atividades,Rio Branco,521140,Atendente de lojas e mercados,936,1482.41,1412.0,1412.0,1510.84,1630.9,44.0,False,12,False,1412.0,1.05,7.99,3.35
2025,todas as atividades,Rio Branco,521140,Atendente de lojas e mercados,943,1588.16,1518.0,1518.0,1610.0,1662.81,44.0,False,12,False,1518.0,1.046,7.13,1.96
2026,todas as atividades,Rio Branco,521140,Atendente de lojas e mercados,622,1675.15,1621.0,1621.0,1695.0,1692.53,44.0,False,7,True,1621.0,1.033,5.48,1.79
2021,todas as atividades,Rio de Janeiro,141510,Gerente de restaurante,801,2191.2,1500.0,1800.0,2500.0,2865.73,44.0,False,12,False,1100.0,1.992,,
2022,todas as atividades,Rio de Janeiro,141510,Gerente de restaurante,1126,2266.06,1600.0,1908.0,2500.0,2723.19,44.0,False,12,False,1212.0,1.87,3.42,-4.97
2023,todas as atividades,Rio de Janeiro,141510,Gerente de restaurante,1197,2380.02,1704.96,2000.0,2500.0,2737.0,44.0,False,12,False,1314.0,1.811,5.03,0.51
2024,todas as atividades,Rio de Janeiro,141510,Gerente de restaurante,1306,2483.06,1800.0,2080.0,2600.0,2734.18,44.0,False,12,False,1412.0,1.759,4.33,-0.1
2025,todas as atividades,Rio de Janeiro,141510,Gerente de restaurante,1350,2655.73,2000.0,2300.0,3000.0,2786.76,44.0,False,12,False,1518.0,1.749,6.95,1.92
2026,todas as atividades,Rio de Janeiro,141510,Gerente de restaurante,823,2677.93,2000.0,2360.0,3000.0,2706.42,44.0,False,7,True,1621.0,1.652,0.84,-2.88
2021,todas as atividades,Rio de Janeiro,141515,Gerente de bar,243,2010.16,1500.0,1800.0,2265.11,2631.42,44.0,False,12,False,1100.0,1.827,,
2022,todas as atividades,Rio de Janeiro,141515,Gerente de bar,335,1940.65,1500.0,1800.0,2029.85,2331.45,44.0,False,12,False,1212.0,1.601,-3.46,-11.4
2023,todas as atividades,Rio de Janeiro,141515,Gerente de bar,362,2187.78,1603.75,2000.0,2500.0,2516.27,44.0,False,12,False,1314.0,1.665,12.73,7.93
2024,todas as atividades,Rio de Janeiro,141515,Gerente de bar,343,2296.51,1700.0,2000.0,2500.0,2529.33,44.0,False,12,False,1412.0,1.626,4.97,0.52
2025,todas as atividades,Rio de Janeiro,141515,Gerente de bar,339,2375.63,1800.0,2143.0,2600.0,2492.4,44.0,False,12,False,1518.0,1.565,3.45,-1.46
2026,todas as atividades,Rio de Janeiro,141515,Gerente de bar,194,2431.75,1943.59,2260.0,2795.2,2459.25,44.0,False,7,True,1621.0,1.5,2.36,-1.33
2021,todas as atividades,Rio de Janeiro,371410,Recreador,433,1372.38,1209.67,1276.21,1432.23,1793.03,44.0,False,12,False,1100.0,1.248,,
2022,todas as atividades,Rio de Janeiro,371410,Recreador,1324,1365.03,1225.0,1269.47,1413.68,1645.29,44.0,False,12,False,1212.0,1.126,-0.54,-8.24
2023,todas as atividades,Rio de Janeiro,371410,Recreador,741,1497.43,1320.0,1444.0,1532.6,1723.45,44.0,False,12,False,1314.0,1.14,9.7,4.75
2024,todas as atividades,Rio de Janeiro,371410,Recreador,758,1614.26,1454.9,1516.2,1676.3,1785.49,44.0,False,12,False,1412.0,1.143,7.8,3.6
2025,todas as atividades,Rio de Janeiro,371410,Recreador,730,1746.04,1557.31,1624.11,1800.0,1833.14,44.0,False,12,False,1518.0,1.15,8.16,2.67
2026,todas as atividades,Rio de Janeiro,371410,Recreador,540,1780.14,1628.24,1700.0,1833.94,1801.42,44.0,False,7,True,1621.0,1.098,1.95,-1.73
2021,todas as atividades,Rio de Janeiro,421125,Operador de caixa,15354,1305.54,1246.0,1290.0,1350.0,1704.74,44.0,False,12,False,1100.0,1.187,,
2022,todas as atividades,Rio de Janeiro,421125,Operador de caixa,17995,1391.7,1308.3,1361.0,1455.63,1670.73,44.0,False,12,False,1212.0,1.148,6.6,-2.0
2023,todas as atividades,Rio de Janeiro,421125,Operador de caixa,19174,1507.24,1439.0,1504.0,1572.47,1730.57,44.0,False,12,False,1314.0,1.147,8.3,3.58
2024,todas as atividades,Rio de Janeiro,421125,Operador de caixa,21539,1594.02,1504.0,1600.0,1643.23,1752.83,44.0,False,12,False,1412.0,1.129,5.76,1.29
2025,todas as atividades,Rio de Janeiro,421125,Operador de caixa,21473,1688.21,1600.0,1700.0,1725.0,1769.98,44.0,False,12,False,1518.0,1.112,5.91,0.98
2026,todas as atividades,Rio de Janeiro,421125,Operador de caixa,11860,1770.1,1688.0,1797.0,1810.0,1789.52,44.0,False,7,True,1621.0,1.092,4.85,1.1
2021,todas as atividades,Rio de Janeiro,513205,Cozinheiro geral,6866,1457.2,1238.11,1340.0,1550.0,1901.98,44.0,False,12,False,1100.0,1.325,,
2022,todas as atividades,Rio de Janeiro,513205,Cozinheiro geral,8813,1527.36,1283.73,1426.14,1670.91,1837.46,44.0,False,12,False,1212.0,1.26,4.81,-3.39
2023,todas as atividades,Rio de Janeiro,513205,Cozinheiro geral,11802,1567.54,1320.0,1450.0,1700.0,1804.23,44.0,False,12,False,1314.0,1.193,2.63,-1.81
2024,todas as atividades,Rio de Janeiro,513205,Cozinheiro geral,10879,1740.37,1428.0,1604.0,1929.4,1918.83,44.0,False,12,False,1412.0,1.233,11.03,6.35
2025,todas as atividades,Rio de Janeiro,513205,Cozinheiro geral,11267,1871.79,1534.29,1785.25,2002.0,1963.9,44.0,False,12,False,1518.0,1.233,7.55,2.35
2026,todas as atividades,Rio de Janeiro,513205,Cozinheiro geral,6363,1972.14,1655.46,1838.0,2156.0,1994.96,44.0,False,7,True,1621.0,1.217,5.36,1.58
2021,todas as atividades,Rio de Janeiro,513405,Garçom,4721,1328.25,1203.6,1283.73,1300.0,1729.09,44.0,False,12,False,1100.0,1.208,,
2022,todas as atividades,Rio de Janeiro,513405,Garçom,6438,1405.31,1287.13,1381.7,1426.14,1689.22,44.0,False,12,False,1212.0,1.159,5.8,-2.31
2023,todas as atividades,Rio de Janeiro,513405,Garçom,6925,1512.89,1426.14,1497.45,1497.95,1739.78,44.0,False,12,False,1314.0,1.151,7.66,2.99
2024,todas as atividades,Rio de Janeiro,513405,Garçom,7010,1590.8,1497.45,1572.32,1573.0,1752.52,44.0,False,12,False,1412.0,1.127,5.15,0.73
2025,todas as atividades,Rio de Janeiro,513405,Garçom,8009,1698.19,1572.32,1658.8,1680.0,1781.63,44.0,False,12,False,1518.0,1.119,6.75,1.66
2026,todas as atividades,Rio de Janeiro,513405,Garçom,5009,1819.38,1658.8,1680.0,1800.0,1842.65,44.0,False,7,True,1621.0,1.122,7.14,3.42
2021,todas as atividades,Rio de Janeiro,513415,Cumim,2027,1290.22,1203.6,1283.73,1287.13,1672.39,44.0,False,12,False,1100.0,1.173,,
2022,todas as atividades,Rio de Janeiro,513415,Cumim,2840,1373.46,1287.13,1385.88,1426.14,1651.72,44.0,False,12,False,1212.0,1.133,6.45,-1.24
2023,todas as atividades,Rio de Janeiro,513415,Cumim,3333,1480.06,1426.14,1497.45,1497.45,1701.72,44.0,False,12,False,1314.0,1.126,7.76,3.03
2024,todas as atividades,Rio de Janeiro,513415,Cumim,3220,1555.11,1497.45,1572.32,1572.32,1713.71,44.0,False,12,False,1412.0,1.101,5.07,0.7
2025,todas as atividades,Rio de Janeiro,513415,Cumim,3520,1652.01,1572.32,1658.8,1658.8,1733.78,44.0,False,12,False,1518.0,1.088,6.23,1.17
2026,todas as atividades,Rio de Janeiro,513415,Cumim,2174,1720.61,1658.8,1660.0,1733.45,1741.05,44.0,False,7,True,1621.0,1.061,4.15,0.42
2021,todas as atividades,Rio de Janeiro,513420,Barman,1124,1389.62,1283.34,1309.05,1396.18,1808.41,44.0,False,12,False,1100.0,1.263,,
2022,todas as atividades,Rio de Janeiro,513420,Barman,1538,1453.6,1300.0,1400.0,1520.61,1748.52,44.0,False,12,False,1212.0,1.199,4.6,-3.31
2023,todas as atividades,Rio de Janeiro,513420,Barman,1626,1567.03,1477.67,1521.34,1596.64,1801.41,44.0,False,12,False,1314.0,1.193,7.8,3.02
2024,todas as atividades,Rio de Janeiro,513420,Barman,1672,1660.32,1562.19,1676.47,1676.47,1828.88,44.0,False,12,False,1412.0,1.176,5.95,1.52
2025,todas as atividades,Rio de Janeiro,513420,Barman,1732,1878.2,1676.47,1768.67,1800.0,1972.04,44.0,False,12,False,1518.0,1.237,13.12,7.83
2026,todas as atividades,Rio de Janeiro,513420,Barman,1147,1902.04,1768.66,1800.0,1900.0,1925.17,44.0,False,7,True,1621.0,1.173,1.27,-2.38
2021,todas as atividades,Rio de Janeiro,513435,Atendente de lanchonete,10007,1237.43,1146.33,1210.12,1287.13,1613.65,44.0,False,12,False,1100.0,1.125,,
2022,todas as atividades,Rio de Janeiro,513435,Atendente de lanchonete,13881,1310.65,1224.0,1287.13,1321.31,1575.3,44.0,False,12,False,1212.0,1.081,5.92,-2.38
2023,todas as atividades,Rio de Janeiro,513435,Atendente de lanchonete,14672,1398.29,1320.0,1350.82,1450.0,1607.4,44.0,False,12,False,1314.0,1.064,6.69,2.04
2024,todas as atividades,Rio de Janeiro,513435,Atendente de lanchonete,16344,1509.8,1428.0,1491.5,1560.0,1662.51,44.0,False,12,False,1412.0,1.069,7.97,3.43
2025,todas as atividades,Rio de Janeiro,513435,Atendente de lanchonete,18103,1606.75,1518.0,1560.0,1658.8,1685.44,44.0,False,12,False,1518.0,1.058,6.42,1.38
2026,todas as atividades,Rio de Janeiro,513435,Atendente de lanchonete,12456,1692.56,1621.0,1629.1,1800.0,1712.13,44.0,False,7,True,1621.0,1.044,5.34,1.58
2021,todas as atividades,Rio de Janeiro,513505,Auxiliar nos serviços de alimentação,8626,1295.91,1206.0,1283.73,1359.6,1692.0,44.0,False,12,False,1100.0,1.178,,
2022,todas as atividades,Rio de Janeiro,513505,Auxiliar nos serviços de alimentação,12931,1368.05,1283.73,1303.86,1438.42,1644.75,44.0,False,12,False,1212.0,1.129,5.57,-2.79
2023,todas as atividades,Rio de Janeiro,513505,Auxiliar nos serviços de alimentação,15099,1455.13,1320.82,1435.02,1524.4,1672.33,44.0,False,12,False,1314.0,1.107,6.37,1.68
2024,todas as atividades,Rio de Janeiro,513505,Auxiliar nos serviços de alimentação,17316,1563.31,1440.0,1560.0,1610.0,1721.84,44.0,False,12,False,1412.0,1.107,7.43,2.96
2025,todas as atividades,Rio de Janeiro,513505,Auxiliar nos serviços de alimentação,18134,1663.07,1530.0,1618.0,1776.4,1744.79,44.0,False,12,False,1518.0,1.096,6.38,1.33
2026,todas as atividades,Rio de Janeiro,513505,Auxiliar nos serviços de alimentação,12227,1768.53,1622.4,1725.0,1835.5,1788.94,44.0,False,7,True,1621.0,1.091,6.34,2.53
2021,todas as atividades,Rio de Janeiro,514320,Faxineiro,27884,1284.19,1239.0,1288.8,1301.0,1682.48,44.0,False,12,False,1100.0,1.167,,
2022,todas as atividades,Rio de Janeiro,514320,Faxineiro,37277,1368.66,1300.0,1361.0,1430.0,1645.23,44.0,False,12,False,1212.0,1.129,6.58,-2.21
2023,todas as atividades,Rio de Janeiro,514320,Faxineiro,39622,1464.52,1400.0,1469.92,1516.0,1683.09,44.0,False,12,False,1314.0,1.115,7.0,2.3
2024,todas as atividades,Rio de Janeiro,514320,Faxineiro,46488,1552.21,1491.84,1541.23,1610.0,1710.84,44.0,False,12,False,1412.0,1.099,5.99,1.65
2025,todas as atividades,Rio de Janeiro,514320,Faxineiro,47388,1660.22,1590.0,1630.6,1730.75,1741.37,44.0,False,12,False,1518.0,1.094,6.96,1.78
2026,todas as atividades,Rio de Janeiro,514320,Faxineiro,32037,1750.16,1682.7,1730.75,1810.0,1769.03,44.0,False,7,True,1621.0,1.08,5.42,1.59
2021,todas as atividades,Rio de Janeiro,521140,Atendente de lojas e mercados,12228,1284.09,1238.11,1283.73,1329.54,1674.48,44.0,False,12,False,1100.0,1.167,,
2022,todas as atividades,Rio de Janeiro,521140,Atendente de lojas e mercados,17187,1375.2,1294.0,1361.0,1439.0,1649.64,44.0,False,12,False,1212.0,1.135,7.1,-1.48
2023,todas as atividades,Rio de Janeiro,521140,Atendente de lojas e mercados,21132,1479.91,1388.0,1450.0,1556.7,1698.14,44.0,False,12,False,1314.0,1.126,7.61,2.94
2024,todas as atividades,Rio de Janeiro,521140,Atendente de lojas e mercados,25108,1564.84,1464.0,1550.0,1616.32,1719.62,44.0,False,12,False,1412.0,1.108,5.74,1.26
2025,todas as atividades,Rio de Janeiro,521140,Atendente de lojas e mercados,27024,1663.28,1560.0,1620.0,1719.0,1742.32,44.0,False,12,False,1518.0,1.096,6.29,1.32
2026,todas as atividades,Rio de Janeiro,521140,Atendente de lojas e mercados,15349,1749.37,1621.0,1712.0,1810.0,1767.96,44.0,False,7,True,1621.0,1.079,5.18,1.47
2021,todas as atividades,Salvador,141510,Gerente de restaurante,142,2345.94,1500.0,1767.87,2500.0,3085.24,44.0,False,12,False,1100.0,2.133,,
2022,todas as atividades,Salvador,141510,Gerente de restaurante,192,2110.83,1500.0,1800.0,2400.0,2536.49,44.0,False,12,False,1212.0,1.742,-10.02,-17.79
2023,todas as atividades,Salvador,141510,Gerente de restaurante,165,2330.51,1565.4,2000.0,2600.0,2679.89,44.0,False,12,False,1314.0,1.774,10.41,5.65
2024,todas as atividades,Salvador,141510,Gerente de restaurante,187,2521.56,1737.92,2152.63,3000.0,2779.27,44.0,False,12,False,1412.0,1.786,8.2,3.71
2025,todas as atividades,Salvador,141510,Gerente de restaurante,188,2665.46,1813.98,2291.26,3036.0,2800.42,44.0,False,12,False,1518.0,1.756,5.71,0.76
2026,todas as atividades,Salvador,141510,Gerente de restaurante,108,2964.97,2000.0,2500.0,3500.0,2999.55,44.0,False,7,True,1621.0,1.829,11.24,7.11
2021,todas as atividades,Salvador,141515,Gerente de bar,25,1705.54,1300.0,1500.0,2000.0,2225.73,44.0,True,12,False,1100.0,1.55,,
2022,todas as atividades,Salvador,141515,Gerente de bar,46,2164.08,1407.15,1714.98,2275.0,2599.37,44.0,False,12,False,1212.0,1.786,26.89,16.79
2023,todas as atividades,Salvador,141515,Gerente de bar,23,2298.08,1590.0,2200.0,2500.0,2650.5,44.0,True,12,False,1314.0,1.749,6.19,1.97
2024,todas as atividades,Salvador,141515,Gerente de bar,32,2297.65,1600.0,2000.0,2516.68,2524.38,44.0,False,12,False,1412.0,1.627,-0.02,-4.76
2025,todas as atividades,Salvador,141515,Gerente de bar,18,2509.79,2022.5,2500.0,2634.08,2636.76,44.0,True,12,False,1518.0,1.653,9.23,4.45
2026,todas as atividades,Salvador,141515,Gerente de bar,15,2989.17,2500.0,2700.0,3550.0,3028.61,44.0,True,7,True,1621.0,1.844,19.1,14.86
2021,todas as atividades,Salvador,371410,Recreador,56,1341.98,1188.0,1265.0,1348.0,1720.98,44.0,False,12,False,1100.0,1.22,,
2022,todas as atividades,Salvador,371410,Recreador,83,1413.9,1232.0,1283.32,1401.81,1696.74,44.0,False,12,False,1212.0,1.167,5.36,-1.41
2023,todas as atividades,Salvador,371410,Recreador,132,1456.76,1320.0,1414.67,1477.64,1674.25,44.0,False,12,False,1314.0,1.109,3.03,-1.33
2024,todas as atividades,Salvador,371410,Recreador,109,1716.87,1437.0,1492.63,1847.48,1890.47,44.0,False,12,False,1412.0,1.216,17.86,12.91
2025,todas as atividades,Salvador,371410,Recreador,112,1766.44,1518.0,1580.5,1700.38,1859.26,44.0,False,12,False,1518.0,1.164,2.89,-1.65
2026,todas as atividades,Salvador,371410,Recreador,56,1711.13,1621.0,1650.09,1713.11,1738.28,44.0,False,7,True,1621.0,1.056,-3.13,-6.51
2021,todas as atividades,Salvador,421125,Operador de caixa,3634,1183.49,1100.0,1190.27,1247.87,1547.4,44.0,False,12,False,1100.0,1.076,,
2022,todas as atividades,Salvador,421125,Operador de caixa,4658,1311.44,1212.0,1284.15,1401.0,1575.37,44.0,False,12,False,1212.0,1.082,10.81,1.81
2023,todas as atividades,Salvador,421125,Operador de caixa,4413,1428.1,1340.0,1422.83,1478.68,1639.33,44.0,False,12,False,1314.0,1.087,8.9,4.06
2024,todas as atividades,Salvador,421125,Operador de caixa,4739,1525.39,1436.5,1511.0,1582.66,1679.04,44.0,False,12,False,1412.0,1.08,6.81,2.42
2025,todas as atividades,Salvador,421125,Operador de caixa,4730,1636.06,1518.0,1611.5,1700.0,1714.63,44.0,False,12,False,1518.0,1.078,7.26,2.12
2026,todas as atividades,Salvador,421125,Operador de caixa,2648,1720.79,1621.0,1700.0,1814.16,1739.63,44.0,False,7,True,1621.0,1.062,5.18,1.46
2021,todas as atividades,Salvador,513205,Cozinheiro geral,1710,1292.54,1100.0,1200.0,1374.86,1684.75,44.0,False,12,False,1100.0,1.175,,
2022,todas as atividades,Salvador,513205,Cozinheiro geral,2410,1351.38,1218.26,1245.05,1400.64,1624.6,44.0,False,12,False,1212.0,1.115,4.55,-3.57
2023,todas as atividades,Salvador,513205,Cozinheiro geral,2306,1466.57,1322.0,1379.4,1536.18,1686.37,44.0,False,12,False,1314.0,1.116,8.52,3.8
2024,todas as atividades,Salvador,513205,Cozinheiro geral,3535,1538.35,1434.14,1447.29,1570.5,1699.43,44.0,False,12,False,1412.0,1.089,4.89,0.77
2025,todas as atividades,Salvador,513205,Cozinheiro geral,3729,1662.45,1537.83,1551.93,1704.0,1745.6,44.0,False,12,False,1518.0,1.095,8.07,2.72
2026,todas as atividades,Salvador,513205,Cozinheiro geral,2385,1761.14,1625.09,1683.84,1800.0,1783.02,44.0,False,7,True,1621.0,1.086,5.94,2.14
2021,todas as atividades,Salvador,513405,Garçom,1117,1149.42,1100.0,1120.0,1133.0,1493.24,44.0,False,12,False,1100.0,1.045,,
2022,todas as atividades,Salvador,513405,Garçom,1428,1263.9,1232.0,1235.0,1250.0,1519.03,44.0,False,12,False,1212.0,1.043,9.96,1.73
2023,todas as atividades,Salvador,513405,Garçom,1683,1362.92,1322.0,1340.0,1340.0,1566.52,44.0,False,12,False,1314.0,1.037,7.83,3.13
2024,todas as atividades,Salvador,513405,Garçom,1680,1464.04,1432.0,1437.0,1437.0,1611.39,44.0,False,12,False,1412.0,1.037,7.42,2.86
2025,todas as atividades,Salvador,513405,Garçom,1957,1609.64,1543.0,1600.0,1625.09,1690.01,44.0,False,12,False,1518.0,1.06,9.95,4.88
2026,todas as atividades,Salvador,513405,Garçom,1057,1660.26,1625.09,1625.09,1650.0,1679.2,44.0,False,7,True,1621.0,1.024,3.14,-0.64
2021,todas as atividades,Salvador,513415,Cumim,318,1127.26,1100.0,1120.0,1132.7,1459.46,44.0,False,12,False,1100.0,1.025,,
2022,todas as atividades,Salvador,513415,Cumim,464,1244.36,1232.0,1235.0,1235.0,1496.78,44.0,False,12,False,1212.0,1.027,10.39,2.56
2023,todas as atividades,Salvador,513415,Cumim,531,1347.41,1322.0,1340.0,1340.0,1549.56,44.0,False,12,False,1314.0,1.025,8.28,3.53
2024,todas as atividades,Salvador,513415,Cumim,629,1443.74,1437.0,1437.0,1437.0,1589.14,44.0,False,12,False,1412.0,1.022,7.15,2.55
2025,todas as atividades,Salvador,513415,Cumim,742,1584.51,1543.0,1625.09,1625.09,1663.61,44.0,False,12,False,1518.0,1.044,9.75,4.69
2026,todas as atividades,Salvador,513415,Cumim,352,1639.12,1625.09,1625.09,1646.0,1657.67,44.0,False,7,True,1621.0,1.011,3.45,-0.36
2021,todas as atividades,Salvador,513420,Barman,219,1164.56,1100.0,1120.0,1200.0,1514.99,44.0,False,12,False,1100.0,1.059,,
2022,todas as atividades,Salvador,513420,Barman,297,1284.69,1232.0,1235.0,1322.62,1544.21,44.0,False,12,False,1212.0,1.06,10.32,1.93
2023,todas as atividades,Salvador,513420,Barman,301,1362.39,1322.0,1340.0,1346.0,1568.14,44.0,False,12,False,1314.0,1.037,6.05,1.55
2024,todas as atividades,Salvador,513420,Barman,354,1475.2,1437.0,1437.0,1460.28,1623.0,44.0,False,12,False,1412.0,1.045,8.28,3.5
2025,todas as atividades,Salvador,513420,Barman,364,1686.12,1543.0,1625.09,1700.0,1765.09,44.0,False,12,False,1518.0,1.111,14.3,8.75
2026,todas as atividades,Salvador,513420,Barman,218,1681.05,1625.09,1625.09,1706.34,1700.07,44.0,False,7,True,1621.0,1.037,-0.3,-3.68
2021,todas as atividades,Salvador,513435,Atendente de lanchonete,1714,1124.28,1100.0,1100.0,1120.0,1464.22,44.0,False,12,False,1100.0,1.022,,
2022,todas as atividades,Salvador,513435,Atendente de lanchonete,2520,1244.93,1212.0,1232.0,1235.0,1495.94,44.0,False,12,False,1212.0,1.027,10.73,2.17
2023,todas as atividades,Salvador,513435,Atendente de lanchonete,2832,1343.06,1320.0,1340.0,1340.0,1543.24,44.0,False,12,False,1314.0,1.022,7.88,3.16
2024,todas as atividades,Salvador,513435,Atendente de lanchonete,3219,1442.0,1412.0,1437.0,1437.0,1587.77,44.0,False,12,False,1412.0,1.021,7.37,2.89
2025,todas as atividades,Salvador,513435,Atendente de lanchonete,3710,1572.32,1518.0,1543.0,1625.09,1649.25,44.0,False,12,False,1518.0,1.036,9.04,3.87
