ano,recorte,capital,cbo,ocupacao,admissoes,salario_medio,salario_p25,salario_mediana,salario_p75,salario_medio_real,horas_mediana,amostra_pequena,meses_no_ano,ano_incompleto,salario_minimo_medio_ano,razao_medio_salario_minimo,var_anual_nominal_pct,var_anual_real_pct
2021,CNAE 56 - alimentação,João Pessoa,513505,Auxiliar nos serviços de alimentação,700,1142.54,1100.0,1100.0,1150.0,1492.58,44.0,False,12,False,1100.0,1.039,,
2022,CNAE 56 - alimentação,João Pessoa,513505,Auxiliar nos serviços de alimentação,1020,1234.85,1212.0,1212.0,1212.44,1485.58,44.0,False,12,False,1212.0,1.019,8.08,-0.47
2023,CNAE 56 - alimentação,João Pessoa,513505,Auxiliar nos serviços de alimentação,1294,1342.45,1317.0,1320.0,1372.0,1542.84,44.0,False,12,False,1314.0,1.022,8.71,3.85
2024,CNAE 56 - alimentação,João Pessoa,513505,Auxiliar nos serviços de alimentação,1599,1450.97,1412.0,1435.12,1470.0,1598.79,44.0,False,12,False,1412.0,1.028,8.08,3.63
2025,CNAE 56 - alimentação,João Pessoa,513505,Auxiliar nos serviços de alimentação,1718,1562.39,1518.0,1563.0,1563.0,1639.39,44.0,False,12,False,1518.0,1.029,7.68,2.54
2026,CNAE 56 - alimentação,João Pessoa,513505,Auxiliar nos serviços de alimentação,1058,1653.01,1621.0,1621.0,1665.0,1672.91,44.0,False,7,True,1621.0,1.02,5.8,2.04
2021,CNAE 56 - alimentação,João Pessoa,514320,Faxineiro,205,1112.05,1100.0,1100.0,1100.0,1447.15,44.0,False,12,False,1100.0,1.011,,
2022,CNAE 56 - alimentação,João Pessoa,514320,Faxineiro,307,1221.09,1212.0,1212.0,1212.0,1467.95,44.0,False,12,False,1212.0,1.007,9.81,1.44
2023,CNAE 56 - alimentação,João Pessoa,514320,Faxineiro,310,1328.25,1302.0,1320.0,1335.0,1525.68,44.0,False,12,False,1314.0,1.011,8.78,3.93
2024,CNAE 56 - alimentação,João Pessoa,514320,Faxineiro,529,1438.03,1412.0,1414.45,1470.0,1582.94,44.0,False,12,False,1412.0,1.018,8.27,3.75
2025,CNAE 56 - alimentação,João Pessoa,514320,Faxineiro,530,1544.69,1518.0,1563.0,1563.0,1622.24,44.0,False,12,False,1518.0,1.018,7.42,2.48
2026,CNAE 56 - alimentação,João Pessoa,514320,Faxineiro,310,1635.28,1621.0,1621.0,1665.0,1654.16,44.0,False,7,True,1621.0,1.009,5.86,1.97
2021,CNAE 56 - alimentação,João Pessoa,521140,Atendente de lojas e mercados,103,1128.46,1100.0,1100.0,1113.54,1475.24,44.0,False,12,False,1100.0,1.026,,
2022,CNAE 56 - alimentação,João Pessoa,521140,Atendente de lojas e mercados,160,1244.73,1212.0,1212.0,1275.0,1496.37,44.0,False,12,False,1212.0,1.027,10.3,1.43
2023,CNAE 56 - alimentação,João Pessoa,521140,Atendente de lojas e mercados,101,1347.26,1320.0,1320.0,1372.0,1545.89,44.0,False,12,False,1314.0,1.025,8.24,3.31
2024,CNAE 56 - alimentação,João Pessoa,521140,Atendente de lojas e mercados,155,1454.75,1412.0,1470.0,1470.0,1602.9,44.0,False,12,False,1412.0,1.03,7.98,3.69
2025,CNAE 56 - alimentação,João Pessoa,521140,Atendente de lojas e mercados,213,1558.61,1518.0,1563.0,1563.0,1633.66,44.0,False,12,False,1518.0,1.027,7.14,1.92
2026,CNAE 56 - alimentação,João Pessoa,521140,Atendente de lojas e mercados,152,1644.3,1621.0,1621.0,1665.0,1665.97,44.0,False,7,True,1621.0,1.014,5.5,1.98
2021,CNAE 56 - alimentação,Macapá,141510,Gerente de restaurante,6,1447.67,1150.0,1325.0,1714.5,1900.77,44.0,True,12,False,1100.0,1.316,,
2022,CNAE 56 - alimentação,Macapá,141510,Gerente de restaurante,1,1212.0,1212.0,1212.0,1212.0,1508.37,44.0,True,12,False,1212.0,1.0,-16.28,-20.64
2023,CNAE 56 - alimentação,Macapá,141510,Gerente de restaurante,11,1872.52,1410.0,1800.0,2236.86,2168.07,44.0,True,12,False,1314.0,1.425,54.5,43.74
2025,CNAE 56 - alimentação,Macapá,141510,Gerente de restaurante,9,2335.26,2194.0,2194.0,2512.04,2433.32,44.0,True,12,False,1518.0,1.538,,
2026,CNAE 56 - alimentação,Macapá,141510,Gerente de restaurante,6,2315.48,1885.72,2171.43,2800.0,2337.76,44.0,True,7,True,1621.0,1.428,-0.85,-3.93
2022,CNAE 56 - alimentação,Macapá,141515,Gerente de bar,1,1212.0,1212.0,1212.0,1212.0,1447.48,44.0,True,12,False,1212.0,1.0,,
2024,CNAE 56 - alimentação,Macapá,141515,Gerente de bar,3,2000.0,1750.0,2000.0,2250.0,2224.74,44.0,True,12,False,1412.0,1.416,,
2025,CNAE 56 - alimentação,Macapá,141515,Gerente de bar,3,1778.67,1518.0,1518.0,1909.0,1899.98,44.0,True,12,False,1518.0,1.172,-11.07,-14.6
2026,CNAE 56 - alimentação,Macapá,141515,Gerente de bar,1,3500.0,3500.0,3500.0,3500.0,3500.0,44.0,True,7,True,1621.0,2.159,96.78,84.21
2021,CNAE 56 - alimentação,Macapá,371410,Recreador,10,1116.8,1100.0,1128.0,1128.0,1461.3,44.0,True,12,False,1100.0,1.015,,
2022,CNAE 56 - alimentação,Macapá,371410,Recreador,6,1224.17,1212.0,1212.0,1212.0,1461.84,44.0,True,12,False,1212.0,1.01,9.61,0.04
2023,CNAE 56 - alimentação,Macapá,371410,Recreador,10,1314.6,1306.5,1320.0,1320.0,1506.4,44.0,True,12,False,1314.0,1.0,7.39,3.05
2024,CNAE 56 - alimentação,Macapá,371410,Recreador,5,1412.0,1412.0,1412.0,1412.0,1558.24,44.0,True,12,False,1412.0,1.0,7.41,3.44
2026,CNAE 56 - alimentação,Macapá,371410,Recreador,1,1621.0,1621.0,1621.0,1621.0,1645.1,44.0,True,7,True,1621.0,1.0,,
2021,CNAE 56 - alimentação,Macapá,421125,Operador de caixa,9,1119.11,1100.0,1100.0,1144.0,1483.73,44.0,True,12,False,1100.0,1.017,,
2022,CNAE 56 - alimentação,Macapá,421125,Operador de caixa,38,1227.48,1212.0,1212.0,1212.0,1472.04,44.0,False,12,False,1212.0,1.013,9.68,-0.79
2023,CNAE 56 - alimentação,Macapá,421125,Operador de caixa,33,1332.41,1302.0,1320.0,1320.0,1525.42,44.0,False,12,False,1314.0,1.014,8.55,3.63
2024,CNAE 56 - alimentação,Macapá,421125,Operador de caixa,36,1423.67,1412.0,1412.0,1412.0,1571.69,44.0,False,12,False,1412.0,1.008,6.85,3.03
2025,CNAE 56 - alimentação,Macapá,421125,Operador de caixa,24,1534.17,1518.0,1518.0,1518.0,1605.15,44.0,True,12,False,1518.0,1.011,7.76,2.13
2026,CNAE 56 - alimentação,Macapá,421125,Operador de caixa,34,1642.3,1621.0,1621.0,1621.0,1657.99,44.0,False,7,True,1621.0,1.013,7.05,3.29
2021,CNAE 56 - alimentação,Macapá,513205,Cozinheiro geral,99,1234.38,1100.0,1195.1,1354.29,1634.21,44.0,False,12,False,1100.0,1.122,,
2022,CNAE 56 - alimentação,Macapá,513205,Cozinheiro geral,73,1317.87,1212.0,1212.0,1400.0,1583.41,44.0,False,12,False,1212.0,1.087,6.76,-3.11
2023,CNAE 56 - alimentação,Macapá,513205,Cozinheiro geral,83,1396.32,1302.0,1320.0,1475.0,1608.07,44.0,False,12,False,1314.0,1.063,5.95,1.56
2024,CNAE 56 - alimentação,Macapá,513205,Cozinheiro geral,116,1511.75,1412.0,1412.0,1563.59,1665.84,44.0,False,12,False,1412.0,1.071,8.27,3.59
2025,CNAE 56 - alimentação,Macapá,513205,Cozinheiro geral,106,1630.19,1518.0,1518.0,1650.0,1713.29,44.0,False,12,False,1518.0,1.074,7.83,2.85
2026,CNAE 56 - alimentação,Macapá,513205,Cozinheiro geral,77,1676.52,1621.0,1621.0,1770.0,1694.2,44.0,False,7,True,1621.0,1.034,2.84,-1.11
2021,CNAE 56 - alimentação,Macapá,513405,Garçom,28,1130.12,1100.0,1100.0,1150.0,1466.98,44.0,True,12,False,1100.0,1.027,,
2022,CNAE 56 - alimentação,Macapá,513405,Garçom,63,1263.56,1212.0,1212.0,1340.5,1526.65,44.0,False,12,False,1212.0,1.043,11.81,4.07
2023,CNAE 56 - alimentação,Macapá,513405,Garçom,97,1322.96,1302.0,1320.0,1320.0,1519.1,44.0,False,12,False,1314.0,1.007,4.7,-0.49
2024,CNAE 56 - alimentação,Macapá,513405,Garçom,122,1415.8,1412.0,1412.0,1412.0,1559.47,44.0,False,12,False,1412.0,1.003,7.02,2.66
2025,CNAE 56 - alimentação,Macapá,513405,Garçom,106,1535.95,1518.0,1518.0,1540.88,1606.7,44.0,False,12,False,1518.0,1.012,8.49,3.03
2026,CNAE 56 - alimentação,Macapá,513405,Garçom,73,1662.87,1621.0,1621.0,1621.0,1679.47,44.0,False,7,True,1621.0,1.026,8.26,4.53
2023,CNAE 56 - alimentação,Macapá,513415,Cumim,8,1335.31,1335.0,1340.5,1340.5,1526.0,44.0,True,12,False,1314.0,1.016,,
2024,CNAE 56 - alimentação,Macapá,513415,Cumim,12,1412.0,1412.0,1412.0,1412.0,1550.24,44.0,True,12,False,1412.0,1.0,5.74,1.59
2025,CNAE 56 - alimentação,Macapá,513415,Cumim,16,1518.0,1518.0,1518.0,1518.0,1591.53,44.0,True,12,False,1518.0,1.0,7.51,2.66
2026,CNAE 56 - alimentação,Macapá,513415,Cumim,20,1624.31,1621.0,1621.0,1621.0,1632.94,44.0,True,7,True,1621.0,1.002,7.0,2.6
2021,CNAE 56 - alimentação,Macapá,513420,Barman,6,1150.67,1100.0,1100.0,1137.5,1473.96,44.0,True,12,False,1100.0,1.046,,
2022,CNAE 56 - alimentação,Macapá,513420,Barman,9,1273.73,1212.0,1212.0,1285.0,1523.29,44.0,True,12,False,1212.0,1.051,10.69,3.35
2023,CNAE 56 - alimentação,Macapá,513420,Barman,19,1339.51,1302.0,1320.0,1330.25,1537.79,44.0,True,12,False,1314.0,1.019,5.16,0.95
2024,CNAE 56 - alimentação,Macapá,513420,Barman,23,1428.26,1412.0,1412.0,1420.0,1579.1,44.0,True,12,False,1412.0,1.012,6.63,2.69
2025,CNAE 56 - alimentação,Macapá,513420,Barman,21,1546.57,1518.0,1518.0,1518.0,1619.32,44.0,True,12,False,1518.0,1.019,8.28,2.55
2026,CNAE 56 - alimentação,Macapá,513420,Barman,21,1656.43,1621.0,1621.0,1621.0,1669.69,44.0,True,7,True,1621.0,1.022,7.1,3.11
2021,CNAE 56 - alimentação,Macapá,513435,Atendente de lanchonete,129,1110.47,1100.0,1100.0,1100.0,1443.66,44.0,False,12,False,1100.0,1.01,,
2022,CNAE 56 - alimentação,Macapá,513435,Atendente de lanchonete,233,1228.44,1212.0,1212.0,1212.0,1474.55,44.0,False,12,False,1212.0,1.014,10.62,2.14
2023,CNAE 56 - alimentação,Macapá,513435,Atendente de lanchonete,215,1309.18,1302.0,1320.0,1320.0,1504.8,44.0,False,12,False,1314.0,0.996,6.57,2.05
2024,CNAE 56 - alimentação,Macapá,513435,Atendente de lanchonete,251,1426.77,1412.0,1412.0,1412.0,1572.4,44.0,False,12,False,1412.0,1.01,8.98,4.49
2025,CNAE 56 - alimentação,Macapá,513435,Atendente de lanchonete,247,1531.28,1518.0,1518.0,1518.0,1603.71,44.0,False,12,False,1518.0,1.009,7.32,1.99
2026,CNAE 56 - alimentação,Macapá,513435,Atendente de lanchonete,192,1628.1,1621.0,1621.0,1621.0,1647.1,44.0,False,7,True,1621.0,1.004,6.32,2.71
2021,CNAE 56 - alimentação,Macapá,513505,Auxiliar nos serviços de alimentação,127,1142.42,1100.0,1100.0,1150.0,1500.29,44.0,False,12,False,1100.0,1.039,,
2022,CNAE 56 - alimentação,Macapá,513505,Auxiliar nos serviços de alimentação,209,1231.84,1212.0,1212.0,1212.0,1479.75,44.0,False,12,False,1212.0,1.016,7.83,-1.37
2023,CNAE 56 - alimentação,Macapá,513505,Auxiliar nos serviços de alimentação,251,1380.97,1307.0,1320.0,1325.5,1587.04,44.0,False,12,False,1314.0,1.051,12.11,7.25
2024,CNAE 56 - alimentação,Macapá,513505,Auxiliar nos serviços de alimentação,352,1429.25,1412.0,1412.0,1447.22,1573.8,44.0,False,12,False,1412.0,1.012,3.5,-0.83
2025,CNAE 56 - alimentação,Macapá,513505,Auxiliar nos serviços de alimentação,373,1554.23,1518.0,1518.0,1580.0,1635.18,44.0,False,12,False,1518.0,1.024,8.74,3.9
2026,CNAE 56 - alimentação,Macapá,513505,Auxiliar nos serviços de alimentação,331,1634.66,1621.0,1621.0,1621.0,1653.03,44.0,False,7,True,1621.0,1.008,5.17,1.09
2021,CNAE 56 - alimentação,Macapá,514320,Faxineiro,30,1110.06,1100.0,1100.0,1100.0,1453.95,44.0,False,12,False,1100.0,1.009,,
2022,CNAE 56 - alimentação,Macapá,514320,Faxineiro,69,1233.41,1212.0,1212.0,1285.0,1482.66,44.0,False,12,False,1212.0,1.018,11.11,1.97
2023,CNAE 56 - alimentação,Macapá,514320,Faxineiro,111,1325.95,1320.0,1320.0,1337.0,1516.49,44.0,False,12,False,1314.0,1.009,7.5,2.28
2024,CNAE 56 - alimentação,Macapá,514320,Faxineiro,145,1426.35,1412.0,1412.0,1447.22,1571.4,44.0,False,12,False,1412.0,1.01,7.57,3.62
2025,CNAE 56 - alimentação,Macapá,514320,Faxineiro,77,1559.63,1518.0,1518.0,1580.0,1644.68,44.0,False,12,False,1518.0,1.027,9.34,4.66
2026,CNAE 56 - alimentação,Macapá,514320,Faxineiro,75,1627.04,1621.0,1621.0,1621.0,1646.52,44.0,False,7,True,1621.0,1.004,4.32,0.11
2021,CNAE 56 - alimentação,Macapá,521140,Atendente de lojas e mercados,22,1102.42,1100.0,1100.0,1100.0,1435.93,44.0,True,12,False,1100.0,1.002,,
2022,CNAE 56 - alimentação,Macapá,521140,Atendente de lojas e mercados,20,1212.0,1212.0,1212.0,1212.0,1448.78,44.0,True,12,False,1212.0,1.0,9.94,0.89
2023,CNAE 56 - alimentação,Macapá,521140,Atendente de lojas e mercados,24,1321.67,1320.0,1320.0,1320.0,1516.67,44.0,True,12,False,1314.0,1.006,9.05,4.69
2024,CNAE 56 - alimentação,Macapá,521140,Atendente de lojas e mercados,61,1425.64,1412.0,1412.0,1412.0,1567.7,44.0,False,12,False,1412.0,1.01,7.87,3.36
2025,CNAE 56 - alimentação,Macapá,521140,Atendente de lojas e mercados,101,1519.8,1518.0,1518.0,1518.0,1596.3,44.0,False,12,False,1518.0,1.001,6.6,1.82
2026,CNAE 56 - alimentação,Macapá,521140,Atendente de lojas e mercados,69,1634.26,1621.0,1621.0,1653.42,1648.23,44.0,False,7,True,1621.0,1.008,7.53,3.25
2021,CNAE 56 - alimentação,Maceió,141510,Gerente de restaurante,31,1690.54,1275.0,1500.0,2000.0,2239.27,44.0,False,12,False,1100.0,1.537,,
2022,CNAE 56 - alimentação,Maceió,141510,Gerente de restaurante,38,1893.22,1500.0,1782.0,2000.0,2269.53,44.0,False,12,False,1212.0,1.562,11.99,1.35
2023,CNAE 56 - alimentação,Maceió,141510,Gerente de restaurante,35,2139.58,1500.0,1800.0,2500.0,2464.47,44.0,False,12,False,1314.0,1.628,13.01,8.59
2024,CNAE 56 - alimentação,Maceió,141510,Gerente de restaurante,45,2137.79,1466.01,1800.0,2547.52,2350.27,44.0,False,12,False,1412.0,1.514,-0.08,-4.63
2025,CNAE 56 - alimentação,Maceió,141510,Gerente de restaurante,63,2467.72,1855.74,2366.84,2900.0,2585.63,44.0,False,12,False,1518.0,1.626,15.43,10.01
2026,CNAE 56 - alimentação,Maceió,141510,Gerente de restaurante,42,2621.29,1925.0,2500.0,3135.0,2651.93,44.0,False,7,True,1621.0,1.617,6.22,2.56
2021,CNAE 56 - alimentação,Maceió,141515,Gerente de bar,8,1643.1,1557.76,1599.33,1673.0,2122.51,44.0,True,12,False,1100.0,1.494,,
2022,CNAE 56 - alimentação,Maceió,141515,Gerente de bar,3,1763.33,1545.0,1590.0,1895.0,2096.54,44.0,True,12,False,1212.0,1.455,7.32,-1.22
2023,CNAE 56 - alimentação,Maceió,141515,Gerente de bar,3,1650.66,1483.0,1500.0,1742.99,1894.35,44.0,True,12,False,1314.0,1.256,-6.39,-9.64
2024,CNAE 56 - alimentação,Maceió,141515,Gerente de bar,6,1931.67,1575.0,1912.0,2231.0,2132.1,44.0,True,12,False,1412.0,1.368,17.02,12.55
2025,CNAE 56 - alimentação,Maceió,141515,Gerente de bar,2,3119.41,2679.12,3119.41,3559.7,3296.1,44.0,True,12,False,1518.0,2.055,61.49,54.59
2026,CNAE 56 - alimentação,Maceió,141515,Gerente de bar,8,2788.0,2018.0,2150.0,3235.0,2833.54,44.0,True,7,True,1621.0,1.72,-10.62,-14.03
2021,CNAE 56 - alimentação,Maceió,371410,Recreador,14,1172.44,1120.0,1120.0,1200.0,1507.23,44.0,True,12,False,1100.0,1.066,,
2022,CNAE 56 - alimentação,Maceió,371410,Recreador,14,1341.78,1249.47,1307.5,1418.0,1623.78,44.0,True,12,False,1212.0,1.107,14.44,7.73
2023,CNAE 56 - alimentação,Maceió,371410,Recreador,24,1411.17,1365.0,1365.0,1365.0,1617.37,44.0,True,12,False,1314.0,1.074,5.17,-0.39
2024,CNAE 56 - alimentação,Maceió,371410,Recreador,20,1543.51,1466.01,1466.01,1659.36,1684.51,44.0,True,12,False,1412.0,1.093,9.38,4.15
2025,CNAE 56 - alimentação,Maceió,371410,Recreador,23,1603.53,1580.0,1580.0,1590.0,1679.97,44.0,True,12,False,1518.0,1.056,3.89,-0.27
2026,CNAE 56 - alimentação,Maceió,371410,Recreador,11,1704.38,1695.0,1695.0,1695.0,1729.74,44.0,True,7,True,1621.0,1.051,6.29,2.96
2021,CNAE 56 - alimentação,Maceió,421125,Operador de caixa,235,1137.3,1100.0,1120.0,1120.0,1483.5,44.0,False,12,False,1100.0,1.034,,
2022,CNAE 56 - alimentação,Maceió,421125,Operador de caixa,257,1263.54,1249.47,1249.47,1250.0,1518.75,44.0,False,12,False,1212.0,1.043,11.1,2.38
2023,CNAE 56 - alimentação,Maceió,421125,Operador de caixa,263,1376.94,1365.0,1365.0,1365.0,1583.42,44.0,False,12,False,1314.0,1.048,8.97,4.26
2024,CNAE 56 - alimentação,Maceió,421125,Operador de caixa,268,1469.86,1466.01,1466.01,1466.01,1616.94,44.0,False,12,False,1412.0,1.041,6.75,2.12
2025,CNAE 56 - alimentação,Maceió,421125,Operador de caixa,277,1585.44,1580.0,1580.0,1580.0,1664.17,44.0,False,12,False,1518.0,1.044,7.86,2.92
2026,CNAE 56 - alimentação,Maceió,421125,Operador de caixa,165,1716.56,1695.0,1695.0,1695.0,1738.83,44.0,False,7,True,1621.0,1.059,8.27,4.49
2021,CNAE 56 - alimentação,Maceió,513205,Cozinheiro geral,491,1186.18,1100.0,1120.0,1200.0,1545.91,44.0,False,12,False,1100.0,1.078,,
2022,CNAE 56 - alimentação,Maceió,513205,Cozinheiro geral,584,1357.77,1249.47,1250.0,1365.0,1634.0,44.0,False,12,False,1212.0,1.12,14.47,5.7
2023,CNAE 56 - alimentação,Maceió,513205,Cozinheiro geral,572,1466.14,1365.0,1365.0,1500.0,1685.25,44.0,False,12,False,1314.0,1.116,7.98,3.14
2024,CNAE 56 - alimentação,Maceió,513205,Cozinheiro geral,509,1585.96,1466.01,1466.01,1625.43,1745.34,44.0,False,12,False,1412.0,1.123,8.17,3.57
2025,CNAE 56 - alimentação,Maceió,513205,Cozinheiro geral,602,1724.75,1580.0,1580.0,1800.0,1808.43,44.0,False,12,False,1518.0,1.136,8.75,3.61
2026,CNAE 56 - alimentação,Maceió,513205,Cozinheiro geral,319,1814.97,1695.0,1695.0,1890.47,1836.78,44.0,False,7,True,1621.0,1.12,5.23,1.57
2021,CNAE 56 - alimentação,Maceió,513405,Garçom,381,1135.71,1100.0,1120.0,1120.0,1473.67,44.0,False,12,False,1100.0,1.032,,
2022,CNAE 56 - alimentação,Maceió,513405,Garçom,550,1273.35,1249.47,1249.47,1250.0,1528.49,44.0,False,12,False,1212.0,1.051,12.12,3.72
2023,CNAE 56 - alimentação,Maceió,513405,Garçom,520,1370.56,1365.0,1365.0,1365.0,1574.88,44.0,False,12,False,1314.0,1.043,7.63,3.04
2024,CNAE 56 - alimentação,Maceió,513405,Garçom,625,1469.5,1466.01,1466.01,1466.01,1615.91,44.0,False,12,False,1412.0,1.041,7.22,2.61
2025,CNAE 56 - alimentação,Maceió,513405,Garçom,717,1599.67,1580.0,1580.0,1580.0,1678.34,44.0,False,12,False,1518.0,1.054,8.86,3.86
2026,CNAE 56 - alimentação,Maceió,513405,Garçom,360,1705.88,1695.0,1695.0,1695.0,1725.95,44.0,False,7,True,1621.0,1.052,6.64,2.84
2021,CNAE 56 - alimentação,Maceió,513415,Cumim,220,1148.96,1120.0,1120.0,1120.0,1484.53,44.0,False,12,False,1100.0,1.045,,
2022,CNAE 56 - alimentação,Maceió,513415,Cumim,279,1288.72,1249.47,1249.47,1347.5,1546.14,44.0,False,12,False,1212.0,1.063,12.16,4.15
2023,CNAE 56 - alimentação,Maceió,513415,Cumim,246,1389.12,1365.0,1365.0,1365.0,1596.42,44.0,False,12,False,1314.0,1.057,7.79,3.25
2024,CNAE 56 - alimentação,Maceió,513415,Cumim,313,1482.01,1466.01,1466.01,1466.01,1628.05,44.0,False,12,False,1412.0,1.05,6.69,1.98
2025,CNAE 56 - alimentação,Maceió,513415,Cumim,363,1586.38,1580.0,1580.0,1580.0,1663.54,44.0,False,12,False,1518.0,1.045,7.04,2.18
2026,CNAE 56 - alimentação,Maceió,513415,Cumim,158,1692.37,1695.0,1695.0,1695.0,1712.96,44.0,False,7,True,1621.0,1.044,6.68,2.97
2021,CNAE 56 - alimentação,Maceió,513420,Barman,95,1130.18,1120.0,1120.0,1120.0,1464.86,44.0,False,12,False,1100.0,1.027,,
2022,CNAE 56 - alimentação,Maceió,513420,Barman,120,1305.73,1249.47,1249.47,1350.0,1567.79,44.0,False,12,False,1212.0,1.077,15.53,7.03
2023,CNAE 56 - alimentação,Maceió,513420,Barman,103,1385.15,1365.0,1365.0,1365.0,1592.44,44.0,False,12,False,1314.0,1.054,6.08,1.57
2024,CNAE 56 - alimentação,Maceió,513420,Barman,133,1469.66,1466.01,1466.01,1466.01,1612.29,44.0,False,12,False,1412.0,1.041,6.1,1.25
2025,CNAE 56 - alimentação,Maceió,513420,Barman,163,1603.75,1580.0,1580.0,1580.0,1681.31,44.0,False,12,False,1518.0,1.056,9.12,4.28
2026,CNAE 56 - alimentação,Maceió,513420,Barman,95,1712.7,1695.0,1695.0,1695.0,1733.8,44.0,False,7,True,1621.0,1.057,6.79,3.12
2021,CNAE 56 - alimentação,Maceió,513435,Atendente de lanchonete,620,1115.67,1100.0,1120.0,1120.0,1450.57,44.0,False,12,False,1100.0,1.014,,
2022,CNAE 56 - alimentação,Maceió,513435,Atendente de lanchonete,908,1254.39,1249.47,1249.47,1249.47,1509.05,44.0,False,12,False,1212.0,1.035,12.43,4.03
2023,CNAE 56 - alimentação,Maceió,513435,Atendente de lanchonete,1223,1364.42,1365.0,1365.0,1365.0,1567.61,44.0,False,12,False,1314.0,1.038,8.77,3.88
2024,CNAE 56 - alimentação,Maceió,513435,Atendente de lanchonete,1177,1461.87,1466.01,1466.01,1466.01,1610.84,44.0,False,12,False,1412.0,1.035,7.14,2.76
2025,CNAE 56 - alimentação,Maceió,513435,Atendente de lanchonete,1550,1574.88,1580.0,1580.0,1580.0,1651.16,44.0,False,12,False,1518.0,1.037,7.73,2.5
2026,CNAE 56 - alimentação,Maceió,513435,Atendente de lanchonete,1008,1681.33,1695.0,1695.0,1695.0,1700.19,44.0,False,7,True,1621.0,1.037,6.76,2.97
2021,CNAE 56 - alimentação,Maceió,513505,Auxiliar nos serviços de alimentação,670,1127.05,1100.0,1120.0,1120.0,1469.68,44.0,False,12,False,1100.0,1.025,,
2022,CNAE 56 - alimentação,Maceió,513505,Auxiliar nos serviços de alimentação,939,1258.95,1249.47,1249.47,1249.47,1512.13,44.0,False,12,False,1212.0,1.039,11.7,2.89
2023,CNAE 56 - alimentação,Maceió,513505,Auxiliar nos serviços de alimentação,1049,1368.77,1365.0,1365.0,1365.0,1574.25,44.0,False,12,False,1314.0,1.042,8.72,4.11
2024,CNAE 56 - alimentação,Maceió,513505,Auxiliar nos serviços de alimentação,1197,1477.61,1466.01,1466.01,1466.01,1625.69,44.0,False,12,False,1412.0,1.046,7.95,3.27
2025,CNAE 56 - alimentação,Maceió,513505,Auxiliar nos serviços de alimentação,1423,1589.55,1580.0,1580.0,1580.0,1667.93,44.0,False,12,False,1518.0,1.047,7.58,2.6
2026,CNAE 56 - alimentação,Maceió,513505,Auxiliar nos serviços de alimentação,839,1699.1,1695.0,1695.0,1695.0,1718.04,44.0,False,7,True,1621.0,1.048,6.89,3.0
2021,CNAE 56 - alimentação,Maceió,514320,Faxineiro,194,1111.65,1100.0,1120.0,1120.0,1456.2,44.0,False,12,False,1100.0,1.011,,
2022,CNAE 56 - alimentação,Maceió,514320,Faxineiro,237,1253.68,1249.47,1249.47,1249.47,1507.9,44.0,False,12,False,1212.0,1.034,12.78,3.55
2023,CNAE 56 - alimentação,Maceió,514320,Faxineiro,342,1363.82,1365.0,1365.0,1365.0,1566.47,44.0,False,12,False,1314.0,1.038,8.79,3.88
2024,CNAE 56 - alimentação,Maceió,514320,Faxineiro,318,1460.97,1466.01,1466.01,1466.01,1608.58,44.0,False,12,False,1412.0,1.035,7.12,2.69
2025,CNAE 56 - alimentação,Maceió,514320,Faxineiro,396,1582.87,1580.0,1580.0,1580.0,1659.95,44.0,False,12,False,1518.0,1.043,8.34,3.19
2026,CNAE 56 - alimentação,Maceió,514320,Faxineiro,210,1686.83,1695.0,1695.0,1695.0,1706.6,44.0,False,7,True,1621.0,1.041,6.57,2.81
2021,CNAE 56 - alimentação,Maceió,521140,Atendente de lojas e mercados,85,1111.13,1100.0,1110.0,1120.0,1442.15,44.0,False,12,False,1100.0,1.01,,
2022,CNAE 56 - alimentação,Maceió,521140,Atendente de lojas e mercados,178,1249.45,1249.47,1249.47,1249.47,1501.46,44.0,False,12,False,1212.0,1.031,12.45,4.11
2023,CNAE 56 - alimentação,Maceió,521140,Atendente de lojas e mercados,182,1355.9,1350.0,1365.0,1365.0,1558.16,44.0,False,12,False,1314.0,1.032,8.52,3.78
2024,CNAE 56 - alimentação,Maceió,521140,Atendente de lojas e mercados,219,1459.97,1450.0,1466.01,1466.01,1605.35,44.0,False,12,False,1412.0,1.034,7.68,3.03
2025,CNAE 56 - alimentação,Maceió,521140,Atendente de lojas e mercados,240,1568.2,1580.0,1580.0,1580.0,1646.26,44.0,False,12,False,1518.0,1.033,7.41,2.55
2026,CNAE 56 - alimentação,Maceió,521140,Atendente de lojas e mercados,158,1685.02,1621.0,1695.0,1695.0,1704.84,44.0,False,7,True,1621.0,1.039,7.45,3.56
2021,CNAE 56 - alimentação,Manaus,141510,Gerente de restaurante,130,2173.51,1600.0,1684.13,2727.88,2836.24,44.0,False,12,False,1100.0,1.976,,
2022,CNAE 56 - alimentação,Manaus,141510,Gerente de restaurante,153,1967.8,1560.0,1684.13,2000.0,2371.36,44.0,False,12,False,1212.0,1.624,-9.46,-16.39
2023,CNAE 56 - alimentação,Manaus,141510,Gerente de restaurante,149,2183.41,1800.0,1810.44,2200.0,2511.71,44.0,False,12,False,1314.0,1.662,10.96,5.92
2024,CNAE 56 - alimentação,Manaus,141510,Gerente de restaurante,140,2363.72,1800.0,1964.0,2703.39,2604.32,44.0,False,12,False,1412.0,1.674,8.26,3.69
