id_jogo,ano_publicacao,nota_media,nota_rank,qt_avaliacoes
56539,2023,8.21,7.69,161
24465,2017,8.21,6.81,29
34079,2022,8.21,7.73,179
61935,2024,8.21,7.81,226
57861,2024,8.2,7.11,51
6564,2010,8.2,6.79,28
1613,2009,8.2,7.07,47
720,2010,8.2,7.39,86
12411,2017,8.2,7.38,84
403,2012,8.2,7.81,229
1093,2003,8.2,6.73,25
13151,2017,8.2,7.22,63
38286,2022,8.2,8.09,919
15792,2019,8.2,7.72,183
20631,2020,8.2,7.8,229
18041,2018,8.2,7.57,124
7987,2014,8.19,6.73,25
7320,2016,8.19,7.97,452
77588,2025,8.19,7.3,73
11138,2016,8.19,6.73,25
57174,2023,8.19,6.75,26
25238,2021,8.19,6.75,26
5752,2001,8.19,6.93,37
9054,2015,8.19,7.33,78
759,2006,8.19,7.6,135
3678,1999,8.19,7.51,110
3333,2009,8.19,6.9,35
45077,2023,8.19,7.46,99
80227,2025,8.19,6.87,33
24786,2020,8.19,7.63,144
21951,2022,8.19,7.81,238
38,2011,8.19,7.81,240
19519,2023,8.19,6.96,39
325,2010,8.19,8.06,798
24157,2020,8.19,8.06,792
30893,2021,8.19,7.55,121
56707,2023,8.19,7.62,143
9463,2018,8.19,7.92,348
26002,2020,8.19,7.83,258
25219,2020,8.18,7.97,466
52443,2024,8.18,7.0,42
39488,2023,8.18,7.47,103
7366,2013,8.18,6.85,32
31092,2022,8.18,6.85,32
788,2010,8.18,7.95,426
10037,2016,8.18,7.44,96
11161,2016,8.18,6.91,36
31811,2021,8.18,7.67,165
23943,2019,8.18,8.05,780
11729,2016,8.18,7.27,70
19448,2020,8.18,7.58,131
2181,2014,8.18,8.12,1771
18940,2022,8.18,7.2,61
129,2007,8.18,7.19,60
21133,2019,8.18,7.79,227
54146,2024,8.18,7.68,167
10786,2016,8.18,7.68,166
26148,2020,8.18,7.54,120
36765,2024,8.18,7.08,49
16836,2018,8.18,7.48,106
1627,2010,8.18,7.1,51
30739,2022,8.18,6.97,40
9012,2015,8.18,7.86,291
35711,2022,8.18,7.85,274
14488,2017,8.18,7.84,265
19781,2024,8.17,7.5,112
198,2011,8.17,7.86,294
21856,2019,8.17,6.76,27
65757,2024,8.17,6.81,30
19210,2018,8.17,8.04,803
8153,2015,8.17,7.87,318
66639,2024,8.17,8.08,1083
22861,2019,8.17,7.16,58
37,2012,8.17,8.06,975
55668,2023,8.17,7.14,56
35989,2022,8.16,7.96,481
1013,2010,8.16,7.9,361
9008,2014,8.16,7.92,404
138,2005,8.16,7.33,81
10419,2017,8.16,7.11,53
62947,2024,8.16,7.43,97
23514,2020,8.16,7.31,77
10801,2016,8.16,7.71,189
33046,2021,8.16,7.67,171
49890,2023,8.16,7.7,186
57670,2023,8.16,7.62,148
793,2012,8.16,7.99,606
28629,2021,8.16,6.9,36
1072,1982,8.16,8.09,1507
23525,2020,8.16,7.58,138
32710,2022,8.16,8.04,797
14489,2017,8.16,7.5,113
6360,2014,8.16,8.03,756
18951,2018,8.16,6.99,42
1837,2007,8.15,7.56,131
56713,2023,8.15,7.38,89
35705,2023,8.15,7.35,85
14534,2017,8.15,7.75,219
5726,2007,8.15,6.9,36
644,2009,8.15,7.15,58
30270,2021,8.15,7.56,132
561,1989,8.15,7.98,576
32321,2021,8.15,6.75,27
17906,2018,8.15,8.02,748
35129,2023,8.15,7.27,72
533,2004,8.15,7.51,118
68017,2024,8.15,7.58,140
7067,2015,8.15,8.11,2408
25,2009,8.15,7.78,240
40416,2022,8.15,7.33,81
21326,2019,8.15,7.4,93
26359,2023,8.15,7.82,280
7748,2016,8.15,7.62,154
29054,2021,8.15,7.82,273
6091,2011,8.15,6.74,26
58172,2020,8.15,6.86,33
63332,2024,8.15,7.53,125
23493,2020,8.14,7.91,428
22533,2019,8.14,8.06,1269
72975,2024,8.14,7.45,106
77057,2025,8.14,7.05,48
30939,2021,8.14,7.81,272
26236,2020,8.14,7.23,67
26577,2023,8.14,7.53,126
22736,2020,8.14,7.5,116
12462,2017,8.14,7.67,177
20106,2018,8.14,8.0,732
68220,2024,8.14,7.15,58
21,2007,8.13,7.64,167
123,2010,8.13,7.77,244
10776,2017,8.13,6.88,35
16390,2017,8.13,8.0,775
10849,2017,8.13,7.0,44
11230,2016,8.13,7.97,610
80046,2025,8.13,7.62,158
24718,2020,8.13,7.72,207
6802,2014,8.13,7.42,100
54490,2024,8.13,7.58,142
