tabela,variavel_id,variavel,unidade,nivel,localidade_id,localidade,periodo,Atividades de serviços,valor_original,valor
10758,1586,Pessoal ocupado em 31/12 - não-assalariado - proprietários e sócios com atividade na empresa,Pessoas,Brasil,1,Brasil,2024,2.2 Serviços de alimentação,193172,193172.0
10758,1586,Pessoal ocupado em 31/12 - não-assalariado - proprietários e sócios com atividade na empresa,Pessoas,Brasil,1,Brasil,2024,"2.3 Atividades culturais, recreativas e esportivas",57339,57339.0
10758,1587,Pessoal ocupado em 31/12 - não-assalariado - sócios cooperados,Pessoas,Brasil,1,Brasil,2024,1. Total,80984,80984.0
10758,1587,Pessoal ocupado em 31/12 - não-assalariado - sócios cooperados,Pessoas,Brasil,1,Brasil,2024,2.2 Serviços de alimentação,7293,7293.0
10758,1587,Pessoal ocupado em 31/12 - não-assalariado - sócios cooperados,Pessoas,Brasil,1,Brasil,2024,"2.3 Atividades culturais, recreativas e esportivas",404,404.0
10758,1588,Pessoal ocupado em 31/12 - não-assalariado - membros da família sem remuneração,Pessoas,Brasil,1,Brasil,2024,1. Total,46170,46170.0
10758,1588,Pessoal ocupado em 31/12 - não-assalariado - membros da família sem remuneração,Pessoas,Brasil,1,Brasil,2024,2.2 Serviços de alimentação,9223,9223.0
10758,1588,Pessoal ocupado em 31/12 - não-assalariado - membros da família sem remuneração,Pessoas,Brasil,1,Brasil,2024,"2.3 Atividades culturais, recreativas e esportivas",1023,1023.0
10758,1417,Pessoal ocupado em 31/03,Pessoas,Brasil,1,Brasil,2024,1. Total,16220541,16220541.0
10758,1417,Pessoal ocupado em 31/03,Pessoas,Brasil,1,Brasil,2024,2.2 Serviços de alimentação,1759755,1759755.0
10758,1417,Pessoal ocupado em 31/03,Pessoas,Brasil,1,Brasil,2024,"2.3 Atividades culturais, recreativas e esportivas",243684,243684.0
10758,1418,Pessoal ocupado em 30/06,Pessoas,Brasil,1,Brasil,2024,1. Total,16406008,16406008.0
10758,1418,Pessoal ocupado em 30/06,Pessoas,Brasil,1,Brasil,2024,2.2 Serviços de alimentação,1799285,1799285.0
10758,1418,Pessoal ocupado em 30/06,Pessoas,Brasil,1,Brasil,2024,"2.3 Atividades culturais, recreativas e esportivas",250722,250722.0
10758,1419,Pessoal ocupado em 30/09,Pessoas,Brasil,1,Brasil,2024,1. Total,17278641,17278641.0
10758,1419,Pessoal ocupado em 30/09,Pessoas,Brasil,1,Brasil,2024,2.2 Serviços de alimentação,1835873,1835873.0
10758,1419,Pessoal ocupado em 30/09,Pessoas,Brasil,1,Brasil,2024,"2.3 Atividades culturais, recreativas e esportivas",870444,870444.0
10758,1589,Total de aquisições,Mil Reais,Brasil,1,Brasil,2024,1. Total,348398811,348398811.0
10758,1589,Total de aquisições,Mil Reais,Brasil,1,Brasil,2024,2.2 Serviços de alimentação,4516206,4516206.0
10758,1589,Total de aquisições,Mil Reais,Brasil,1,Brasil,2024,"2.3 Atividades culturais, recreativas e esportivas",4003134,4003134.0
10758,1590,Terrenos,Mil Reais,Brasil,1,Brasil,2024,1. Total,15304284,15304284.0
10758,1590,Terrenos,Mil Reais,Brasil,1,Brasil,2024,2.2 Serviços de alimentação,70897,70897.0
10758,1590,Terrenos,Mil Reais,Brasil,1,Brasil,2024,"2.3 Atividades culturais, recreativas e esportivas",112261,112261.0
10758,1591,Edificações,Mil Reais,Brasil,1,Brasil,2024,1. Total,36013460,36013460.0
10758,1591,Edificações,Mil Reais,Brasil,1,Brasil,2024,2.2 Serviços de alimentação,664538,664538.0
10758,1591,Edificações,Mil Reais,Brasil,1,Brasil,2024,"2.3 Atividades culturais, recreativas e esportivas",496725,496725.0
10758,1592,"Maquinas, equipamentos e instalações",Mil Reais,Brasil,1,Brasil,2024,1. Total,91655335,91655335.0
10758,1592,"Maquinas, equipamentos e instalações",Mil Reais,Brasil,1,Brasil,2024,2.2 Serviços de alimentação,2477631,2477631.0
10758,1592,"Maquinas, equipamentos e instalações",Mil Reais,Brasil,1,Brasil,2024,"2.3 Atividades culturais, recreativas e esportivas",1430708,1430708.0
10758,1593,Meios de transporte,Mil Reais,Brasil,1,Brasil,2024,1. Total,129587757,129587757.0
10758,1593,Meios de transporte,Mil Reais,Brasil,1,Brasil,2024,2.2 Serviços de alimentação,240895,240895.0
10758,1593,Meios de transporte,Mil Reais,Brasil,1,Brasil,2024,"2.3 Atividades culturais, recreativas e esportivas",347168,347168.0
10758,1535,Outras aquisições,Mil Reais,Brasil,1,Brasil,2024,1. Total,75837975,75837975.0
10758,1535,Outras aquisições,Mil Reais,Brasil,1,Brasil,2024,2.2 Serviços de alimentação,1062246,1062246.0
10758,1535,Outras aquisições,Mil Reais,Brasil,1,Brasil,2024,"2.3 Atividades culturais, recreativas e esportivas",1616273,1616273.0
10758,1594,Total de baixas,Mil Reais,Brasil,1,Brasil,2024,1. Total,125777286,125777286.0
10758,1594,Total de baixas,Mil Reais,Brasil,1,Brasil,2024,2.2 Serviços de alimentação,1237040,1237040.0
10758,1594,Total de baixas,Mil Reais,Brasil,1,Brasil,2024,"2.3 Atividades culturais, recreativas e esportivas",838305,838305.0
10758,10195,Baixas de terrenos,Mil Reais,Brasil,1,Brasil,2024,1. Total,2563269,2563269.0
10758,10195,Baixas de terrenos,Mil Reais,Brasil,1,Brasil,2024,2.2 Serviços de alimentação,17550,17550.0
10758,10195,Baixas de terrenos,Mil Reais,Brasil,1,Brasil,2024,"2.3 Atividades culturais, recreativas e esportivas",28492,28492.0
10758,14143,Baixas de edificações,Mil Reais,Brasil,1,Brasil,2024,1. Total,7111739,7111739.0
10758,14143,Baixas de edificações,Mil Reais,Brasil,1,Brasil,2024,2.2 Serviços de alimentação,115335,115335.0
10758,14143,Baixas de edificações,Mil Reais,Brasil,1,Brasil,2024,"2.3 Atividades culturais, recreativas e esportivas",10271,10271.0
10758,1522,"Baixas de máquinas, equipamentos e instalações",Mil Reais,Brasil,1,Brasil,2024,1. Total,32112542,32112542.0
10758,1522,"Baixas de máquinas, equipamentos e instalações",Mil Reais,Brasil,1,Brasil,2024,2.2 Serviços de alimentação,613942,613942.0
10758,1522,"Baixas de máquinas, equipamentos e instalações",Mil Reais,Brasil,1,Brasil,2024,"2.3 Atividades culturais, recreativas e esportivas",102952,102952.0
10758,1524,Baixas de meios de transporte,Mil Reais,Brasil,1,Brasil,2024,1. Total,67180811,67180811.0
10758,1524,Baixas de meios de transporte,Mil Reais,Brasil,1,Brasil,2024,2.2 Serviços de alimentação,82334,82334.0
10758,1524,Baixas de meios de transporte,Mil Reais,Brasil,1,Brasil,2024,"2.3 Atividades culturais, recreativas e esportivas",325258,325258.0
10758,1536,Outras baixas,Mil Reais,Brasil,1,Brasil,2024,1. Total,16808923,16808923.0
10758,1536,Outras baixas,Mil Reais,Brasil,1,Brasil,2024,2.2 Serviços de alimentação,407879,407879.0
10758,1536,Outras baixas,Mil Reais,Brasil,1,Brasil,2024,"2.3 Atividades culturais, recreativas e esportivas",371331,371331.0
