tabela,variavel_id,variavel,unidade,nivel,localidade_id,localidade,periodo,Sexo,Condição em relação à força de trabalho e condição de ocupação,Grupo de idade,valor_original,valor
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2304400,Fortaleza (CE),2022,Total,Total,55 a 59 anos,2343.93,2343.93
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5300108,Brasília (DF),2022,Total,Total,55 a 59 anos,5052.07,5052.07
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3205309,Vitória (ES),2022,Total,Total,55 a 59 anos,4931.06,4931.06
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5208707,Goiânia (GO),2022,Total,Total,55 a 59 anos,3835.31,3835.31
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2111300,São Luís (MA),2022,Total,Total,55 a 59 anos,2329.67,2329.67
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5103403,Cuiabá (MT),2022,Total,Total,55 a 59 anos,3709.69,3709.69
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5002704,Campo Grande (MS),2022,Total,Total,55 a 59 anos,3239.62,3239.62
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3106200,Belo Horizonte (MG),2022,Total,Total,55 a 59 anos,3930.25,3930.25
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1501402,Belém (PA),2022,Total,Total,55 a 59 anos,2620.13,2620.13
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2507507,João Pessoa (PB),2022,Total,Total,55 a 59 anos,2734.13,2734.13
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4106902,Curitiba (PR),2022,Total,Total,55 a 59 anos,4238.46,4238.46
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2611606,Recife (PE),2022,Total,Total,55 a 59 anos,3253.65,3253.65
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2211001,Teresina (PI),2022,Total,Total,55 a 59 anos,2459.81,2459.81
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,55 a 59 anos,3636.37,3636.37
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2408102,Natal (RN),2022,Total,Total,55 a 59 anos,3519.24,3519.24
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4314902,Porto Alegre (RS),2022,Total,Total,55 a 59 anos,4811.37,4811.37
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1100205,Porto Velho (RO),2022,Total,Total,55 a 59 anos,2335.27,2335.27
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1400100,Boa Vista (RR),2022,Total,Total,55 a 59 anos,2541.31,2541.31
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4205407,Florianópolis (SC),2022,Total,Total,55 a 59 anos,5072.77,5072.77
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3550308,São Paulo (SP),2022,Total,Total,55 a 59 anos,3830.75,3830.75
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2800308,Aracaju (SE),2022,Total,Total,55 a 59 anos,3172.56,3172.56
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1721000,Palmas (TO),2022,Total,Total,55 a 59 anos,4291.84,4291.84
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Brasil,1,Brasil,2022,Total,Total,60 a 64 anos,2479.87,2479.87
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1200401,Rio Branco (AC),2022,Total,Total,60 a 64 anos,2486.97,2486.97
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2704302,Maceió (AL),2022,Total,Total,60 a 64 anos,2642.77,2642.77
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1600303,Macapá (AP),2022,Total,Total,60 a 64 anos,2651.84,2651.84
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1302603,Manaus (AM),2022,Total,Total,60 a 64 anos,2105.69,2105.69
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2927408,Salvador (BA),2022,Total,Total,60 a 64 anos,2593.21,2593.21
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2304400,Fortaleza (CE),2022,Total,Total,60 a 64 anos,2701.80,2701.8
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5300108,Brasília (DF),2022,Total,Total,60 a 64 anos,5192.49,5192.49
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3205309,Vitória (ES),2022,Total,Total,60 a 64 anos,5659.76,5659.76
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5208707,Goiânia (GO),2022,Total,Total,60 a 64 anos,4033.58,4033.58
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2111300,São Luís (MA),2022,Total,Total,60 a 64 anos,3144.42,3144.42
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5103403,Cuiabá (MT),2022,Total,Total,60 a 64 anos,3608.54,3608.54
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5002704,Campo Grande (MS),2022,Total,Total,60 a 64 anos,3039.86,3039.86
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3106200,Belo Horizonte (MG),2022,Total,Total,60 a 64 anos,4029.49,4029.49
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1501402,Belém (PA),2022,Total,Total,60 a 64 anos,2665.49,2665.49
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2507507,João Pessoa (PB),2022,Total,Total,60 a 64 anos,3018.69,3018.69
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4106902,Curitiba (PR),2022,Total,Total,60 a 64 anos,4457.96,4457.96
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2611606,Recife (PE),2022,Total,Total,60 a 64 anos,3091.03,3091.03
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2211001,Teresina (PI),2022,Total,Total,60 a 64 anos,2706.03,2706.03
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,60 a 64 anos,3959.43,3959.43
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2408102,Natal (RN),2022,Total,Total,60 a 64 anos,3615.01,3615.01
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4314902,Porto Alegre (RS),2022,Total,Total,60 a 64 anos,4858.68,4858.68
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1100205,Porto Velho (RO),2022,Total,Total,60 a 64 anos,2417.17,2417.17
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1400100,Boa Vista (RR),2022,Total,Total,60 a 64 anos,2547.20,2547.2
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4205407,Florianópolis (SC),2022,Total,Total,60 a 64 anos,5457.33,5457.33
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3550308,São Paulo (SP),2022,Total,Total,60 a 64 anos,3746.91,3746.91
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2800308,Aracaju (SE),2022,Total,Total,60 a 64 anos,3445.27,3445.27
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1721000,Palmas (TO),2022,Total,Total,60 a 64 anos,3964.30,3964.3
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Brasil,1,Brasil,2022,Total,Total,65 anos ou mais,2418.37,2418.37
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1200401,Rio Branco (AC),2022,Total,Total,65 anos ou mais,2545.74,2545.74
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2704302,Maceió (AL),2022,Total,Total,65 anos ou mais,2873.48,2873.48
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1600303,Macapá (AP),2022,Total,Total,65 anos ou mais,2314.75,2314.75
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1302603,Manaus (AM),2022,Total,Total,65 anos ou mais,2283.01,2283.01
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2927408,Salvador (BA),2022,Total,Total,65 anos ou mais,3122.48,3122.48
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2304400,Fortaleza (CE),2022,Total,Total,65 anos ou mais,2850.52,2850.52
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5300108,Brasília (DF),2022,Total,Total,65 anos ou mais,5178.44,5178.44
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3205309,Vitória (ES),2022,Total,Total,65 anos ou mais,4797.21,4797.21
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5208707,Goiânia (GO),2022,Total,Total,65 anos ou mais,3561.55,3561.55
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2111300,São Luís (MA),2022,Total,Total,65 anos ou mais,2865.35,2865.35
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5103403,Cuiabá (MT),2022,Total,Total,65 anos ou mais,3239.42,3239.42
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5002704,Campo Grande (MS),2022,Total,Total,65 anos ou mais,3012.14,3012.14
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3106200,Belo Horizonte (MG),2022,Total,Total,65 anos ou mais,3866.13,3866.13
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1501402,Belém (PA),2022,Total,Total,65 anos ou mais,2841.17,2841.17
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2507507,João Pessoa (PB),2022,Total,Total,65 anos ou mais,3508.70,3508.7
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4106902,Curitiba (PR),2022,Total,Total,65 anos ou mais,4086.46,4086.46
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2611606,Recife (PE),2022,Total,Total,65 anos ou mais,3613.59,3613.59
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2211001,Teresina (PI),2022,Total,Total,65 anos ou mais,2823.70,2823.7
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,65 anos ou mais,3934.75,3934.75
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2408102,Natal (RN),2022,Total,Total,65 anos ou mais,4047.96,4047.96
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4314902,Porto Alegre (RS),2022,Total,Total,65 anos ou mais,4659.70,4659.7
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1100205,Porto Velho (RO),2022,Total,Total,65 anos ou mais,2414.72,2414.72
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1400100,Boa Vista (RR),2022,Total,Total,65 anos ou mais,2107.11,2107.11
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4205407,Florianópolis (SC),2022,Total,Total,65 anos ou mais,5483.89,5483.89
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3550308,São Paulo (SP),2022,Total,Total,65 anos ou mais,3504.06,3504.06
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2800308,Aracaju (SE),2022,Total,Total,65 anos ou mais,3793.26,3793.26
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1721000,Palmas (TO),2022,Total,Total,65 anos ou mais,3175.02,3175.02
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Brasil,1,Brasil,2022,Total,Total,65 a 69 anos,2544.30,2544.3
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1200401,Rio Branco (AC),2022,Total,Total,65 a 69 anos,2765.79,2765.79
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2704302,Maceió (AL),2022,Total,Total,65 a 69 anos,2942.31,2942.31
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1600303,Macapá (AP),2022,Total,Total,65 a 69 anos,2516.03,2516.03
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1302603,Manaus (AM),2022,Total,Total,65 a 69 anos,2336.86,2336.86
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2927408,Salvador (BA),2022,Total,Total,65 a 69 anos,3288.12,3288.12
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2304400,Fortaleza (CE),2022,Total,Total,65 a 69 anos,2692.56,2692.56
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5300108,Brasília (DF),2022,Total,Total,65 a 69 anos,5056.02,5056.02
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3205309,Vitória (ES),2022,Total,Total,65 a 69 anos,4993.89,4993.89
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5208707,Goiânia (GO),2022,Total,Total,65 a 69 anos,3561.87,3561.87
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2111300,São Luís (MA),2022,Total,Total,65 a 69 anos,3014.65,3014.65
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5103403,Cuiabá (MT),2022,Total,Total,65 a 69 anos,3754.88,3754.88
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5002704,Campo Grande (MS),2022,Total,Total,65 a 69 anos,3186.99,3186.99
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3106200,Belo Horizonte (MG),2022,Total,Total,65 a 69 anos,3600.60,3600.6
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1501402,Belém (PA),2022,Total,Total,65 a 69 anos,3002.05,3002.05
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2507507,João Pessoa (PB),2022,Total,Total,65 a 69 anos,3262.12,3262.12
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4106902,Curitiba (PR),2022,Total,Total,65 a 69 anos,4630.59,4630.59
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2611606,Recife (PE),2022,Total,Total,65 a 69 anos,3671.28,3671.28
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2211001,Teresina (PI),2022,Total,Total,65 a 69 anos,3013.15,3013.15
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,65 a 69 anos,3683.75,3683.75
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2408102,Natal (RN),2022,Total,Total,65 a 69 anos,5140.51,5140.51
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4314902,Porto Alegre (RS),2022,Total,Total,65 a 69 anos,4616.75,4616.75
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1100205,Porto Velho (RO),2022,Total,Total,65 a 69 anos,2710.96,2710.96
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1400100,Boa Vista (RR),2022,Total,Total,65 a 69 anos,2350.02,2350.02
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4205407,Florianópolis (SC),2022,Total,Total,65 a 69 anos,5865.71,5865.71
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3550308,São Paulo (SP),2022,Total,Total,65 a 69 anos,4009.22,4009.22
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2800308,Aracaju (SE),2022,Total,Total,65 a 69 anos,3897.85,3897.85
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1721000,Palmas (TO),2022,Total,Total,65 a 69 anos,3741.54,3741.54
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Brasil,1,Brasil,2022,Total,Total,70 a 74 anos,2440.86,2440.86
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1200401,Rio Branco (AC),2022,Total,Total,70 a 74 anos,2801.17,2801.17
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2704302,Maceió (AL),2022,Total,Total,70 a 74 anos,2750.49,2750.49
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1600303,Macapá (AP),2022,Total,Total,70 a 74 anos,2522.91,2522.91
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1302603,Manaus (AM),2022,Total,Total,70 a 74 anos,2444.00,2444.0
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2927408,Salvador (BA),2022,Total,Total,70 a 74 anos,3359.25,3359.25
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2304400,Fortaleza (CE),2022,Total,Total,70 a 74 anos,3310.59,3310.59
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5300108,Brasília (DF),2022,Total,Total,70 a 74 anos,5333.01,5333.01
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3205309,Vitória (ES),2022,Total,Total,70 a 74 anos,4626.53,4626.53
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5208707,Goiânia (GO),2022,Total,Total,70 a 74 anos,3849.97,3849.97
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2111300,São Luís (MA),2022,Total,Total,70 a 74 anos,2734.73,2734.73
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5103403,Cuiabá (MT),2022,Total,Total,70 a 74 anos,3479.11,3479.11
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5002704,Campo Grande (MS),2022,Total,Total,70 a 74 anos,3105.34,3105.34
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3106200,Belo Horizonte (MG),2022,Total,Total,70 a 74 anos,3708.60,3708.6
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1501402,Belém (PA),2022,Total,Total,70 a 74 anos,2793.21,2793.21
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2507507,João Pessoa (PB),2022,Total,Total,70 a 74 anos,4019.10,4019.1
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4106902,Curitiba (PR),2022,Total,Total,70 a 74 anos,3875.57,3875.57
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2611606,Recife (PE),2022,Total,Total,70 a 74 anos,3684.94,3684.94
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2211001,Teresina (PI),2022,Total,Total,70 a 74 anos,3040.90,3040.9
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,70 a 74 anos,4122.52,4122.52
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2408102,Natal (RN),2022,Total,Total,70 a 74 anos,3596.29,3596.29
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4314902,Porto Alegre (RS),2022,Total,Total,70 a 74 anos,4546.96,4546.96
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1100205,Porto Velho (RO),2022,Total,Total,70 a 74 anos,2374.56,2374.56
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1400100,Boa Vista (RR),2022,Total,Total,70 a 74 anos,2182.11,2182.11
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4205407,Florianópolis (SC),2022,Total,Total,70 a 74 anos,5977.92,5977.92
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3550308,São Paulo (SP),2022,Total,Total,70 a 74 anos,3376.75,3376.75
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2800308,Aracaju (SE),2022,Total,Total,70 a 74 anos,4077.55,4077.55
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1721000,Palmas (TO),2022,Total,Total,70 a 74 anos,3267.45,3267.45
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Brasil,1,Brasil,2022,Total,Total,75 a 79 anos,2379.26,2379.26
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1200401,Rio Branco (AC),2022,Total,Total,75 a 79 anos,2005.54,2005.54
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2704302,Maceió (AL),2022,Total,Total,75 a 79 anos,2911.21,2911.21
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1600303,Macapá (AP),2022,Total,Total,75 a 79 anos,2121.79,2121.79
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1302603,Manaus (AM),2022,Total,Total,75 a 79 anos,2346.88,2346.88
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2927408,Salvador (BA),2022,Total,Total,75 a 79 anos,2880.88,2880.88
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2304400,Fortaleza (CE),2022,Total,Total,75 a 79 anos,2699.09,2699.09
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5300108,Brasília (DF),2022,Total,Total,75 a 79 anos,5437.18,5437.18
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3205309,Vitória (ES),2022,Total,Total,75 a 79 anos,5559.66,5559.66
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5208707,Goiânia (GO),2022,Total,Total,75 a 79 anos,3496.88,3496.88
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2111300,São Luís (MA),2022,Total,Total,75 a 79 anos,2759.40,2759.4
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5103403,Cuiabá (MT),2022,Total,Total,75 a 79 anos,2731.31,2731.31
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5002704,Campo Grande (MS),2022,Total,Total,75 a 79 anos,2465.50,2465.5
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3106200,Belo Horizonte (MG),2022,Total,Total,75 a 79 anos,4737.67,4737.67
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1501402,Belém (PA),2022,Total,Total,75 a 79 anos,2887.21,2887.21
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2507507,João Pessoa (PB),2022,Total,Total,75 a 79 anos,3867.47,3867.47
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4106902,Curitiba (PR),2022,Total,Total,75 a 79 anos,3849.47,3849.47
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2611606,Recife (PE),2022,Total,Total,75 a 79 anos,3604.80,3604.8
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2211001,Teresina (PI),2022,Total,Total,75 a 79 anos,2572.00,2572.0
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,75 a 79 anos,4135.21,4135.21
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2408102,Natal (RN),2022,Total,Total,75 a 79 anos,3217.30,3217.3
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4314902,Porto Alegre (RS),2022,Total,Total,75 a 79 anos,5325.24,5325.24
