tabela,variavel_id,variavel,unidade,nivel,localidade_id,localidade,periodo,Sexo,Condição em relação à força de trabalho e condição de ocupação,Grupo de idade,valor_original,valor
10299,1641,Pessoas de 14 anos ou mais de idade,Pessoas,Município,1600303,Macapá (AP),2022,Total,Total,80 anos ou mais,4695,4695.0
10299,1641,Pessoas de 14 anos ou mais de idade,Pessoas,Município,1302603,Manaus (AM),2022,Total,Total,80 anos ou mais,21535,21535.0
10299,1641,Pessoas de 14 anos ou mais de idade,Pessoas,Município,2927408,Salvador (BA),2022,Total,Total,80 anos ou mais,55637,55637.0
10299,1641,Pessoas de 14 anos ou mais de idade,Pessoas,Município,2304400,Fortaleza (CE),2022,Total,Total,80 anos ou mais,54751,54751.0
10299,1641,Pessoas de 14 anos ou mais de idade,Pessoas,Município,5300108,Brasília (DF),2022,Total,Total,80 anos ou mais,50961,50961.0
10299,1641,Pessoas de 14 anos ou mais de idade,Pessoas,Município,3205309,Vitória (ES),2022,Total,Total,80 anos ou mais,10082,10082.0
10299,1641,Pessoas de 14 anos ou mais de idade,Pessoas,Município,5208707,Goiânia (GO),2022,Total,Total,80 anos ou mais,29812,29812.0
10299,1641,Pessoas de 14 anos ou mais de idade,Pessoas,Município,2111300,São Luís (MA),2022,Total,Total,80 anos ou mais,18677,18677.0
10299,1641,Pessoas de 14 anos ou mais de idade,Pessoas,Município,5103403,Cuiabá (MT),2022,Total,Total,80 anos ou mais,9826,9826.0
10299,1641,Pessoas de 14 anos ou mais de idade,Pessoas,Município,5002704,Campo Grande (MS),2022,Total,Total,80 anos ou mais,18408,18408.0
10299,1641,Pessoas de 14 anos ou mais de idade,Pessoas,Município,3106200,Belo Horizonte (MG),2022,Total,Total,80 anos ou mais,77851,77851.0
10299,1641,Pessoas de 14 anos ou mais de idade,Pessoas,Município,1501402,Belém (PA),2022,Total,Total,80 anos ou mais,28545,28545.0
10299,1641,Pessoas de 14 anos ou mais de idade,Pessoas,Município,2507507,João Pessoa (PB),2022,Total,Total,80 anos ou mais,17785,17785.0
10299,1641,Pessoas de 14 anos ou mais de idade,Pessoas,Município,4106902,Curitiba (PR),2022,Total,Total,80 anos ou mais,45633,45633.0
10299,1641,Pessoas de 14 anos ou mais de idade,Pessoas,Município,2611606,Recife (PE),2022,Total,Total,80 anos ou mais,40259,40259.0
10299,1641,Pessoas de 14 anos ou mais de idade,Pessoas,Município,2211001,Teresina (PI),2022,Total,Total,80 anos ou mais,16192,16192.0
10299,1641,Pessoas de 14 anos ou mais de idade,Pessoas,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,80 anos ou mais,203105,203105.0
10299,1641,Pessoas de 14 anos ou mais de idade,Pessoas,Município,2408102,Natal (RN),2022,Total,Total,80 anos ou mais,19866,19866.0
10299,1641,Pessoas de 14 anos ou mais de idade,Pessoas,Município,4314902,Porto Alegre (RS),2022,Total,Total,80 anos ou mais,47510,47510.0
10299,1641,Pessoas de 14 anos ou mais de idade,Pessoas,Município,1100205,Porto Velho (RO),2022,Total,Total,80 anos ou mais,5011,5011.0
10299,1641,Pessoas de 14 anos ou mais de idade,Pessoas,Município,1400100,Boa Vista (RR),2022,Total,Total,80 anos ou mais,3352,3352.0
10299,1641,Pessoas de 14 anos ou mais de idade,Pessoas,Município,4205407,Florianópolis (SC),2022,Total,Total,80 anos ou mais,12621,12621.0
10299,1641,Pessoas de 14 anos ou mais de idade,Pessoas,Município,3550308,São Paulo (SP),2022,Total,Total,80 anos ou mais,316342,316342.0
10299,1641,Pessoas de 14 anos ou mais de idade,Pessoas,Município,2800308,Aracaju (SE),2022,Total,Total,80 anos ou mais,13105,13105.0
10299,1641,Pessoas de 14 anos ou mais de idade,Pessoas,Município,1721000,Palmas (TO),2022,Total,Total,80 anos ou mais,2812,2812.0
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Brasil,1,Brasil,2022,Total,Total,Total,2000.71,2000.71
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1200401,Rio Branco (AC),2022,Total,Total,Total,1817.22,1817.22
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2704302,Maceió (AL),2022,Total,Total,Total,1970.44,1970.44
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1600303,Macapá (AP),2022,Total,Total,Total,1713.51,1713.51
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1302603,Manaus (AM),2022,Total,Total,Total,1641.88,1641.88
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2927408,Salvador (BA),2022,Total,Total,Total,2089.30,2089.3
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2304400,Fortaleza (CE),2022,Total,Total,Total,2014.23,2014.23
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5300108,Brasília (DF),2022,Total,Total,Total,3629.16,3629.16
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3205309,Vitória (ES),2022,Total,Total,Total,3950.45,3950.45
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5208707,Goiânia (GO),2022,Total,Total,Total,3202.02,3202.02
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2111300,São Luís (MA),2022,Total,Total,Total,1940.26,1940.26
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5103403,Cuiabá (MT),2022,Total,Total,Total,2990.31,2990.31
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5002704,Campo Grande (MS),2022,Total,Total,Total,2561.33,2561.33
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3106200,Belo Horizonte (MG),2022,Total,Total,Total,3206.74,3206.74
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1501402,Belém (PA),2022,Total,Total,Total,1998.96,1998.96
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2507507,João Pessoa (PB),2022,Total,Total,Total,2284.39,2284.39
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4106902,Curitiba (PR),2022,Total,Total,Total,3685.62,3685.62
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2611606,Recife (PE),2022,Total,Total,Total,2728.51,2728.51
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2211001,Teresina (PI),2022,Total,Total,Total,1901.88,1901.88
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,Total,2964.14,2964.14
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2408102,Natal (RN),2022,Total,Total,Total,2454.00,2454.0
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4314902,Porto Alegre (RS),2022,Total,Total,Total,3749.45,3749.45
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1100205,Porto Velho (RO),2022,Total,Total,Total,1830.52,1830.52
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1400100,Boa Vista (RR),2022,Total,Total,Total,1812.83,1812.83
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4205407,Florianópolis (SC),2022,Total,Total,Total,4222.88,4222.88
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3550308,São Paulo (SP),2022,Total,Total,Total,3216.65,3216.65
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2800308,Aracaju (SE),2022,Total,Total,Total,2524.19,2524.19
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1721000,Palmas (TO),2022,Total,Total,Total,2853.41,2853.41
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Brasil,1,Brasil,2022,Total,Total,14 a 17 anos,124.96,124.96
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1200401,Rio Branco (AC),2022,Total,Total,14 a 17 anos,89.55,89.55
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2704302,Maceió (AL),2022,Total,Total,14 a 17 anos,82.84,82.84
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1600303,Macapá (AP),2022,Total,Total,14 a 17 anos,101.22,101.22
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1302603,Manaus (AM),2022,Total,Total,14 a 17 anos,74.97,74.97
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2927408,Salvador (BA),2022,Total,Total,14 a 17 anos,79.67,79.67
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2304400,Fortaleza (CE),2022,Total,Total,14 a 17 anos,172.82,172.82
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5300108,Brasília (DF),2022,Total,Total,14 a 17 anos,111.88,111.88
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3205309,Vitória (ES),2022,Total,Total,14 a 17 anos,140.30,140.3
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5208707,Goiânia (GO),2022,Total,Total,14 a 17 anos,199.95,199.95
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2111300,São Luís (MA),2022,Total,Total,14 a 17 anos,74.15,74.15
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5103403,Cuiabá (MT),2022,Total,Total,14 a 17 anos,173.23,173.23
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5002704,Campo Grande (MS),2022,Total,Total,14 a 17 anos,162.32,162.32
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3106200,Belo Horizonte (MG),2022,Total,Total,14 a 17 anos,130.36,130.36
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1501402,Belém (PA),2022,Total,Total,14 a 17 anos,74.62,74.62
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2507507,João Pessoa (PB),2022,Total,Total,14 a 17 anos,78.82,78.82
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4106902,Curitiba (PR),2022,Total,Total,14 a 17 anos,162.48,162.48
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2611606,Recife (PE),2022,Total,Total,14 a 17 anos,71.67,71.67
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2211001,Teresina (PI),2022,Total,Total,14 a 17 anos,69.99,69.99
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,14 a 17 anos,107.40,107.4
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2408102,Natal (RN),2022,Total,Total,14 a 17 anos,96.68,96.68
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4314902,Porto Alegre (RS),2022,Total,Total,14 a 17 anos,150.54,150.54
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1100205,Porto Velho (RO),2022,Total,Total,14 a 17 anos,134.43,134.43
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1400100,Boa Vista (RR),2022,Total,Total,14 a 17 anos,116.26,116.26
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4205407,Florianópolis (SC),2022,Total,Total,14 a 17 anos,195.66,195.66
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3550308,São Paulo (SP),2022,Total,Total,14 a 17 anos,134.73,134.73
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2800308,Aracaju (SE),2022,Total,Total,14 a 17 anos,78.90,78.9
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1721000,Palmas (TO),2022,Total,Total,14 a 17 anos,169.48,169.48
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Brasil,1,Brasil,2022,Total,Total,18 a 24 anos,917.98,917.98
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1200401,Rio Branco (AC),2022,Total,Total,18 a 24 anos,754.42,754.42
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2704302,Maceió (AL),2022,Total,Total,18 a 24 anos,745.35,745.35
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1600303,Macapá (AP),2022,Total,Total,18 a 24 anos,639.14,639.14
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1302603,Manaus (AM),2022,Total,Total,18 a 24 anos,719.95,719.95
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2927408,Salvador (BA),2022,Total,Total,18 a 24 anos,684.51,684.51
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2304400,Fortaleza (CE),2022,Total,Total,18 a 24 anos,837.13,837.13
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5300108,Brasília (DF),2022,Total,Total,18 a 24 anos,1006.62,1006.62
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3205309,Vitória (ES),2022,Total,Total,18 a 24 anos,1046.08,1046.08
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5208707,Goiânia (GO),2022,Total,Total,18 a 24 anos,1662.48,1662.48
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2111300,São Luís (MA),2022,Total,Total,18 a 24 anos,735.32,735.32
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5103403,Cuiabá (MT),2022,Total,Total,18 a 24 anos,1159.38,1159.38
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5002704,Campo Grande (MS),2022,Total,Total,18 a 24 anos,1087.15,1087.15
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3106200,Belo Horizonte (MG),2022,Total,Total,18 a 24 anos,1078.25,1078.25
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1501402,Belém (PA),2022,Total,Total,18 a 24 anos,651.85,651.85
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2507507,João Pessoa (PB),2022,Total,Total,18 a 24 anos,791.21,791.21
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4106902,Curitiba (PR),2022,Total,Total,18 a 24 anos,1400.35,1400.35
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2611606,Recife (PE),2022,Total,Total,18 a 24 anos,793.41,793.41
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2211001,Teresina (PI),2022,Total,Total,18 a 24 anos,668.10,668.1
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,18 a 24 anos,819.27,819.27
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2408102,Natal (RN),2022,Total,Total,18 a 24 anos,713.49,713.49
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4314902,Porto Alegre (RS),2022,Total,Total,18 a 24 anos,1211.28,1211.28
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1100205,Porto Velho (RO),2022,Total,Total,18 a 24 anos,822.20,822.2
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1400100,Boa Vista (RR),2022,Total,Total,18 a 24 anos,880.76,880.76
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4205407,Florianópolis (SC),2022,Total,Total,18 a 24 anos,1416.61,1416.61
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3550308,São Paulo (SP),2022,Total,Total,18 a 24 anos,1228.67,1228.67
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2800308,Aracaju (SE),2022,Total,Total,18 a 24 anos,749.83,749.83
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1721000,Palmas (TO),2022,Total,Total,18 a 24 anos,1210.24,1210.24
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Brasil,1,Brasil,2022,Total,Total,18 a 19 anos,551.68,551.68
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1200401,Rio Branco (AC),2022,Total,Total,18 a 19 anos,426.66,426.66
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2704302,Maceió (AL),2022,Total,Total,18 a 19 anos,369.36,369.36
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1600303,Macapá (AP),2022,Total,Total,18 a 19 anos,380.01,380.01
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1302603,Manaus (AM),2022,Total,Total,18 a 19 anos,437.10,437.1
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2927408,Salvador (BA),2022,Total,Total,18 a 19 anos,318.74,318.74
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2304400,Fortaleza (CE),2022,Total,Total,18 a 19 anos,574.92,574.92
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5300108,Brasília (DF),2022,Total,Total,18 a 19 anos,518.93,518.93
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3205309,Vitória (ES),2022,Total,Total,18 a 19 anos,568.26,568.26
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5208707,Goiânia (GO),2022,Total,Total,18 a 19 anos,818.36,818.36
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2111300,São Luís (MA),2022,Total,Total,18 a 19 anos,321.88,321.88
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5103403,Cuiabá (MT),2022,Total,Total,18 a 19 anos,751.63,751.63
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5002704,Campo Grande (MS),2022,Total,Total,18 a 19 anos,648.10,648.1
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3106200,Belo Horizonte (MG),2022,Total,Total,18 a 19 anos,562.80,562.8
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1501402,Belém (PA),2022,Total,Total,18 a 19 anos,306.69,306.69
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2507507,João Pessoa (PB),2022,Total,Total,18 a 19 anos,374.45,374.45
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4106902,Curitiba (PR),2022,Total,Total,18 a 19 anos,801.55,801.55
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2611606,Recife (PE),2022,Total,Total,18 a 19 anos,338.59,338.59
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2211001,Teresina (PI),2022,Total,Total,18 a 19 anos,316.18,316.18
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,18 a 19 anos,401.66,401.66
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2408102,Natal (RN),2022,Total,Total,18 a 19 anos,341.60,341.6
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4314902,Porto Alegre (RS),2022,Total,Total,18 a 19 anos,576.57,576.57
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1100205,Porto Velho (RO),2022,Total,Total,18 a 19 anos,488.27,488.27
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1400100,Boa Vista (RR),2022,Total,Total,18 a 19 anos,538.63,538.63
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4205407,Florianópolis (SC),2022,Total,Total,18 a 19 anos,779.21,779.21
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3550308,São Paulo (SP),2022,Total,Total,18 a 19 anos,662.51,662.51
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2800308,Aracaju (SE),2022,Total,Total,18 a 19 anos,383.68,383.68
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1721000,Palmas (TO),2022,Total,Total,18 a 19 anos,782.94,782.94
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Brasil,1,Brasil,2022,Total,Total,20 a 24 anos,1054.20,1054.2
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1200401,Rio Branco (AC),2022,Total,Total,20 a 24 anos,878.17,878.17
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2704302,Maceió (AL),2022,Total,Total,20 a 24 anos,881.25,881.25
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1600303,Macapá (AP),2022,Total,Total,20 a 24 anos,737.70,737.7
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1302603,Manaus (AM),2022,Total,Total,20 a 24 anos,825.09,825.09
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2927408,Salvador (BA),2022,Total,Total,20 a 24 anos,816.17,816.17
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2304400,Fortaleza (CE),2022,Total,Total,20 a 24 anos,935.08,935.08
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5300108,Brasília (DF),2022,Total,Total,20 a 24 anos,1193.70,1193.7
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3205309,Vitória (ES),2022,Total,Total,20 a 24 anos,1204.09,1204.09
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5208707,Goiânia (GO),2022,Total,Total,20 a 24 anos,1958.34,1958.34
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2111300,São Luís (MA),2022,Total,Total,20 a 24 anos,882.29,882.29
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5103403,Cuiabá (MT),2022,Total,Total,20 a 24 anos,1312.50,1312.5
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,5002704,Campo Grande (MS),2022,Total,Total,20 a 24 anos,1242.64,1242.64
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3106200,Belo Horizonte (MG),2022,Total,Total,20 a 24 anos,1250.72,1250.72
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1501402,Belém (PA),2022,Total,Total,20 a 24 anos,775.40,775.4
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2507507,João Pessoa (PB),2022,Total,Total,20 a 24 anos,947.64,947.64
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4106902,Curitiba (PR),2022,Total,Total,20 a 24 anos,1603.54,1603.54
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2611606,Recife (PE),2022,Total,Total,20 a 24 anos,957.63,957.63
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2211001,Teresina (PI),2022,Total,Total,20 a 24 anos,795.54,795.54
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,20 a 24 anos,963.01,963.01
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2408102,Natal (RN),2022,Total,Total,20 a 24 anos,839.15,839.15
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4314902,Porto Alegre (RS),2022,Total,Total,20 a 24 anos,1414.02,1414.02
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1100205,Porto Velho (RO),2022,Total,Total,20 a 24 anos,946.14,946.14
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,1400100,Boa Vista (RR),2022,Total,Total,20 a 24 anos,1005.82,1005.82
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,4205407,Florianópolis (SC),2022,Total,Total,20 a 24 anos,1605.83,1605.83
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,3550308,São Paulo (SP),2022,Total,Total,20 a 24 anos,1424.78,1424.78
10299,13502,Valor do rendimento nominal médio mensal das pessoas de 14 anos ou mais de idade,Reais,Município,2800308,Aracaju (SE),2022,Total,Total,20 a 24 anos,884.55,884.55
