,avaliacao_media_estabelecimento,nota_avaliacao,volume_avaliacoes_estabelecimento,num_caracteres_texto
avaliacao_media_estabelecimento,0.9999999999999998,0.3957371713915897,-0.13095366121121643,-0.1536072813570264
nota_avaliacao,0.3957371713915897,0.9999999999999996,-0.048988295442195864,-0.1917049037476813
volume_avaliacoes_estabelecimento,-0.13095366121121643,-0.048988295442195864,0.9999999999999998,0.2357430918140062
num_caracteres_texto,-0.1536072813570264,-0.1917049037476813,0.2357430918140062,0.9999999999999996
