place_id,nome,endereco,capital_busca,termo_busca
ChIJlTAVLhZJxwcRCuaHGtXrDcs,Kingmaker Boardgames,"R. Sen. Pompeu, 2920 - Benfica, Fortaleza - CE, 60025-002, Brasil",Fortaleza,board game bar
ChIJ0yXbI35IxwcR0_jLi-uINUU,Balboa's Hobby Games,"R. Maria Tomásia, 208 - Aldeota, Fortaleza - CE, 60150-170, Brasil",Fortaleza,board game café
ChIJcRvp0r15GZURj1bFNF3n5jw,HEX Board Game Café,"R. Riachuelo, 1339 - Sala 1003 ( Cobertura - Centro Histórico, Porto Alegre - RS, 90010-270, Brasil",Fortaleza,board game café
ChIJs03GzbBPxwcRoVDXbnq6vJs,Nerds a Bordo,"Maraponga, Fortaleza - CE, 60712-165, Brasil",Fortaleza,board game café
ChIJQURqeMZJxwcR95O-XLbS2mk,Dominaria Cards & Games,"R. Juvenal Galeno, 512 - Benfica, Fortaleza - CE, 60015-340, Brasil",Fortaleza,board game café
ChIJIXxKE9ZJxwcRJJN63tNslYg,Geek Bunker Burger (Parquelândia),"Av. Jovita Feitosa, 2802 - Parquelândia, Fortaleza - CE, 60455-410, Brasil",Fortaleza,board game café
ChIJlTAVLhZJxwcRCuaHGtXrDcs,Kingmaker Boardgames,"R. Sen. Pompeu, 2920 - Benfica, Fortaleza - CE, 60025-002, Brasil",Fortaleza,board game café
ChIJ0yXbI35IxwcR0_jLi-uINUU,Balboa's Hobby Games,"R. Maria Tomásia, 208 - Aldeota, Fortaleza - CE, 60150-170, Brasil",Fortaleza,café de jogos de tabuleiro
ChIJQURqeMZJxwcR95O-XLbS2mk,Dominaria Cards & Games,"R. Juvenal Galeno, 512 - Benfica, Fortaleza - CE, 60015-340, Brasil",Fortaleza,café de jogos de tabuleiro
ChIJs03GzbBPxwcRoVDXbnq6vJs,Nerds a Bordo,"Maraponga, Fortaleza - CE, 60712-165, Brasil",Fortaleza,café de jogos de tabuleiro
ChIJIXxKE9ZJxwcRJJN63tNslYg,Geek Bunker Burger (Parquelândia),"Av. Jovita Feitosa, 2802 - Parquelândia, Fortaleza - CE, 60455-410, Brasil",Fortaleza,café de jogos de tabuleiro
ChIJTauec15bxwcRgonUqiXj7JE,Jogai tabuleiria - Jogos de tabuleiro,"R. Ceará - Lot. Recanto do Eusébio, Eusébio - CE, 61777-288, Brasil",Fortaleza,café de jogos de tabuleiro
ChIJcRvp0r15GZURj1bFNF3n5jw,HEX Board Game Café,"R. Riachuelo, 1339 - Sala 1003 ( Cobertura - Centro Histórico, Porto Alegre - RS, 90010-270, Brasil",Fortaleza,café de jogos de tabuleiro
ChIJg8nBQmtJxwcRNmLMketFjys,Redzone Cards e Games,"Av. Edilson Brasil Soares, 770 - Segundo piso, Sala 3 - Edson Queiroz, Fortaleza - CE, 60821-775, Brasil",Fortaleza,café de jogos de tabuleiro
ChIJDzdBh7JJxwcRrLtzKCo6J4Y,Smart Games,"R. Sen. Pompeu, 1099 - Centro, Fortaleza - CE, 60025-000, Brasil",Fortaleza,café de jogos de tabuleiro
ChIJlTAVLhZJxwcRCuaHGtXrDcs,Kingmaker Boardgames,"R. Sen. Pompeu, 2920 - Benfica, Fortaleza - CE, 60025-002, Brasil",Fortaleza,café de jogos de tabuleiro
ChIJIyD7-BpJxwcRujtPCyXsw3A,Reboot Comic Store,"Av. Carapinima, 2200 - Lj 127 - Terreo - Benfica, Fortaleza - CE, 60015-290, Brasil",Fortaleza,café de jogos de tabuleiro
ChIJsTy8gUxLxwcRCKRfkhIP8zM,Games bar,"R. Coelho Neto, 1767 - Barra do Ceará, Fortaleza - CE, 60336-210, Brasil",Fortaleza,café de jogos de tabuleiro
ChIJ0yXbI35IxwcR0_jLi-uINUU,Balboa's Hobby Games,"R. Maria Tomásia, 208 - Aldeota, Fortaleza - CE, 60150-170, Brasil",Fortaleza,bar de jogos de tabuleiro
ChIJQURqeMZJxwcR95O-XLbS2mk,Dominaria Cards & Games,"R. Juvenal Galeno, 512 - Benfica, Fortaleza - CE, 60015-340, Brasil",Fortaleza,bar de jogos de tabuleiro
ChIJs03GzbBPxwcRoVDXbnq6vJs,Nerds a Bordo,"Maraponga, Fortaleza - CE, 60712-165, Brasil",Fortaleza,bar de jogos de tabuleiro
ChIJTauec15bxwcRgonUqiXj7JE,Jogai tabuleiria - Jogos de tabuleiro,"R. Ceará - Lot. Recanto do Eusébio, Eusébio - CE, 61777-288, Brasil",Fortaleza,bar de jogos de tabuleiro
ChIJg8nBQmtJxwcRNmLMketFjys,Redzone Cards e Games,"Av. Edilson Brasil Soares, 770 - Segundo piso, Sala 3 - Edson Queiroz, Fortaleza - CE, 60821-775, Brasil",Fortaleza,bar de jogos de tabuleiro
ChIJIXxKE9ZJxwcRJJN63tNslYg,Geek Bunker Burger (Parquelândia),"Av. Jovita Feitosa, 2802 - Parquelândia, Fortaleza - CE, 60455-410, Brasil",Fortaleza,bar de jogos de tabuleiro
ChIJDzdBh7JJxwcRrLtzKCo6J4Y,Smart Games,"R. Sen. Pompeu, 1099 - Centro, Fortaleza - CE, 60025-000, Brasil",Fortaleza,bar de jogos de tabuleiro
ChIJsTy8gUxLxwcRCKRfkhIP8zM,Games bar,"R. Coelho Neto, 1767 - Barra do Ceará, Fortaleza - CE, 60336-210, Brasil",Fortaleza,bar de jogos de tabuleiro
ChIJIyD7-BpJxwcRujtPCyXsw3A,Reboot Comic Store,"Av. Carapinima, 2200 - Lj 127 - Terreo - Benfica, Fortaleza - CE, 60015-290, Brasil",Fortaleza,bar de jogos de tabuleiro
ChIJlTAVLhZJxwcRCuaHGtXrDcs,Kingmaker Boardgames,"R. Sen. Pompeu, 2920 - Benfica, Fortaleza - CE, 60025-002, Brasil",Fortaleza,bar de jogos de tabuleiro
ChIJe1iLyWZFxwcR4ImPe1kk3X4,Brewstone Pub,"Rua Marvin, 1060 - Parque Manibura, Fortaleza - CE, 60821-790, Brasil",Fortaleza,bar de jogos de tabuleiro
ChIJ0yXbI35IxwcR0_jLi-uINUU,Balboa's Hobby Games,"R. Maria Tomásia, 208 - Aldeota, Fortaleza - CE, 60150-170, Brasil",Fortaleza,jogos de tabuleiro
ChIJQURqeMZJxwcR95O-XLbS2mk,Dominaria Cards & Games,"R. Juvenal Galeno, 512 - Benfica, Fortaleza - CE, 60015-340, Brasil",Fortaleza,jogos de tabuleiro
ChIJDzdBh7JJxwcRrLtzKCo6J4Y,Smart Games,"R. Sen. Pompeu, 1099 - Centro, Fortaleza - CE, 60025-000, Brasil",Fortaleza,jogos de tabuleiro
ChIJN-RCGj1FxwcRjMgvUvzIM0A,Mezuzá,"Rua Professor Solon Farias - Sapiranga-Coité, Fortaleza - CE, 60822-210, Brasil",Fortaleza,jogos de tabuleiro
ChIJg8nBQmtJxwcRNmLMketFjys,Redzone Cards e Games,"Av. Edilson Brasil Soares, 770 - Segundo piso, Sala 3 - Edson Queiroz, Fortaleza - CE, 60821-775, Brasil",Fortaleza,jogos de tabuleiro
ChIJs03GzbBPxwcRoVDXbnq6vJs,Nerds a Bordo,"Maraponga, Fortaleza - CE, 60712-165, Brasil",Fortaleza,jogos de tabuleiro
ChIJTauec15bxwcRgonUqiXj7JE,Jogai tabuleiria - Jogos de tabuleiro,"R. Ceará - Lot. Recanto do Eusébio, Eusébio - CE, 61777-288, Brasil",Fortaleza,jogos de tabuleiro
ChIJa6y5bxtLxwcRdE7i7-Gk8lo,Game & Steak,"R. Rui Monte, 1070 - Dom Lustosa, Fortaleza - CE, 60360-640, Brasil",Fortaleza,jogos de tabuleiro
ChIJHTxWLOtOxwcRjzMfL9ObZog,City Game Locadora,"Tv. Iturama, 40 - Serrinha, Fortaleza - CE, 60741-540, Brasil",Fortaleza,jogos de tabuleiro
ChIJIyD7-BpJxwcRujtPCyXsw3A,Reboot Comic Store,"Av. Carapinima, 2200 - Lj 127 - Terreo - Benfica, Fortaleza - CE, 60015-290, Brasil",Fortaleza,jogos de tabuleiro
ChIJIXxKE9ZJxwcRJJN63tNslYg,Geek Bunker Burger (Parquelândia),"Av. Jovita Feitosa, 2802 - Parquelândia, Fortaleza - CE, 60455-410, Brasil",Fortaleza,jogos de tabuleiro
ChIJnaxY_-VJxwcRIFqOxIx5a74,jogo iracema,"2828 - jj, Fortaleza - CE, 60025-060, Brasil",Fortaleza,jogos de tabuleiro
ChIJ541nyd1JxwcRNzn2zaGyLWI,Up Serviços E Games,"Av. Padre José Holanda do Vale, 1590 - Piratininga, Maracanaú - CE, 61905-292, Brasil",Fortaleza,jogos de tabuleiro
ChIJs8NH6jtPxwcRYsvQ8e4vGiI,Sentinela Boardgames,"Rua das Gaivotas, 180 - Jardim das Oliveiras, Fortaleza - CE, 60821-160, Brasil",Fortaleza,jogos de tabuleiro
ChIJzwRtwSFPxwcRXRop3SGwhLo,Mansão Toretto,"R. 4 (Cj. Campo dos Inglêses), 288 - Jardim Cearense, Fortaleza - CE, 60860-528, Brasil",Fortaleza,jogos de tabuleiro
ChIJlTAVLhZJxwcRCuaHGtXrDcs,Kingmaker Boardgames,"R. Sen. Pompeu, 2920 - Benfica, Fortaleza - CE, 60025-002, Brasil",Fortaleza,jogos de tabuleiro
ChIJtUyQw6ZIxwcRFQVmvfG7eMM,RI HAPPY IGUATEMI FORTALEZA,"Avenida Washington Soares, 85 Suc´s 230/A: 231/ A - Edson Queiroz, Fortaleza - CE, 60810-060, Brasil",Fortaleza,jogos de tabuleiro
ChIJu_Xu7PpLxwcRc40wGJaXD_0,Game House SK,"R. Lindomar Castilho - Parque Soledade, Caucaia - CE, 61690, Brasil",Fortaleza,jogos de tabuleiro
ChIJsTy8gUxLxwcRCKRfkhIP8zM,Games bar,"R. Coelho Neto, 1767 - Barra do Ceará, Fortaleza - CE, 60336-210, Brasil",Fortaleza,jogos de tabuleiro
ChIJ4eEA6MFIxwcRUyttEYq0Hq0,Neuda Papelaria e Variedades,"Av. Pontes Vieira, 1320 - Tauape, Fortaleza - CE, 60130-240, Brasil",Fortaleza,jogos de tabuleiro
ChIJ15nLgwAwWpMRY1whwD29ZSo,Ludoteca BGC,"BLOCO C - LOJA 02 - Asa Sul, Brasília - DF, 70254-530, Brasil",Brasília,ludobar
ChIJk7PCx-07WpMRpKWoFqgjTgs,Toca do Tabuleiro,"SHCGN SCRN 708/709 subindo do Pão de Açúcar para o CEUB, Bloco G Loja 10 - Asa Norte, Brasília - DF, 70741-670, Brasil",Brasília,ludobar
ChIJye7AnK07WpMRC94S9hM95Y4,Orgutal Casa de Jogos,"CLN 205, bloco B, loja 11, 2º andar - Asa Norte, Brasília - DF, 70843-520, Brasil",Brasília,ludobar
ChIJRcG14YMlWpMR9go04dPbNic,Ludocando,"SHCS SQS 412 BL N - Plano Piloto, Brasília - DF, 70278-140, Brasil",Brasília,ludobar
ChIJ534KOao7WpMRZ6NS_UuEtY4,Carcassonne Pub,"SHCN CLN 407 Bloco E Lj 37 - Asa Norte, Brasília - DF, 70855-550, Brasil",Brasília,ludobar
ChIJ7bh3K2gzWpMRJaIgDmlUIyw,Arcane Arena,"One Park Mall - R. das Paineiras, 06 - Lj 2 - Águas Claras, Brasília - DF, 71928-720, Brasil",Brasília,ludobar
ChIJdUv4La46WpMRnBvNknmOqWo,Inside Games,"SHCS CRS 513 BL B Loja 07 - Asa Sul, Brasília - DF, 70380-520, Brasil",Brasília,ludobar
ChIJ15nLgwAwWpMRY1whwD29ZSo,Ludoteca BGC,"BLOCO C - LOJA 02 - Asa Sul, Brasília - DF, 70254-530, Brasil",Brasília,luderia
ChIJye7AnK07WpMRC94S9hM95Y4,Orgutal Casa de Jogos,"CLN 205, bloco B, loja 11, 2º andar - Asa Norte, Brasília - DF, 70843-520, Brasil",Brasília,luderia
ChIJk7PCx-07WpMRpKWoFqgjTgs,Toca do Tabuleiro,"SHCGN SCRN 708/709 subindo do Pão de Açúcar para o CEUB, Bloco G Loja 10 - Asa Norte, Brasília - DF, 70741-670, Brasil",Brasília,luderia
ChIJ15nLgwAwWpMRY1whwD29ZSo,Ludoteca BGC,"BLOCO C - LOJA 02 - Asa Sul, Brasília - DF, 70254-530, Brasil",Brasília,ludoteca
ChIJI7bCDpQ7WpMRmZwtGVIS-F0,Vikings Pub Brasília,"SIG Q. 8, 2285/2286 - Sudoeste/Octogonal, Brasília - DF, 70610-480, Brasil",Brasília,quiz bar
ChIJ534KOao7WpMRZ6NS_UuEtY4,Carcassonne Pub,"SHCN CLN 407 Bloco E Lj 37 - Asa Norte, Brasília - DF, 70855-550, Brasil",Brasília,quiz bar
ChIJz3z3lJA7WpMRaC_nQ3vL700,Ordinário Bar e Música,"SBS Q. 2 BL Q Lojas 5/6 - Asa Sul, Brasília - DF, 70070-120, Brasil",Brasília,quiz bar
ChIJi5I3UykyWpMRHg2HCU7nIxc,Deck Bar Brasília,"St. Hab. Vicente Pires CHACARA 55 LOTE 03 - Vicente Pires, Brasília - DF, 72005-310, Brasil",Brasília,quiz bar
ChIJa1itPgA7WpMR1OICzGUoO98,Ambar,"SBS Q. 1 - Asa Sul, Brasília - DF, 70070-110, Brasil",Brasília,quiz bar
ChIJKze4kT0yWpMRzQ0IfeASwaw,Villa Carioca,"Alameda Gravatá, Conjunto 10 Quadra 301 lote 3 - Águas Claras, Brasília - DF, 71901-250, Brasil",Brasília,quiz bar
ChIJuXujxmc7WpMRkdodghUQ-8w,Bar Responsa,"SHCS CLS 202 Bloco A loja - Plano Piloto, Brasília - DF, 70232-515, Brasil",Brasília,quiz bar
ChIJkWsin4o7WpMRXoxagkRfwBY,Boteco Sabiá,"SHCN QD 209 BL D Lojas 05, 09 e 67 - Asa Norte, Brasília - DF, 70854-530, Brasil",Brasília,quiz bar
ChIJbVvyIio6WpMRnBnUmy1pzn0,London Street,"SHCN CLN 214 Lj 23-25 - Asa Norte, Brasília - DF, 70873-540, Brasil",Brasília,quiz bar
ChIJZeZwdS0zWpMR5GY3-FLKTzI,Five Sport Bar,"Shopping DF Plaza - R. Copaíba, 10 - 11, Lote 01, Piso L - Águas Claras, Brasília - DF, 71919-540, Brasil",Brasília,quiz bar
ChIJKdc2sYI7WpMRJUTFTu557nQ,Abençoado Bar - Asa Norte,"SHCN CLN 207 BL A - Asa Norte, Brasília - DF, 70852-510, Brasil",Brasília,quiz bar
ChIJVVUlNYg5WpMRTj-SOZnBqjo,IVV Swinebar - O melhor Bar de Vinhos de Brasília,"SHCN CLN 314 Lj 21 - Asa Norte, Brasília - DF, 70767-530, Brasil",Brasília,quiz bar
ChIJFbO-RLA7WpMR2B5tBP4ZbIE,Eskenta Bar,"SQN 409 B. B, Loja 53 - Asa Norte, Brasília - DF, 70857-520, Brasil",Brasília,quiz bar
ChIJ15nLgwAwWpMRY1whwD29ZSo,Ludoteca BGC,"BLOCO C - LOJA 02 - Asa Sul, Brasília - DF, 70254-530, Brasil",Brasília,board game bar
ChIJye7AnK07WpMRC94S9hM95Y4,Orgutal Casa de Jogos,"CLN 205, bloco B, loja 11, 2º andar - Asa Norte, Brasília - DF, 70843-520, Brasil",Brasília,board game bar
ChIJ534KOao7WpMRZ6NS_UuEtY4,Carcassonne Pub,"SHCN CLN 407 Bloco E Lj 37 - Asa Norte, Brasília - DF, 70855-550, Brasil",Brasília,board game bar
ChIJk7PCx-07WpMRpKWoFqgjTgs,Toca do Tabuleiro,"SHCGN SCRN 708/709 subindo do Pão de Açúcar para o CEUB, Bloco G Loja 10 - Asa Norte, Brasília - DF, 70741-670, Brasil",Brasília,board game bar
ChIJyXjE650xWpMRJL-J6QbGkt4,FORTALÚDICA - BURGERS & JOGOS,"Guará II QE 26 BLOCO B Lj 31 - Guará, Brasília - DF, 71060-621, Brasil",Brasília,board game bar
ChIJ7bh3K2gzWpMRJaIgDmlUIyw,Arcane Arena,"One Park Mall - R. das Paineiras, 06 - Lj 2 - Águas Claras, Brasília - DF, 71928-720, Brasil",Brasília,board game bar
ChIJzdFNP3AyWpMRH2P6HEuhE-I,Loja de Jogos - Asgard,"Rua 25 Sul, Lote 30 Bloco A loja 1 - Águas Claras, Brasília - DF, 71928-720, Brasil",Brasília,board game bar
ChIJdUv4La46WpMRnBvNknmOqWo,Inside Games,"SHCS CRS 513 BL B Loja 07 - Asa Sul, Brasília - DF, 70380-520, Brasil",Brasília,board game bar
ChIJ85OcFlgwWpMRk4N7_rQjh5A,TAVERNA DOS GAMES - Loja de Video Game,"Feira dos Importados - Sia Trecho 7, 438 - Bloco C - SIA, Brasília - DF, 71208-900, Brasil",Brasília,board game bar
ChIJB1ry_y87WpMRw2f81Ze-5ls,War com Poesia,"Setor de Habitações Individuais Norte - Lago Norte QL 10 CASA 7 - Asa Norte, Brasília - DF, 71525-065, Brasil",Brasília,board game bar
ChIJOUXU1akzWpMRC7rrq4o9GZc,game food,"SHA conjunto 5 chácara 109 lote 09 loja 3 - buteco do val - Arniqueira, Brasília - DF, 71995-450, Brasil",Brasília,board game bar
ChIJ15nLgwAwWpMRY1whwD29ZSo,Ludoteca BGC,"BLOCO C - LOJA 02 - Asa Sul, Brasília - DF, 70254-530, Brasil",Brasília,board game café
ChIJk7PCx-07WpMRpKWoFqgjTgs,Toca do Tabuleiro,"SHCGN SCRN 708/709 subindo do Pão de Açúcar para o CEUB, Bloco G Loja 10 - Asa Norte, Brasília - DF, 70741-670, Brasil",Brasília,board game café
ChIJye7AnK07WpMRC94S9hM95Y4,Orgutal Casa de Jogos,"CLN 205, bloco B, loja 11, 2º andar - Asa Norte, Brasília - DF, 70843-520, Brasil",Brasília,board game café
ChIJbY1Qc90zWpMRLdrHxi9QMko,República Ludovico,"Max Mall - R. 7 Norte, Lotes 3/5/7 Quiosque 02 - Águas Claras, Brasília - DF, 71908-180, Brasil",Brasília,board game café
ChIJyXjE650xWpMRJL-J6QbGkt4,FORTALÚDICA - BURGERS & JOGOS,"Guará II QE 26 BLOCO B Lj 31 - Guará, Brasília - DF, 71060-621, Brasil",Brasília,board game café
ChIJ534KOao7WpMRZ6NS_UuEtY4,Carcassonne Pub,"SHCN CLN 407 Bloco E Lj 37 - Asa Norte, Brasília - DF, 70855-550, Brasil",Brasília,board game café
ChIJcRvp0r15GZURj1bFNF3n5jw,HEX Board Game Café,"R. Riachuelo, 1339 - Sala 1003 ( Cobertura - Centro Histórico, Porto Alegre - RS, 90010-270, Brasil",Brasília,board game café
ChIJN8BZeb85WpMRgVKT05caxB4,Utopia Games & Food,"SHCN CL QD 116 CLN 116 BLOCO I Lojas 31 e 35 subsolo - Asa Norte, Brasília - DF, 70773-590, Brasil",Brasília,board game café
ChIJ15nLgwAwWpMRY1whwD29ZSo,Ludoteca BGC,"BLOCO C - LOJA 02 - Asa Sul, Brasília - DF, 70254-530, Brasil",Brasília,café de jogos de tabuleiro
ChIJk7PCx-07WpMRpKWoFqgjTgs,Toca do Tabuleiro,"SHCGN SCRN 708/709 subindo do Pão de Açúcar para o CEUB, Bloco G Loja 10 - Asa Norte, Brasília - DF, 70741-670, Brasil",Brasília,café de jogos de tabuleiro
ChIJye7AnK07WpMRC94S9hM95Y4,Orgutal Casa de Jogos,"CLN 205, bloco B, loja 11, 2º andar - Asa Norte, Brasília - DF, 70843-520, Brasil",Brasília,café de jogos de tabuleiro
ChIJ534KOao7WpMRZ6NS_UuEtY4,Carcassonne Pub,"SHCN CLN 407 Bloco E Lj 37 - Asa Norte, Brasília - DF, 70855-550, Brasil",Brasília,café de jogos de tabuleiro
ChIJyXjE650xWpMRJL-J6QbGkt4,FORTALÚDICA - BURGERS & JOGOS,"Guará II QE 26 BLOCO B Lj 31 - Guará, Brasília - DF, 71060-621, Brasil",Brasília,café de jogos de tabuleiro
ChIJvV5UnYQzWpMRnrmkZtF6lB4,Javali jogos,"Rua das Paineira LT06 - shopping one park mall - Lj 31 - Águas Claras, Brasília - DF, 71918-000, Brasil",Brasília,café de jogos de tabuleiro
ChIJzdFNP3AyWpMRH2P6HEuhE-I,Loja de Jogos - Asgard,"Rua 25 Sul, Lote 30 Bloco A loja 1 - Águas Claras, Brasília - DF, 71928-720, Brasil",Brasília,café de jogos de tabuleiro
ChIJ172cu2U7WpMR-GxnGmUHCkc,Gruta BSB,"SHCN CLN 406 Bloco E Lj 16/22 subsolo - Asa Norte, Brasília - DF, 70847-550, Brasil",Brasília,café de jogos de tabuleiro
ChIJ7bh3K2gzWpMRJaIgDmlUIyw,Arcane Arena,"One Park Mall - R. das Paineiras, 06 - Lj 2 - Águas Claras, Brasília - DF, 71928-720, Brasil",Brasília,café de jogos de tabuleiro
ChIJN8BZeb85WpMRgVKT05caxB4,Utopia Games & Food,"SHCN CL QD 116 CLN 116 BLOCO I Lojas 31 e 35 subsolo - Asa Norte, Brasília - DF, 70773-590, Brasil",Brasília,café de jogos de tabuleiro
ChIJbY1Qc90zWpMRLdrHxi9QMko,República Ludovico,"Max Mall - R. 7 Norte, Lotes 3/5/7 Quiosque 02 - Águas Claras, Brasília - DF, 71908-180, Brasil",Brasília,café de jogos de tabuleiro
ChIJdUv4La46WpMRnBvNknmOqWo,Inside Games,"SHCS CRS 513 BL B Loja 07 - Asa Sul, Brasília - DF, 70380-520, Brasil",Brasília,café de jogos de tabuleiro
ChIJa0CP91MzWpMRz6oEQwlR2TA,Tem Mesa - Pizza & Luderia,"R. das Paineiras, 06 - Lj 25, térreo - Norte, Brasília - DF, 71918-000, Brasil",Brasília,café de jogos de tabuleiro
ChIJB1ry_y87WpMRw2f81Ze-5ls,War com Poesia,"Setor de Habitações Individuais Norte - Lago Norte QL 10 CASA 7 - Asa Norte, Brasília - DF, 71525-065, Brasil",Brasília,café de jogos de tabuleiro
ChIJk7PCx-07WpMRpKWoFqgjTgs,Toca do Tabuleiro,"SHCGN SCRN 708/709 subindo do Pão de Açúcar para o CEUB, Bloco G Loja 10 - Asa Norte, Brasília - DF, 70741-670, Brasil",Brasília,bar de jogos de tabuleiro
ChIJ15nLgwAwWpMRY1whwD29ZSo,Ludoteca BGC,"BLOCO C - LOJA 02 - Asa Sul, Brasília - DF, 70254-530, Brasil",Brasília,bar de jogos de tabuleiro
ChIJye7AnK07WpMRC94S9hM95Y4,Orgutal Casa de Jogos,"CLN 205, bloco B, loja 11, 2º andar - Asa Norte, Brasília - DF, 70843-520, Brasil",Brasília,bar de jogos de tabuleiro
ChIJ534KOao7WpMRZ6NS_UuEtY4,Carcassonne Pub,"SHCN CLN 407 Bloco E Lj 37 - Asa Norte, Brasília - DF, 70855-550, Brasil",Brasília,bar de jogos de tabuleiro
ChIJzdFNP3AyWpMRH2P6HEuhE-I,Loja de Jogos - Asgard,"Rua 25 Sul, Lote 30 Bloco A loja 1 - Águas Claras, Brasília - DF, 71928-720, Brasil",Brasília,bar de jogos de tabuleiro
ChIJ7bh3K2gzWpMRJaIgDmlUIyw,Arcane Arena,"One Park Mall - R. das Paineiras, 06 - Lj 2 - Águas Claras, Brasília - DF, 71928-720, Brasil",Brasília,bar de jogos de tabuleiro
ChIJyXjE650xWpMRJL-J6QbGkt4,FORTALÚDICA - BURGERS & JOGOS,"Guará II QE 26 BLOCO B Lj 31 - Guará, Brasília - DF, 71060-621, Brasil",Brasília,bar de jogos de tabuleiro
ChIJdUv4La46WpMRnBvNknmOqWo,Inside Games,"SHCS CRS 513 BL B Loja 07 - Asa Sul, Brasília - DF, 70380-520, Brasil",Brasília,bar de jogos de tabuleiro
ChIJt50cXnQ7WpMRjlTp98nT91o,Deboche! Bar,"SHCN CLN 201 BL A Loja 61 - Asa Norte, Brasília - DF, 70832-510, Brasil",Brasília,bar de jogos de tabuleiro
ChIJoTlvBfMbFgcRHvuCKHBQrXQ,São Jogue,"Alameda Euvaldo Luz, 92 - Pernambués, Salvador - BA, 41098-020, Brasil",Brasília,bar de jogos de tabuleiro
ChIJB1ry_y87WpMRw2f81Ze-5ls,War com Poesia,"Setor de Habitações Individuais Norte - Lago Norte QL 10 CASA 7 - Asa Norte, Brasília - DF, 71525-065, Brasil",Brasília,bar de jogos de tabuleiro
ChIJk7PCx-07WpMRpKWoFqgjTgs,Toca do Tabuleiro,"SHCGN SCRN 708/709 subindo do Pão de Açúcar para o CEUB, Bloco G Loja 10 - Asa Norte, Brasília - DF, 70741-670, Brasil",Brasília,jogos de tabuleiro
ChIJ15nLgwAwWpMRY1whwD29ZSo,Ludoteca BGC,"BLOCO C - LOJA 02 - Asa Sul, Brasília - DF, 70254-530, Brasil",Brasília,jogos de tabuleiro
ChIJye7AnK07WpMRC94S9hM95Y4,Orgutal Casa de Jogos,"CLN 205, bloco B, loja 11, 2º andar - Asa Norte, Brasília - DF, 70843-520, Brasil",Brasília,jogos de tabuleiro
ChIJdUv4La46WpMRnBvNknmOqWo,Inside Games,"SHCS CRS 513 BL B Loja 07 - Asa Sul, Brasília - DF, 70380-520, Brasil",Brasília,jogos de tabuleiro
ChIJ172cu2U7WpMR-GxnGmUHCkc,Gruta BSB,"SHCN CLN 406 Bloco E Lj 16/22 subsolo - Asa Norte, Brasília - DF, 70847-550, Brasil",Brasília,jogos de tabuleiro
ChIJ534KOao7WpMRZ6NS_UuEtY4,Carcassonne Pub,"SHCN CLN 407 Bloco E Lj 37 - Asa Norte, Brasília - DF, 70855-550, Brasil",Brasília,jogos de tabuleiro
ChIJvV5UnYQzWpMRnrmkZtF6lB4,Javali jogos,"Rua das Paineira LT06 - shopping one park mall - Lj 31 - Águas Claras, Brasília - DF, 71918-000, Brasil",Brasília,jogos de tabuleiro
ChIJN8BZeb85WpMRgVKT05caxB4,Utopia Games & Food,"SHCN CL QD 116 CLN 116 BLOCO I Lojas 31 e 35 subsolo - Asa Norte, Brasília - DF, 70773-590, Brasil",Brasília,jogos de tabuleiro
ChIJzdFNP3AyWpMRH2P6HEuhE-I,Loja de Jogos - Asgard,"Rua 25 Sul, Lote 30 Bloco A loja 1 - Águas Claras, Brasília - DF, 71928-720, Brasil",Brasília,jogos de tabuleiro
ChIJq2VyFsQzWpMRUAhbckp2F98,Refúgio Lúdico,"QS 1 - Rua 212 19 - Sala, 532 - 21 e 23 - Águas Claras, Brasília - DF, 71950-550, Brasil",Brasília,jogos de tabuleiro
ChIJVUxc-QszWpMRaaJf7BRvWjo,Bota na Mesa,"Guará II QE 15 Cj i Casa 44 - Guará, Brasília - DF, 71050-091, Brasil",Brasília,jogos de tabuleiro
ChIJxe7p5Eo7WpMRd0sHLko77kU,Mercado RPG,"SCLRN 714 B. F, 34 - Asa Norte, Brasília - DF, 70760-556, Brasil",Brasília,jogos de tabuleiro
ChIJyXjE650xWpMRJL-J6QbGkt4,FORTALÚDICA - BURGERS & JOGOS,"Guará II QE 26 BLOCO B Lj 31 - Guará, Brasília - DF, 71060-621, Brasil",Brasília,jogos de tabuleiro
ChIJjx1cbu_NW5MRoO9MdnYOVOs,Luderion Jogos,"02 - Taguatinga Norte QNJ 5 - Taguatinga, Brasília - DF, 72140-050, Brasil",Brasília,jogos de tabuleiro
ChIJgZzxubI7WpMRXg4ZeAainQc,Quadrado ao Cubo,"SEPN 509, Bloco D - Edifício Isis - Sobreloja 45 - Asa Norte, Brasília - DF, 70750-500, Brasil",Brasília,jogos de tabuleiro
ChIJ7bh3K2gzWpMRJaIgDmlUIyw,Arcane Arena,"One Park Mall - R. das Paineiras, 06 - Lj 2 - Águas Claras, Brasília - DF, 71928-720, Brasil",Brasília,jogos de tabuleiro
ChIJK47VO3wzWpMRn9vTU1jaads,"BEM ALUGUÉIS - Video Games, Boardgames e eletrônicos","R. 20 Norte, 4 - Águas Claras, Brasília - DF, 71915-750, Brasil",Brasília,jogos de tabuleiro
ChIJU6yV-SgxWpMRFNG15fHv0H0,Loja de Jogos - Fortaleza Jogos,"QE 36 BLOCO A LOJA 11 - Guará II QE 36 - Guará, Brasília - DF, 71065-613, Brasil",Brasília,jogos de tabuleiro
