nm_jogo,nota_rank,nota_media,qt_avaliacoes,link,slug
Mercado de Lisboa,6.83,7.15,128,https://ludopedia.com.br/jogo/mercado-de-lisboa,mercado-de-lisboa
The Binding of Isaac: Four Souls,6.83,7.62,52,https://ludopedia.com.br/jogo/the-binding-of-isaac-four-souls,the-binding-of-isaac-four-souls
Transatlantic,6.83,7.94,37,https://ludopedia.com.br/jogo/transatlantic,transatlantic
Alcatraz,6.83,7.72,46,https://ludopedia.com.br/jogo/alcatraz,alcatraz
Dog Lover,6.83,7.91,38,https://ludopedia.com.br/jogo/dog-lover,dog-lover
Welcome to the Dungeon,6.82,6.99,257,https://ludopedia.com.br/jogo/welcome-to-the-dungeon,welcome-to-the-dungeon
Burano,6.82,7.86,40,https://ludopedia.com.br/jogo/burano,burano
Calimala,6.82,7.74,45,https://ludopedia.com.br/jogo/calimala,calimala
Shogi,6.82,8.07,33,https://ludopedia.com.br/jogo/shogi,shogi
Master,6.82,6.97,280,https://ludopedia.com.br/jogo/master,master
Unmatched: For King and Country,6.82,8.7,22,https://ludopedia.com.br/jogo/unmatched-for-king-and-country,unmatched-for-king-and-country
Skyliners,6.82,7.34,79,https://ludopedia.com.br/jogo/skyliners,skyliners
Fantasma Blitz 2.0,6.82,7.75,44,https://ludopedia.com.br/jogo/ghost-blitz-2,ghost-blitz-2
Good Cop Bad Cop,6.82,6.98,257,https://ludopedia.com.br/jogo/good-cop-bad-cop,good-cop-bad-cop
Puerto Rico 1897,6.82,8.69,22,https://ludopedia.com.br/jogo/puerto-rico-1897,puerto-rico-1897
Ohanami,6.82,7.93,37,https://ludopedia.com.br/jogo/ohanami,ohanami
Lovecraft Letter,6.82,7.77,43,https://ludopedia.com.br/jogo/lovecraft-letter,lovecraft-letter
"Pokémon, O Mestre dos Treinadores",6.82,6.97,275,https://ludopedia.com.br/jogo/pokemon-master-trainer,pokemon-master-trainer
Battle Scenes - Universo Marvel,6.82,7.03,190,https://ludopedia.com.br/jogo/battle-scenes-universo-marvel,battle-scenes-universo-marvel
Assuntos Internos,6.82,7.18,114,https://ludopedia.com.br/jogo/internal-affairs,internal-affairs
"Chapolin Colorado em: Pepe, Já Tirei a Vela!",6.82,7.57,54,https://ludopedia.com.br/jogo/el-chapulin-colorado-en-pancho-ya-quite-la-vela,el-chapulin-colorado-en-pancho-ya-quite-la-vela
Unmatched: Jurassic Park - Dr. Sattler vs. T. Rex,6.82,8.86,20,https://ludopedia.com.br/jogo/unmatched-jurassic-park-dr-sattler-vs-t-rex,unmatched-jurassic-park-dr-sattler-vs-t-rex
Trains,6.82,7.89,38,https://ludopedia.com.br/jogo/trains,trains
Deckscape Hora do Teste,6.82,7.09,152,https://ludopedia.com.br/jogo/deckscape-test-time,deckscape-test-time
The White Castle Duel,6.82,8.67,22,https://ludopedia.com.br/jogo/the-white-castle-duel,the-white-castle-duel
Asteria,6.82,7.89,38,https://ludopedia.com.br/jogo/asteria,asteria
Vossa Excelência - O Jogo Político (2ª Edição),6.82,7.7,46,https://ludopedia.com.br/jogo/vossa-excelencia-o-jogo-politico-2-edicao,vossa-excelencia-o-jogo-politico-2-edicao
Art Robbery,6.82,7.56,55,https://ludopedia.com.br/jogo/art-robbery,art-robbery
That's Not a Hat: Pop Culture,6.82,8.22,29,https://ludopedia.com.br/jogo/that-s-not-a-hat-pop-culture,that-s-not-a-hat-pop-culture
TEN,6.82,7.53,57,https://ludopedia.com.br/jogo/ten,ten
BraveRats,6.81,6.93,366,https://ludopedia.com.br/jogo/braverats,braverats
Black Rose Wars,6.81,8.38,26,https://ludopedia.com.br/jogo/black-rose-wars,black-rose-wars
Spellfire: O Poder da Magia,6.81,7.12,133,https://ludopedia.com.br/jogo/spellfire,spellfire
Caiu Perdeu,6.81,7.02,193,https://ludopedia.com.br/jogo/caiu-perdeu,caiu-perdeu
Mojo,6.81,7.42,67,https://ludopedia.com.br/jogo/mojo,mojo
The King Is Dead,6.81,7.49,60,https://ludopedia.com.br/jogo/the-king-is-dead,the-king-is-dead
Say Bye to the Villains,6.81,6.91,404,https://ludopedia.com.br/jogo/say-bye-to-the-villains,say-bye-to-the-villains
CharLatão,6.81,8.17,30,https://ludopedia.com.br/jogo/charlatao,charlatao
Cthulhu Realms,6.81,7.46,63,https://ludopedia.com.br/jogo/cthulhu-realms,cthulhu-realms
CATsle Builders,6.81,8.12,31,https://ludopedia.com.br/jogo/catsle-builders,catsle-builders
House of Fado,6.81,8.5,24,https://ludopedia.com.br/jogo/house-of-fado,house-of-fado
Camel Up Cards,6.81,8.01,34,https://ludopedia.com.br/jogo/camel-up-cards,camel-up-cards
Uga Buga,6.81,7.33,78,https://ludopedia.com.br/jogo/ooga-booga,ooga-booga
O Abelhão Trapaceiro,6.81,8.21,29,https://ludopedia.com.br/jogo/el-abejorro-tramposo-schummel-hummel,el-abejorro-tramposo-schummel-hummel
HATE,6.81,8.57,23,https://ludopedia.com.br/jogo/hate,hate
Persona non Grata,6.81,7.91,37,https://ludopedia.com.br/jogo/persona-non-grata,persona-non-grata
Eight-Minute Empire: Legends,6.81,7.39,70,https://ludopedia.com.br/jogo/eight-minute-empire-legends,eight-minute-empire-legends
Fábula TCG,6.81,9.92,13,https://ludopedia.com.br/jogo/fabula-tcg,fabula-tcg
BattleTech,6.81,7.26,90,https://ludopedia.com.br/jogo/battletech,battletech
Panda Panda,6.81,7.73,44,https://ludopedia.com.br/jogo/panda-panda,panda-panda
Cozy Stickerville,6.81,8.65,22,https://ludopedia.com.br/jogo/cozy-stickerville,cozy-stickerville
Duelo por Cardia,6.81,7.48,60,https://ludopedia.com.br/jogo/duel-for-cardia,duel-for-cardia
Leonardo Da Vinci,6.81,7.34,76,https://ludopedia.com.br/jogo/leonardo-da-vinci,leonardo-da-vinci
Thunderstone Advance: Numenera,6.81,8.83,20,https://ludopedia.com.br/jogo/thunderstone-advance-numenera,thunderstone-advance-numenera
Fábrica de Heróis - O Cardgame,6.81,8.3,27,https://ludopedia.com.br/jogo/fabrica-de-herois-o-cardgame,fabrica-de-herois-o-cardgame
WarCraft: The Board Game,6.81,7.61,50,https://ludopedia.com.br/jogo/warcraft-the-board-game,warcraft-the-board-game
Dungeon Fighter: No Castelo da Friaca Fatídica,6.81,8.93,19,https://ludopedia.com.br/jogo/dungeon-fighter-in-the-castle-of-frightening-frosts,dungeon-fighter-in-the-castle-of-frightening-frosts
Fortaleza Funesta,6.81,7.25,90,https://ludopedia.com.br/jogo/fearsome-floors,fearsome-floors
Lancaster: Big Box,6.8,8.72,21,https://ludopedia.com.br/jogo/lancaster-big-box,lancaster-big-box
Ragusa,6.8,7.46,61,https://ludopedia.com.br/jogo/ragusa,ragusa
Gunrunners,6.8,7.02,181,https://ludopedia.com.br/jogo/gunrunners,gunrunners
Pocket Mars,6.8,6.99,210,https://ludopedia.com.br/jogo/pocket-mars,pocket-mars
Happy Little Dinosaurs,6.8,7.45,62,https://ludopedia.com.br/jogo/happy-little-dinosaurs,happy-little-dinosaurs
Scotland Yard Máquina do Tempo,6.8,6.99,213,https://ludopedia.com.br/jogo/221b-baker-st-sherlock-holmes-the-time-machine,221b-baker-st-sherlock-holmes-the-time-machine
Altered,6.8,7.49,58,https://ludopedia.com.br/jogo/altered,altered
Mr. Jack Pocket,6.8,7.11,132,https://ludopedia.com.br/jogo/mr-jack-pocket,mr-jack-pocket
"Zero, Two, Five",6.8,7.78,41,https://ludopedia.com.br/jogo/zero-two-five,zero-two-five
Tapalavras,6.8,7.47,60,https://ludopedia.com.br/jogo/tapalavras,tapalavras
Ligretto,6.8,7.5,57,https://ludopedia.com.br/jogo/ligretto,ligretto
Homem-Morcego: O Jogo de Cartas,6.8,7.63,48,https://ludopedia.com.br/jogo/homem-morcego-o-jogo-de-cartas,homem-morcego-o-jogo-de-cartas
Founders of Gloomhaven,6.8,7.73,43,https://ludopedia.com.br/jogo/founders-of-gloomhaven,founders-of-gloomhaven
Tiny Epic Tactics,6.8,7.91,36,https://ludopedia.com.br/jogo/tiny-epic-tactics,tiny-epic-tactics
Kingdoms,6.8,7.33,75,https://ludopedia.com.br/jogo/kingdoms,kingdoms
EVO (second edition),6.8,7.82,39,https://ludopedia.com.br/jogo/evo-second-edition,evo-second-edition
Histórias Sinistras,6.8,6.82,1498,https://ludopedia.com.br/jogo/black-stories,black-stories
Brewitched,6.8,7.24,91,https://ludopedia.com.br/jogo/brewitched,brewitched
Railways of the World (10th Anniversary Edition),6.8,9.01,18,https://ludopedia.com.br/jogo/railways-of-the-world-10th-anniversary-edition,railways-of-the-world-10th-anniversary-edition
Ticket to Ride: Amsterdam,6.8,7.9,36,https://ludopedia.com.br/jogo/ticket-to-ride-amsterdam,ticket-to-ride-amsterdam
Crokinolinho,6.79,8.52,23,https://ludopedia.com.br/jogo/crokinolinho,crokinolinho
Travel Zombicide: 2nd Edition,6.79,8.52,23,https://ludopedia.com.br/jogo/travel-zombicide-2nd-edition,travel-zombicide-2nd-edition
Andromeda's Edge: Deluxe Edition,6.79,9.0,18,https://ludopedia.com.br/jogo/andromeda-s-edge-deluxe-edition,andromeda-s-edge-deluxe-edition
Botanicus,6.79,8.0,33,https://ludopedia.com.br/jogo/botanicus,botanicus
Fortune and Glory: The Cliffhanger Game,6.79,8.12,30,https://ludopedia.com.br/jogo/fortune-and-glory-the-cliffhanger-game,fortune-and-glory-the-cliffhanger-game
Star Wars: The Card Game,6.79,7.74,42,https://ludopedia.com.br/jogo/star-wars-the-card-game,star-wars-the-card-game
Union Pacific,6.79,7.93,35,https://ludopedia.com.br/jogo/union-pacific,union-pacific
Thunder Alley,6.79,7.99,33,https://ludopedia.com.br/jogo/thunder-alley,thunder-alley
Las Vegas Royale,6.79,7.69,44,https://ludopedia.com.br/jogo/las-vegas-royale,las-vegas-royale
Crop Rotation: Bug Plague,6.79,7.36,70,https://ludopedia.com.br/jogo/crop-rotation-bug-plague,crop-rotation-bug-plague
A Study in Emerald (second edition),6.79,7.67,45,https://ludopedia.com.br/jogo/a-study-in-emerald-second-edition,a-study-in-emerald-second-edition
Rise to Nobility,6.79,8.07,31,https://ludopedia.com.br/jogo/rise-to-nobility,rise-to-nobility
Marcha das Formigas,6.79,8.37,25,https://ludopedia.com.br/jogo/march-of-the-ants-evolved-edition,march-of-the-ants-evolved-edition
Memoriabô,6.79,8.37,25,https://ludopedia.com.br/jogo/memoriabo,memoriabo
BattleForge: Berserker,6.79,9.61,14,https://ludopedia.com.br/jogo/battleforge-berserker,battleforge-berserker
"Labyrinth: The War on Terror, 2001 – ?",6.79,8.44,24,https://ludopedia.com.br/jogo/labyrinth-the-war-on-terror-2001,labyrinth-the-war-on-terror-2001
War: Game of Thrones,6.79,7.25,85,https://ludopedia.com.br/jogo/war-game-of-thrones,war-game-of-thrones
Front Total,6.79,7.4,65,https://ludopedia.com.br/jogo/front-total,front-total
Betrayal at Baldur's Gate,6.79,7.56,51,https://ludopedia.com.br/jogo/betrayal-at-baldur-s-gate,betrayal-at-baldur-s-gate
Escape the Dark Castle,6.79,7.58,50,https://ludopedia.com.br/jogo/escape-the-dark-castle,escape-the-dark-castle
The Great Heartland Hauling Co.,6.79,7.47,58,https://ludopedia.com.br/jogo/the-great-heartland-hauling-co,the-great-heartland-hauling-co
Action!: O Jogo de Cinema!,6.79,7.4,64,https://ludopedia.com.br/jogo/action-o-jogo-de-cinema,action-o-jogo-de-cinema
Carcassonne Big Box 3,6.79,8.2,28,https://ludopedia.com.br/jogo/carcassonne-big-box-3,carcassonne-big-box-3
Anime Saga,6.79,7.03,160,https://ludopedia.com.br/jogo/anime-saga,anime-saga
Discworld: Ankh-Morpork,6.79,7.64,46,https://ludopedia.com.br/jogo/discworld-ankh-morpork,discworld-ankh-morpork
Rufstock,6.79,7.82,38,https://ludopedia.com.br/jogo/rufstock,rufstock
Cockroach Poker Royal,6.79,7.26,83,https://ludopedia.com.br/jogo/kakerlakenpoker-royal,kakerlakenpoker-royal
Wipe ' em Out!,6.79,7.91,35,https://ludopedia.com.br/jogo/wipe-em-out,wipe-em-out
Teotihuacan: City of Gods – Deluxe Master Set,6.79,8.97,18,https://ludopedia.com.br/jogo/teotihuacan-city-of-gods-deluxe-master-set,teotihuacan-city-of-gods-deluxe-master-set
Call to Adventure,6.79,8.02,32,https://ludopedia.com.br/jogo/call-to-adventure,call-to-adventure
Flip City,6.79,6.87,495,https://ludopedia.com.br/jogo/flip-city,flip-city
Escrete,6.79,7.85,37,https://ludopedia.com.br/jogo/escrete,escrete
Pax Renaissance,6.78,8.49,23,https://ludopedia.com.br/jogo/pax-renaissance,pax-renaissance
Dungeon Roll,6.78,6.86,537,https://ludopedia.com.br/jogo/dungeon-roll,dungeon-roll
Marãná,6.78,8.42,24,https://ludopedia.com.br/jogo/marana,marana
Century: Golem Edition – Eastern Mountains,6.78,8.49,23,https://ludopedia.com.br/jogo/century-golem-edition-eastern-mountains,century-golem-edition-eastern-mountains
Fantasma Blitz: Que Susto!,6.78,7.46,58,https://ludopedia.com.br/jogo/ghost-blitz-spooky-doo,ghost-blitz-spooky-doo
Jolly Roger: Um Jogo de Motins e Pirataria,6.78,7.16,105,https://ludopedia.com.br/jogo/jolly-roger-the-game-of-piracy-mutiny,jolly-roger-the-game-of-piracy-mutiny
Flourish,6.78,7.08,134,https://ludopedia.com.br/jogo/flourish,flourish
Caverna - O Misterioso Mundo Subterrâneo,6.78,9.58,14,https://ludopedia.com.br/jogo/caverna-o-misterioso-mundo-subterraneo,caverna-o-misterioso-mundo-subterraneo
Aurum,6.78,7.67,44,https://ludopedia.com.br/jogo/aurum,aurum
Sonora,6.78,7.43,60,https://ludopedia.com.br/jogo/sonora,sonora
"Por favor, não corte minha cabeça!",6.78,6.87,449,https://ludopedia.com.br/jogo/por-favor-nao-corte-minha-cabeca,por-favor-nao-corte-minha-cabeca
Rhino Hero: Super Battle,6.78,8.04,31,https://ludopedia.com.br/jogo/rhino-hero-super-battle,rhino-hero-super-battle
Duelo de Águias,6.78,8.34,25,https://ludopedia.com.br/jogo/ace-of-aces-handy-rotary-series,ace-of-aces-handy-rotary-series
Iberian Gauge,6.78,7.93,34,https://ludopedia.com.br/jogo/iberian-gauge,iberian-gauge
Peaky Blinders: Birmingham Domain,6.78,7.23,87,https://ludopedia.com.br/jogo/peaky-blinders-birmingham-domain,peaky-blinders-birmingham-domain
One Deck Dungeon,6.78,7.49,55,https://ludopedia.com.br/jogo/one-deck-dungeon,one-deck-dungeon
Dungeons & Dragons: Tomb of Annihilation Board Game,6.78,8.73,20,https://ludopedia.com.br/jogo/dungeons-dragons-tomb-of-annihilation-board-game,dungeons-dragons-tomb-of-annihilation-board-game
18Chesapeake,6.78,8.12,29,https://ludopedia.com.br/jogo/18chesapeake,18chesapeake
Aqualin,6.78,7.7,42,https://ludopedia.com.br/jogo/aqualin,aqualin
Galaxy Trucker: Anniversary Edition,6.78,7.96,33,https://ludopedia.com.br/jogo/galaxy-trucker-anniversary-edition,galaxy-trucker-anniversary-edition
Histórias Sinistras: Mortes Hilárias,6.78,6.93,264,https://ludopedia.com.br/jogo/black-stories-funny-death-edition,black-stories-funny-death-edition
Alerta Vermelho - Invasão da nave Startramp,6.78,7.62,46,https://ludopedia.com.br/jogo/the-awful-green-things-from-outer-space,the-awful-green-things-from-outer-space
Lotus,6.78,7.66,44,https://ludopedia.com.br/jogo/lotus,lotus
Zhanguo: The First Empire,6.78,8.82,19,https://ludopedia.com.br/jogo/zhanguo-the-first-empire,zhanguo-the-first-empire
Last Night on Earth: Timber Peak,6.78,8.46,23,https://ludopedia.com.br/jogo/last-night-on-earth-timber-peak,last-night-on-earth-timber-peak
Star Trek: Catan,6.77,7.98,32,https://ludopedia.com.br/jogo/star-trek-catan,star-trek-catan
Commodities,6.77,10.0,12,https://ludopedia.com.br/jogo/commodities,commodities
Capitão Silver,6.77,7.2,91,https://ludopedia.com.br/jogo/captain-silver,captain-silver
Palavras Cruzadas - Jogo Clássico,6.77,7.03,152,https://ludopedia.com.br/jogo/palavras-cruzadas-jogo-classico,palavras-cruzadas-jogo-classico
Glüx,6.77,8.06,30,https://ludopedia.com.br/jogo/gl-x,gl-x
One Key,6.77,7.02,154,https://ludopedia.com.br/jogo/one-key,one-key
Carcassonne Big Box 5,6.77,8.45,23,https://ludopedia.com.br/jogo/carcassonne-big-box-5,carcassonne-big-box-5
Guards of Atlantis II,6.77,9.18,16,https://ludopedia.com.br/jogo/guards-of-atlantis-ii,guards-of-atlantis-ii
Age of Industry,6.77,7.94,33,https://ludopedia.com.br/jogo/age-of-industry,age-of-industry
The Cook-Off (Segunda Edição),6.77,7.18,95,https://ludopedia.com.br/jogo/the-cook-off-segunda-edicao,the-cook-off-segunda-edicao
Power Rangers: Heroes of the Grid,6.77,8.31,25,https://ludopedia.com.br/jogo/power-rangers-heroes-of-the-grid,power-rangers-heroes-of-the-grid
Distrito 6,6.77,7.68,42,https://ludopedia.com.br/jogo/distrito-6,distrito-6
Similo: Mitos,6.77,7.27,77,https://ludopedia.com.br/jogo/similo-myths,similo-myths
Snow Tails,6.77,7.51,52,https://ludopedia.com.br/jogo/snow-tails,snow-tails
Loser,6.77,7.03,146,https://ludopedia.com.br/jogo/loser,loser
Noite Zumbi,6.77,7.57,48,https://ludopedia.com.br/jogo/noite-zumbi,noite-zumbi
Three Cheers for Master,6.77,6.93,237,https://ludopedia.com.br/jogo/three-cheers-for-master,three-cheers-for-master
Camelio,6.77,7.78,38,https://ludopedia.com.br/jogo/camelio,camelio
Android: Netrunner - Entrada do Sistema: Conjunto Completo,6.77,9.32,15,https://ludopedia.com.br/jogo/system-gateway-complete-bundle,system-gateway-complete-bundle
Fazendinha,6.77,7.38,62,https://ludopedia.com.br/jogo/farmini,farmini
Star Trek: Fleet Captains,6.77,7.83,36,https://ludopedia.com.br/jogo/star-trek-fleet-captains,star-trek-fleet-captains
Hora do Rush,6.77,7.25,79,https://ludopedia.com.br/jogo/rush-hour,rush-hour
Cuco!,6.77,9.16,16,https://ludopedia.com.br/jogo/cuco,cuco
Mind Invaders,6.76,8.08,29,https://ludopedia.com.br/jogo/mind-invaders,mind-invaders
Última Fortaleza,6.76,7.13,103,https://ludopedia.com.br/jogo/ultima-fortaleza,ultima-fortaleza
Munchkin: Cthulhu,6.76,6.88,342,https://ludopedia.com.br/jogo/munchkin-cthulhu,munchkin-cthulhu
Nós Não Testamos Este Troço: Cinético,6.76,7.47,54,https://ludopedia.com.br/jogo/no-lo-testeamos-ni-un-poco-kinetico,no-lo-testeamos-ni-un-poco-kinetico
Castle Party,6.76,7.59,46,https://ludopedia.com.br/jogo/castle-party,castle-party
Bushido,6.76,7.56,48,https://ludopedia.com.br/jogo/bushido,bushido
Magic: The Gathering (Fourth Edition),6.76,7.89,34,https://ludopedia.com.br/jogo/magic-the-gathering-fourth-edition,magic-the-gathering-fourth-edition
Firenze,6.76,7.57,47,https://ludopedia.com.br/jogo/firenze,firenze
Cards Against Humanity,6.76,6.86,388,https://ludopedia.com.br/jogo/cards-against-humanity,cards-against-humanity
Porto,6.76,8.17,27,https://ludopedia.com.br/jogo/porto,porto
Hawaii,6.76,7.57,47,https://ludopedia.com.br/jogo/hawaii,hawaii
Reversi (Othello),6.76,7.17,94,https://ludopedia.com.br/jogo/othello,othello
Valdora,6.76,7.99,31,https://ludopedia.com.br/jogo/valdora,valdora
Coal Baron: The Great Card Game,6.76,8.12,28,https://ludopedia.com.br/jogo/coal-baron-the-great-card-game,coal-baron-the-great-card-game
Edo,6.76,7.95,32,https://ludopedia.com.br/jogo/edo,edo
Empires of the Void II,6.76,7.88,34,https://ludopedia.com.br/jogo/empires-of-the-void-ii,empires-of-the-void-ii
Tales of the Arabian Nights,6.76,7.69,41,https://ludopedia.com.br/jogo/tales-of-the-arabian-nights,tales-of-the-arabian-nights
Mint Works,6.76,7.23,81,https://ludopedia.com.br/jogo/mint-works,mint-works
E.T. The Extra-Terrestrial: Light Years From Home Game,6.76,8.22,26,https://ludopedia.com.br/jogo/e-t-the-extra-terrestrial-light-years-from-home-game,e-t-the-extra-terrestrial-light-years-from-home-game
Oathsworn: Into the Deepwood,6.76,9.46,14,https://ludopedia.com.br/jogo/oathsworn-into-the-deepwood,oathsworn-into-the-deepwood
The XX War,6.76,8.11,28,https://ludopedia.com.br/jogo/the-xx-war,the-xx-war
Alien: Fate of the Nostromo,6.76,8.27,25,https://ludopedia.com.br/jogo/alien-fate-of-the-nostromo,alien-fate-of-the-nostromo
Islebound,6.76,7.94,32,https://ludopedia.com.br/jogo/islebound,islebound
Sweet Lands,6.76,8.98,17,https://ludopedia.com.br/jogo/sweet-lands,sweet-lands
9 Lives,6.76,7.58,46,https://ludopedia.com.br/jogo/9-lives,9-lives
Similo: Animais Fantásticos e Onde Habitam,6.76,7.83,35,https://ludopedia.com.br/jogo/similo-fantastic-beasts-and-where-to-find-them,similo-fantastic-beasts-and-where-to-find-them
Commands & Colors: Napoleonics,6.76,8.98,17,https://ludopedia.com.br/jogo/commands-colors-napoleonics,commands-colors-napoleonics
Terra Mare,6.75,7.3,69,https://ludopedia.com.br/jogo/land-vs-sea,land-vs-sea
Script Terror,6.75,7.56,47,https://ludopedia.com.br/jogo/script-terror,script-terror
Inside Job,6.75,7.67,41,https://ludopedia.com.br/jogo/inside-job,inside-job
Tales & Games: The Three Little Pigs,6.75,7.32,66,https://ludopedia.com.br/jogo/tales-games-the-three-little-pigs,tales-games-the-three-little-pigs
Dwar7s Fall (Terceira Edição),6.75,8.15,27,https://ludopedia.com.br/jogo/dwar7s-fall-terceira-edicao,dwar7s-fall-terceira-edicao
Thanos Rising: Avengers Infinity War,6.75,7.48,52,https://ludopedia.com.br/jogo/thanos-rising-avengers-infinity-war,thanos-rising-avengers-infinity-war
Middle Ages,6.75,7.77,37,https://ludopedia.com.br/jogo/middle-ages,middle-ages
Battle Line: Medieval,6.75,8.46,22,https://ludopedia.com.br/jogo/battle-line-medieval,battle-line-medieval
