recorte,capital,cbo,ocupacao,admissoes,salario_medio,salario_p25,salario_mediana,salario_p75,salario_medio_real,horas_mediana,amostra_pequena,periodo_competencia
CNAE 56 - alimentação,Campo Grande,421125,Operador de caixa,208,1736.68,1600.0,1691.2,1800.0,1775.51,44.0,False,202508-202607
CNAE 56 - alimentação,Cuiabá,421125,Operador de caixa,210,1696.05,1570.0,1657.0,1700.0,1739.75,44.0,False,202508-202607
CNAE 56 - alimentação,Curitiba,421125,Operador de caixa,832,1944.88,1828.0,1900.0,2000.0,1991.67,44.0,False,202508-202607
CNAE 56 - alimentação,Florianópolis,421125,Operador de caixa,369,2095.79,1978.0,2146.0,2146.0,2144.74,44.0,False,202508-202607
CNAE 56 - alimentação,Fortaleza,421125,Operador de caixa,701,1640.0,1563.54,1658.28,1674.49,1677.49,44.0,False,202508-202607
CNAE 56 - alimentação,Goiânia,421125,Operador de caixa,564,1759.64,1635.87,1700.0,1800.0,1798.77,44.0,False,202508-202607
CNAE 56 - alimentação,João Pessoa,421125,Operador de caixa,245,1618.09,1563.0,1621.0,1621.0,1658.79,44.0,False,202508-202607
CNAE 56 - alimentação,Macapá,421125,Operador de caixa,48,1612.42,1580.0,1621.0,1621.0,1642.3,44.0,False,202508-202607
CNAE 56 - alimentação,Maceió,421125,Operador de caixa,285,1663.6,1580.0,1695.0,1695.0,1703.12,44.0,False,202508-202607
CNAE 56 - alimentação,Manaus,421125,Operador de caixa,362,1620.34,1593.9,1621.0,1621.0,1656.14,44.0,False,202508-202607
CNAE 56 - alimentação,Natal,421125,Operador de caixa,173,1646.04,1615.0,1637.0,1653.0,1679.25,44.0,False,202508-202607
CNAE 56 - alimentação,Palmas,421125,Operador de caixa,106,1750.83,1621.0,1725.0,1773.43,1783.87,44.0,False,202508-202607
CNAE 56 - alimentação,Porto Alegre,421125,Operador de caixa,667,1836.8,1770.85,1770.85,1850.0,1883.25,44.0,False,202508-202607
CNAE 56 - alimentação,Porto Velho,421125,Operador de caixa,76,1662.65,1598.0,1639.0,1706.5,1708.45,44.0,False,202508-202607
CNAE 56 - alimentação,Recife,421125,Operador de caixa,375,1686.56,1651.8,1700.0,1700.0,1724.26,44.0,False,202508-202607
CNAE 56 - alimentação,Rio Branco,421125,Operador de caixa,56,1595.01,1518.0,1614.24,1621.0,1638.5,44.0,False,202508-202607
CNAE 56 - alimentação,Rio de Janeiro,421125,Operador de caixa,2459,1716.17,1621.0,1697.14,1800.68,1756.97,44.0,False,202508-202607
CNAE 56 - alimentação,Salvador,421125,Operador de caixa,600,1644.79,1625.09,1625.09,1646.0,1681.42,44.0,False,202508-202607
CNAE 56 - alimentação,São Luís,421125,Operador de caixa,259,1673.46,1665.59,1665.59,1665.59,1713.66,44.0,False,202508-202607
CNAE 56 - alimentação,São Paulo,421125,Operador de caixa,2859,2074.82,1837.5,2050.02,2200.0,2122.32,44.0,False,202508-202607
CNAE 56 - alimentação,Teresina,421125,Operador de caixa,189,1635.55,1568.0,1675.0,1675.0,1673.0,44.0,False,202508-202607
CNAE 56 - alimentação,Vitória,421125,Operador de caixa,176,1745.69,1590.0,1705.0,1726.54,1786.92,44.0,False,202508-202607
CNAE 56 - alimentação,Aracaju,513205,Cozinheiro geral,549,1847.17,1621.0,1700.0,2000.0,1889.12,44.0,False,202508-202607
CNAE 56 - alimentação,Belo Horizonte,513205,Cozinheiro geral,3701,2042.84,1738.0,2000.0,2250.0,2087.72,44.0,False,202508-202607
CNAE 56 - alimentação,Belém,513205,Cozinheiro geral,1223,1706.88,1650.0,1650.0,1685.22,1746.63,44.0,False,202508-202607
CNAE 56 - alimentação,Boa Vista,513205,Cozinheiro geral,118,1743.1,1586.31,1621.0,1784.59,1785.88,44.0,False,202508-202607
CNAE 56 - alimentação,Brasília,513205,Cozinheiro geral,3205,1914.59,1724.49,1750.68,2000.0,1956.13,44.0,False,202508-202607
CNAE 56 - alimentação,Campo Grande,513205,Cozinheiro geral,510,1936.87,1621.0,1800.0,2127.2,1982.58,44.0,False,202508-202607
CNAE 56 - alimentação,Cuiabá,513205,Cozinheiro geral,522,1894.87,1621.0,1730.75,2000.0,1940.61,44.0,False,202508-202607
CNAE 56 - alimentação,Curitiba,513205,Cozinheiro geral,3287,2146.07,1891.28,2000.0,2300.0,2195.82,44.0,False,202508-202607
CNAE 56 - alimentação,Florianópolis,513205,Cozinheiro geral,1382,2243.74,1978.0,2146.0,2327.6,2296.38,44.0,False,202508-202607
CNAE 56 - alimentação,Fortaleza,513205,Cozinheiro geral,1733,1782.15,1568.1,1674.49,1877.4,1823.04,44.0,False,202508-202607
CNAE 56 - alimentação,Goiânia,513205,Cozinheiro geral,1500,1989.48,1635.87,1844.17,2239.89,2036.46,44.0,False,202508-202607
CNAE 56 - alimentação,João Pessoa,513205,Cozinheiro geral,715,1745.48,1600.0,1648.0,1800.0,1783.67,44.0,False,202508-202607
CNAE 56 - alimentação,Macapá,513205,Cozinheiro geral,127,1645.81,1580.0,1621.0,1687.28,1682.02,44.0,False,202508-202607
CNAE 56 - alimentação,Maceió,513205,Cozinheiro geral,573,1779.68,1621.0,1695.0,1849.7,1822.26,44.0,False,202508-202607
CNAE 56 - alimentação,Manaus,513205,Cozinheiro geral,904,1803.27,1621.0,1790.0,1850.0,1840.93,44.0,False,202508-202607
CNAE 56 - alimentação,Natal,513205,Cozinheiro geral,519,1779.94,1621.0,1678.0,1900.0,1820.43,44.0,False,202508-202607
CNAE 56 - alimentação,Palmas,513205,Cozinheiro geral,609,1853.73,1793.0,1850.0,1850.0,1890.93,44.0,False,202508-202607
CNAE 56 - alimentação,Porto Alegre,513205,Cozinheiro geral,1775,1988.44,1770.85,1892.8,2081.33,2032.72,44.0,False,202508-202607
CNAE 56 - alimentação,Porto Velho,513205,Cozinheiro geral,231,1755.4,1598.0,1706.5,1800.0,1798.47,44.0,False,202508-202607
CNAE 56 - alimentação,Recife,513205,Cozinheiro geral,1948,1784.67,1651.65,1700.0,1827.57,1822.32,44.0,False,202508-202607
CNAE 56 - alimentação,Rio Branco,513205,Cozinheiro geral,85,1721.58,1621.0,1621.0,1790.07,1758.44,44.0,False,202508-202607
CNAE 56 - alimentação,Rio de Janeiro,513205,Cozinheiro geral,7079,1930.18,1650.0,1801.55,2080.0,1974.99,44.0,False,202508-202607
CNAE 56 - alimentação,Salvador,513205,Cozinheiro geral,1827,1800.42,1625.09,1700.0,1893.45,1840.87,44.0,False,202508-202607
CNAE 56 - alimentação,São Luís,513205,Cozinheiro geral,657,1753.02,1665.59,1665.59,1765.53,1795.07,44.0,False,202508-202607
CNAE 56 - alimentação,São Paulo,513205,Cozinheiro geral,18209,2278.76,1850.0,2149.82,2500.0,2330.01,44.0,False,202508-202607
CNAE 56 - alimentação,Teresina,513205,Cozinheiro geral,426,1705.33,1568.0,1675.0,1675.0,1745.75,44.0,False,202508-202607
CNAE 56 - alimentação,Vitória,513205,Cozinheiro geral,699,2098.83,1709.25,2031.05,2400.0,2147.69,44.0,False,202508-202607
CNAE 56 - alimentação,Aracaju,513405,Garçom,562,1617.34,1560.0,1621.0,1647.5,1657.04,44.0,False,202508-202607
CNAE 56 - alimentação,Belo Horizonte,513405,Garçom,2572,1745.14,1623.94,1738.0,1738.0,1784.79,44.0,False,202508-202607
CNAE 56 - alimentação,Belém,513405,Garçom,611,1617.15,1580.0,1621.0,1680.0,1659.0,44.0,False,202508-202607
CNAE 56 - alimentação,Boa Vista,513405,Garçom,172,1613.84,1586.31,1621.0,1621.0,1657.4,44.0,False,202508-202607
CNAE 56 - alimentação,Brasília,513405,Garçom,3126,1728.32,1639.44,1750.68,1750.68,1765.5,44.0,False,202508-202607
CNAE 56 - alimentação,Campo Grande,513405,Garçom,540,1740.87,1621.0,1691.2,1800.0,1779.81,44.0,False,202508-202607
CNAE 56 - alimentação,Cuiabá,513405,Garçom,357,1633.87,1570.0,1621.0,1676.0,1676.51,44.0,False,202508-202607
CNAE 56 - alimentação,Curitiba,513405,Garçom,2275,1959.07,1828.0,1900.0,2007.95,2003.32,44.0,False,202508-202607
CNAE 56 - alimentação,Florianópolis,513405,Garçom,1476,2082.47,1978.0,2000.0,2146.0,2137.13,44.0,False,202508-202607
CNAE 56 - alimentação,Fortaleza,513405,Garçom,1557,1623.27,1563.54,1658.28,1674.49,1661.26,44.0,False,202508-202607
CNAE 56 - alimentação,Goiânia,513405,Garçom,1667,1714.35,1635.87,1635.87,1750.0,1753.54,44.0,False,202508-202607
CNAE 56 - alimentação,João Pessoa,513405,Garçom,1010,1611.84,1563.0,1621.0,1621.0,1650.06,44.0,False,202508-202607
CNAE 56 - alimentação,Macapá,513405,Garçom,129,1606.71,1518.0,1621.0,1621.0,1642.51,44.0,False,202508-202607
CNAE 56 - alimentação,Maceió,513405,Garçom,685,1654.44,1580.0,1695.0,1695.0,1695.09,44.0,False,202508-202607
CNAE 56 - alimentação,Manaus,513405,Garçom,639,1616.54,1593.9,1621.0,1621.0,1652.82,44.0,False,202508-202607
CNAE 56 - alimentação,Natal,513405,Garçom,622,1633.05,1615.0,1621.0,1653.0,1673.96,44.0,False,202508-202607
CNAE 56 - alimentação,Palmas,513405,Garçom,279,1721.24,1626.0,1700.0,1747.0,1756.89,44.0,False,202508-202607
CNAE 56 - alimentação,Porto Alegre,513405,Garçom,1848,1859.81,1770.85,1804.0,1930.0,1902.21,44.0,False,202508-202607
CNAE 56 - alimentação,Porto Velho,513405,Garçom,101,1653.1,1598.0,1637.0,1706.5,1693.56,44.0,False,202508-202607
CNAE 56 - alimentação,Recife,513405,Garçom,1124,1671.66,1651.8,1700.0,1700.0,1713.1,44.0,False,202508-202607
CNAE 56 - alimentação,Rio Branco,513405,Garçom,105,1609.87,1518.0,1621.0,1639.44,1649.12,44.0,False,202508-202607
CNAE 56 - alimentação,Rio de Janeiro,513405,Garçom,6492,1757.11,1658.8,1658.8,1733.45,1797.29,44.0,False,202508-202607
CNAE 56 - alimentação,Salvador,513405,Garçom,1595,1631.96,1625.09,1625.09,1625.09,1672.01,44.0,False,202508-202607
CNAE 56 - alimentação,São Luís,513405,Garçom,353,1694.92,1665.59,1665.59,1665.59,1737.6,44.0,False,202508-202607
CNAE 56 - alimentação,São Paulo,513405,Garçom,12237,2071.81,1804.0,2070.0,2200.0,2119.4,44.0,False,202508-202607
CNAE 56 - alimentação,Teresina,513405,Garçom,565,1647.76,1568.0,1675.0,1675.0,1684.55,44.0,False,202508-202607
CNAE 56 - alimentação,Vitória,513405,Garçom,679,1761.45,1647.29,1705.0,1827.5,1799.72,44.0,False,202508-202607
CNAE 56 - alimentação,Aracaju,513415,Cumim,185,1607.12,1560.0,1621.0,1633.89,1644.63,44.0,False,202508-202607
CNAE 56 - alimentação,Belo Horizonte,513415,Cumim,485,1701.34,1621.0,1697.0,1738.0,1742.05,44.0,False,202508-202607
CNAE 56 - alimentação,Belém,513415,Cumim,322,1601.73,1518.0,1616.0,1621.0,1645.99,44.0,False,202508-202607
CNAE 56 - alimentação,Boa Vista,513415,Cumim,94,1604.18,1586.31,1611.24,1621.0,1646.58,44.0,False,202508-202607
CNAE 56 - alimentação,Brasília,513415,Cumim,1622,1707.4,1639.44,1750.68,1750.68,1745.45,44.0,False,202508-202607
CNAE 56 - alimentação,Campo Grande,513415,Cumim,118,1658.94,1600.0,1691.2,1691.2,1695.0,44.0,False,202508-202607
CNAE 56 - alimentação,Cuiabá,513415,Cumim,112,1648.71,1570.0,1621.0,1676.0,1685.17,44.0,False,202508-202607
CNAE 56 - alimentação,Curitiba,513415,Cumim,304,1844.77,1828.0,1896.0,1900.0,1887.36,44.0,False,202508-202607
CNAE 56 - alimentação,Florianópolis,513415,Cumim,122,2055.51,1978.0,1989.0,2146.0,2108.56,44.0,False,202508-202607
CNAE 56 - alimentação,Fortaleza,513415,Cumim,756,1624.14,1563.54,1658.28,1674.49,1661.46,44.0,False,202508-202607
CNAE 56 - alimentação,Goiânia,513415,Cumim,517,1710.71,1635.87,1635.87,1750.0,1748.26,44.0,False,202508-202607
CNAE 56 - alimentação,João Pessoa,513415,Cumim,485,1603.6,1563.0,1621.0,1621.0,1642.66,44.0,False,202508-202607
CNAE 56 - alimentação,Macapá,513415,Cumim,28,1593.94,1518.0,1621.0,1621.0,1617.49,44.0,True,202508-202607
CNAE 56 - alimentação,Maceió,513415,Cumim,318,1642.82,1580.0,1695.0,1695.0,1684.19,44.0,False,202508-202607
CNAE 56 - alimentação,Manaus,513415,Cumim,386,1604.64,1593.9,1621.0,1621.0,1640.25,44.0,False,202508-202607
CNAE 56 - alimentação,Natal,513415,Cumim,292,1632.77,1595.0,1621.0,1653.0,1671.98,44.0,False,202508-202607
CNAE 56 - alimentação,Palmas,513415,Cumim,72,1716.09,1606.0,1725.0,1725.0,1754.11,44.0,False,202508-202607
CNAE 56 - alimentação,Porto Alegre,513415,Cumim,194,1812.46,1770.85,1770.85,1850.0,1853.51,44.0,False,202508-202607
CNAE 56 - alimentação,Porto Velho,513415,Cumim,51,1655.56,1598.0,1637.0,1706.5,1686.41,44.0,False,202508-202607
CNAE 56 - alimentação,Recife,513415,Cumim,810,1675.38,1651.8,1700.0,1700.0,1712.1,44.0,False,202508-202607
CNAE 56 - alimentação,Rio Branco,513415,Cumim,37,1614.51,1518.0,1621.0,1650.0,1652.75,44.0,False,202508-202607
CNAE 56 - alimentação,Rio de Janeiro,513415,Cumim,2957,1686.35,1658.8,1658.8,1733.45,1725.39,44.0,False,202508-202607
CNAE 56 - alimentação,Salvador,513415,Cumim,601,1628.15,1625.09,1625.09,1625.09,1668.27,44.0,False,202508-202607
CNAE 56 - alimentação,São Luís,513415,Cumim,107,1669.33,1665.59,1665.59,1665.59,1710.8,44.0,False,202508-202607
CNAE 56 - alimentação,São Paulo,513415,Cumim,4716,1890.81,1804.0,1804.0,1976.88,1933.55,44.0,False,202508-202607
CNAE 56 - alimentação,Teresina,513415,Cumim,126,1642.44,1568.0,1675.0,1675.0,1676.84,44.0,False,202508-202607
CNAE 56 - alimentação,Vitória,513415,Cumim,161,1668.77,1590.0,1705.0,1705.0,1710.25,44.0,False,202508-202607
CNAE 56 - alimentação,Aracaju,513420,Barman,161,1744.95,1560.0,1650.0,1800.0,1788.8,44.0,False,202508-202607
CNAE 56 - alimentação,Belo Horizonte,513420,Barman,410,1848.52,1650.0,1738.0,2000.0,1891.55,44.0,False,202508-202607
CNAE 56 - alimentação,Belém,513420,Barman,176,1656.46,1580.0,1621.0,1680.0,1697.99,44.0,False,202508-202607
CNAE 56 - alimentação,Boa Vista,513420,Barman,34,1624.05,1586.31,1593.16,1621.0,1667.91,44.0,False,202508-202607
CNAE 56 - alimentação,Brasília,513420,Barman,667,1742.38,1639.44,1750.68,1750.68,1778.17,44.0,False,202508-202607
CNAE 56 - alimentação,Campo Grande,513420,Barman,126,1698.83,1600.0,1691.2,1728.03,1740.02,44.0,False,202508-202607
CNAE 56 - alimentação,Cuiabá,513420,Barman,96,1765.35,1570.0,1676.0,1800.0,1805.83,44.0,False,202508-202607
CNAE 56 - alimentação,Curitiba,513420,Barman,419,2013.82,1828.0,1906.2,2100.0,2061.18,44.0,False,202508-202607
CNAE 56 - alimentação,Florianópolis,513420,Barman,250,2159.5,1978.0,2146.0,2200.0,2214.74,44.0,False,202508-202607
CNAE 56 - alimentação,Fortaleza,513420,Barman,486,1664.26,1563.54,1674.49,1674.49,1701.81,44.0,False,202508-202607
CNAE 56 - alimentação,Goiânia,513420,Barman,405,1797.44,1635.87,1750.0,1800.0,1837.24,44.0,False,202508-202607
CNAE 56 - alimentação,João Pessoa,513420,Barman,207,1635.77,1563.0,1621.0,1638.0,1677.52,44.0,False,202508-202607
CNAE 56 - alimentação,Macapá,513420,Barman,34,1619.33,1526.0,1621.0,1621.0,1651.0,44.0,False,202508-202607
CNAE 56 - alimentação,Maceió,513420,Barman,176,1665.55,1580.0,1695.0,1695.0,1705.8,44.0,False,202508-202607
CNAE 56 - alimentação,Manaus,513420,Barman,195,1640.7,1593.9,1621.0,1621.0,1676.49,44.0,False,202508-202607
CNAE 56 - alimentação,Natal,513420,Barman,144,1664.59,1615.0,1639.0,1715.0,1705.77,44.0,False,202508-202607
CNAE 56 - alimentação,Palmas,513420,Barman,59,1727.54,1621.0,1725.0,1725.0,1759.27,44.0,False,202508-202607
CNAE 56 - alimentação,Porto Alegre,513420,Barman,262,1885.9,1770.85,1830.62,1930.0,1931.31,44.0,False,202508-202607
CNAE 56 - alimentação,Porto Velho,513420,Barman,47,1696.02,1598.0,1700.0,1706.5,1736.27,44.0,False,202508-202607
CNAE 56 - alimentação,Recife,513420,Barman,374,1714.75,1651.8,1700.0,1700.0,1753.95,44.0,False,202508-202607
CNAE 56 - alimentação,Rio Branco,513420,Barman,17,1631.73,1518.0,1621.0,1621.0,1673.67,44.0,True,202508-202607
CNAE 56 - alimentação,Rio de Janeiro,513420,Barman,1446,1847.73,1768.67,1768.68,1850.0,1888.6,44.0,False,202508-202607
CNAE 56 - alimentação,Salvador,513420,Barman,351,1671.51,1625.09,1625.09,1702.96,1710.89,44.0,False,202508-202607
CNAE 56 - alimentação,São Luís,513420,Barman,87,1708.0,1665.59,1665.59,1665.59,1750.1,44.0,False,202508-202607
CNAE 56 - alimentação,São Paulo,513420,Barman,2413,2076.32,1804.0,2004.0,2300.0,2122.56,44.0,False,202508-202607
CNAE 56 - alimentação,Teresina,513420,Barman,106,1641.69,1568.0,1675.0,1675.0,1678.38,44.0,False,202508-202607
CNAE 56 - alimentação,Vitória,513420,Barman,105,1800.99,1705.0,1732.94,1852.23,1840.7,44.0,False,202508-202607
CNAE 56 - alimentação,Aracaju,513435,Atendente de lanchonete,1231,1602.59,1560.0,1621.0,1621.0,1637.31,44.0,False,202508-202607
CNAE 56 - alimentação,Belo Horizonte,513435,Atendente de lanchonete,7917,1682.32,1600.0,1641.64,1705.76,1719.44,44.0,False,202508-202607
CNAE 56 - alimentação,Belém,513435,Atendente de lanchonete,2096,1609.14,1580.0,1621.0,1621.0,1647.68,44.0,False,202508-202607
CNAE 56 - alimentação,Boa Vista,513435,Atendente de lanchonete,266,1618.66,1586.31,1621.0,1621.0,1656.4,44.0,False,202508-202607
CNAE 56 - alimentação,Brasília,513435,Atendente de lanchonete,8943,1704.65,1639.44,1720.76,1750.68,1742.06,44.0,False,202508-202607
CNAE 56 - alimentação,Campo Grande,513435,Atendente de lanchonete,2147,1698.57,1600.0,1691.0,1692.0,1736.28,44.0,False,202508-202607
CNAE 56 - alimentação,Cuiabá,513435,Atendente de lanchonete,1671,1653.18,1570.0,1621.0,1676.0,1691.58,44.0,False,202508-202607
CNAE 56 - alimentação,Curitiba,513435,Atendente de lanchonete,7366,1887.13,1828.0,1828.0,1910.0,1930.39,44.0,False,202508-202607
CNAE 56 - alimentação,Florianópolis,513435,Atendente de lanchonete,2746,2077.41,1978.0,2100.0,2146.0,2125.81,44.0,False,202508-202607
CNAE 56 - alimentação,Fortaleza,513435,Atendente de lanchonete,3665,1621.29,1563.54,1635.0,1674.49,1656.07,44.0,False,202508-202607
CNAE 56 - alimentação,Goiânia,513435,Atendente de lanchonete,4471,1698.1,1635.87,1635.87,1750.0,1736.97,44.0,False,202508-202607
CNAE 56 - alimentação,João Pessoa,513435,Atendente de lanchonete,1955,1615.2,1563.0,1621.0,1653.42,1652.27,44.0,False,202508-202607
CNAE 56 - alimentação,Macapá,513435,Atendente de lanchonete,306,1595.53,1518.0,1621.0,1621.0,1630.84,44.0,False,202508-202607
CNAE 56 - alimentação,Maceió,513435,Atendente de lanchonete,1695,1640.38,1580.0,1660.0,1695.0,1676.91,44.0,False,202508-202607
CNAE 56 - alimentação,Manaus,513435,Atendente de lanchonete,2833,1613.34,1593.9,1621.0,1621.0,1649.32,44.0,False,202508-202607
CNAE 56 - alimentação,Natal,513435,Atendente de lanchonete,1009,1625.35,1595.0,1621.0,1639.0,1659.86,44.0,False,202508-202607
CNAE 56 - alimentação,Palmas,513435,Atendente de lanchonete,583,1685.4,1606.0,1677.0,1725.0,1721.76,44.0,False,202508-202607
CNAE 56 - alimentação,Porto Alegre,513435,Atendente de lanchonete,5015,1802.49,1770.85,1770.85,1850.0,1842.72,44.0,False,202508-202607
CNAE 56 - alimentação,Porto Velho,513435,Atendente de lanchonete,513,1641.72,1598.0,1621.0,1706.5,1680.77,44.0,False,202508-202607
CNAE 56 - alimentação,Recife,513435,Atendente de lanchonete,3145,1659.82,1622.73,1656.03,1700.0,1697.42,44.0,False,202508-202607
CNAE 56 - alimentação,Rio Branco,513435,Atendente de lanchonete,468,1627.69,1518.0,1621.0,1639.44,1662.0,44.0,False,202508-202607
CNAE 56 - alimentação,Rio de Janeiro,513435,Atendente de lanchonete,16521,1656.5,1555.05,1622.4,1733.43,1692.38,44.0,False,202508-202607
CNAE 56 - alimentação,Salvador,513435,Atendente de lanchonete,2943,1621.32,1621.0,1625.09,1629.04,1655.71,44.0,False,202508-202607
CNAE 56 - alimentação,São Luís,513435,Atendente de lanchonete,992,1663.71,1665.59,1665.59,1665.59,1703.47,44.0,False,202508-202607
CNAE 56 - alimentação,São Paulo,513435,Atendente de lanchonete,42463,1829.05,1611.78,1774.94,2000.0,1869.41,44.0,False,202508-202607
CNAE 56 - alimentação,Teresina,513435,Atendente de lanchonete,891,1627.14,1568.0,1621.0,1675.0,1663.05,44.0,False,202508-202607
CNAE 56 - alimentação,Vitória,513435,Atendente de lanchonete,1384,1702.39,1590.0,1705.0,1705.0,1740.1,44.0,False,202508-202607
CNAE 56 - alimentação,Aracaju,513505,Auxiliar nos serviços de alimentação,1136,1632.14,1560.0,1621.0,1670.0,1669.43,44.0,False,202508-202607
CNAE 56 - alimentação,Belo Horizonte,513505,Auxiliar nos serviços de alimentação,7498,1734.24,1623.94,1697.0,1793.0,1770.54,44.0,False,202508-202607
CNAE 56 - alimentação,Belém,513505,Auxiliar nos serviços de alimentação,1588,1619.61,1580.0,1621.0,1650.0,1658.61,44.0,False,202508-202607
CNAE 56 - alimentação,Boa Vista,513505,Auxiliar nos serviços de alimentação,591,1625.8,1586.31,1621.0,1621.0,1664.34,44.0,False,202508-202607
CNAE 56 - alimentação,Brasília,513505,Auxiliar nos serviços de alimentação,7301,1717.6,1639.44,1750.06,1750.68,1756.07,44.0,False,202508-202607
CNAE 56 - alimentação,Campo Grande,513505,Auxiliar nos serviços de alimentação,1948,1743.07,1609.0,1691.2,1800.0,1781.72,44.0,False,202508-202607
CNAE 56 - alimentação,Cuiabá,513505,Auxiliar nos serviços de alimentação,1586,1690.72,1600.0,1650.0,1700.0,1728.92,44.0,False,202508-202607
CNAE 56 - alimentação,Curitiba,513505,Auxiliar nos serviços de alimentação,8193,1914.09,1828.0,1853.29,2000.0,1957.71,44.0,False,202508-202607
CNAE 56 - alimentação,Florianópolis,513505,Auxiliar nos serviços de alimentação,2924,2102.24,1978.0,2146.0,2146.0,2151.46,44.0,False,202508-202607
CNAE 56 - alimentação,Fortaleza,513505,Auxiliar nos serviços de alimentação,3928,1631.17,1563.54,1653.42,1674.49,1668.18,44.0,False,202508-202607
CNAE 56 - alimentação,Goiânia,513505,Auxiliar nos serviços de alimentação,3815,1731.26,1635.87,1650.0,1750.0,1770.53,44.0,False,202508-202607
CNAE 56 - alimentação,João Pessoa,513505,Auxiliar nos serviços de alimentação,1776,1624.51,1563.0,1621.0,1658.06,1661.88,44.0,False,202508-202607
CNAE 56 - alimentação,Macapá,513505,Auxiliar nos serviços de alimentação,485,1604.88,1580.0,1621.0,1621.0,1637.11,44.0,False,202508-202607
CNAE 56 - alimentação,Maceió,513505,Auxiliar nos serviços de alimentação,1444,1655.85,1580.0,1695.0,1695.0,1693.41,44.0,False,202508-202607
CNAE 56 - alimentação,Manaus,513505,Auxiliar nos serviços de alimentação,3354,1667.26,1621.0,1621.0,1731.09,1704.6,44.0,False,202508-202607
CNAE 56 - alimentação,Natal,513505,Auxiliar nos serviços de alimentação,1343,1633.86,1595.0,1621.0,1669.94,1670.03,44.0,False,202508-202607
CNAE 56 - alimentação,Palmas,513505,Auxiliar nos serviços de alimentação,581,1704.17,1606.0,1664.0,1725.0,1742.33,44.0,False,202508-202607
CNAE 56 - alimentação,Porto Alegre,513505,Auxiliar nos serviços de alimentação,4478,1821.52,1770.85,1770.85,1868.23,1864.21,44.0,False,202508-202607
CNAE 56 - alimentação,Porto Velho,513505,Auxiliar nos serviços de alimentação,545,1661.59,1598.0,1637.0,1706.5,1700.0,44.0,False,202508-202607
CNAE 56 - alimentação,Recife,513505,Auxiliar nos serviços de alimentação,3105,1671.71,1633.37,1668.0,1700.0,1709.47,44.0,False,202508-202607
CNAE 56 - alimentação,Rio Branco,513505,Auxiliar nos serviços de alimentação,367,1617.63,1518.0,1621.0,1621.0,1654.54,44.0,False,202508-202607
CNAE 56 - alimentação,Rio de Janeiro,513505,Auxiliar nos serviços de alimentação,13221,1729.9,1621.0,1693.32,1800.68,1768.08,44.0,False,202508-202607
CNAE 56 - alimentação,Salvador,513505,Auxiliar nos serviços de alimentação,2737,1650.65,1625.09,1625.09,1650.0,1687.69,44.0,False,202508-202607
CNAE 56 - alimentação,São Luís,513505,Auxiliar nos serviços de alimentação,1240,1668.42,1665.59,1665.59,1665.59,1705.8,44.0,False,202508-202607
CNAE 56 - alimentação,São Paulo,513505,Auxiliar nos serviços de alimentação,35242,2021.47,1804.0,1950.0,2120.0,2066.61,44.0,False,202508-202607
CNAE 56 - alimentação,Teresina,513505,Auxiliar nos serviços de alimentação,924,1637.29,1568.0,1675.0,1675.0,1673.06,44.0,False,202508-202607
CNAE 56 - alimentação,Vitória,513505,Auxiliar nos serviços de alimentação,1660,1748.67,1638.97,1705.0,1790.33,1789.81,44.0,False,202508-202607
CNAE 56 - alimentação,Aracaju,514320,Faxineiro,475,1605.94,1560.0,1621.0,1621.0,1642.65,44.0,False,202508-202607
CNAE 56 - alimentação,Belo Horizonte,514320,Faxineiro,2412,1703.65,1621.0,1688.0,1772.8,1741.57,44.0,False,202508-202607
CNAE 56 - alimentação,Belém,514320,Faxineiro,447,1606.85,1520.0,1621.0,1621.0,1646.64,44.0,False,202508-202607
CNAE 56 - alimentação,Boa Vista,514320,Faxineiro,83,1644.02,1586.31,1621.0,1621.0,1689.36,44.0,False,202508-202607
CNAE 56 - alimentação,Brasília,514320,Faxineiro,2369,1705.01,1639.44,1720.76,1750.68,1743.09,44.0,False,202508-202607
CNAE 56 - alimentação,Campo Grande,514320,Faxineiro,199,1748.73,1600.0,1691.2,1800.0,1785.74,44.0,False,202508-202607
CNAE 56 - alimentação,Cuiabá,514320,Faxineiro,306,1716.4,1621.0,1632.91,1763.54,1756.81,44.0,False,202508-202607
CNAE 56 - alimentação,Curitiba,514320,Faxineiro,1993,1890.68,1800.0,1895.65,1907.56,1933.39,44.0,False,202508-202607
CNAE 56 - alimentação,Florianópolis,514320,Faxineiro,300,2067.65,1978.0,2100.0,2146.0,2116.05,44.0,False,202508-202607
CNAE 56 - alimentação,Fortaleza,514320,Faxineiro,956,1622.69,1563.54,1650.0,1674.49,1658.81,44.0,False,202508-202607
CNAE 56 - alimentação,Goiânia,514320,Faxineiro,922,1710.25,1635.87,1650.0,1750.0,1749.44,44.0,False,202508-202607
CNAE 56 - alimentação,João Pessoa,514320,Faxineiro,537,1603.53,1563.0,1621.0,1621.0,1640.81,44.0,False,202508-202607
CNAE 56 - alimentação,Macapá,514320,Faxineiro,103,1607.86,1601.49,1621.0,1621.0,1639.44,44.0,False,202508-202607
CNAE 56 - alimentação,Maceió,514320,Faxineiro,385,1641.45,1580.0,1669.8,1695.0,1680.75,44.0,False,202508-202607
CNAE 56 - alimentação,Manaus,514320,Faxineiro,2093,1696.76,1621.0,1698.99,1698.99,1735.15,44.0,False,202508-202607
