recorte,capital,cbo,ocupacao,admissoes,salario_medio,salario_p25,salario_mediana,salario_p75,salario_medio_real,horas_mediana,amostra_pequena,periodo_competencia
todas as atividades,Belém,513435,Atendente de lanchonete,2723,1615.84,1580.0,1621.0,1633.11,1654.33,44.0,False,202508-202607
todas as atividades,Boa Vista,513435,Atendente de lanchonete,547,1617.63,1600.0,1621.0,1621.0,1654.23,44.0,False,202508-202607
todas as atividades,Brasília,513435,Atendente de lanchonete,13662,1689.86,1639.44,1655.0,1750.68,1727.11,44.0,False,202508-202607
todas as atividades,Campo Grande,513435,Atendente de lanchonete,2823,1697.39,1600.0,1651.6,1700.0,1735.99,44.0,False,202508-202607
todas as atividades,Cuiabá,513435,Atendente de lanchonete,2386,1654.32,1570.0,1621.0,1676.0,1692.43,44.0,False,202508-202607
todas as atividades,Curitiba,513435,Atendente de lanchonete,9598,1908.01,1828.0,1828.0,2000.0,1952.27,44.0,False,202508-202607
todas as atividades,Florianópolis,513435,Atendente de lanchonete,3748,2066.6,1978.0,2048.46,2146.0,2114.37,44.0,False,202508-202607
todas as atividades,Fortaleza,513435,Atendente de lanchonete,5196,1618.3,1563.54,1621.0,1658.3,1653.96,44.0,False,202508-202607
todas as atividades,Goiânia,513435,Atendente de lanchonete,7267,1707.01,1635.87,1635.87,1750.0,1745.52,44.0,False,202508-202607
todas as atividades,João Pessoa,513435,Atendente de lanchonete,3144,1623.21,1563.0,1621.0,1665.0,1659.61,44.0,False,202508-202607
todas as atividades,Macapá,513435,Atendente de lanchonete,463,1631.87,1518.0,1621.0,1621.0,1666.8,44.0,False,202508-202607
todas as atividades,Maceió,513435,Atendente de lanchonete,2048,1635.23,1580.0,1621.0,1695.0,1672.48,44.0,False,202508-202607
todas as atividades,Manaus,513435,Atendente de lanchonete,3935,1622.72,1593.9,1621.0,1621.0,1659.35,44.0,False,202508-202607
todas as atividades,Natal,513435,Atendente de lanchonete,1398,1620.29,1595.0,1621.0,1639.0,1654.97,44.0,False,202508-202607
todas as atividades,Palmas,513435,Atendente de lanchonete,925,1681.68,1606.0,1677.0,1725.0,1719.19,44.0,False,202508-202607
todas as atividades,Porto Alegre,513435,Atendente de lanchonete,5780,1809.25,1770.85,1770.85,1850.0,1849.85,44.0,False,202508-202607
todas as atividades,Porto Velho,513435,Atendente de lanchonete,914,1648.92,1598.0,1621.0,1706.5,1687.34,44.0,False,202508-202607
todas as atividades,Recife,513435,Atendente de lanchonete,4121,1657.48,1622.73,1656.03,1700.0,1696.7,44.0,False,202508-202607
todas as atividades,Rio Branco,513435,Atendente de lanchonete,651,1627.52,1518.0,1621.0,1646.96,1663.65,44.0,False,202508-202607
todas as atividades,Rio de Janeiro,513435,Atendente de lanchonete,19889,1670.16,1560.0,1629.1,1783.19,1706.64,44.0,False,202508-202607
todas as atividades,Salvador,513435,Atendente de lanchonete,3863,1624.1,1621.0,1625.09,1636.96,1660.34,44.0,False,202508-202607
todas as atividades,São Luís,513435,Atendente de lanchonete,1469,1658.37,1648.0,1665.59,1665.59,1697.7,44.0,False,202508-202607
todas as atividades,São Paulo,513435,Atendente de lanchonete,52570,1881.42,1621.0,1804.0,2070.51,1923.27,44.0,False,202508-202607
todas as atividades,Teresina,513435,Atendente de lanchonete,1243,1636.79,1568.0,1647.57,1675.0,1674.37,44.0,False,202508-202607
todas as atividades,Vitória,513435,Atendente de lanchonete,1954,1690.44,1590.0,1700.5,1705.0,1728.6,44.0,False,202508-202607
todas as atividades,Aracaju,513505,Auxiliar nos serviços de alimentação,1667,1639.57,1560.0,1621.0,1670.0,1677.17,44.0,False,202508-202607
todas as atividades,Belo Horizonte,513505,Auxiliar nos serviços de alimentação,11035,1748.47,1649.12,1700.0,1800.0,1786.25,44.0,False,202508-202607
todas as atividades,Belém,513505,Auxiliar nos serviços de alimentação,2462,1641.57,1560.0,1621.0,1680.0,1682.52,44.0,False,202508-202607
todas as atividades,Boa Vista,513505,Auxiliar nos serviços de alimentação,977,1629.36,1586.31,1621.0,1621.0,1666.59,44.0,False,202508-202607
todas as atividades,Brasília,513505,Auxiliar nos serviços de alimentação,11080,1732.73,1639.44,1700.0,1750.68,1771.43,44.0,False,202508-202607
todas as atividades,Campo Grande,513505,Auxiliar nos serviços de alimentação,3644,1752.39,1621.0,1691.2,1800.0,1789.81,44.0,False,202508-202607
todas as atividades,Cuiabá,513505,Auxiliar nos serviços de alimentação,2825,1711.11,1615.0,1676.0,1732.94,1748.37,44.0,False,202508-202607
todas as atividades,Curitiba,513505,Auxiliar nos serviços de alimentação,12018,1920.74,1828.0,1864.85,2002.0,1964.98,44.0,False,202508-202607
todas as atividades,Florianópolis,513505,Auxiliar nos serviços de alimentação,4535,2131.11,1978.0,2146.0,2200.0,2181.46,44.0,False,202508-202607
todas as atividades,Fortaleza,513505,Auxiliar nos serviços de alimentação,7056,1643.22,1563.54,1653.42,1674.49,1680.14,44.0,False,202508-202607
todas as atividades,Goiânia,513505,Auxiliar nos serviços de alimentação,6482,1752.7,1635.87,1700.0,1800.0,1791.97,44.0,False,202508-202607
todas as atividades,João Pessoa,513505,Auxiliar nos serviços de alimentação,2705,1631.34,1563.0,1621.0,1665.0,1668.53,44.0,False,202508-202607
todas as atividades,Macapá,513505,Auxiliar nos serviços de alimentação,848,1643.68,1580.0,1621.0,1621.0,1675.78,44.0,False,202508-202607
todas as atividades,Maceió,513505,Auxiliar nos serviços de alimentação,2247,1665.06,1580.0,1695.0,1695.0,1703.46,44.0,False,202508-202607
todas as atividades,Manaus,513505,Auxiliar nos serviços de alimentação,5373,1661.0,1600.0,1621.0,1731.09,1698.32,44.0,False,202508-202607
todas as atividades,Natal,513505,Auxiliar nos serviços de alimentação,2480,1628.18,1595.0,1621.0,1653.0,1665.33,44.0,False,202508-202607
todas as atividades,Palmas,513505,Auxiliar nos serviços de alimentação,1137,1706.79,1606.0,1677.0,1725.0,1745.79,44.0,False,202508-202607
todas as atividades,Porto Alegre,513505,Auxiliar nos serviços de alimentação,8663,1863.12,1770.85,1872.0,1916.0,1905.48,44.0,False,202508-202607
todas as atividades,Porto Velho,513505,Auxiliar nos serviços de alimentação,1131,1688.56,1598.0,1700.0,1731.09,1723.69,44.0,False,202508-202607
todas as atividades,Recife,513505,Auxiliar nos serviços de alimentação,5077,1676.47,1638.39,1668.0,1700.0,1713.67,44.0,False,202508-202607
todas as atividades,Rio Branco,513505,Auxiliar nos serviços de alimentação,742,1662.68,1602.5,1621.0,1706.5,1698.66,44.0,False,202508-202607
todas as atividades,Rio de Janeiro,513505,Auxiliar nos serviços de alimentação,19572,1742.48,1621.0,1706.84,1810.0,1780.63,44.0,False,202508-202607
todas as atividades,Salvador,513505,Auxiliar nos serviços de alimentação,4942,1664.27,1621.0,1625.09,1700.0,1700.78,44.0,False,202508-202607
todas as atividades,São Luís,513505,Auxiliar nos serviços de alimentação,1859,1680.59,1665.29,1665.59,1670.0,1718.48,44.0,False,202508-202607
todas as atividades,São Paulo,513505,Auxiliar nos serviços de alimentação,57514,2014.14,1810.0,1972.38,2125.85,2059.46,44.0,False,202508-202607
todas as atividades,Teresina,513505,Auxiliar nos serviços de alimentação,1553,1647.13,1570.0,1653.96,1675.0,1684.46,44.0,False,202508-202607
todas as atividades,Vitória,513505,Auxiliar nos serviços de alimentação,2271,1754.67,1640.0,1705.0,1800.0,1795.19,44.0,False,202508-202607
todas as atividades,Aracaju,514320,Faxineiro,3230,1606.43,1560.0,1621.0,1623.22,1641.84,44.0,False,202508-202607
todas as atividades,Belo Horizonte,514320,Faxineiro,35518,1730.93,1649.12,1715.99,1772.8,1768.04,44.0,False,202508-202607
todas as atividades,Belém,514320,Faxineiro,8088,1636.47,1586.87,1621.0,1694.62,1671.87,44.0,False,202508-202607
todas as atividades,Boa Vista,514320,Faxineiro,1966,1637.49,1586.31,1621.0,1636.02,1671.77,44.0,False,202508-202607
todas as atividades,Brasília,514320,Faxineiro,31018,1739.06,1630.0,1743.69,1850.0,1777.24,44.0,False,202508-202607
todas as atividades,Campo Grande,514320,Faxineiro,6468,1680.38,1600.0,1651.0,1717.2,1716.6,44.0,False,202508-202607
todas as atividades,Cuiabá,514320,Faxineiro,8613,1695.17,1621.0,1632.91,1743.97,1732.85,44.0,False,202508-202607
todas as atividades,Curitiba,514320,Faxineiro,26237,1852.44,1764.0,1828.0,1900.0,1893.97,44.0,False,202508-202607
todas as atividades,Florianópolis,514320,Faxineiro,8464,1854.99,1653.63,1752.85,1985.0,1896.41,44.0,False,202508-202607
todas as atividades,Fortaleza,514320,Faxineiro,18891,1630.41,1548.36,1621.0,1641.12,1665.19,44.0,False,202508-202607
todas as atividades,Goiânia,514320,Faxineiro,16660,1719.63,1601.55,1676.0,1711.5,1760.28,44.0,False,202508-202607
todas as atividades,João Pessoa,514320,Faxineiro,5864,1609.28,1530.0,1621.0,1631.5,1644.75,44.0,False,202508-202607
todas as atividades,Macapá,514320,Faxineiro,4532,1670.3,1621.0,1649.48,1717.2,1703.58,44.0,False,202508-202607
todas as atividades,Maceió,514320,Faxineiro,4942,1621.29,1550.0,1621.0,1666.0,1657.51,44.0,False,202508-202607
todas as atividades,Manaus,514320,Faxineiro,13045,1640.47,1550.0,1621.0,1670.0,1678.71,44.0,False,202508-202607
todas as atividades,Natal,514320,Faxineiro,5813,1611.98,1580.42,1621.0,1645.42,1651.13,44.0,False,202508-202607
todas as atividades,Palmas,514320,Faxineiro,2189,1679.1,1588.83,1673.6,1696.71,1717.04,44.0,False,202508-202607
todas as atividades,Porto Alegre,514320,Faxineiro,16032,1761.19,1653.58,1765.86,1819.0,1800.8,44.0,False,202508-202607
todas as atividades,Porto Velho,514320,Faxineiro,3061,1684.82,1621.0,1700.0,1743.48,1723.19,44.0,False,202508-202607
todas as atividades,Recife,514320,Faxineiro,11261,1630.29,1567.5,1632.45,1654.71,1663.24,44.0,False,202508-202607
todas as atividades,Rio Branco,514320,Faxineiro,2511,1624.01,1540.47,1621.0,1663.7,1658.44,44.0,False,202508-202607
todas as atividades,Rio de Janeiro,514320,Faxineiro,51177,1728.91,1651.0,1730.75,1745.0,1765.91,44.0,False,202508-202607
todas as atividades,Salvador,514320,Faxineiro,14773,1626.52,1552.0,1621.0,1660.0,1662.35,44.0,False,202508-202607
todas as atividades,São Luís,514320,Faxineiro,6181,1621.94,1535.0,1621.0,1636.74,1658.29,44.0,False,202508-202607
todas as atividades,São Paulo,514320,Faxineiro,214782,1826.17,1717.2,1823.93,1837.4,1866.47,44.0,False,202508-202607
todas as atividades,Teresina,514320,Faxineiro,3321,1614.08,1553.96,1621.0,1654.13,1650.11,44.0,False,202508-202607
todas as atividades,Vitória,514320,Faxineiro,3567,1692.75,1608.14,1653.63,1735.02,1732.38,44.0,False,202508-202607
todas as atividades,Aracaju,521140,Atendente de lojas e mercados,2464,1645.67,1621.0,1635.0,1660.0,1681.18,44.0,False,202508-202607
todas as atividades,Belo Horizonte,521140,Atendente de lojas e mercados,16075,1760.96,1697.0,1720.0,1836.79,1799.48,44.0,False,202508-202607
todas as atividades,Belém,521140,Atendente de lojas e mercados,3762,1634.32,1519.47,1621.0,1670.0,1673.74,44.0,False,202508-202607
todas as atividades,Boa Vista,521140,Atendente de lojas e mercados,2657,1605.23,1601.49,1621.0,1621.0,1639.28,44.0,False,202508-202607
todas as atividades,Brasília,521140,Atendente de lojas e mercados,20393,1675.63,1621.0,1681.0,1700.0,1714.49,44.0,False,202508-202607
todas as atividades,Campo Grande,521140,Atendente de lojas e mercados,5252,1777.02,1665.0,1790.0,1830.0,1817.08,44.0,False,202508-202607
todas as atividades,Cuiabá,521140,Atendente de lojas e mercados,3141,1698.49,1615.0,1685.0,1720.0,1736.6,44.0,False,202508-202607
todas as atividades,Curitiba,521140,Atendente de lojas e mercados,16250,1896.22,1710.99,1891.0,2058.0,1941.91,44.0,False,202508-202607
todas as atividades,Florianópolis,521140,Atendente de lojas e mercados,3432,2182.36,2110.0,2255.0,2271.0,2235.28,44.0,False,202508-202607
todas as atividades,Fortaleza,521140,Atendente de lojas e mercados,6422,1646.16,1594.11,1635.0,1674.49,1683.98,44.0,False,202508-202607
todas as atividades,Goiânia,521140,Atendente de lojas e mercados,7676,1708.37,1621.0,1683.27,1738.01,1747.17,44.0,False,202508-202607
todas as atividades,João Pessoa,521140,Atendente de lojas e mercados,2939,1675.83,1675.0,1685.0,1700.0,1713.35,44.0,False,202508-202607
todas as atividades,Macapá,521140,Atendente de lojas e mercados,1312,1614.06,1560.0,1621.0,1621.0,1646.55,44.0,False,202508-202607
todas as atividades,Maceió,521140,Atendente de lojas e mercados,2578,1618.5,1553.0,1621.0,1660.0,1652.98,44.0,False,202508-202607
todas as atividades,Manaus,521140,Atendente de lojas e mercados,7584,1624.42,1600.0,1621.0,1650.0,1660.76,44.0,False,202508-202607
todas as atividades,Natal,521140,Atendente de lojas e mercados,2443,1608.58,1565.0,1621.0,1628.0,1644.71,44.0,False,202508-202607
todas as atividades,Palmas,521140,Atendente de lojas e mercados,1315,1702.36,1606.0,1677.0,1725.0,1741.82,44.0,False,202508-202607
todas as atividades,Porto Alegre,521140,Atendente de lojas e mercados,6783,1879.97,1802.0,1916.0,1926.0,1922.38,44.0,False,202508-202607
todas as atividades,Porto Velho,521140,Atendente de lojas e mercados,1625,1713.47,1688.0,1700.0,1773.0,1751.21,44.0,False,202508-202607
todas as atividades,Recife,521140,Atendente de lojas e mercados,6015,1678.9,1647.79,1655.4,1733.0,1713.97,44.0,False,202508-202607
todas as atividades,Rio Branco,521140,Atendente de lojas e mercados,1064,1642.6,1576.84,1621.0,1672.22,1678.62,44.0,False,202508-202607
todas as atividades,Rio de Janeiro,521140,Atendente de lojas e mercados,27984,1725.46,1621.0,1712.0,1810.0,1765.73,44.0,False,202508-202607
todas as atividades,Salvador,521140,Atendente de lojas e mercados,6792,1673.1,1621.0,1646.0,1703.44,1710.59,44.0,False,202508-202607
todas as atividades,São Luís,521140,Atendente de lojas e mercados,2714,1716.87,1621.0,1686.14,1787.3,1756.94,44.0,False,202508-202607
todas as atividades,São Paulo,521140,Atendente de lojas e mercados,80594,2027.64,1922.48,2070.51,2120.0,2074.85,44.0,False,202508-202607
todas as atividades,Teresina,521140,Atendente de lojas e mercados,1811,1658.49,1601.48,1633.51,1728.39,1694.5,44.0,False,202508-202607
todas as atividades,Vitória,521140,Atendente de lojas e mercados,2022,1704.44,1640.0,1650.0,1713.61,1742.21,44.0,False,202508-202607
todas as atividades,27 capitais,141510,Gerente de restaurante,8730,3042.42,2190.85,2690.12,3500.0,3110.08,44.0,False,202508-202607
todas as atividades,27 capitais,141515,Gerente de bar,1788,2748.31,2000.0,2500.0,3032.68,2812.35,44.0,False,202508-202607
todas as atividades,27 capitais,371410,Recreador,8270,1908.87,1639.44,1800.0,2037.28,1951.43,44.0,False,202508-202607
todas as atividades,27 capitais,421125,Operador de caixa,190514,1821.21,1650.0,1747.0,1976.0,1863.43,44.0,False,202508-202607
todas as atividades,27 capitais,513205,Cozinheiro geral,93825,2007.45,1683.84,1850.0,2172.0,2053.31,44.0,False,202508-202607
todas as atividades,27 capitais,513405,Garçom,56168,1861.97,1651.8,1750.68,2000.0,1905.27,44.0,False,202508-202607
todas as atividades,27 capitais,513415,Cumim,19782,1749.66,1638.0,1700.0,1804.0,1789.85,44.0,False,202508-202607
todas as atividades,27 capitais,513420,Barman,11650,1886.47,1665.59,1800.0,2000.0,1929.6,44.0,False,202508-202607
todas as atividades,27 capitais,513435,Atendente de lanchonete,165628,1762.74,1621.0,1688.53,1828.0,1802.09,44.0,False,202508-202607
todas as atividades,27 capitais,513505,Auxiliar nos serviços de alimentação,181895,1835.49,1646.96,1800.0,1950.0,1876.66,44.0,False,202508-202607
todas as atividades,27 capitais,514320,Faxineiro,528204,1756.41,1640.75,1717.2,1837.4,1795.08,44.0,False,202508-202607
todas as atividades,27 capitais,521140,Atendente de lojas e mercados,243099,1829.97,1650.0,1773.0,2000.0,1872.03,44.0,False,202508-202607
CNAE 56 - alimentação,Aracaju,141510,Gerente de restaurante,54,2433.24,2000.0,2304.23,2925.68,2494.17,44.0,False,202508-202607
CNAE 56 - alimentação,Belo Horizonte,141510,Gerente de restaurante,617,3006.85,2026.05,2700.0,3663.21,3068.69,44.0,False,202508-202607
CNAE 56 - alimentação,Belém,141510,Gerente de restaurante,67,2421.97,1720.0,2200.0,3035.84,2485.4,44.0,False,202508-202607
CNAE 56 - alimentação,Boa Vista,141510,Gerente de restaurante,7,2280.64,1910.5,2300.0,2628.58,2332.03,44.0,True,202508-202607
CNAE 56 - alimentação,Brasília,141510,Gerente de restaurante,374,2460.32,1810.14,2237.18,2700.0,2517.73,44.0,False,202508-202607
CNAE 56 - alimentação,Campo Grande,141510,Gerente de restaurante,58,2885.55,2195.9,2574.82,3119.5,2939.42,44.0,False,202508-202607
CNAE 56 - alimentação,Cuiabá,141510,Gerente de restaurante,113,3007.64,2180.0,2654.0,3561.99,3073.39,44.0,False,202508-202607
CNAE 56 - alimentação,Curitiba,141510,Gerente de restaurante,499,2919.37,2200.0,2517.04,3338.63,2983.92,44.0,False,202508-202607
CNAE 56 - alimentação,Florianópolis,141510,Gerente de restaurante,143,2746.46,2146.0,2500.0,3000.0,2804.46,44.0,False,202508-202607
CNAE 56 - alimentação,Fortaleza,141510,Gerente de restaurante,160,2258.27,1697.42,2000.0,2525.2,2307.75,44.0,False,202508-202607
CNAE 56 - alimentação,Goiânia,141510,Gerente de restaurante,138,2629.84,2017.5,2446.48,2843.0,2692.19,44.0,False,202508-202607
CNAE 56 - alimentação,João Pessoa,141510,Gerente de restaurante,91,2561.81,2000.0,2431.5,2870.0,2618.99,44.0,False,202508-202607
CNAE 56 - alimentação,Macapá,141510,Gerente de restaurante,12,2307.24,2057.14,2194.0,2634.03,2361.98,44.0,True,202508-202607
CNAE 56 - alimentação,Maceió,141510,Gerente de restaurante,71,2570.73,1897.5,2500.0,3000.0,2629.56,44.0,False,202508-202607
CNAE 56 - alimentação,Manaus,141510,Gerente de restaurante,143,2562.12,1792.86,2200.0,3075.0,2616.68,44.0,False,202508-202607
CNAE 56 - alimentação,Natal,141510,Gerente de restaurante,37,2469.63,1857.14,2301.33,2890.0,2526.84,44.0,False,202508-202607
CNAE 56 - alimentação,Palmas,141510,Gerente de restaurante,18,2458.66,1747.0,2150.0,2674.46,2516.52,44.0,True,202508-202607
CNAE 56 - alimentação,Porto Alegre,141510,Gerente de restaurante,335,2884.12,2116.05,2600.0,3466.77,2950.64,44.0,False,202508-202607
CNAE 56 - alimentação,Porto Velho,141510,Gerente de restaurante,13,2442.96,1800.0,2000.0,3300.0,2496.3,44.0,True,202508-202607
CNAE 56 - alimentação,Recife,141510,Gerente de restaurante,200,3043.35,2000.0,2769.3,3796.73,3118.12,44.0,False,202508-202607
CNAE 56 - alimentação,Rio Branco,141510,Gerente de restaurante,10,2204.27,1621.0,1881.93,2679.22,2258.42,44.0,True,202508-202607
CNAE 56 - alimentação,Rio de Janeiro,141510,Gerente de restaurante,1157,2642.95,2000.0,2347.5,3000.0,2702.05,44.0,False,202508-202607
CNAE 56 - alimentação,Salvador,141510,Gerente de restaurante,158,2801.6,1985.0,2500.0,3151.18,2861.47,44.0,False,202508-202607
CNAE 56 - alimentação,São Luís,141510,Gerente de restaurante,50,2722.32,1842.5,2265.5,3000.0,2789.08,44.0,False,202508-202607
CNAE 56 - alimentação,São Paulo,141510,Gerente de restaurante,2707,3389.64,2562.56,3000.0,3870.42,3462.02,44.0,False,202508-202607
CNAE 56 - alimentação,Teresina,141510,Gerente de restaurante,27,2169.36,1800.0,2000.0,2262.98,2215.2,44.0,True,202508-202607
CNAE 56 - alimentação,Vitória,141510,Gerente de restaurante,128,3281.64,2377.76,2843.07,4289.52,3359.93,44.0,False,202508-202607
CNAE 56 - alimentação,Aracaju,141515,Gerente de bar,5,2616.0,2100.0,3000.0,3000.0,2692.54,44.0,True,202508-202607
CNAE 56 - alimentação,Belo Horizonte,141515,Gerente de bar,154,2422.48,2000.0,2275.0,2742.0,2476.55,44.0,False,202508-202607
CNAE 56 - alimentação,Belém,141515,Gerente de bar,13,2161.93,1725.28,2000.0,2128.0,2207.55,44.0,True,202508-202607
CNAE 56 - alimentação,Boa Vista,141515,Gerente de bar,3,1885.87,1793.16,2000.0,2035.64,1954.76,44.0,True,202508-202607
CNAE 56 - alimentação,Brasília,141515,Gerente de bar,70,2425.86,1800.0,2200.0,3032.68,2478.33,44.0,False,202508-202607
CNAE 56 - alimentação,Campo Grande,141515,Gerente de bar,14,2679.47,2000.0,2500.0,2950.0,2749.95,44.0,True,202508-202607
CNAE 56 - alimentação,Cuiabá,141515,Gerente de bar,7,2304.57,1710.5,2500.0,2795.0,2381.76,44.0,True,202508-202607
CNAE 56 - alimentação,Curitiba,141515,Gerente de bar,71,2582.97,2200.0,2500.0,3000.0,2643.59,44.0,False,202508-202607
CNAE 56 - alimentação,Florianópolis,141515,Gerente de bar,26,2411.49,2146.0,2198.0,2500.0,2470.59,44.0,True,202508-202607
CNAE 56 - alimentação,Fortaleza,141515,Gerente de bar,27,2156.21,1674.49,2000.0,2431.5,2202.08,44.0,True,202508-202607
CNAE 56 - alimentação,Goiânia,141515,Gerente de bar,59,2539.01,1750.0,2251.66,2878.57,2600.33,44.0,False,202508-202607
CNAE 56 - alimentação,João Pessoa,141515,Gerente de bar,16,2617.03,2000.0,2250.0,3000.0,2679.49,44.0,True,202508-202607
CNAE 56 - alimentação,Macapá,141515,Gerente de bar,1,3500.0,3500.0,3500.0,3500.0,3500.0,44.0,True,202508-202607
CNAE 56 - alimentação,Maceió,141515,Gerente de bar,9,2726.98,2024.0,2200.0,2980.0,2778.8,44.0,True,202508-202607
CNAE 56 - alimentação,Manaus,141515,Gerente de bar,19,2327.1,2000.0,2300.0,2528.97,2380.25,44.0,True,202508-202607
CNAE 56 - alimentação,Natal,141515,Gerente de bar,8,2021.16,1800.0,1800.0,2060.82,2082.93,44.0,True,202508-202607
CNAE 56 - alimentação,Palmas,141515,Gerente de bar,2,3400.0,3200.0,3400.0,3600.0,3445.22,44.0,True,202508-202607
CNAE 56 - alimentação,Porto Alegre,141515,Gerente de bar,59,2406.8,1930.0,2102.9,3000.0,2467.13,44.0,False,202508-202607
CNAE 56 - alimentação,Porto Velho,141515,Gerente de bar,3,2440.5,2160.75,2431.5,2715.75,2466.74,44.0,True,202508-202607
CNAE 56 - alimentação,Recife,141515,Gerente de bar,28,2670.64,2000.0,2500.0,2512.5,2744.59,44.0,True,202508-202607
CNAE 56 - alimentação,Rio Branco,141515,Gerente de bar,1,2145.0,2145.0,2145.0,2145.0,2145.0,44.0,True,202508-202607
CNAE 56 - alimentação,Rio de Janeiro,141515,Gerente de bar,288,2345.26,1849.28,2200.0,2600.0,2399.9,44.0,False,202508-202607
CNAE 56 - alimentação,Salvador,141515,Gerente de bar,14,2606.26,2218.64,2500.0,2670.43,2660.48,44.0,True,202508-202607
CNAE 56 - alimentação,São Luís,141515,Gerente de bar,5,2105.6,1765.52,2000.0,2500.0,2151.9,44.0,True,202508-202607
CNAE 56 - alimentação,São Paulo,141515,Gerente de bar,489,3231.04,2360.06,3000.0,3650.0,3302.7,44.0,False,202508-202607
CNAE 56 - alimentação,Teresina,141515,Gerente de bar,4,2009.76,1648.25,1735.52,2097.04,2066.75,44.0,True,202508-202607
CNAE 56 - alimentação,Vitória,141515,Gerente de bar,9,2427.41,1924.4,2500.0,2600.0,2474.52,44.0,True,202508-202607
CNAE 56 - alimentação,Aracaju,371410,Recreador,15,1631.67,1560.0,1621.0,1645.5,1669.35,44.0,True,202508-202607
CNAE 56 - alimentação,Belo Horizonte,371410,Recreador,41,1784.37,1697.0,1738.0,2000.0,1820.76,44.0,False,202508-202607
CNAE 56 - alimentação,Belém,371410,Recreador,42,1647.52,1553.2,1621.0,1700.0,1698.43,44.0,False,202508-202607
CNAE 56 - alimentação,Boa Vista,371410,Recreador,9,1616.84,1586.31,1621.0,1621.0,1647.72,44.0,True,202508-202607
CNAE 56 - alimentação,Brasília,371410,Recreador,179,1724.99,1639.44,1750.68,1750.68,1761.22,44.0,False,202508-202607
CNAE 56 - alimentação,Campo Grande,371410,Recreador,48,1704.62,1600.0,1691.2,1691.2,1738.37,44.0,False,202508-202607
CNAE 56 - alimentação,Cuiabá,371410,Recreador,19,1613.68,1570.0,1621.0,1676.0,1654.51,44.0,True,202508-202607
CNAE 56 - alimentação,Curitiba,371410,Recreador,34,1874.82,1828.0,1828.0,1900.0,1930.42,44.0,False,202508-202607
CNAE 56 - alimentação,Florianópolis,371410,Recreador,7,2050.0,1978.0,1978.0,2146.0,2098.99,44.0,True,202508-202607
CNAE 56 - alimentação,Fortaleza,371410,Recreador,106,1636.54,1568.09,1674.49,1674.49,1671.21,44.0,False,202508-202607
CNAE 56 - alimentação,Goiânia,371410,Recreador,141,1721.55,1635.87,1635.87,1750.0,1757.86,44.0,False,202508-202607
CNAE 56 - alimentação,João Pessoa,371410,Recreador,48,1599.62,1563.0,1621.0,1621.0,1642.06,44.0,False,202508-202607
CNAE 56 - alimentação,Macapá,371410,Recreador,1,1621.0,1621.0,1621.0,1621.0,1645.1,44.0,True,202508-202607
CNAE 56 - alimentação,Maceió,371410,Recreador,25,1648.53,1580.0,1695.0,1695.0,1693.44,44.0,True,202508-202607
CNAE 56 - alimentação,Manaus,371410,Recreador,49,1601.62,1593.9,1621.0,1621.0,1634.56,44.0,False,202508-202607
CNAE 56 - alimentação,Natal,371410,Recreador,24,1631.17,1595.0,1615.0,1663.5,1673.14,44.0,True,202508-202607
CNAE 56 - alimentação,Palmas,371410,Recreador,12,1689.34,1606.0,1712.5,1725.0,1717.91,44.0,True,202508-202607
CNAE 56 - alimentação,Porto Alegre,371410,Recreador,19,1806.09,1770.85,1770.85,1850.0,1831.88,44.0,True,202508-202607
CNAE 56 - alimentação,Porto Velho,371410,Recreador,11,1609.95,1598.0,1598.0,1598.0,1666.27,44.0,True,202508-202607
CNAE 56 - alimentação,Recife,371410,Recreador,72,1686.56,1651.8,1700.0,1700.0,1721.0,44.0,False,202508-202607
CNAE 56 - alimentação,Rio Branco,371410,Recreador,6,1612.0,1518.0,1518.0,1729.5,1655.42,44.0,True,202508-202607
CNAE 56 - alimentação,Rio de Janeiro,371410,Recreador,116,1639.33,1621.0,1621.0,1670.53,1677.23,44.0,False,202508-202607
CNAE 56 - alimentação,Salvador,371410,Recreador,8,1627.7,1625.09,1625.09,1625.09,1679.65,44.0,True,202508-202607
CNAE 56 - alimentação,São Luís,371410,Recreador,14,1672.73,1665.59,1665.59,1665.59,1728.46,44.0,True,202508-202607
CNAE 56 - alimentação,São Paulo,371410,Recreador,70,1967.22,1804.0,1822.04,2070.51,2014.39,44.0,False,202508-202607
CNAE 56 - alimentação,Teresina,371410,Recreador,49,1622.63,1568.0,1675.0,1675.0,1658.89,44.0,False,202508-202607
CNAE 56 - alimentação,Vitória,371410,Recreador,23,1718.19,1705.0,1705.0,1731.28,1749.3,44.0,True,202508-202607
CNAE 56 - alimentação,Aracaju,421125,Operador de caixa,227,1627.91,1560.0,1621.0,1670.0,1666.97,44.0,False,202508-202607
CNAE 56 - alimentação,Belo Horizonte,421125,Operador de caixa,804,1733.62,1621.0,1697.0,1800.0,1773.13,44.0,False,202508-202607
CNAE 56 - alimentação,Belém,421125,Operador de caixa,265,1654.26,1580.0,1621.0,1680.0,1699.45,44.0,False,202508-202607
CNAE 56 - alimentação,Boa Vista,421125,Operador de caixa,56,1621.52,1586.31,1621.0,1621.0,1664.43,44.0,False,202508-202607
CNAE 56 - alimentação,Brasília,421125,Operador de caixa,1145,1721.9,1639.44,1750.0,1750.68,1760.08,44.0,False,202508-202607
