tabela,variavel_id,variavel,unidade,nivel,localidade_id,localidade,periodo,Sexo,valor_original,valor
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,4205407,Florianópolis (SC),202404,Total,6077,6077.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,4205407,Florianópolis (SC),202501,Total,6644,6644.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,4205407,Florianópolis (SC),202502,Total,6936,6936.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,4205407,Florianópolis (SC),202503,Total,6944,6944.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,4205407,Florianópolis (SC),202504,Total,7120,7120.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,4205407,Florianópolis (SC),202601,Total,6893,6893.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,4205407,Florianópolis (SC),202602,Total,6861,6861.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,3550308,São Paulo (SP),202403,Total,5743,5743.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,3550308,São Paulo (SP),202404,Total,5884,5884.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,3550308,São Paulo (SP),202501,Total,5505,5505.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,3550308,São Paulo (SP),202502,Total,5591,5591.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,3550308,São Paulo (SP),202503,Total,5651,5651.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,3550308,São Paulo (SP),202504,Total,5742,5742.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,3550308,São Paulo (SP),202601,Total,5527,5527.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,3550308,São Paulo (SP),202602,Total,5431,5431.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,2800308,Aracaju (SE),202403,Total,3495,3495.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,2800308,Aracaju (SE),202404,Total,3992,3992.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,2800308,Aracaju (SE),202501,Total,3966,3966.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,2800308,Aracaju (SE),202502,Total,3905,3905.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,2800308,Aracaju (SE),202503,Total,4484,4484.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,2800308,Aracaju (SE),202504,Total,4280,4280.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,2800308,Aracaju (SE),202601,Total,4550,4550.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,2800308,Aracaju (SE),202602,Total,4456,4456.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,1721000,Palmas (TO),202403,Total,3806,3806.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,1721000,Palmas (TO),202404,Total,3967,3967.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,1721000,Palmas (TO),202501,Total,4372,4372.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,1721000,Palmas (TO),202502,Total,4242,4242.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,1721000,Palmas (TO),202503,Total,4238,4238.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,1721000,Palmas (TO),202504,Total,4556,4556.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,1721000,Palmas (TO),202601,Total,4469,4469.0
5436,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",Reais,Município,1721000,Palmas (TO),202602,Total,4657,4657.0
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Brasil,1,Brasil,202403,Total,0.8,0.8
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Brasil,1,Brasil,202404,Total,0.8,0.8
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Brasil,1,Brasil,202501,Total,0.9,0.9
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Brasil,1,Brasil,202502,Total,0.8,0.8
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Brasil,1,Brasil,202503,Total,0.8,0.8
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Brasil,1,Brasil,202504,Total,0.8,0.8
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Brasil,1,Brasil,202601,Total,1.0,1.0
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Brasil,1,Brasil,202602,Total,0.8,0.8
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,1200401,Rio Branco (AC),202403,Total,5.1,5.1
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,1200401,Rio Branco (AC),202404,Total,6.6,6.6
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,1200401,Rio Branco (AC),202501,Total,5.0,5.0
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,1200401,Rio Branco (AC),202502,Total,4.8,4.8
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,1200401,Rio Branco (AC),202503,Total,8.0,8.0
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,1200401,Rio Branco (AC),202504,Total,7.5,7.5
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,1200401,Rio Branco (AC),202601,Total,5.8,5.8
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,1200401,Rio Branco (AC),202602,Total,7.3,7.3
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2704302,Maceió (AL),202403,Total,6.4,6.4
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2704302,Maceió (AL),202404,Total,7.7,7.7
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2704302,Maceió (AL),202501,Total,8.7,8.7
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2704302,Maceió (AL),202502,Total,6.8,6.8
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2704302,Maceió (AL),202503,Total,6.7,6.7
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2704302,Maceió (AL),202504,Total,6.5,6.5
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2704302,Maceió (AL),202601,Total,5.8,5.8
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2704302,Maceió (AL),202602,Total,4.5,4.5
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,1600303,Macapá (AP),202403,Total,6.5,6.5
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,1600303,Macapá (AP),202404,Total,6.2,6.2
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,1600303,Macapá (AP),202501,Total,5.6,5.6
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,1600303,Macapá (AP),202502,Total,6.2,6.2
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,1600303,Macapá (AP),202503,Total,7.2,7.2
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,1600303,Macapá (AP),202504,Total,12.1,12.1
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,1600303,Macapá (AP),202601,Total,11.3,11.3
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,1600303,Macapá (AP),202602,Total,7.3,7.3
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,1302603,Manaus (AM),202403,Total,6.1,6.1
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,1302603,Manaus (AM),202404,Total,5.0,5.0
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,1302603,Manaus (AM),202501,Total,4.6,4.6
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,1302603,Manaus (AM),202502,Total,4.7,4.7
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,1302603,Manaus (AM),202503,Total,4.6,4.6
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,1302603,Manaus (AM),202504,Total,6.0,6.0
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,1302603,Manaus (AM),202601,Total,6.3,6.3
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,1302603,Manaus (AM),202602,Total,5.9,5.9
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2927408,Salvador (BA),202403,Total,8.3,8.3
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2927408,Salvador (BA),202404,Total,8.3,8.3
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2927408,Salvador (BA),202501,Total,6.1,6.1
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2927408,Salvador (BA),202502,Total,6.7,6.7
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2927408,Salvador (BA),202503,Total,6.1,6.1
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2927408,Salvador (BA),202504,Total,6.5,6.5
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2927408,Salvador (BA),202601,Total,7.0,7.0
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2927408,Salvador (BA),202602,Total,7.8,7.8
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2304400,Fortaleza (CE),202403,Total,6.8,6.8
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2304400,Fortaleza (CE),202404,Total,6.1,6.1
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2304400,Fortaleza (CE),202501,Total,6.4,6.4
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2304400,Fortaleza (CE),202502,Total,7.9,7.9
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2304400,Fortaleza (CE),202503,Total,6.9,6.9
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2304400,Fortaleza (CE),202504,Total,6.4,6.4
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2304400,Fortaleza (CE),202601,Total,6.3,6.3
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2304400,Fortaleza (CE),202602,Total,8.3,8.3
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,5300108,Brasília (DF),202403,Total,4.6,4.6
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,5300108,Brasília (DF),202404,Total,5.5,5.5
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,5300108,Brasília (DF),202501,Total,4.9,4.9
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,5300108,Brasília (DF),202502,Total,5.2,5.2
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,5300108,Brasília (DF),202503,Total,5.2,5.2
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,5300108,Brasília (DF),202504,Total,4.7,4.7
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,5300108,Brasília (DF),202601,Total,5.2,5.2
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,5300108,Brasília (DF),202602,Total,4.0,4.0
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,3205309,Vitória (ES),202403,Total,9.1,9.1
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,3205309,Vitória (ES),202404,Total,9.2,9.2
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,3205309,Vitória (ES),202501,Total,7.1,7.1
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,3205309,Vitória (ES),202502,Total,8.2,8.2
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,3205309,Vitória (ES),202503,Total,7.8,7.8
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,3205309,Vitória (ES),202504,Total,7.7,7.7
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,3205309,Vitória (ES),202601,Total,7.9,7.9
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,3205309,Vitória (ES),202602,Total,8.7,8.7
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,5208707,Goiânia (GO),202403,Total,5.7,5.7
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,5208707,Goiânia (GO),202404,Total,5.6,5.6
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,5208707,Goiânia (GO),202501,Total,5.5,5.5
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,5208707,Goiânia (GO),202502,Total,6.8,6.8
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,5208707,Goiânia (GO),202503,Total,7.6,7.6
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,5208707,Goiânia (GO),202504,Total,7.0,7.0
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,5208707,Goiânia (GO),202601,Total,9.9,9.9
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,5208707,Goiânia (GO),202602,Total,6.0,6.0
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2111300,São Luís (MA),202403,Total,8.6,8.6
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2111300,São Luís (MA),202404,Total,7.6,7.6
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2111300,São Luís (MA),202501,Total,7.1,7.1
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2111300,São Luís (MA),202502,Total,7.4,7.4
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2111300,São Luís (MA),202503,Total,17.4,17.4
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2111300,São Luís (MA),202504,Total,6.0,6.0
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2111300,São Luís (MA),202601,Total,6.2,6.2
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,2111300,São Luís (MA),202602,Total,6.6,6.6
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,5103403,Cuiabá (MT),202403,Total,9.9,9.9
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,5103403,Cuiabá (MT),202404,Total,8.3,8.3
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,5103403,Cuiabá (MT),202501,Total,7.3,7.3
5436,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",%,Município,5103403,Cuiabá (MT),202502,Total,8.2,8.2
