tabela,variavel_id,variavel,unidade,nivel,localidade_id,localidade,periodo,Sexo,Forma de declaração da idade,Idade,valor_original,valor
9514,93,População residente,Pessoas,Município,4205407,Florianópolis (SC),2022,Total,Total,35 a 39 anos,49003,49003.0
9514,93,População residente,Pessoas,Município,3550308,São Paulo (SP),2022,Total,Total,35 a 39 anos,942674,942674.0
9514,93,População residente,Pessoas,Município,2800308,Aracaju (SE),2022,Total,Total,35 a 39 anos,50481,50481.0
9514,93,População residente,Pessoas,Município,1721000,Palmas (TO),2022,Total,Total,35 a 39 anos,26703,26703.0
9514,93,População residente,Pessoas,Município,1200401,Rio Branco (AC),2022,Total,Total,40 a 44 anos,28924,28924.0
9514,93,População residente,Pessoas,Município,2704302,Maceió (AL),2022,Total,Total,40 a 44 anos,75521,75521.0
9514,93,População residente,Pessoas,Município,1600303,Macapá (AP),2022,Total,Total,40 a 44 anos,32558,32558.0
9514,93,População residente,Pessoas,Município,1302603,Manaus (AM),2022,Total,Total,40 a 44 anos,167172,167172.0
9514,93,População residente,Pessoas,Município,2927408,Salvador (BA),2022,Total,Total,40 a 44 anos,224460,224460.0
9514,93,População residente,Pessoas,Município,2304400,Fortaleza (CE),2022,Total,Total,40 a 44 anos,194267,194267.0
9514,93,População residente,Pessoas,Município,5300108,Brasília (DF),2022,Total,Total,40 a 44 anos,253359,253359.0
9514,93,População residente,Pessoas,Município,3205309,Vitória (ES),2022,Total,Total,40 a 44 anos,26887,26887.0
9514,93,População residente,Pessoas,Município,5208707,Goiânia (GO),2022,Total,Total,40 a 44 anos,120930,120930.0
9514,93,População residente,Pessoas,Município,2111300,São Luís (MA),2022,Total,Total,40 a 44 anos,85452,85452.0
9514,93,População residente,Pessoas,Município,5103403,Cuiabá (MT),2022,Total,Total,40 a 44 anos,54982,54982.0
9514,93,População residente,Pessoas,Município,5002704,Campo Grande (MS),2022,Total,Total,40 a 44 anos,71060,71060.0
9514,93,População residente,Pessoas,Município,3106200,Belo Horizonte (MG),2022,Total,Total,40 a 44 anos,194854,194854.0
9514,93,População residente,Pessoas,Município,1501402,Belém (PA),2022,Total,Total,40 a 44 anos,107814,107814.0
9514,93,População residente,Pessoas,Município,2507507,João Pessoa (PB),2022,Total,Total,40 a 44 anos,68409,68409.0
9514,93,População residente,Pessoas,Município,4106902,Curitiba (PR),2022,Total,Total,40 a 44 anos,147403,147403.0
9514,93,População residente,Pessoas,Município,2611606,Recife (PE),2022,Total,Total,40 a 44 anos,118769,118769.0
9514,93,População residente,Pessoas,Município,2211001,Teresina (PI),2022,Total,Total,40 a 44 anos,71445,71445.0
9514,93,População residente,Pessoas,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,40 a 44 anos,504195,504195.0
9514,93,População residente,Pessoas,Município,2408102,Natal (RN),2022,Total,Total,40 a 44 anos,59019,59019.0
9514,93,População residente,Pessoas,Município,4314902,Porto Alegre (RS),2022,Total,Total,40 a 44 anos,106010,106010.0
9514,93,População residente,Pessoas,Município,1100205,Porto Velho (RO),2022,Total,Total,40 a 44 anos,36601,36601.0
9514,93,População residente,Pessoas,Município,1400100,Boa Vista (RR),2022,Total,Total,40 a 44 anos,30645,30645.0
9514,93,População residente,Pessoas,Município,4205407,Florianópolis (SC),2022,Total,Total,40 a 44 anos,46856,46856.0
9514,93,População residente,Pessoas,Município,3550308,São Paulo (SP),2022,Total,Total,40 a 44 anos,947455,947455.0
9514,93,População residente,Pessoas,Município,2800308,Aracaju (SE),2022,Total,Total,40 a 44 anos,50998,50998.0
9514,93,População residente,Pessoas,Município,1721000,Palmas (TO),2022,Total,Total,40 a 44 anos,25202,25202.0
9514,93,População residente,Pessoas,Município,1200401,Rio Branco (AC),2022,Total,Total,45 a 49 anos,23032,23032.0
9514,93,População residente,Pessoas,Município,2704302,Maceió (AL),2022,Total,Total,45 a 49 anos,67389,67389.0
9514,93,População residente,Pessoas,Município,1600303,Macapá (AP),2022,Total,Total,45 a 49 anos,26874,26874.0
9514,93,População residente,Pessoas,Município,1302603,Manaus (AM),2022,Total,Total,45 a 49 anos,135513,135513.0
9514,93,População residente,Pessoas,Município,2927408,Salvador (BA),2022,Total,Total,45 a 49 anos,182336,182336.0
9514,93,População residente,Pessoas,Município,2304400,Fortaleza (CE),2022,Total,Total,45 a 49 anos,163156,163156.0
9514,93,População residente,Pessoas,Município,5300108,Brasília (DF),2022,Total,Total,45 a 49 anos,210070,210070.0
9514,93,População residente,Pessoas,Município,3205309,Vitória (ES),2022,Total,Total,45 a 49 anos,22069,22069.0
9514,93,População residente,Pessoas,Município,5208707,Goiânia (GO),2022,Total,Total,45 a 49 anos,101125,101125.0
9514,93,População residente,Pessoas,Município,2111300,São Luís (MA),2022,Total,Total,45 a 49 anos,68646,68646.0
9514,93,População residente,Pessoas,Município,5103403,Cuiabá (MT),2022,Total,Total,45 a 49 anos,44522,44522.0
9514,93,População residente,Pessoas,Município,5002704,Campo Grande (MS),2022,Total,Total,45 a 49 anos,60568,60568.0
9514,93,População residente,Pessoas,Município,3106200,Belo Horizonte (MG),2022,Total,Total,45 a 49 anos,160678,160678.0
9514,93,População residente,Pessoas,Município,1501402,Belém (PA),2022,Total,Total,45 a 49 anos,94224,94224.0
9514,93,População residente,Pessoas,Município,2507507,João Pessoa (PB),2022,Total,Total,45 a 49 anos,56492,56492.0
9514,93,População residente,Pessoas,Município,4106902,Curitiba (PR),2022,Total,Total,45 a 49 anos,127287,127287.0
9514,93,População residente,Pessoas,Município,2611606,Recife (PE),2022,Total,Total,45 a 49 anos,105430,105430.0
9514,93,População residente,Pessoas,Município,2211001,Teresina (PI),2022,Total,Total,45 a 49 anos,58662,58662.0
9514,93,População residente,Pessoas,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,45 a 49 anos,426864,426864.0
9514,93,População residente,Pessoas,Município,2408102,Natal (RN),2022,Total,Total,45 a 49 anos,50094,50094.0
9514,93,População residente,Pessoas,Município,4314902,Porto Alegre (RS),2022,Total,Total,45 a 49 anos,88289,88289.0
9514,93,População residente,Pessoas,Município,1100205,Porto Velho (RO),2022,Total,Total,45 a 49 anos,30126,30126.0
9514,93,População residente,Pessoas,Município,1400100,Boa Vista (RR),2022,Total,Total,45 a 49 anos,23737,23737.0
9514,93,População residente,Pessoas,Município,4205407,Florianópolis (SC),2022,Total,Total,45 a 49 anos,36598,36598.0
9514,93,População residente,Pessoas,Município,3550308,São Paulo (SP),2022,Total,Total,45 a 49 anos,812857,812857.0
9514,93,População residente,Pessoas,Município,2800308,Aracaju (SE),2022,Total,Total,45 a 49 anos,42376,42376.0
9514,93,População residente,Pessoas,Município,1721000,Palmas (TO),2022,Total,Total,45 a 49 anos,20207,20207.0
9514,93,População residente,Pessoas,Município,1200401,Rio Branco (AC),2022,Total,Total,50 a 54 anos,19471,19471.0
9514,93,População residente,Pessoas,Município,2704302,Maceió (AL),2022,Total,Total,50 a 54 anos,61459,61459.0
9514,93,População residente,Pessoas,Município,1600303,Macapá (AP),2022,Total,Total,50 a 54 anos,22425,22425.0
9514,93,População residente,Pessoas,Município,1302603,Manaus (AM),2022,Total,Total,50 a 54 anos,111450,111450.0
9514,93,População residente,Pessoas,Município,2927408,Salvador (BA),2022,Total,Total,50 a 54 anos,167966,167966.0
9514,93,População residente,Pessoas,Município,2304400,Fortaleza (CE),2022,Total,Total,50 a 54 anos,156480,156480.0
9514,93,População residente,Pessoas,Município,5300108,Brasília (DF),2022,Total,Total,50 a 54 anos,179636,179636.0
9514,93,População residente,Pessoas,Município,3205309,Vitória (ES),2022,Total,Total,50 a 54 anos,20112,20112.0
9514,93,População residente,Pessoas,Município,5208707,Goiânia (GO),2022,Total,Total,50 a 54 anos,90684,90684.0
9514,93,População residente,Pessoas,Município,2111300,São Luís (MA),2022,Total,Total,50 a 54 anos,63000,63000.0
9514,93,População residente,Pessoas,Município,5103403,Cuiabá (MT),2022,Total,Total,50 a 54 anos,39634,39634.0
9514,93,População residente,Pessoas,Município,5002704,Campo Grande (MS),2022,Total,Total,50 a 54 anos,55483,55483.0
9514,93,População residente,Pessoas,Município,3106200,Belo Horizonte (MG),2022,Total,Total,50 a 54 anos,153791,153791.0
9514,93,População residente,Pessoas,Município,1501402,Belém (PA),2022,Total,Total,50 a 54 anos,87196,87196.0
9514,93,População residente,Pessoas,Município,2507507,João Pessoa (PB),2022,Total,Total,50 a 54 anos,51839,51839.0
9514,93,População residente,Pessoas,Município,4106902,Curitiba (PR),2022,Total,Total,50 a 54 anos,120887,120887.0
9514,93,População residente,Pessoas,Município,2611606,Recife (PE),2022,Total,Total,50 a 54 anos,100962,100962.0
9514,93,População residente,Pessoas,Município,2211001,Teresina (PI),2022,Total,Total,50 a 54 anos,51651,51651.0
9514,93,População residente,Pessoas,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,50 a 54 anos,402001,402001.0
9514,93,População residente,Pessoas,Município,2408102,Natal (RN),2022,Total,Total,50 a 54 anos,48363,48363.0
9514,93,População residente,Pessoas,Município,4314902,Porto Alegre (RS),2022,Total,Total,50 a 54 anos,81321,81321.0
9514,93,População residente,Pessoas,Município,1100205,Porto Velho (RO),2022,Total,Total,50 a 54 anos,26358,26358.0
9514,93,População residente,Pessoas,Município,1400100,Boa Vista (RR),2022,Total,Total,50 a 54 anos,19021,19021.0
9514,93,População residente,Pessoas,Município,4205407,Florianópolis (SC),2022,Total,Total,50 a 54 anos,32470,32470.0
9514,93,População residente,Pessoas,Município,3550308,São Paulo (SP),2022,Total,Total,50 a 54 anos,752842,752842.0
9514,93,População residente,Pessoas,Município,2800308,Aracaju (SE),2022,Total,Total,50 a 54 anos,38720,38720.0
9514,93,População residente,Pessoas,Município,1721000,Palmas (TO),2022,Total,Total,50 a 54 anos,15694,15694.0
9514,93,População residente,Pessoas,Município,1200401,Rio Branco (AC),2022,Total,Total,55 a 59 anos,15849,15849.0
9514,93,População residente,Pessoas,Município,2704302,Maceió (AL),2022,Total,Total,55 a 59 anos,52647,52647.0
9514,93,População residente,Pessoas,Município,1600303,Macapá (AP),2022,Total,Total,55 a 59 anos,17105,17105.0
9514,93,População residente,Pessoas,Município,1302603,Manaus (AM),2022,Total,Total,55 a 59 anos,89635,89635.0
9514,93,População residente,Pessoas,Município,2927408,Salvador (BA),2022,Total,Total,55 a 59 anos,150996,150996.0
9514,93,População residente,Pessoas,Município,2304400,Fortaleza (CE),2022,Total,Total,55 a 59 anos,144145,144145.0
9514,93,População residente,Pessoas,Município,5300108,Brasília (DF),2022,Total,Total,55 a 59 anos,151836,151836.0
9514,93,População residente,Pessoas,Município,3205309,Vitória (ES),2022,Total,Total,55 a 59 anos,20532,20532.0
9514,93,População residente,Pessoas,Município,5208707,Goiânia (GO),2022,Total,Total,55 a 59 anos,79870,79870.0
9514,93,População residente,Pessoas,Município,2111300,São Luís (MA),2022,Total,Total,55 a 59 anos,52555,52555.0
9514,93,População residente,Pessoas,Município,5103403,Cuiabá (MT),2022,Total,Total,55 a 59 anos,34066,34066.0
9514,93,População residente,Pessoas,Município,5002704,Campo Grande (MS),2022,Total,Total,55 a 59 anos,50341,50341.0
9514,93,População residente,Pessoas,Município,3106200,Belo Horizonte (MG),2022,Total,Total,55 a 59 anos,147393,147393.0
9514,93,População residente,Pessoas,Município,1501402,Belém (PA),2022,Total,Total,55 a 59 anos,75408,75408.0
9514,93,População residente,Pessoas,Município,2507507,João Pessoa (PB),2022,Total,Total,55 a 59 anos,48051,48051.0
9514,93,População residente,Pessoas,Município,4106902,Curitiba (PR),2022,Total,Total,55 a 59 anos,111658,111658.0
9514,93,População residente,Pessoas,Município,2611606,Recife (PE),2022,Total,Total,55 a 59 anos,93575,93575.0
9514,93,População residente,Pessoas,Município,2211001,Teresina (PI),2022,Total,Total,55 a 59 anos,46981,46981.0
9514,93,População residente,Pessoas,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,55 a 59 anos,386411,386411.0
9514,93,População residente,Pessoas,Município,2408102,Natal (RN),2022,Total,Total,55 a 59 anos,47005,47005.0
9514,93,População residente,Pessoas,Município,4314902,Porto Alegre (RS),2022,Total,Total,55 a 59 anos,84162,84162.0
9514,93,População residente,Pessoas,Município,1100205,Porto Velho (RO),2022,Total,Total,55 a 59 anos,23041,23041.0
9514,93,População residente,Pessoas,Município,1400100,Boa Vista (RR),2022,Total,Total,55 a 59 anos,15334,15334.0
9514,93,População residente,Pessoas,Município,4205407,Florianópolis (SC),2022,Total,Total,55 a 59 anos,31672,31672.0
9514,93,População residente,Pessoas,Município,3550308,São Paulo (SP),2022,Total,Total,55 a 59 anos,682446,682446.0
9514,93,População residente,Pessoas,Município,2800308,Aracaju (SE),2022,Total,Total,55 a 59 anos,34366,34366.0
9514,93,População residente,Pessoas,Município,1721000,Palmas (TO),2022,Total,Total,55 a 59 anos,12211,12211.0
9514,93,População residente,Pessoas,Município,1200401,Rio Branco (AC),2022,Total,Total,60 a 64 anos,12575,12575.0
9514,93,População residente,Pessoas,Município,2704302,Maceió (AL),2022,Total,Total,60 a 64 anos,42954,42954.0
9514,93,População residente,Pessoas,Município,1600303,Macapá (AP),2022,Total,Total,60 a 64 anos,13424,13424.0
9514,93,População residente,Pessoas,Município,1302603,Manaus (AM),2022,Total,Total,60 a 64 anos,71893,71893.0
9514,93,População residente,Pessoas,Município,2927408,Salvador (BA),2022,Total,Total,60 a 64 anos,129702,129702.0
9514,93,População residente,Pessoas,Município,2304400,Fortaleza (CE),2022,Total,Total,60 a 64 anos,114541,114541.0
9514,93,População residente,Pessoas,Município,5300108,Brasília (DF),2022,Total,Total,60 a 64 anos,116514,116514.0
9514,93,População residente,Pessoas,Município,3205309,Vitória (ES),2022,Total,Total,60 a 64 anos,19349,19349.0
9514,93,População residente,Pessoas,Município,5208707,Goiânia (GO),2022,Total,Total,60 a 64 anos,68785,68785.0
9514,93,População residente,Pessoas,Município,2111300,São Luís (MA),2022,Total,Total,60 a 64 anos,43655,43655.0
9514,93,População residente,Pessoas,Município,5103403,Cuiabá (MT),2022,Total,Total,60 a 64 anos,29223,29223.0
9514,93,População residente,Pessoas,Município,5002704,Campo Grande (MS),2022,Total,Total,60 a 64 anos,43245,43245.0
9514,93,População residente,Pessoas,Município,3106200,Belo Horizonte (MG),2022,Total,Total,60 a 64 anos,134720,134720.0
9514,93,População residente,Pessoas,Município,1501402,Belém (PA),2022,Total,Total,60 a 64 anos,65517,65517.0
9514,93,População residente,Pessoas,Município,2507507,João Pessoa (PB),2022,Total,Total,60 a 64 anos,39034,39034.0
9514,93,População residente,Pessoas,Município,4106902,Curitiba (PR),2022,Total,Total,60 a 64 anos,97950,97950.0
9514,93,População residente,Pessoas,Município,2611606,Recife (PE),2022,Total,Total,60 a 64 anos,81917,81917.0
9514,93,População residente,Pessoas,Município,2211001,Teresina (PI),2022,Total,Total,60 a 64 anos,38479,38479.0
9514,93,População residente,Pessoas,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,60 a 64 anos,360818,360818.0
9514,93,População residente,Pessoas,Município,2408102,Natal (RN),2022,Total,Total,60 a 64 anos,39192,39192.0
9514,93,População residente,Pessoas,Município,4314902,Porto Alegre (RS),2022,Total,Total,60 a 64 anos,82145,82145.0
9514,93,População residente,Pessoas,Município,1100205,Porto Velho (RO),2022,Total,Total,60 a 64 anos,18208,18208.0
9514,93,População residente,Pessoas,Município,1400100,Boa Vista (RR),2022,Total,Total,60 a 64 anos,11596,11596.0
9514,93,População residente,Pessoas,Município,4205407,Florianópolis (SC),2022,Total,Total,60 a 64 anos,28531,28531.0
9514,93,População residente,Pessoas,Município,3550308,São Paulo (SP),2022,Total,Total,60 a 64 anos,606419,606419.0
9514,93,População residente,Pessoas,Município,2800308,Aracaju (SE),2022,Total,Total,60 a 64 anos,28229,28229.0
9514,93,População residente,Pessoas,Município,1721000,Palmas (TO),2022,Total,Total,60 a 64 anos,8890,8890.0
9514,93,População residente,Pessoas,Município,1200401,Rio Branco (AC),2022,Total,Total,65 a 69 anos,9648,9648.0
9514,93,População residente,Pessoas,Município,2704302,Maceió (AL),2022,Total,Total,65 a 69 anos,32452,32452.0
9514,93,População residente,Pessoas,Município,1600303,Macapá (AP),2022,Total,Total,65 a 69 anos,9736,9736.0
9514,93,População residente,Pessoas,Município,1302603,Manaus (AM),2022,Total,Total,65 a 69 anos,52399,52399.0
9514,93,População residente,Pessoas,Município,2927408,Salvador (BA),2022,Total,Total,65 a 69 anos,98972,98972.0
9514,93,População residente,Pessoas,Município,2304400,Fortaleza (CE),2022,Total,Total,65 a 69 anos,87773,87773.0
9514,93,População residente,Pessoas,Município,5300108,Brasília (DF),2022,Total,Total,65 a 69 anos,89949,89949.0
9514,93,População residente,Pessoas,Município,3205309,Vitória (ES),2022,Total,Total,65 a 69 anos,16196,16196.0
9514,93,População residente,Pessoas,Município,5208707,Goiânia (GO),2022,Total,Total,65 a 69 anos,53713,53713.0
9514,93,População residente,Pessoas,Município,2111300,São Luís (MA),2022,Total,Total,65 a 69 anos,33100,33100.0
9514,93,População residente,Pessoas,Município,5103403,Cuiabá (MT),2022,Total,Total,65 a 69 anos,22120,22120.0
9514,93,População residente,Pessoas,Município,5002704,Campo Grande (MS),2022,Total,Total,65 a 69 anos,33667,33667.0
9514,93,População residente,Pessoas,Município,3106200,Belo Horizonte (MG),2022,Total,Total,65 a 69 anos,108787,108787.0
9514,93,População residente,Pessoas,Município,1501402,Belém (PA),2022,Total,Total,65 a 69 anos,50417,50417.0
9514,93,População residente,Pessoas,Município,2507507,João Pessoa (PB),2022,Total,Total,65 a 69 anos,29992,29992.0
9514,93,População residente,Pessoas,Município,4106902,Curitiba (PR),2022,Total,Total,65 a 69 anos,79499,79499.0
9514,93,População residente,Pessoas,Município,2611606,Recife (PE),2022,Total,Total,65 a 69 anos,63441,63441.0
9514,93,População residente,Pessoas,Município,2211001,Teresina (PI),2022,Total,Total,65 a 69 anos,29563,29563.0
9514,93,População residente,Pessoas,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,65 a 69 anos,304598,304598.0
9514,93,População residente,Pessoas,Município,2408102,Natal (RN),2022,Total,Total,65 a 69 anos,30607,30607.0
9514,93,População residente,Pessoas,Município,4314902,Porto Alegre (RS),2022,Total,Total,65 a 69 anos,70134,70134.0
9514,93,População residente,Pessoas,Município,1100205,Porto Velho (RO),2022,Total,Total,65 a 69 anos,12845,12845.0
9514,93,População residente,Pessoas,Município,1400100,Boa Vista (RR),2022,Total,Total,65 a 69 anos,8457,8457.0
9514,93,População residente,Pessoas,Município,4205407,Florianópolis (SC),2022,Total,Total,65 a 69 anos,22668,22668.0
9514,93,População residente,Pessoas,Município,3550308,São Paulo (SP),2022,Total,Total,65 a 69 anos,490960,490960.0
9514,93,População residente,Pessoas,Município,2800308,Aracaju (SE),2022,Total,Total,65 a 69 anos,21942,21942.0
9514,93,População residente,Pessoas,Município,1721000,Palmas (TO),2022,Total,Total,65 a 69 anos,6312,6312.0
9514,93,População residente,Pessoas,Município,1200401,Rio Branco (AC),2022,Total,Total,70 a 74 anos,6546,6546.0
9514,93,População residente,Pessoas,Município,2704302,Maceió (AL),2022,Total,Total,70 a 74 anos,23241,23241.0
9514,93,População residente,Pessoas,Município,1600303,Macapá (AP),2022,Total,Total,70 a 74 anos,6226,6226.0
9514,93,População residente,Pessoas,Município,1302603,Manaus (AM),2022,Total,Total,70 a 74 anos,34251,34251.0
9514,93,População residente,Pessoas,Município,2927408,Salvador (BA),2022,Total,Total,70 a 74 anos,71342,71342.0
9514,93,População residente,Pessoas,Município,2304400,Fortaleza (CE),2022,Total,Total,70 a 74 anos,66304,66304.0
9514,93,População residente,Pessoas,Município,5300108,Brasília (DF),2022,Total,Total,70 a 74 anos,66188,66188.0
9514,93,População residente,Pessoas,Município,3205309,Vitória (ES),2022,Total,Total,70 a 74 anos,11644,11644.0
9514,93,População residente,Pessoas,Município,5208707,Goiânia (GO),2022,Total,Total,70 a 74 anos,39557,39557.0
9514,93,População residente,Pessoas,Município,2111300,São Luís (MA),2022,Total,Total,70 a 74 anos,22671,22671.0
9514,93,População residente,Pessoas,Município,5103403,Cuiabá (MT),2022,Total,Total,70 a 74 anos,14979,14979.0
9514,93,População residente,Pessoas,Município,5002704,Campo Grande (MS),2022,Total,Total,70 a 74 anos,23817,23817.0
9514,93,População residente,Pessoas,Município,3106200,Belo Horizonte (MG),2022,Total,Total,70 a 74 anos,82861,82861.0
9514,93,População residente,Pessoas,Município,1501402,Belém (PA),2022,Total,Total,70 a 74 anos,36700,36700.0
9514,93,População residente,Pessoas,Município,2507507,João Pessoa (PB),2022,Total,Total,70 a 74 anos,22403,22403.0
9514,93,População residente,Pessoas,Município,4106902,Curitiba (PR),2022,Total,Total,70 a 74 anos,59039,59039.0
9514,93,População residente,Pessoas,Município,2611606,Recife (PE),2022,Total,Total,70 a 74 anos,47650,47650.0
9514,93,População residente,Pessoas,Município,2211001,Teresina (PI),2022,Total,Total,70 a 74 anos,21818,21818.0
9514,93,População residente,Pessoas,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,70 a 74 anos,233160,233160.0
9514,93,População residente,Pessoas,Município,2408102,Natal (RN),2022,Total,Total,70 a 74 anos,23202,23202.0
9514,93,População residente,Pessoas,Município,4314902,Porto Alegre (RS),2022,Total,Total,70 a 74 anos,53969,53969.0
9514,93,População residente,Pessoas,Município,1100205,Porto Velho (RO),2022,Total,Total,70 a 74 anos,8098,8098.0
9514,93,População residente,Pessoas,Município,1400100,Boa Vista (RR),2022,Total,Total,70 a 74 anos,5400,5400.0
9514,93,População residente,Pessoas,Município,4205407,Florianópolis (SC),2022,Total,Total,70 a 74 anos,17112,17112.0
9514,93,População residente,Pessoas,Município,3550308,São Paulo (SP),2022,Total,Total,70 a 74 anos,370447,370447.0
9514,93,População residente,Pessoas,Município,2800308,Aracaju (SE),2022,Total,Total,70 a 74 anos,16512,16512.0
9514,93,População residente,Pessoas,Município,1721000,Palmas (TO),2022,Total,Total,70 a 74 anos,4228,4228.0
9514,93,População residente,Pessoas,Município,1200401,Rio Branco (AC),2022,Total,Total,75 a 79 anos,4083,4083.0
9514,93,População residente,Pessoas,Município,2704302,Maceió (AL),2022,Total,Total,75 a 79 anos,13995,13995.0
9514,93,População residente,Pessoas,Município,1600303,Macapá (AP),2022,Total,Total,75 a 79 anos,4090,4090.0
9514,93,População residente,Pessoas,Município,1302603,Manaus (AM),2022,Total,Total,75 a 79 anos,20134,20134.0
9514,93,População residente,Pessoas,Município,2927408,Salvador (BA),2022,Total,Total,75 a 79 anos,43751,43751.0
9514,93,População residente,Pessoas,Município,2304400,Fortaleza (CE),2022,Total,Total,75 a 79 anos,42675,42675.0
9514,93,População residente,Pessoas,Município,5300108,Brasília (DF),2022,Total,Total,75 a 79 anos,42396,42396.0
9514,93,População residente,Pessoas,Município,3205309,Vitória (ES),2022,Total,Total,75 a 79 anos,7493,7493.0
9514,93,População residente,Pessoas,Município,5208707,Goiânia (GO),2022,Total,Total,75 a 79 anos,25381,25381.0
9514,93,População residente,Pessoas,Município,2111300,São Luís (MA),2022,Total,Total,75 a 79 anos,14569,14569.0
9514,93,População residente,Pessoas,Município,5103403,Cuiabá (MT),2022,Total,Total,75 a 79 anos,9333,9333.0
9514,93,População residente,Pessoas,Município,5002704,Campo Grande (MS),2022,Total,Total,75 a 79 anos,15488,15488.0
9514,93,População residente,Pessoas,Município,3106200,Belo Horizonte (MG),2022,Total,Total,75 a 79 anos,57775,57775.0
9514,93,População residente,Pessoas,Município,1501402,Belém (PA),2022,Total,Total,75 a 79 anos,24225,24225.0
9514,93,População residente,Pessoas,Município,2507507,João Pessoa (PB),2022,Total,Total,75 a 79 anos,14400,14400.0
9514,93,População residente,Pessoas,Município,4106902,Curitiba (PR),2022,Total,Total,75 a 79 anos,39360,39360.0
9514,93,População residente,Pessoas,Município,2611606,Recife (PE),2022,Total,Total,75 a 79 anos,31091,31091.0
9514,93,População residente,Pessoas,Município,2211001,Teresina (PI),2022,Total,Total,75 a 79 anos,13444,13444.0
9514,93,População residente,Pessoas,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,75 a 79 anos,151529,151529.0
9514,93,População residente,Pessoas,Município,2408102,Natal (RN),2022,Total,Total,75 a 79 anos,15328,15328.0
9514,93,População residente,Pessoas,Município,4314902,Porto Alegre (RS),2022,Total,Total,75 a 79 anos,37529,37529.0
9514,93,População residente,Pessoas,Município,1100205,Porto Velho (RO),2022,Total,Total,75 a 79 anos,4710,4710.0
9514,93,População residente,Pessoas,Município,1400100,Boa Vista (RR),2022,Total,Total,75 a 79 anos,3112,3112.0
9514,93,População residente,Pessoas,Município,4205407,Florianópolis (SC),2022,Total,Total,75 a 79 anos,10746,10746.0
9514,93,População residente,Pessoas,Município,3550308,São Paulo (SP),2022,Total,Total,75 a 79 anos,244904,244904.0
9514,93,População residente,Pessoas,Município,2800308,Aracaju (SE),2022,Total,Total,75 a 79 anos,10578,10578.0
9514,93,População residente,Pessoas,Município,1721000,Palmas (TO),2022,Total,Total,75 a 79 anos,2692,2692.0
9514,93,População residente,Pessoas,Município,1200401,Rio Branco (AC),2022,Total,Total,80 a 84 anos,2469,2469.0
9514,93,População residente,Pessoas,Município,2704302,Maceió (AL),2022,Total,Total,80 a 84 anos,8664,8664.0
9514,93,População residente,Pessoas,Município,1600303,Macapá (AP),2022,Total,Total,80 a 84 anos,2452,2452.0
9514,93,População residente,Pessoas,Município,1302603,Manaus (AM),2022,Total,Total,80 a 84 anos,11770,11770.0
9514,93,População residente,Pessoas,Município,2927408,Salvador (BA),2022,Total,Total,80 a 84 anos,28965,28965.0
9514,93,População residente,Pessoas,Município,2304400,Fortaleza (CE),2022,Total,Total,80 a 84 anos,28776,28776.0
9514,93,População residente,Pessoas,Município,5300108,Brasília (DF),2022,Total,Total,80 a 84 anos,27501,27501.0
9514,93,População residente,Pessoas,Município,3205309,Vitória (ES),2022,Total,Total,80 a 84 anos,4930,4930.0
9514,93,População residente,Pessoas,Município,5208707,Goiânia (GO),2022,Total,Total,80 a 84 anos,16036,16036.0
9514,93,População residente,Pessoas,Município,2111300,São Luís (MA),2022,Total,Total,80 a 84 anos,9689,9689.0
9514,93,População residente,Pessoas,Município,5103403,Cuiabá (MT),2022,Total,Total,80 a 84 anos,5469,5469.0
9514,93,População residente,Pessoas,Município,5002704,Campo Grande (MS),2022,Total,Total,80 a 84 anos,9622,9622.0
9514,93,População residente,Pessoas,Município,3106200,Belo Horizonte (MG),2022,Total,Total,80 a 84 anos,39304,39304.0
9514,93,População residente,Pessoas,Município,1501402,Belém (PA),2022,Total,Total,80 a 84 anos,14989,14989.0
9514,93,População residente,Pessoas,Município,2507507,João Pessoa (PB),2022,Total,Total,80 a 84 anos,9589,9589.0
9514,93,População residente,Pessoas,Município,4106902,Curitiba (PR),2022,Total,Total,80 a 84 anos,24369,24369.0
9514,93,População residente,Pessoas,Município,2611606,Recife (PE),2022,Total,Total,80 a 84 anos,20825,20825.0
9514,93,População residente,Pessoas,Município,2211001,Teresina (PI),2022,Total,Total,80 a 84 anos,8315,8315.0
9514,93,População residente,Pessoas,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,80 a 84 anos,102752,102752.0
9514,93,População residente,Pessoas,Município,2408102,Natal (RN),2022,Total,Total,80 a 84 anos,10197,10197.0
9514,93,População residente,Pessoas,Município,4314902,Porto Alegre (RS),2022,Total,Total,80 a 84 anos,24570,24570.0
9514,93,População residente,Pessoas,Município,1100205,Porto Velho (RO),2022,Total,Total,80 a 84 anos,2871,2871.0
9514,93,População residente,Pessoas,Município,1400100,Boa Vista (RR),2022,Total,Total,80 a 84 anos,1793,1793.0
9514,93,População residente,Pessoas,Município,4205407,Florianópolis (SC),2022,Total,Total,80 a 84 anos,6581,6581.0
