tabela,variavel_id,variavel,unidade,nivel,localidade_id,localidade,periodo,Sexo,Forma de declaração da idade,Idade,valor_original,valor
9514,93,População residente,Pessoas,Município,3550308,São Paulo (SP),2022,Total,Total,80 a 84 anos,161775,161775.0
9514,93,População residente,Pessoas,Município,2800308,Aracaju (SE),2022,Total,Total,80 a 84 anos,6709,6709.0
9514,93,População residente,Pessoas,Município,1721000,Palmas (TO),2022,Total,Total,80 a 84 anos,1586,1586.0
9514,93,População residente,Pessoas,Município,1200401,Rio Branco (AC),2022,Total,Total,85 a 89 anos,1263,1263.0
9514,93,População residente,Pessoas,Município,2704302,Maceió (AL),2022,Total,Total,85 a 89 anos,4479,4479.0
9514,93,População residente,Pessoas,Município,1600303,Macapá (AP),2022,Total,Total,85 a 89 anos,1384,1384.0
9514,93,População residente,Pessoas,Município,1302603,Manaus (AM),2022,Total,Total,85 a 89 anos,6199,6199.0
9514,93,População residente,Pessoas,Município,2927408,Salvador (BA),2022,Total,Total,85 a 89 anos,15639,15639.0
9514,93,População residente,Pessoas,Município,2304400,Fortaleza (CE),2022,Total,Total,85 a 89 anos,15752,15752.0
9514,93,População residente,Pessoas,Município,5300108,Brasília (DF),2022,Total,Total,85 a 89 anos,14401,14401.0
9514,93,População residente,Pessoas,Município,3205309,Vitória (ES),2022,Total,Total,85 a 89 anos,3162,3162.0
9514,93,População residente,Pessoas,Município,5208707,Goiânia (GO),2022,Total,Total,85 a 89 anos,8393,8393.0
9514,93,População residente,Pessoas,Município,2111300,São Luís (MA),2022,Total,Total,85 a 89 anos,5293,5293.0
9514,93,População residente,Pessoas,Município,5103403,Cuiabá (MT),2022,Total,Total,85 a 89 anos,2822,2822.0
9514,93,População residente,Pessoas,Município,5002704,Campo Grande (MS),2022,Total,Total,85 a 89 anos,5436,5436.0
9514,93,População residente,Pessoas,Município,3106200,Belo Horizonte (MG),2022,Total,Total,85 a 89 anos,23447,23447.0
9514,93,População residente,Pessoas,Município,1501402,Belém (PA),2022,Total,Total,85 a 89 anos,8444,8444.0
9514,93,População residente,Pessoas,Município,2507507,João Pessoa (PB),2022,Total,Total,85 a 89 anos,5015,5015.0
9514,93,População residente,Pessoas,Município,4106902,Curitiba (PR),2022,Total,Total,85 a 89 anos,13618,13618.0
9514,93,População residente,Pessoas,Município,2611606,Recife (PE),2022,Total,Total,85 a 89 anos,11611,11611.0
9514,93,População residente,Pessoas,Município,2211001,Teresina (PI),2022,Total,Total,85 a 89 anos,4725,4725.0
9514,93,População residente,Pessoas,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,85 a 89 anos,61497,61497.0
9514,93,População residente,Pessoas,Município,2408102,Natal (RN),2022,Total,Total,85 a 89 anos,5704,5704.0
9514,93,População residente,Pessoas,Município,4314902,Porto Alegre (RS),2022,Total,Total,85 a 89 anos,14746,14746.0
9514,93,População residente,Pessoas,Município,1100205,Porto Velho (RO),2022,Total,Total,85 a 89 anos,1362,1362.0
9514,93,População residente,Pessoas,Município,1400100,Boa Vista (RR),2022,Total,Total,85 a 89 anos,926,926.0
9514,93,População residente,Pessoas,Município,4205407,Florianópolis (SC),2022,Total,Total,85 a 89 anos,3734,3734.0
9514,93,População residente,Pessoas,Município,3550308,São Paulo (SP),2022,Total,Total,85 a 89 anos,92602,92602.0
9514,93,População residente,Pessoas,Município,2800308,Aracaju (SE),2022,Total,Total,85 a 89 anos,3615,3615.0
9514,93,População residente,Pessoas,Município,1721000,Palmas (TO),2022,Total,Total,85 a 89 anos,791,791.0
9514,93,População residente,Pessoas,Município,1200401,Rio Branco (AC),2022,Total,Total,90 a 94 anos,573,573.0
9514,93,População residente,Pessoas,Município,2704302,Maceió (AL),2022,Total,Total,90 a 94 anos,1951,1951.0
9514,93,População residente,Pessoas,Município,1600303,Macapá (AP),2022,Total,Total,90 a 94 anos,583,583.0
9514,93,População residente,Pessoas,Município,1302603,Manaus (AM),2022,Total,Total,90 a 94 anos,2510,2510.0
9514,93,População residente,Pessoas,Município,2927408,Salvador (BA),2022,Total,Total,90 a 94 anos,7684,7684.0
9514,93,População residente,Pessoas,Município,2304400,Fortaleza (CE),2022,Total,Total,90 a 94 anos,7258,7258.0
9514,93,População residente,Pessoas,Município,5300108,Brasília (DF),2022,Total,Total,90 a 94 anos,6121,6121.0
9514,93,População residente,Pessoas,Município,3205309,Vitória (ES),2022,Total,Total,90 a 94 anos,1501,1501.0
9514,93,População residente,Pessoas,Município,5208707,Goiânia (GO),2022,Total,Total,90 a 94 anos,3555,3555.0
9514,93,População residente,Pessoas,Município,2111300,São Luís (MA),2022,Total,Total,90 a 94 anos,2293,2293.0
9514,93,População residente,Pessoas,Município,5103403,Cuiabá (MT),2022,Total,Total,90 a 94 anos,1141,1141.0
9514,93,População residente,Pessoas,Município,5002704,Campo Grande (MS),2022,Total,Total,90 a 94 anos,2359,2359.0
9514,93,População residente,Pessoas,Município,3106200,Belo Horizonte (MG),2022,Total,Total,90 a 94 anos,11173,11173.0
9514,93,População residente,Pessoas,Município,1501402,Belém (PA),2022,Total,Total,90 a 94 anos,3686,3686.0
9514,93,População residente,Pessoas,Município,2507507,João Pessoa (PB),2022,Total,Total,90 a 94 anos,2351,2351.0
9514,93,População residente,Pessoas,Município,4106902,Curitiba (PR),2022,Total,Total,90 a 94 anos,5995,5995.0
9514,93,População residente,Pessoas,Município,2611606,Recife (PE),2022,Total,Total,90 a 94 anos,5401,5401.0
9514,93,População residente,Pessoas,Município,2211001,Teresina (PI),2022,Total,Total,90 a 94 anos,2251,2251.0
9514,93,População residente,Pessoas,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,90 a 94 anos,29295,29295.0
9514,93,População residente,Pessoas,Município,2408102,Natal (RN),2022,Total,Total,90 a 94 anos,2767,2767.0
9514,93,População residente,Pessoas,Município,4314902,Porto Alegre (RS),2022,Total,Total,90 a 94 anos,6915,6915.0
9514,93,População residente,Pessoas,Município,1100205,Porto Velho (RO),2022,Total,Total,90 a 94 anos,567,567.0
9514,93,População residente,Pessoas,Município,1400100,Boa Vista (RR),2022,Total,Total,90 a 94 anos,385,385.0
9514,93,População residente,Pessoas,Município,4205407,Florianópolis (SC),2022,Total,Total,90 a 94 anos,1727,1727.0
9514,93,População residente,Pessoas,Município,3550308,São Paulo (SP),2022,Total,Total,90 a 94 anos,42666,42666.0
9514,93,População residente,Pessoas,Município,2800308,Aracaju (SE),2022,Total,Total,90 a 94 anos,1797,1797.0
9514,93,População residente,Pessoas,Município,1721000,Palmas (TO),2022,Total,Total,90 a 94 anos,303,303.0
9514,93,População residente,Pessoas,Município,1200401,Rio Branco (AC),2022,Total,Total,95 a 99 anos,192,192.0
9514,93,População residente,Pessoas,Município,2704302,Maceió (AL),2022,Total,Total,95 a 99 anos,652,652.0
9514,93,População residente,Pessoas,Município,1600303,Macapá (AP),2022,Total,Total,95 a 99 anos,179,179.0
9514,93,População residente,Pessoas,Município,1302603,Manaus (AM),2022,Total,Total,95 a 99 anos,776,776.0
9514,93,População residente,Pessoas,Município,2927408,Salvador (BA),2022,Total,Total,95 a 99 anos,2504,2504.0
9514,93,População residente,Pessoas,Município,2304400,Fortaleza (CE),2022,Total,Total,95 a 99 anos,2463,2463.0
9514,93,População residente,Pessoas,Município,5300108,Brasília (DF),2022,Total,Total,95 a 99 anos,1720,1720.0
9514,93,População residente,Pessoas,Município,3205309,Vitória (ES),2022,Total,Total,95 a 99 anos,445,445.0
9514,93,População residente,Pessoas,Município,5208707,Goiânia (GO),2022,Total,Total,95 a 99 anos,922,922.0
9514,93,População residente,Pessoas,Município,2111300,São Luís (MA),2022,Total,Total,95 a 99 anos,730,730.0
9514,93,População residente,Pessoas,Município,5103403,Cuiabá (MT),2022,Total,Total,95 a 99 anos,309,309.0
9514,93,População residente,Pessoas,Município,5002704,Campo Grande (MS),2022,Total,Total,95 a 99 anos,611,611.0
9514,93,População residente,Pessoas,Município,3106200,Belo Horizonte (MG),2022,Total,Total,95 a 99 anos,3385,3385.0
9514,93,População residente,Pessoas,Município,1501402,Belém (PA),2022,Total,Total,95 a 99 anos,1119,1119.0
9514,93,População residente,Pessoas,Município,2507507,João Pessoa (PB),2022,Total,Total,95 a 99 anos,676,676.0
9514,93,População residente,Pessoas,Município,4106902,Curitiba (PR),2022,Total,Total,95 a 99 anos,1610,1610.0
9514,93,População residente,Pessoas,Município,2611606,Recife (PE),2022,Total,Total,95 a 99 anos,1722,1722.0
9514,93,População residente,Pessoas,Município,2211001,Teresina (PI),2022,Total,Total,95 a 99 anos,760,760.0
9514,93,População residente,Pessoas,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,95 a 99 anos,8132,8132.0
9514,93,População residente,Pessoas,Município,2408102,Natal (RN),2022,Total,Total,95 a 99 anos,1007,1007.0
9514,93,População residente,Pessoas,Município,4314902,Porto Alegre (RS),2022,Total,Total,95 a 99 anos,1927,1927.0
9514,93,População residente,Pessoas,Município,1100205,Porto Velho (RO),2022,Total,Total,95 a 99 anos,174,174.0
9514,93,População residente,Pessoas,Município,1400100,Boa Vista (RR),2022,Total,Total,95 a 99 anos,126,126.0
9514,93,População residente,Pessoas,Município,4205407,Florianópolis (SC),2022,Total,Total,95 a 99 anos,496,496.0
9514,93,População residente,Pessoas,Município,3550308,São Paulo (SP),2022,Total,Total,95 a 99 anos,11526,11526.0
9514,93,População residente,Pessoas,Município,2800308,Aracaju (SE),2022,Total,Total,95 a 99 anos,628,628.0
9514,93,População residente,Pessoas,Município,1721000,Palmas (TO),2022,Total,Total,95 a 99 anos,88,88.0
9514,93,População residente,Pessoas,Município,1200401,Rio Branco (AC),2022,Total,Total,100 anos ou mais,61,61.0
9514,93,População residente,Pessoas,Município,2704302,Maceió (AL),2022,Total,Total,100 anos ou mais,165,165.0
9514,93,População residente,Pessoas,Município,1600303,Macapá (AP),2022,Total,Total,100 anos ou mais,97,97.0
9514,93,População residente,Pessoas,Município,1302603,Manaus (AM),2022,Total,Total,100 anos ou mais,206,206.0
9514,93,População residente,Pessoas,Município,2927408,Salvador (BA),2022,Total,Total,100 anos ou mais,516,516.0
9514,93,População residente,Pessoas,Município,2304400,Fortaleza (CE),2022,Total,Total,100 anos ou mais,434,434.0
9514,93,População residente,Pessoas,Município,5300108,Brasília (DF),2022,Total,Total,100 anos ou mais,300,300.0
9514,93,População residente,Pessoas,Município,3205309,Vitória (ES),2022,Total,Total,100 anos ou mais,85,85.0
9514,93,População residente,Pessoas,Município,5208707,Goiânia (GO),2022,Total,Total,100 anos ou mais,171,171.0
9514,93,População residente,Pessoas,Município,2111300,São Luís (MA),2022,Total,Total,100 anos ou mais,264,264.0
9514,93,População residente,Pessoas,Município,5103403,Cuiabá (MT),2022,Total,Total,100 anos ou mais,85,85.0
9514,93,População residente,Pessoas,Município,5002704,Campo Grande (MS),2022,Total,Total,100 anos ou mais,130,130.0
9514,93,População residente,Pessoas,Município,3106200,Belo Horizonte (MG),2022,Total,Total,100 anos ou mais,652,652.0
9514,93,População residente,Pessoas,Município,1501402,Belém (PA),2022,Total,Total,100 anos ou mais,307,307.0
9514,93,População residente,Pessoas,Município,2507507,João Pessoa (PB),2022,Total,Total,100 anos ou mais,154,154.0
9514,93,População residente,Pessoas,Município,4106902,Curitiba (PR),2022,Total,Total,100 anos ou mais,237,237.0
9514,93,População residente,Pessoas,Município,2611606,Recife (PE),2022,Total,Total,100 anos ou mais,338,338.0
9514,93,População residente,Pessoas,Município,2211001,Teresina (PI),2022,Total,Total,100 anos ou mais,171,171.0
9514,93,População residente,Pessoas,Município,3304557,Rio de Janeiro (RJ),2022,Total,Total,100 anos ou mais,1390,1390.0
9514,93,População residente,Pessoas,Município,2408102,Natal (RN),2022,Total,Total,100 anos ou mais,191,191.0
9514,93,População residente,Pessoas,Município,4314902,Porto Alegre (RS),2022,Total,Total,100 anos ou mais,325,325.0
9514,93,População residente,Pessoas,Município,1100205,Porto Velho (RO),2022,Total,Total,100 anos ou mais,37,37.0
9514,93,População residente,Pessoas,Município,1400100,Boa Vista (RR),2022,Total,Total,100 anos ou mais,42,42.0
9514,93,População residente,Pessoas,Município,4205407,Florianópolis (SC),2022,Total,Total,100 anos ou mais,83,83.0
9514,93,População residente,Pessoas,Município,3550308,São Paulo (SP),2022,Total,Total,100 anos ou mais,1761,1761.0
9514,93,População residente,Pessoas,Município,2800308,Aracaju (SE),2022,Total,Total,100 anos ou mais,124,124.0
9514,93,População residente,Pessoas,Município,1721000,Palmas (TO),2022,Total,Total,100 anos ou mais,26,26.0
