tabela,variavel_id,variavel,unidade,nivel,localidade_id,localidade,periodo,valor_original,valor
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Unidade da Federação,50,Mato Grosso do Sul,2024,3.3,3.3
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Unidade da Federação,50,Mato Grosso do Sul,2025,2.8,2.8
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Unidade da Federação,51,Mato Grosso,2023,3.1,3.1
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Unidade da Federação,51,Mato Grosso,2024,2.8,2.8
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Unidade da Federação,51,Mato Grosso,2025,2.8,2.8
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Unidade da Federação,52,Goiás,2023,2.8,2.8
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Unidade da Federação,52,Goiás,2024,2.8,2.8
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Unidade da Federação,52,Goiás,2025,3.2,3.2
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Unidade da Federação,53,Distrito Federal,2023,4.9,4.9
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Unidade da Federação,53,Distrito Federal,2024,5.6,5.6
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Unidade da Federação,53,Distrito Federal,2025,5.0,5.0
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,1301,Manaus - AM,2023,5.6,5.6
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,1301,Manaus - AM,2024,5.0,5.0
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,1301,Manaus - AM,2025,5.6,5.6
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,1501,Belém - PA,2023,8.0,8.0
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,1501,Belém - PA,2024,7.1,7.1
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,1501,Belém - PA,2025,7.7,7.7
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,1601,Macapá - AP,2023,7.0,7.0
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,1601,Macapá - AP,2024,7.3,7.3
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,1601,Macapá - AP,2025,9.6,9.6
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,2101,Grande São Luís - MA,2023,5.5,5.5
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,2101,Grande São Luís - MA,2024,6.6,6.6
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,2101,Grande São Luís - MA,2025,5.4,5.4
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,2301,Fortaleza - CE,2023,5.9,5.9
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,2301,Fortaleza - CE,2024,4.6,4.6
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,2301,Fortaleza - CE,2025,5.7,5.7
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,2401,Natal - RN,2023,8.0,8.0
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,2401,Natal - RN,2024,6.7,6.7
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,2401,Natal - RN,2025,8.7,8.7
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,2501,João Pessoa - PB,2023,9.5,9.5
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,2501,João Pessoa - PB,2024,8.4,8.4
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,2501,João Pessoa - PB,2025,7.9,7.9
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,2601,Recife - PE,2023,6.2,6.2
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,2601,Recife - PE,2024,7.2,7.2
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,2601,Recife - PE,2025,5.2,5.2
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,2701,Maceió - AL,2023,6.6,6.6
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,2701,Maceió - AL,2024,6.5,6.5
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,2701,Maceió - AL,2025,6.0,6.0
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,2801,Aracaju - SE,2023,8.4,8.4
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,2801,Aracaju - SE,2024,7.9,7.9
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,2801,Aracaju - SE,2025,7.1,7.1
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,2901,Salvador - BA,2023,6.8,6.8
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,2901,Salvador - BA,2024,6.3,6.3
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,2901,Salvador - BA,2025,4.8,4.8
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,2023,5.6,5.6
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,2024,5.0,5.0
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,2025,4.9,4.9
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,2023,4.6,4.6
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,2024,4.4,4.4
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,2025,5.0,5.0
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,2023,2.9,2.9
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,2024,2.8,2.8
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,2025,3.9,3.9
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,3501,São Paulo - SP,2023,4.0,4.0
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,3501,São Paulo - SP,2024,3.8,3.8
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,3501,São Paulo - SP,2025,3.5,3.5
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,4101,Curitiba - PR,2023,3.6,3.6
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,4101,Curitiba - PR,2024,3.8,3.8
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,4101,Curitiba - PR,2025,4.8,4.8
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,4201,Florianópolis - SC,2023,5.3,5.3
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,4201,Florianópolis - SC,2024,4.6,4.6
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,4201,Florianópolis - SC,2025,3.9,3.9
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,4301,Porto Alegre - RS,2023,3.2,3.2
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,4301,Porto Alegre - RS,2024,3.9,3.9
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,4301,Porto Alegre - RS,2025,3.6,3.6
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,5101,Vale do Rio Cuiabá - MT,2023,7.3,7.3
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,5101,Vale do Rio Cuiabá - MT,2024,7.0,7.0
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,5101,Vale do Rio Cuiabá - MT,2025,4.6,4.6
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,5201,Goiânia - GO,2023,4.6,4.6
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,5201,Goiânia - GO,2024,4.2,4.2
7395,4197,Coeficiente de variação - Rendimento médio mensal real domiciliar per capita,%,Região Metropolitana até 2020,5201,Goiânia - GO,2025,6.4,6.4
