tabela,variavel_id,variavel,unidade,nivel,localidade_id,localidade,periodo,"Geral, grupo, subgrupo, item e subitem",valor_original,valor
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2601,Recife - PE,202509,12.Alimentação fora do domicílio,0.60,0.6
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2601,Recife - PE,202510,12.Alimentação fora do domicílio,0.50,0.5
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2601,Recife - PE,202511,12.Alimentação fora do domicílio,0.45,0.45
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2601,Recife - PE,202512,12.Alimentação fora do domicílio,0.79,0.79
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2601,Recife - PE,202601,12.Alimentação fora do domicílio,0.24,0.24
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2601,Recife - PE,202602,12.Alimentação fora do domicílio,0.67,0.67
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2601,Recife - PE,202603,12.Alimentação fora do domicílio,0.29,0.29
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2601,Recife - PE,202604,12.Alimentação fora do domicílio,-0.06,-0.06
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2601,Recife - PE,202605,12.Alimentação fora do domicílio,0.78,0.78
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2601,Recife - PE,202606,12.Alimentação fora do domicílio,0.88,0.88
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2601,Recife - PE,202607,12.Alimentação fora do domicílio,-0.26,-0.26
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2601,Recife - PE,202608,12.Alimentação fora do domicílio,0.10,0.1
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202309,12.Alimentação fora do domicílio,0.11,0.11
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202310,12.Alimentação fora do domicílio,0.21,0.21
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202311,12.Alimentação fora do domicílio,-0.12,-0.12
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202312,12.Alimentação fora do domicílio,0.16,0.16
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202401,12.Alimentação fora do domicílio,0.35,0.35
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202402,12.Alimentação fora do domicílio,0.89,0.89
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202403,12.Alimentação fora do domicílio,0.84,0.84
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202404,12.Alimentação fora do domicílio,-0.22,-0.22
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202405,12.Alimentação fora do domicílio,0.53,0.53
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202406,12.Alimentação fora do domicílio,0.21,0.21
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202407,12.Alimentação fora do domicílio,0.01,0.01
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202408,12.Alimentação fora do domicílio,0.36,0.36
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202409,12.Alimentação fora do domicílio,-0.19,-0.19
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202410,12.Alimentação fora do domicílio,0.44,0.44
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202411,12.Alimentação fora do domicílio,0.55,0.55
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202412,12.Alimentação fora do domicílio,1.12,1.12
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202501,12.Alimentação fora do domicílio,0.89,0.89
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202502,12.Alimentação fora do domicílio,1.04,1.04
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202503,12.Alimentação fora do domicílio,1.03,1.03
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202504,12.Alimentação fora do domicílio,0.82,0.82
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202505,12.Alimentação fora do domicílio,0.14,0.14
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202506,12.Alimentação fora do domicílio,0.50,0.5
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202507,12.Alimentação fora do domicílio,0.78,0.78
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202508,12.Alimentação fora do domicílio,0.33,0.33
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202509,12.Alimentação fora do domicílio,0.36,0.36
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202510,12.Alimentação fora do domicílio,-0.17,-0.17
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202511,12.Alimentação fora do domicílio,0.95,0.95
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202512,12.Alimentação fora do domicílio,0.85,0.85
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202601,12.Alimentação fora do domicílio,0.49,0.49
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202602,12.Alimentação fora do domicílio,0.48,0.48
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202603,12.Alimentação fora do domicílio,0.51,0.51
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202604,12.Alimentação fora do domicílio,0.83,0.83
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202605,12.Alimentação fora do domicílio,0.73,0.73
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202606,12.Alimentação fora do domicílio,0.44,0.44
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202607,12.Alimentação fora do domicílio,0.23,0.23
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,2901,Salvador - BA,202608,12.Alimentação fora do domicílio,0.66,0.66
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202309,12.Alimentação fora do domicílio,0.17,0.17
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202310,12.Alimentação fora do domicílio,0.38,0.38
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202311,12.Alimentação fora do domicílio,0.46,0.46
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202312,12.Alimentação fora do domicílio,0.35,0.35
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202401,12.Alimentação fora do domicílio,0.43,0.43
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202402,12.Alimentação fora do domicílio,0.59,0.59
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202403,12.Alimentação fora do domicílio,0.23,0.23
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202404,12.Alimentação fora do domicílio,0.30,0.3
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202405,12.Alimentação fora do domicílio,0.11,0.11
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202406,12.Alimentação fora do domicílio,0.61,0.61
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202407,12.Alimentação fora do domicílio,0.52,0.52
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202408,12.Alimentação fora do domicílio,0.28,0.28
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202409,12.Alimentação fora do domicílio,0.65,0.65
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202410,12.Alimentação fora do domicílio,0.40,0.4
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202411,12.Alimentação fora do domicílio,1.45,1.45
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202412,12.Alimentação fora do domicílio,1.16,1.16
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202501,12.Alimentação fora do domicílio,0.53,0.53
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202502,12.Alimentação fora do domicílio,0.45,0.45
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202503,12.Alimentação fora do domicílio,0.49,0.49
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202504,12.Alimentação fora do domicílio,0.59,0.59
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202505,12.Alimentação fora do domicílio,0.55,0.55
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202506,12.Alimentação fora do domicílio,0.45,0.45
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202507,12.Alimentação fora do domicílio,0.89,0.89
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202508,12.Alimentação fora do domicílio,0.84,0.84
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202509,12.Alimentação fora do domicílio,0.66,0.66
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202510,12.Alimentação fora do domicílio,0.73,0.73
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202511,12.Alimentação fora do domicílio,0.14,0.14
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202512,12.Alimentação fora do domicílio,1.19,1.19
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202601,12.Alimentação fora do domicílio,0.17,0.17
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202602,12.Alimentação fora do domicílio,1.31,1.31
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202603,12.Alimentação fora do domicílio,1.00,1.0
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202604,12.Alimentação fora do domicílio,0.04,0.04
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202605,12.Alimentação fora do domicílio,-0.05,-0.05
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202606,12.Alimentação fora do domicílio,0.20,0.2
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202607,12.Alimentação fora do domicílio,0.55,0.55
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3101,Belo Horizonte - MG,202608,12.Alimentação fora do domicílio,0.63,0.63
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202309,12.Alimentação fora do domicílio,0.52,0.52
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202310,12.Alimentação fora do domicílio,0.14,0.14
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202311,12.Alimentação fora do domicílio,0.95,0.95
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202312,12.Alimentação fora do domicílio,0.99,0.99
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202401,12.Alimentação fora do domicílio,0.80,0.8
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202402,12.Alimentação fora do domicílio,0.35,0.35
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202403,12.Alimentação fora do domicílio,0.50,0.5
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202404,12.Alimentação fora do domicílio,0.04,0.04
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202405,12.Alimentação fora do domicílio,0.68,0.68
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202406,12.Alimentação fora do domicílio,0.24,0.24
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202407,12.Alimentação fora do domicílio,-0.05,-0.05
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202408,12.Alimentação fora do domicílio,0.12,0.12
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202409,12.Alimentação fora do domicílio,0.15,0.15
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202410,12.Alimentação fora do domicílio,0.33,0.33
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202411,12.Alimentação fora do domicílio,0.75,0.75
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202412,12.Alimentação fora do domicílio,1.48,1.48
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202501,12.Alimentação fora do domicílio,2.50,2.5
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202502,12.Alimentação fora do domicílio,0.94,0.94
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202503,12.Alimentação fora do domicílio,0.59,0.59
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202504,12.Alimentação fora do domicílio,1.21,1.21
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202505,12.Alimentação fora do domicílio,0.07,0.07
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202506,12.Alimentação fora do domicílio,0.11,0.11
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202507,12.Alimentação fora do domicílio,0.47,0.47
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202508,12.Alimentação fora do domicílio,0.49,0.49
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202509,12.Alimentação fora do domicílio,0.49,0.49
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202510,12.Alimentação fora do domicílio,0.83,0.83
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202511,12.Alimentação fora do domicílio,0.51,0.51
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202512,12.Alimentação fora do domicílio,0.76,0.76
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202601,12.Alimentação fora do domicílio,1.47,1.47
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202602,12.Alimentação fora do domicílio,0.57,0.57
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202603,12.Alimentação fora do domicílio,-0.08,-0.08
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202604,12.Alimentação fora do domicílio,0.33,0.33
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202605,12.Alimentação fora do domicílio,0.85,0.85
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202606,12.Alimentação fora do domicílio,0.19,0.19
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202607,12.Alimentação fora do domicílio,0.77,0.77
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3201,Grande Vitória - ES,202608,12.Alimentação fora do domicílio,0.08,0.08
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202309,12.Alimentação fora do domicílio,-0.12,-0.12
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202310,12.Alimentação fora do domicílio,0.30,0.3
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202311,12.Alimentação fora do domicílio,0.40,0.4
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202312,12.Alimentação fora do domicílio,0.61,0.61
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202401,12.Alimentação fora do domicílio,0.01,0.01
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202402,12.Alimentação fora do domicílio,0.29,0.29
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202403,12.Alimentação fora do domicílio,0.80,0.8
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202404,12.Alimentação fora do domicílio,0.38,0.38
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202405,12.Alimentação fora do domicílio,-0.17,-0.17
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202406,12.Alimentação fora do domicílio,0.27,0.27
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202407,12.Alimentação fora do domicílio,0.11,0.11
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202408,12.Alimentação fora do domicílio,0.35,0.35
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202409,12.Alimentação fora do domicílio,0.49,0.49
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202410,12.Alimentação fora do domicílio,0.97,0.97
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202411,12.Alimentação fora do domicílio,1.31,1.31
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202412,12.Alimentação fora do domicílio,1.98,1.98
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202501,12.Alimentação fora do domicílio,0.76,0.76
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202502,12.Alimentação fora do domicílio,0.36,0.36
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202503,12.Alimentação fora do domicílio,0.64,0.64
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202504,12.Alimentação fora do domicílio,0.48,0.48
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202505,12.Alimentação fora do domicílio,0.72,0.72
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202506,12.Alimentação fora do domicílio,0.45,0.45
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202507,12.Alimentação fora do domicílio,1.14,1.14
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202508,12.Alimentação fora do domicílio,0.54,0.54
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202509,12.Alimentação fora do domicílio,-0.39,-0.39
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202510,12.Alimentação fora do domicílio,0.11,0.11
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202511,12.Alimentação fora do domicílio,0.84,0.84
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202512,12.Alimentação fora do domicílio,0.66,0.66
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202601,12.Alimentação fora do domicílio,0.39,0.39
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202602,12.Alimentação fora do domicílio,0.37,0.37
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202603,12.Alimentação fora do domicílio,-0.01,-0.01
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202604,12.Alimentação fora do domicílio,0.15,0.15
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202605,12.Alimentação fora do domicílio,0.08,0.08
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202606,12.Alimentação fora do domicílio,0.02,0.02
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202607,12.Alimentação fora do domicílio,0.84,0.84
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3301,Rio de Janeiro - RJ,202608,12.Alimentação fora do domicílio,0.36,0.36
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202309,12.Alimentação fora do domicílio,0.40,0.4
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202310,12.Alimentação fora do domicílio,0.43,0.43
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202311,12.Alimentação fora do domicílio,0.31,0.31
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202312,12.Alimentação fora do domicílio,0.63,0.63
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202401,12.Alimentação fora do domicílio,0.09,0.09
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202402,12.Alimentação fora do domicílio,0.28,0.28
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202403,12.Alimentação fora do domicílio,-0.05,-0.05
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202404,12.Alimentação fora do domicílio,0.54,0.54
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202405,12.Alimentação fora do domicílio,0.93,0.93
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202406,12.Alimentação fora do domicílio,0.38,0.38
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202407,12.Alimentação fora do domicílio,0.41,0.41
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202408,12.Alimentação fora do domicílio,0.47,0.47
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202409,12.Alimentação fora do domicílio,0.17,0.17
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202410,12.Alimentação fora do domicílio,0.71,0.71
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202411,12.Alimentação fora do domicílio,0.54,0.54
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202412,12.Alimentação fora do domicílio,1.44,1.44
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202501,12.Alimentação fora do domicílio,0.30,0.3
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202502,12.Alimentação fora do domicílio,0.26,0.26
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202503,12.Alimentação fora do domicílio,1.05,1.05
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202504,12.Alimentação fora do domicílio,1.10,1.1
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202505,12.Alimentação fora do domicílio,0.51,0.51
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202506,12.Alimentação fora do domicílio,0.46,0.46
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202507,12.Alimentação fora do domicílio,0.92,0.92
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202508,12.Alimentação fora do domicílio,0.74,0.74
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202509,12.Alimentação fora do domicílio,-0.24,-0.24
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202510,12.Alimentação fora do domicílio,0.46,0.46
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202511,12.Alimentação fora do domicílio,0.43,0.43
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202512,12.Alimentação fora do domicílio,0.38,0.38
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202601,12.Alimentação fora do domicílio,0.61,0.61
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202602,12.Alimentação fora do domicílio,0.23,0.23
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202603,12.Alimentação fora do domicílio,0.95,0.95
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202604,12.Alimentação fora do domicílio,0.98,0.98
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202605,12.Alimentação fora do domicílio,0.59,0.59
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202606,12.Alimentação fora do domicílio,-0.17,-0.17
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202607,12.Alimentação fora do domicílio,0.67,0.67
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,3501,São Paulo - SP,202608,12.Alimentação fora do domicílio,0.40,0.4
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,4101,Curitiba - PR,202309,12.Alimentação fora do domicílio,0.49,0.49
7060,63,IPCA - Variação mensal,%,Região Metropolitana até 2020,4101,Curitiba - PR,202310,12.Alimentação fora do domicílio,0.16,0.16
