recorte,capital,cbo,ocupacao,admissoes,salario_p25,salario_mediana,salario_p75,salario_medio,horas_mediana,periodo_competencia,amostra_pequena
CNAE 56 - alimentação,Porto Alegre,513405,Garçom,1850,1770.85,1802.0,1930.0,1857.81,44.0,202508-202607,False
CNAE 56 - alimentação,Porto Alegre,513415,Cumim,194,1770.85,1770.85,1850.0,1812.46,44.0,202508-202607,False
CNAE 56 - alimentação,Porto Alegre,513420,Barman,262,1770.85,1830.62,1930.0,1885.9,44.0,202508-202607,False
CNAE 56 - alimentação,Porto Alegre,513435,Atendente de lanchonete,5015,1770.85,1770.85,1850.0,1802.49,44.0,202508-202607,False
CNAE 56 - alimentação,Porto Alegre,513505,Auxiliar nos serviços de alimentação,4478,1770.85,1770.85,1868.23,1821.52,44.0,202508-202607,False
CNAE 56 - alimentação,Porto Alegre,514320,Faxineiro,1259,1765.86,1770.85,1831.0,1781.27,44.0,202508-202607,False
CNAE 56 - alimentação,Porto Alegre,521140,Atendente de lojas e mercados,474,1770.85,1800.0,1912.0,1854.35,44.0,202508-202607,False
CNAE 56 - alimentação,Porto Velho,141510,Gerente de restaurante,13,1800.0,2000.0,3300.0,2442.96,44.0,202508-202607,True
CNAE 56 - alimentação,Porto Velho,141515,Gerente de bar,3,2160.75,2431.5,2715.75,2440.5,44.0,202508-202607,True
CNAE 56 - alimentação,Porto Velho,371410,Recreador,11,1598.0,1598.0,1598.0,1609.95,44.0,202508-202607,True
CNAE 56 - alimentação,Porto Velho,421125,Operador de caixa,76,1598.0,1639.0,1706.5,1662.65,44.0,202508-202607,False
CNAE 56 - alimentação,Porto Velho,513205,Cozinheiro geral,231,1598.0,1706.5,1800.0,1755.4,44.0,202508-202607,False
CNAE 56 - alimentação,Porto Velho,513405,Garçom,101,1598.0,1637.0,1706.5,1653.1,44.0,202508-202607,False
CNAE 56 - alimentação,Porto Velho,513415,Cumim,51,1598.0,1637.0,1706.5,1655.56,44.0,202508-202607,False
CNAE 56 - alimentação,Porto Velho,513420,Barman,48,1598.0,1694.0,1706.5,1660.85,44.0,202508-202607,False
CNAE 56 - alimentação,Porto Velho,513435,Atendente de lanchonete,513,1598.0,1621.0,1706.5,1641.72,44.0,202508-202607,False
CNAE 56 - alimentação,Porto Velho,513505,Auxiliar nos serviços de alimentação,545,1598.0,1637.0,1706.5,1661.59,44.0,202508-202607,False
CNAE 56 - alimentação,Porto Velho,514320,Faxineiro,92,1598.0,1639.0,1706.5,1666.74,44.0,202508-202607,False
CNAE 56 - alimentação,Porto Velho,521140,Atendente de lojas e mercados,80,1621.0,1686.01,1706.5,1663.48,44.0,202508-202607,False
CNAE 56 - alimentação,Recife,141510,Gerente de restaurante,200,2000.0,2769.3,3796.73,3043.35,44.0,202508-202607,False
CNAE 56 - alimentação,Recife,141515,Gerente de bar,28,2000.0,2500.0,2512.5,2670.64,44.0,202508-202607,True
CNAE 56 - alimentação,Recife,371410,Recreador,72,1651.8,1700.0,1700.0,1686.56,44.0,202508-202607,False
CNAE 56 - alimentação,Recife,421125,Operador de caixa,375,1651.8,1700.0,1700.0,1686.56,44.0,202508-202607,False
CNAE 56 - alimentação,Recife,513205,Cozinheiro geral,1950,1651.65,1700.0,1827.57,1783.49,44.0,202508-202607,False
CNAE 56 - alimentação,Recife,513405,Garçom,1126,1651.8,1700.0,1700.0,1668.7,44.0,202508-202607,False
CNAE 56 - alimentação,Recife,513415,Cumim,810,1651.8,1700.0,1700.0,1675.38,44.0,202508-202607,False
CNAE 56 - alimentação,Recife,513420,Barman,374,1651.8,1700.0,1700.0,1714.75,44.0,202508-202607,False
CNAE 56 - alimentação,Recife,513435,Atendente de lanchonete,3148,1622.73,1656.03,1700.0,1658.97,44.0,202508-202607,False
CNAE 56 - alimentação,Recife,513505,Auxiliar nos serviços de alimentação,3110,1630.46,1668.0,1700.0,1669.43,44.0,202508-202607,False
CNAE 56 - alimentação,Recife,514320,Faxineiro,1372,1638.65,1668.0,1700.0,1658.48,44.0,202508-202607,False
CNAE 56 - alimentação,Recife,521140,Atendente de lojas e mercados,558,1621.0,1651.8,1700.0,1645.73,44.0,202508-202607,False
CNAE 56 - alimentação,Rio Branco,141510,Gerente de restaurante,10,1621.0,1881.93,2679.22,2204.27,44.0,202508-202607,True
CNAE 56 - alimentação,Rio Branco,141515,Gerente de bar,1,2145.0,2145.0,2145.0,2145.0,44.0,202508-202607,True
CNAE 56 - alimentação,Rio Branco,371410,Recreador,6,1518.0,1518.0,1729.5,1612.0,44.0,202508-202607,True
CNAE 56 - alimentação,Rio Branco,421125,Operador de caixa,56,1518.0,1614.24,1621.0,1595.01,44.0,202508-202607,False
CNAE 56 - alimentação,Rio Branco,513205,Cozinheiro geral,85,1621.0,1621.0,1790.07,1721.58,44.0,202508-202607,False
CNAE 56 - alimentação,Rio Branco,513405,Garçom,105,1518.0,1621.0,1639.44,1609.87,44.0,202508-202607,False
CNAE 56 - alimentação,Rio Branco,513415,Cumim,37,1518.0,1621.0,1650.0,1614.51,44.0,202508-202607,False
CNAE 56 - alimentação,Rio Branco,513420,Barman,17,1518.0,1621.0,1621.0,1631.73,44.0,202508-202607,True
CNAE 56 - alimentação,Rio Branco,513435,Atendente de lanchonete,468,1518.0,1621.0,1639.44,1627.69,44.0,202508-202607,False
CNAE 56 - alimentação,Rio Branco,513505,Auxiliar nos serviços de alimentação,367,1518.0,1621.0,1621.0,1617.63,44.0,202508-202607,False
CNAE 56 - alimentação,Rio Branco,514320,Faxineiro,67,1518.0,1621.0,1621.0,1595.76,44.0,202508-202607,False
CNAE 56 - alimentação,Rio Branco,521140,Atendente de lojas e mercados,89,1518.0,1539.44,1621.0,1588.43,44.0,202508-202607,False
CNAE 56 - alimentação,Rio de Janeiro,141510,Gerente de restaurante,1157,2000.0,2347.5,3000.0,2642.95,44.0,202508-202607,False
CNAE 56 - alimentação,Rio de Janeiro,141515,Gerente de bar,288,1849.28,2200.0,2600.0,2345.26,44.0,202508-202607,False
CNAE 56 - alimentação,Rio de Janeiro,371410,Recreador,116,1621.0,1621.0,1670.53,1639.33,44.0,202508-202607,False
CNAE 56 - alimentação,Rio de Janeiro,421125,Operador de caixa,2459,1621.0,1697.14,1800.68,1716.17,44.0,202508-202607,False
CNAE 56 - alimentação,Rio de Janeiro,513205,Cozinheiro geral,7097,1650.0,1801.0,2080.0,1926.04,44.0,202508-202607,False
CNAE 56 - alimentação,Rio de Janeiro,513405,Garçom,6536,1658.8,1658.8,1733.45,1771.95,44.0,202508-202607,False
CNAE 56 - alimentação,Rio de Janeiro,513415,Cumim,2971,1658.8,1658.8,1733.45,1679.65,44.0,202508-202607,False
CNAE 56 - alimentação,Rio de Janeiro,513420,Barman,1516,1736.53,1768.68,1848.27,1770.17,44.0,202508-202607,False
CNAE 56 - alimentação,Rio de Janeiro,513435,Atendente de lanchonete,16540,1555.05,1622.4,1730.4,1654.99,44.0,202508-202607,False
CNAE 56 - alimentação,Rio de Janeiro,513505,Auxiliar nos serviços de alimentação,13229,1621.0,1693.32,1800.68,1729.03,44.0,202508-202607,False
CNAE 56 - alimentação,Rio de Janeiro,514320,Faxineiro,4697,1621.0,1689.35,1800.68,1702.61,44.0,202508-202607,False
CNAE 56 - alimentação,Rio de Janeiro,521140,Atendente de lojas e mercados,2978,1621.0,1700.0,1800.68,1713.23,44.0,202508-202607,False
CNAE 56 - alimentação,Salvador,141510,Gerente de restaurante,158,1985.0,2500.0,3151.18,2801.6,44.0,202508-202607,False
CNAE 56 - alimentação,Salvador,141515,Gerente de bar,14,2218.64,2500.0,2670.43,2606.26,44.0,202508-202607,True
CNAE 56 - alimentação,Salvador,371410,Recreador,8,1625.09,1625.09,1625.09,1627.7,44.0,202508-202607,True
CNAE 56 - alimentação,Salvador,421125,Operador de caixa,600,1625.09,1625.09,1646.0,1644.79,44.0,202508-202607,False
CNAE 56 - alimentação,Salvador,513205,Cozinheiro geral,1827,1625.09,1700.0,1893.45,1800.42,44.0,202508-202607,False
CNAE 56 - alimentação,Salvador,513405,Garçom,1595,1625.09,1625.09,1625.09,1631.96,44.0,202508-202607,False
CNAE 56 - alimentação,Salvador,513415,Cumim,601,1625.09,1625.09,1625.09,1628.15,44.0,202508-202607,False
CNAE 56 - alimentação,Salvador,513420,Barman,351,1625.09,1625.09,1702.96,1671.51,44.0,202508-202607,False
CNAE 56 - alimentação,Salvador,513435,Atendente de lanchonete,2943,1621.0,1625.09,1629.04,1621.32,44.0,202508-202607,False
CNAE 56 - alimentação,Salvador,513505,Auxiliar nos serviços de alimentação,2738,1625.09,1625.09,1650.0,1650.34,44.0,202508-202607,False
CNAE 56 - alimentação,Salvador,514320,Faxineiro,1470,1625.09,1625.09,1625.09,1630.79,44.0,202508-202607,False
CNAE 56 - alimentação,Salvador,521140,Atendente de lojas e mercados,854,1621.0,1625.09,1646.0,1630.5,44.0,202508-202607,False
CNAE 56 - alimentação,São Luís,141510,Gerente de restaurante,50,1842.5,2265.5,3000.0,2722.32,44.0,202508-202607,False
CNAE 56 - alimentação,São Luís,141515,Gerente de bar,5,1765.52,2000.0,2500.0,2105.6,44.0,202508-202607,True
CNAE 56 - alimentação,São Luís,371410,Recreador,14,1665.59,1665.59,1665.59,1672.73,44.0,202508-202607,True
CNAE 56 - alimentação,São Luís,421125,Operador de caixa,259,1665.59,1665.59,1665.59,1673.46,44.0,202508-202607,False
CNAE 56 - alimentação,São Luís,513205,Cozinheiro geral,657,1665.59,1665.59,1765.53,1753.02,44.0,202508-202607,False
CNAE 56 - alimentação,São Luís,513405,Garçom,358,1665.59,1665.59,1665.59,1671.36,44.0,202508-202607,False
CNAE 56 - alimentação,São Luís,513415,Cumim,107,1665.59,1665.59,1665.59,1669.33,44.0,202508-202607,False
CNAE 56 - alimentação,São Luís,513420,Barman,87,1665.59,1665.59,1665.59,1708.0,44.0,202508-202607,False
CNAE 56 - alimentação,São Luís,513435,Atendente de lanchonete,992,1665.59,1665.59,1665.59,1663.71,44.0,202508-202607,False
CNAE 56 - alimentação,São Luís,513505,Auxiliar nos serviços de alimentação,1240,1665.59,1665.59,1665.59,1668.42,44.0,202508-202607,False
CNAE 56 - alimentação,São Luís,514320,Faxineiro,709,1636.74,1636.74,1665.59,1638.8,44.0,202508-202607,False
CNAE 56 - alimentação,São Luís,521140,Atendente de lojas e mercados,156,1665.59,1665.59,1665.76,1672.9,44.0,202508-202607,False
CNAE 56 - alimentação,São Paulo,141510,Gerente de restaurante,2707,2562.56,3000.0,3870.42,3389.64,44.0,202508-202607,False
CNAE 56 - alimentação,São Paulo,141515,Gerente de bar,489,2360.06,3000.0,3650.0,3231.04,44.0,202508-202607,False
CNAE 56 - alimentação,São Paulo,371410,Recreador,70,1804.0,1822.04,2070.51,1967.22,44.0,202508-202607,False
CNAE 56 - alimentação,São Paulo,421125,Operador de caixa,2859,1837.5,2050.02,2200.0,2074.82,44.0,202508-202607,False
CNAE 56 - alimentação,São Paulo,513205,Cozinheiro geral,18211,1850.0,2149.82,2500.0,2278.51,44.0,202508-202607,False
CNAE 56 - alimentação,São Paulo,513405,Garçom,12242,1804.0,2070.0,2200.0,2109.6,44.0,202508-202607,False
CNAE 56 - alimentação,São Paulo,513415,Cumim,4717,1804.0,1804.0,1976.88,1890.41,44.0,202508-202607,False
CNAE 56 - alimentação,São Paulo,513420,Barman,2413,1804.0,2004.0,2300.0,2076.32,44.0,202508-202607,False
CNAE 56 - alimentação,São Paulo,513435,Atendente de lanchonete,42478,1611.78,1774.94,2000.0,1828.46,44.0,202508-202607,False
CNAE 56 - alimentação,São Paulo,513505,Auxiliar nos serviços de alimentação,35245,1804.0,1950.0,2120.0,2021.3,44.0,202508-202607,False
CNAE 56 - alimentação,São Paulo,514320,Faxineiro,7323,1804.0,1837.4,2050.01,1922.89,44.0,202508-202607,False
CNAE 56 - alimentação,São Paulo,521140,Atendente de lojas e mercados,4963,1804.0,1976.1,2107.45,1987.95,44.0,202508-202607,False
CNAE 56 - alimentação,Teresina,141510,Gerente de restaurante,27,1800.0,2000.0,2262.98,2169.36,44.0,202508-202607,True
CNAE 56 - alimentação,Teresina,141515,Gerente de bar,4,1648.25,1735.52,2097.04,2009.76,44.0,202508-202607,True
CNAE 56 - alimentação,Teresina,371410,Recreador,49,1568.0,1675.0,1675.0,1622.63,44.0,202508-202607,False
CNAE 56 - alimentação,Teresina,421125,Operador de caixa,189,1568.0,1675.0,1675.0,1635.55,44.0,202508-202607,False
CNAE 56 - alimentação,Teresina,513205,Cozinheiro geral,426,1568.0,1675.0,1675.0,1705.33,44.0,202508-202607,False
CNAE 56 - alimentação,Teresina,513405,Garçom,565,1568.0,1675.0,1675.0,1647.76,44.0,202508-202607,False
CNAE 56 - alimentação,Teresina,513415,Cumim,126,1568.0,1675.0,1675.0,1642.44,44.0,202508-202607,False
CNAE 56 - alimentação,Teresina,513420,Barman,106,1568.0,1675.0,1675.0,1641.69,44.0,202508-202607,False
CNAE 56 - alimentação,Teresina,513435,Atendente de lanchonete,891,1568.0,1621.0,1675.0,1627.14,44.0,202508-202607,False
CNAE 56 - alimentação,Teresina,513505,Auxiliar nos serviços de alimentação,925,1568.0,1675.0,1675.0,1635.53,44.0,202508-202607,False
CNAE 56 - alimentação,Teresina,514320,Faxineiro,167,1568.0,1647.57,1675.0,1627.79,44.0,202508-202607,False
CNAE 56 - alimentação,Teresina,521140,Atendente de lojas e mercados,194,1568.0,1675.0,1675.0,1646.97,44.0,202508-202607,False
CNAE 56 - alimentação,Vitória,141510,Gerente de restaurante,128,2377.76,2843.07,4289.52,3281.64,44.0,202508-202607,False
CNAE 56 - alimentação,Vitória,141515,Gerente de bar,9,1924.4,2500.0,2600.0,2427.41,44.0,202508-202607,True
CNAE 56 - alimentação,Vitória,371410,Recreador,23,1705.0,1705.0,1731.28,1718.19,44.0,202508-202607,True
CNAE 56 - alimentação,Vitória,421125,Operador de caixa,176,1590.0,1705.0,1726.54,1745.69,44.0,202508-202607,False
CNAE 56 - alimentação,Vitória,513205,Cozinheiro geral,699,1709.25,2031.05,2400.0,2098.83,44.0,202508-202607,False
CNAE 56 - alimentação,Vitória,513405,Garçom,679,1647.29,1705.0,1827.5,1761.45,44.0,202508-202607,False
CNAE 56 - alimentação,Vitória,513415,Cumim,162,1590.0,1705.0,1705.0,1658.48,44.0,202508-202607,False
CNAE 56 - alimentação,Vitória,513420,Barman,105,1705.0,1732.94,1852.23,1800.99,44.0,202508-202607,False
CNAE 56 - alimentação,Vitória,513435,Atendente de lanchonete,1384,1590.0,1705.0,1705.0,1702.39,44.0,202508-202607,False
CNAE 56 - alimentação,Vitória,513505,Auxiliar nos serviços de alimentação,1661,1638.97,1705.0,1790.0,1747.97,44.0,202508-202607,False
CNAE 56 - alimentação,Vitória,514320,Faxineiro,578,1553.88,1704.0,1821.89,1702.46,44.0,202508-202607,False
CNAE 56 - alimentação,Vitória,521140,Atendente de lojas e mercados,269,1616.6,1705.0,1709.25,1687.54,44.0,202508-202607,False
CNAE 56 - alimentação,27 capitais,141510,Gerente de restaurante,7389,2200.0,2700.0,3500.0,3017.41,44.0,202508-202607,False
CNAE 56 - alimentação,27 capitais,141515,Gerente de bar,1404,2000.0,2500.0,3000.0,2701.66,44.0,202508-202607,False
CNAE 56 - alimentação,27 capitais,371410,Recreador,1188,1621.0,1669.2,1750.0,1701.11,44.0,202508-202607,False
CNAE 56 - alimentação,27 capitais,421125,Operador de caixa,14318,1625.09,1733.45,1900.0,1800.66,44.0,202508-202607,False
CNAE 56 - alimentação,27 capitais,513205,Cozinheiro geral,54140,1738.0,1872.0,2233.21,2045.17,44.0,202508-202607,False
CNAE 56 - alimentação,27 capitais,513405,Garçom,43443,1651.0,1750.68,1978.0,1850.5,44.0,202508-202607,False
CNAE 56 - alimentação,27 capitais,513415,Cumim,15995,1639.44,1700.0,1804.0,1739.31,44.0,202508-202607,False
CNAE 56 - alimentação,27 capitais,513420,Barman,9325,1658.8,1770.85,1978.0,1848.27,44.0,202508-202607,False
CNAE 56 - alimentação,27 capitais,513435,Atendente de lanchonete,125289,1621.0,1688.53,1804.0,1747.74,44.0,202508-202607,False
CNAE 56 - alimentação,27 capitais,513505,Auxiliar nos serviços de alimentação,113038,1642.16,1786.12,1934.0,1844.36,44.0,202508-202607,False
CNAE 56 - alimentação,27 capitais,514320,Faxineiro,31792,1625.09,1703.0,1821.6,1766.5,44.0,202508-202607,False
CNAE 56 - alimentação,27 capitais,521140,Atendente de lojas e mercados,19181,1621.0,1712.0,1850.0,1790.53,44.0,202508-202607,False
