recorte,capital,cbo,ocupacao,admissoes,salario_p25,salario_mediana,salario_p75,salario_medio,horas_mediana,periodo_competencia,amostra_pequena
todas as atividades,Aracaju,141510,Gerente de restaurante,55,2000.0,2304.23,2993.27,2534.45,44.0,202508-202607,False
todas as atividades,Aracaju,141515,Gerente de bar,5,2100.0,3000.0,3000.0,2616.0,44.0,202508-202607,True
todas as atividades,Aracaju,371410,Recreador,54,1593.9,1621.0,1706.6,1648.97,44.0,202508-202607,False
todas as atividades,Aracaju,421125,Operador de caixa,1826,1621.0,1635.0,1660.0,1654.78,44.0,202508-202607,False
todas as atividades,Aracaju,513205,Cozinheiro geral,775,1621.0,1680.0,1900.0,1813.44,44.0,202508-202607,False
todas as atividades,Aracaju,513405,Garçom,677,1560.0,1621.0,1661.0,1620.47,44.0,202508-202607,False
todas as atividades,Aracaju,513415,Cumim,217,1560.0,1621.0,1633.89,1609.06,44.0,202508-202607,False
todas as atividades,Aracaju,513420,Barman,168,1560.0,1650.0,1800.0,1739.5,44.0,202508-202607,False
todas as atividades,Aracaju,513435,Atendente de lanchonete,1476,1560.0,1621.0,1621.0,1606.15,44.0,202508-202607,False
todas as atividades,Aracaju,513505,Auxiliar nos serviços de alimentação,1668,1560.0,1621.0,1670.0,1638.59,44.0,202508-202607,False
todas as atividades,Aracaju,514320,Faxineiro,3240,1560.0,1621.0,1623.22,1602.46,44.0,202508-202607,False
todas as atividades,Aracaju,521140,Atendente de lojas e mercados,2464,1621.0,1635.0,1660.0,1645.67,44.0,202508-202607,False
todas as atividades,Belo Horizonte,141510,Gerente de restaurante,730,2031.59,2608.88,3500.0,2981.1,44.0,202508-202607,False
todas as atividades,Belo Horizonte,141515,Gerente de bar,175,2000.0,2285.8,2800.0,2511.88,44.0,202508-202607,False
todas as atividades,Belo Horizonte,371410,Recreador,1046,1800.0,1958.01,2622.4,3762.46,44.0,202508-202607,False
todas as atividades,Belo Horizonte,421125,Operador de caixa,16765,1720.0,1720.0,1836.79,1761.69,44.0,202508-202607,False
todas as atividades,Belo Horizonte,513205,Cozinheiro geral,5386,1737.59,1943.37,2200.0,2017.35,44.0,202508-202607,False
todas as atividades,Belo Horizonte,513405,Garçom,3037,1623.94,1738.0,1750.0,1763.15,44.0,202508-202607,False
todas as atividades,Belo Horizonte,513415,Cumim,598,1621.0,1697.0,1738.0,1701.46,44.0,202508-202607,False
todas as atividades,Belo Horizonte,513420,Barman,452,1650.0,1738.0,2000.0,1841.33,44.0,202508-202607,False
todas as atividades,Belo Horizonte,513435,Atendente de lanchonete,11839,1609.94,1697.0,1791.33,1703.35,44.0,202508-202607,False
todas as atividades,Belo Horizonte,513505,Auxiliar nos serviços de alimentação,11040,1649.12,1700.0,1800.0,1762.53,44.0,202508-202607,False
todas as atividades,Belo Horizonte,514320,Faxineiro,35572,1649.12,1715.99,1772.8,1791.28,44.0,202508-202607,False
todas as atividades,Belo Horizonte,521140,Atendente de lojas e mercados,16079,1697.0,1720.0,1836.79,1760.6,44.0,202508-202607,False
todas as atividades,Belém,141510,Gerente de restaurante,91,1800.0,2420.0,3464.44,3211.63,44.0,202508-202607,False
todas as atividades,Belém,141515,Gerente de bar,24,1606.49,1680.0,2000.0,1903.29,44.0,202508-202607,True
todas as atividades,Belém,371410,Recreador,65,1553.2,1621.0,1728.0,1706.48,44.0,202508-202607,False
todas as atividades,Belém,421125,Operador de caixa,3354,1621.0,1670.0,1802.72,1708.87,44.0,202508-202607,False
todas as atividades,Belém,513205,Cozinheiro geral,2443,1621.0,1650.0,1694.62,1794.8,44.0,202508-202607,False
todas as atividades,Belém,513405,Garçom,798,1580.0,1621.0,1680.0,1653.73,44.0,202508-202607,False
todas as atividades,Belém,513415,Cumim,400,1518.0,1615.32,1621.0,1608.36,44.0,202508-202607,False
todas as atividades,Belém,513420,Barman,219,1580.0,1621.0,1680.0,1706.49,44.0,202508-202607,False
todas as atividades,Belém,513435,Atendente de lanchonete,2724,1580.0,1621.0,1633.11,1615.25,44.0,202508-202607,False
todas as atividades,Belém,513505,Auxiliar nos serviços de alimentação,2462,1560.0,1621.0,1680.0,1641.57,44.0,202508-202607,False
todas as atividades,Belém,514320,Faxineiro,8095,1586.87,1621.0,1694.62,1635.17,44.0,202508-202607,False
todas as atividades,Belém,521140,Atendente de lojas e mercados,3763,1519.47,1621.0,1670.0,1633.89,44.0,202508-202607,False
todas as atividades,Boa Vista,141510,Gerente de restaurante,8,2055.25,2350.0,2892.86,2620.56,44.0,202508-202607,True
todas as atividades,Boa Vista,141515,Gerente de bar,6,1715.75,2000.0,2053.47,1896.43,44.0,202508-202607,True
todas as atividades,Boa Vista,371410,Recreador,60,1586.31,1621.0,1621.0,1623.51,44.0,202508-202607,False
todas as atividades,Boa Vista,421125,Operador de caixa,2248,1601.49,1621.0,1621.0,1606.19,44.0,202508-202607,False
todas as atividades,Boa Vista,513205,Cozinheiro geral,255,1600.0,1621.0,1786.3,1777.4,44.0,202508-202607,False
todas as atividades,Boa Vista,513405,Garçom,252,1586.31,1621.0,1621.0,1615.57,44.0,202508-202607,False
todas as atividades,Boa Vista,513415,Cumim,112,1586.31,1621.0,1621.0,1605.33,44.0,202508-202607,False
todas as atividades,Boa Vista,513420,Barman,40,1586.31,1593.16,1621.0,1627.37,44.0,202508-202607,False
todas as atividades,Boa Vista,513435,Atendente de lanchonete,548,1600.0,1621.0,1621.0,1614.97,44.0,202508-202607,False
todas as atividades,Boa Vista,513505,Auxiliar nos serviços de alimentação,977,1586.31,1621.0,1621.0,1629.36,44.0,202508-202607,False
todas as atividades,Boa Vista,514320,Faxineiro,1966,1586.31,1621.0,1636.02,1637.49,44.0,202508-202607,False
todas as atividades,Boa Vista,521140,Atendente de lojas e mercados,2658,1601.49,1621.0,1621.0,1604.85,44.0,202508-202607,False
todas as atividades,Brasília,141510,Gerente de restaurante,466,1772.56,2200.0,2700.0,2447.39,44.0,202508-202607,False
todas as atividades,Brasília,141515,Gerente de bar,89,1800.0,2204.16,3027.08,2446.82,44.0,202508-202607,False
todas as atividades,Brasília,371410,Recreador,1889,1656.0,1767.97,2001.05,1866.78,44.0,202508-202607,False
todas as atividades,Brasília,421125,Operador de caixa,13564,1621.0,1639.44,1700.0,1659.59,44.0,202508-202607,False
todas as atividades,Brasília,513205,Cozinheiro geral,5309,1702.0,1792.86,2126.2,1992.15,44.0,202508-202607,False
todas as atividades,Brasília,513405,Garçom,4260,1639.44,1750.68,1750.68,1823.94,44.0,202508-202607,False
todas as atividades,Brasília,513415,Cumim,2005,1639.44,1750.68,1750.68,1708.51,44.0,202508-202607,False
todas as atividades,Brasília,513420,Barman,825,1639.44,1750.68,1750.68,1739.79,44.0,202508-202607,False
todas as atividades,Brasília,513435,Atendente de lanchonete,13663,1639.44,1655.0,1750.68,1701.73,44.0,202508-202607,False
todas as atividades,Brasília,513505,Auxiliar nos serviços de alimentação,11082,1639.44,1700.0,1750.68,1732.47,44.0,202508-202607,False
todas as atividades,Brasília,514320,Faxineiro,31019,1630.0,1743.69,1850.0,1739.03,44.0,202508-202607,False
todas as atividades,Brasília,521140,Atendente de lojas e mercados,20393,1621.0,1681.0,1700.0,1675.63,44.0,202508-202607,False
todas as atividades,Campo Grande,141510,Gerente de restaurante,69,2000.0,2508.0,3139.0,2988.95,44.0,202508-202607,False
todas as atividades,Campo Grande,141515,Gerente de bar,20,2000.0,2450.0,2850.0,2561.68,44.0,202508-202607,True
todas as atividades,Campo Grande,371410,Recreador,148,1600.0,1691.2,1800.0,1760.76,44.0,202508-202607,False
todas as atividades,Campo Grande,421125,Operador de caixa,4057,1665.0,1756.0,1831.0,1774.05,44.0,202508-202607,False
todas as atividades,Campo Grande,513205,Cozinheiro geral,1001,1651.0,1830.0,2100.0,1942.47,44.0,202508-202607,False
todas as atividades,Campo Grande,513405,Garçom,708,1621.0,1691.2,1842.54,1756.2,44.0,202508-202607,False
todas as atividades,Campo Grande,513415,Cumim,150,1600.0,1691.2,1691.2,1684.25,44.0,202508-202607,False
todas as atividades,Campo Grande,513420,Barman,164,1600.0,1691.2,1800.0,1732.32,44.0,202508-202607,False
todas as atividades,Campo Grande,513435,Atendente de lanchonete,2824,1600.0,1651.6,1700.0,1697.07,44.0,202508-202607,False
todas as atividades,Campo Grande,513505,Auxiliar nos serviços de alimentação,3645,1621.0,1691.2,1800.0,1752.12,44.0,202508-202607,False
todas as atividades,Campo Grande,514320,Faxineiro,6469,1600.0,1651.0,1717.2,1680.24,44.0,202508-202607,False
todas as atividades,Campo Grande,521140,Atendente de lojas e mercados,5252,1665.0,1790.0,1830.0,1777.02,44.0,202508-202607,False
todas as atividades,Cuiabá,141510,Gerente de restaurante,131,2000.0,2618.0,3531.0,2942.49,44.0,202508-202607,False
todas as atividades,Cuiabá,141515,Gerente de bar,10,1740.0,2000.0,2567.5,2185.2,44.0,202508-202607,True
todas as atividades,Cuiabá,371410,Recreador,136,1633.46,1805.25,2598.53,2128.49,44.0,202508-202607,False
todas as atividades,Cuiabá,421125,Operador de caixa,4505,1615.0,1720.0,1800.0,1733.23,44.0,202508-202607,False
todas as atividades,Cuiabá,513205,Cozinheiro geral,1233,1645.0,1741.5,2000.0,1899.49,44.0,202508-202607,False
todas as atividades,Cuiabá,513405,Garçom,656,1570.0,1621.0,1676.0,1670.08,44.0,202508-202607,False
todas as atividades,Cuiabá,513415,Cumim,173,1570.0,1621.0,1676.0,1655.64,44.0,202508-202607,False
todas as atividades,Cuiabá,513420,Barman,171,1621.0,1676.0,1853.55,1791.13,44.0,202508-202607,False
todas as atividades,Cuiabá,513435,Atendente de lanchonete,2386,1570.0,1621.0,1676.0,1654.32,44.0,202508-202607,False
todas as atividades,Cuiabá,513505,Auxiliar nos serviços de alimentação,2825,1615.0,1676.0,1732.94,1711.11,44.0,202508-202607,False
todas as atividades,Cuiabá,514320,Faxineiro,8632,1621.0,1632.91,1743.97,1692.99,44.0,202508-202607,False
todas as atividades,Cuiabá,521140,Atendente de lojas e mercados,3141,1615.0,1685.0,1720.0,1698.49,44.0,202508-202607,False
todas as atividades,Curitiba,141510,Gerente de restaurante,578,2200.0,2538.48,3500.0,3476.02,44.0,202508-202607,False
todas as atividades,Curitiba,141515,Gerente de bar,83,2184.28,2500.0,2950.0,2532.75,44.0,202508-202607,False
todas as atividades,Curitiba,371410,Recreador,141,1828.0,1996.0,2166.0,2029.47,44.0,202508-202607,False
todas as atividades,Curitiba,421125,Operador de caixa,14091,1711.0,1927.02,2058.0,1917.34,44.0,202508-202607,False
todas as atividades,Curitiba,513205,Cozinheiro geral,7295,1782.73,1900.0,2166.0,2011.09,44.0,202508-202607,False
todas as atividades,Curitiba,513405,Garçom,2752,1828.0,1900.0,2068.0,1978.93,44.0,202508-202607,False
todas as atividades,Curitiba,513415,Cumim,426,1828.0,1900.0,1955.37,1870.6,44.0,202508-202607,False
todas as atividades,Curitiba,513420,Barman,484,1828.0,1925.77,2100.0,2015.99,44.0,202508-202607,False
todas as atividades,Curitiba,513435,Atendente de lanchonete,9604,1828.0,1828.0,2000.0,1906.82,44.0,202508-202607,False
todas as atividades,Curitiba,513505,Auxiliar nos serviços de alimentação,12021,1828.0,1864.85,2002.0,1920.35,44.0,202508-202607,False
todas as atividades,Curitiba,514320,Faxineiro,26258,1764.0,1828.0,1900.0,1851.37,44.0,202508-202607,False
todas as atividades,Curitiba,521140,Atendente de lojas e mercados,16251,1710.99,1891.0,2058.0,1896.11,44.0,202508-202607,False
todas as atividades,Florianópolis,141510,Gerente de restaurante,163,2146.0,2596.8,3000.0,2761.3,44.0,202508-202607,False
todas as atividades,Florianópolis,141515,Gerente de bar,31,2146.0,2269.4,2672.0,2443.59,44.0,202508-202607,False
todas as atividades,Florianópolis,371410,Recreador,138,2000.0,2146.0,2166.0,2249.88,44.0,202508-202607,False
todas as atividades,Florianópolis,421125,Operador de caixa,4101,2127.0,2255.0,2256.0,2222.49,44.0,202508-202607,False
todas as atividades,Florianópolis,513205,Cozinheiro geral,2206,1978.0,2146.0,2315.68,2215.89,44.0,202508-202607,False
todas as atividades,Florianópolis,513405,Garçom,2007,1978.0,2095.0,2146.0,2104.41,44.0,202508-202607,False
todas as atividades,Florianópolis,513415,Cumim,141,1978.0,1978.0,2146.0,2052.21,44.0,202508-202607,False
todas as atividades,Florianópolis,513420,Barman,340,1978.0,2146.0,2183.0,2158.47,44.0,202508-202607,False
todas as atividades,Florianópolis,513435,Atendente de lanchonete,3748,1978.0,2048.46,2146.0,2066.6,44.0,202508-202607,False
todas as atividades,Florianópolis,513505,Auxiliar nos serviços de alimentação,4536,1978.0,2146.0,2200.0,2130.69,44.0,202508-202607,False
todas as atividades,Florianópolis,514320,Faxineiro,8466,1653.63,1752.85,1985.0,1854.7,44.0,202508-202607,False
todas as atividades,Florianópolis,521140,Atendente de lojas e mercados,3432,2110.0,2255.0,2271.0,2182.36,44.0,202508-202607,False
todas as atividades,Fortaleza,141510,Gerente de restaurante,243,1800.0,2245.31,2804.36,2524.93,44.0,202508-202607,False
todas as atividades,Fortaleza,141515,Gerente de bar,35,1687.24,2000.0,2465.75,2227.45,44.0,202508-202607,False
todas as atividades,Fortaleza,371410,Recreador,363,1568.09,1621.0,1674.49,1686.22,44.0,202508-202607,False
todas as atividades,Fortaleza,421125,Operador de caixa,8680,1594.11,1635.0,1672.22,1644.37,44.0,202508-202607,False
todas as atividades,Fortaleza,513205,Cozinheiro geral,4935,1621.0,1655.52,1767.93,1737.03,44.0,202508-202607,False
todas as atividades,Fortaleza,513405,Garçom,2440,1563.54,1658.28,1674.49,1644.68,44.0,202508-202607,False
todas as atividades,Fortaleza,513415,Cumim,1110,1563.54,1658.28,1674.49,1622.91,44.0,202508-202607,False
todas as atividades,Fortaleza,513420,Barman,663,1563.6,1674.49,1674.49,1682.24,44.0,202508-202607,False
todas as atividades,Fortaleza,513435,Atendente de lanchonete,6228,1530.0,1600.0,1658.28,1351.38,44.0,202508-202607,False
todas as atividades,Fortaleza,513505,Auxiliar nos serviços de alimentação,7059,1563.54,1653.42,1674.49,1879.7,44.0,202508-202607,False
todas as atividades,Fortaleza,514320,Faxineiro,18908,1548.36,1621.0,1641.0,1629.33,44.0,202508-202607,False
todas as atividades,Fortaleza,521140,Atendente de lojas e mercados,6424,1594.11,1635.0,1674.49,1645.78,44.0,202508-202607,False
todas as atividades,Goiânia,141510,Gerente de restaurante,179,2000.0,2496.0,2885.0,2657.38,44.0,202508-202607,False
todas as atividades,Goiânia,141515,Gerente de bar,70,1762.5,2219.5,2857.15,2500.12,44.0,202508-202607,False
todas as atividades,Goiânia,371410,Recreador,436,1635.87,1682.42,1760.0,1755.98,44.0,202508-202607,False
todas as atividades,Goiânia,421125,Operador de caixa,9837,1613.0,1653.75,1745.63,1702.42,44.0,202508-202607,False
todas as atividades,Goiânia,513205,Cozinheiro geral,2472,1635.87,1854.62,2288.0,2022.6,44.0,202508-202607,False
todas as atividades,Goiânia,513405,Garçom,2450,1635.87,1635.87,1750.0,1720.86,44.0,202508-202607,False
todas as atividades,Goiânia,513415,Cumim,848,1635.87,1635.87,1750.0,1711.32,44.0,202508-202607,False
todas as atividades,Goiânia,513420,Barman,636,1635.87,1750.0,1890.0,1809.51,44.0,202508-202607,False
todas as atividades,Goiânia,513435,Atendente de lanchonete,7269,1635.87,1635.87,1750.0,1706.57,44.0,202508-202607,False
todas as atividades,Goiânia,513505,Auxiliar nos serviços de alimentação,6483,1635.87,1700.0,1800.0,1752.55,44.0,202508-202607,False
todas as atividades,Goiânia,514320,Faxineiro,16669,1601.55,1676.0,1711.5,1735.01,44.0,202508-202607,False
todas as atividades,Goiânia,521140,Atendente de lojas e mercados,7685,1621.0,1682.6,1738.01,1706.47,44.0,202508-202607,False
todas as atividades,João Pessoa,141510,Gerente de restaurante,106,2000.0,2360.52,2779.25,2507.07,44.0,202508-202607,False
todas as atividades,João Pessoa,141515,Gerente de bar,18,1925.0,2000.0,3000.0,2513.75,44.0,202508-202607,True
todas as atividades,João Pessoa,371410,Recreador,138,1621.0,1700.0,1722.3,1754.83,44.0,202508-202607,False
todas as atividades,João Pessoa,421125,Operador de caixa,2766,1675.0,1685.0,1700.0,1679.64,44.0,202508-202607,False
todas as atividades,João Pessoa,513205,Cozinheiro geral,2188,1600.0,1638.39,1700.0,1711.84,44.0,202508-202607,False
todas as atividades,João Pessoa,513405,Garçom,1325,1563.0,1621.0,1660.0,1626.61,44.0,202508-202607,False
todas as atividades,João Pessoa,513415,Cumim,571,1563.0,1621.0,1621.0,1601.06,44.0,202508-202607,False
todas as atividades,João Pessoa,513420,Barman,263,1563.0,1621.0,1665.0,1664.89,44.0,202508-202607,False
todas as atividades,João Pessoa,513435,Atendente de lanchonete,3147,1563.0,1621.0,1665.0,1621.71,44.0,202508-202607,False
todas as atividades,João Pessoa,513505,Auxiliar nos serviços de alimentação,2705,1563.0,1621.0,1665.0,1631.34,44.0,202508-202607,False
todas as atividades,João Pessoa,514320,Faxineiro,5877,1530.0,1621.0,1631.5,1605.74,44.0,202508-202607,False
todas as atividades,João Pessoa,521140,Atendente de lojas e mercados,2939,1675.0,1685.0,1700.0,1675.83,44.0,202508-202607,False
todas as atividades,Macapá,141510,Gerente de restaurante,13,1825.17,2194.0,2512.04,2270.16,44.0,202508-202607,True
todas as atividades,Macapá,141515,Gerente de bar,1,3500.0,3500.0,3500.0,3500.0,44.0,202508-202607,True
todas as atividades,Macapá,371410,Recreador,5,1621.0,1621.0,1621.0,1621.0,44.0,202508-202607,True
todas as atividades,Macapá,421125,Operador de caixa,1200,1518.0,1621.0,1621.0,1623.48,44.0,202508-202607,False
todas as atividades,Macapá,513205,Cozinheiro geral,421,1621.0,1621.0,1889.35,1758.07,44.0,202508-202607,False
todas as atividades,Macapá,513405,Garçom,214,1580.0,1621.0,1687.28,1882.14,44.0,202508-202607,False
todas as atividades,Macapá,513415,Cumim,35,1518.0,1621.0,1621.0,1586.41,44.0,202508-202607,False
todas as atividades,Macapá,513420,Barman,47,1580.0,1621.0,1621.0,1622.91,44.0,202508-202607,False
todas as atividades,Macapá,513435,Atendente de lanchonete,463,1518.0,1621.0,1621.0,1631.87,44.0,202508-202607,False
todas as atividades,Macapá,513505,Auxiliar nos serviços de alimentação,848,1580.0,1621.0,1621.0,1643.68,44.0,202508-202607,False
todas as atividades,Macapá,514320,Faxineiro,4532,1621.0,1649.48,1717.2,1670.3,44.0,202508-202607,False
todas as atividades,Macapá,521140,Atendente de lojas e mercados,1312,1560.0,1621.0,1621.0,1614.06,44.0,202508-202607,False
todas as atividades,Maceió,141510,Gerente de restaurante,77,1895.0,2500.0,3000.0,2716.41,44.0,202508-202607,False
todas as atividades,Maceió,141515,Gerente de bar,9,2024.0,2200.0,2980.0,2726.98,44.0,202508-202607,True
todas as atividades,Maceió,371410,Recreador,139,1621.0,1695.0,1842.22,1736.58,44.0,202508-202607,False
todas as atividades,Maceió,421125,Operador de caixa,2670,1553.0,1622.73,1660.0,1623.27,44.0,202508-202607,False
todas as atividades,Maceió,513205,Cozinheiro geral,898,1621.43,1695.0,1900.0,1848.64,44.0,202508-202607,False
todas as atividades,Maceió,513405,Garçom,944,1580.0,1695.0,1695.0,1702.2,44.0,202508-202607,False
todas as atividades,Maceió,513415,Cumim,494,1580.0,1695.0,1695.0,1663.08,44.0,202508-202607,False
todas as atividades,Maceió,513420,Barman,232,1580.0,1695.0,1695.0,1756.91,44.0,202508-202607,False
todas as atividades,Maceió,513435,Atendente de lanchonete,2048,1580.0,1621.0,1695.0,1635.23,44.0,202508-202607,False
todas as atividades,Maceió,513505,Auxiliar nos serviços de alimentação,2247,1580.0,1695.0,1695.0,1665.06,44.0,202508-202607,False
todas as atividades,Maceió,514320,Faxineiro,4942,1550.0,1621.0,1666.0,1621.29,44.0,202508-202607,False
todas as atividades,Maceió,521140,Atendente de lojas e mercados,2578,1553.0,1621.0,1660.0,1618.5,44.0,202508-202607,False
todas as atividades,Manaus,141510,Gerente de restaurante,177,1900.0,2393.92,3000.0,2593.4,44.0,202508-202607,False
todas as atividades,Manaus,141515,Gerente de bar,26,2125.0,2528.97,2923.08,2604.89,44.0,202508-202607,True
todas as atividades,Manaus,371410,Recreador,158,1621.0,1621.0,1621.0,1643.7,40.0,202508-202607,False
todas as atividades,Manaus,421125,Operador de caixa,5961,1550.0,1621.0,1650.0,1617.31,44.0,202508-202607,False
todas as atividades,Manaus,513205,Cozinheiro geral,1660,1621.0,1765.0,1860.0,1814.99,44.0,202508-202607,False
todas as atividades,Manaus,513405,Garçom,880,1593.9,1621.0,1621.0,1638.85,44.0,202508-202607,False
todas as atividades,Manaus,513415,Cumim,462,1593.9,1621.0,1621.0,1605.91,44.0,202508-202607,False
todas as atividades,Manaus,513420,Barman,242,1593.9,1621.0,1621.0,1650.85,44.0,202508-202607,False
todas as atividades,Manaus,513435,Atendente de lanchonete,3937,1593.9,1621.0,1621.0,1663.22,44.0,202508-202607,False
todas as atividades,Manaus,513505,Auxiliar nos serviços de alimentação,5373,1600.0,1621.0,1731.09,1661.0,44.0,202508-202607,False
todas as atividades,Manaus,514320,Faxineiro,13048,1550.0,1621.0,1670.0,1653.17,44.0,202508-202607,False
todas as atividades,Manaus,521140,Atendente de lojas e mercados,7586,1600.0,1621.0,1650.0,1645.36,44.0,202508-202607,False
todas as atividades,Natal,141510,Gerente de restaurante,53,1715.0,2200.0,2890.0,2589.38,44.0,202508-202607,False
todas as atividades,Natal,141515,Gerente de bar,9,1800.0,1800.0,2000.0,1973.25,44.0,202508-202607,True
todas as atividades,Natal,371410,Recreador,206,1590.0,1621.0,1691.44,1657.28,44.0,202508-202607,False
todas as atividades,Natal,421125,Operador de caixa,2350,1565.0,1621.0,1621.0,1604.89,44.0,202508-202607,False
todas as atividades,Natal,513205,Cozinheiro geral,1287,1607.81,1653.0,1720.36,1753.85,44.0,202508-202607,False
todas as atividades,Natal,513405,Garçom,829,1615.0,1621.0,1678.0,1638.73,44.0,202508-202607,False
todas as atividades,Natal,513415,Cumim,535,1595.0,1621.0,1664.85,1650.02,44.0,202508-202607,False
todas as atividades,Natal,513420,Barman,192,1615.0,1649.33,1715.0,1672.56,44.0,202508-202607,False
todas as atividades,Natal,513435,Atendente de lanchonete,1399,1595.0,1621.0,1639.0,1619.13,44.0,202508-202607,False
todas as atividades,Natal,513505,Auxiliar nos serviços de alimentação,2480,1595.0,1621.0,1653.0,1628.18,44.0,202508-202607,False
todas as atividades,Natal,514320,Faxineiro,5827,1580.42,1621.0,1645.42,1609.18,44.0,202508-202607,False
todas as atividades,Natal,521140,Atendente de lojas e mercados,2443,1565.0,1621.0,1628.0,1608.58,44.0,202508-202607,False
todas as atividades,Palmas,141510,Gerente de restaurante,19,1747.0,2000.0,2663.93,2427.05,44.0,202508-202607,True
todas as atividades,Palmas,141515,Gerente de bar,5,3000.0,3000.0,3000.0,3060.0,44.0,202508-202607,True
todas as atividades,Palmas,371410,Recreador,64,1600.0,1700.0,1760.19,1708.76,44.0,202508-202607,False
todas as atividades,Palmas,421125,Operador de caixa,2474,1621.0,1677.0,1677.0,1676.94,44.0,202508-202607,False
todas as atividades,Palmas,513205,Cozinheiro geral,855,1793.0,1850.0,1850.0,1851.38,44.0,202508-202607,False
todas as atividades,Palmas,513405,Garçom,386,1626.0,1731.04,1747.0,1739.6,44.0,202508-202607,False
todas as atividades,Palmas,513415,Cumim,83,1606.0,1725.0,1725.0,1731.23,44.0,202508-202607,False
todas as atividades,Palmas,513420,Barman,99,1606.0,1725.0,1725.0,1716.33,44.0,202508-202607,False
todas as atividades,Palmas,513435,Atendente de lanchonete,925,1606.0,1677.0,1725.0,1681.68,44.0,202508-202607,False
todas as atividades,Palmas,513505,Auxiliar nos serviços de alimentação,1137,1606.0,1677.0,1725.0,1706.79,44.0,202508-202607,False
todas as atividades,Palmas,514320,Faxineiro,2190,1588.83,1670.3,1696.71,1678.7,44.0,202508-202607,False
todas as atividades,Palmas,521140,Atendente de lojas e mercados,1315,1606.0,1677.0,1725.0,1702.36,44.0,202508-202607,False
todas as atividades,Porto Alegre,141510,Gerente de restaurante,368,2158.52,2600.0,3466.77,2907.64,44.0,202508-202607,False
todas as atividades,Porto Alegre,141515,Gerente de bar,69,1930.0,2100.0,2700.0,2361.88,44.0,202508-202607,False
todas as atividades,Porto Alegre,371410,Recreador,274,1837.83,1949.0,2304.0,2186.55,44.0,202508-202607,False
todas as atividades,Porto Alegre,421125,Operador de caixa,9177,1812.95,1916.0,1916.0,1888.16,44.0,202508-202607,False
todas as atividades,Porto Alegre,513205,Cozinheiro geral,3416,1770.0,1850.0,2035.37,1923.79,44.0,202508-202607,False
todas as atividades,Porto Alegre,513405,Garçom,2174,1770.85,1804.0,1930.0,1863.39,44.0,202508-202607,False
todas as atividades,Porto Alegre,513415,Cumim,205,1770.85,1770.85,1850.0,1815.4,44.0,202508-202607,False
todas as atividades,Porto Alegre,513420,Barman,295,1770.85,1831.0,1930.0,1905.34,44.0,202508-202607,False
todas as atividades,Porto Alegre,513435,Atendente de lanchonete,5780,1770.85,1770.85,1850.0,1809.25,44.0,202508-202607,False
todas as atividades,Porto Alegre,513505,Auxiliar nos serviços de alimentação,8663,1770.85,1872.0,1916.0,1863.12,44.0,202508-202607,False
todas as atividades,Porto Alegre,514320,Faxineiro,16074,1653.58,1765.86,1817.8,1757.99,44.0,202508-202607,False
todas as atividades,Porto Alegre,521140,Atendente de lojas e mercados,6783,1802.0,1916.0,1926.0,1879.97,44.0,202508-202607,False
todas as atividades,Porto Velho,141510,Gerente de restaurante,18,1800.0,2000.0,3125.0,2387.77,44.0,202508-202607,True
todas as atividades,Porto Velho,141515,Gerente de bar,7,1730.5,1800.0,2160.75,2029.07,44.0,202508-202607,True
todas as atividades,Porto Velho,371410,Recreador,35,1598.0,1621.0,1706.5,1648.99,44.0,202508-202607,False
todas as atividades,Porto Velho,421125,Operador de caixa,1910,1679.0,1700.0,1773.0,1716.43,44.0,202508-202607,False
todas as atividades,Porto Velho,513205,Cozinheiro geral,368,1621.0,1706.5,1850.82,1822.12,44.0,202508-202607,False
todas as atividades,Porto Velho,513405,Garçom,171,1598.0,1688.0,1706.5,1678.84,44.0,202508-202607,False
todas as atividades,Porto Velho,513415,Cumim,68,1598.0,1637.0,1706.5,1657.12,44.0,202508-202607,False
todas as atividades,Porto Velho,513420,Barman,66,1598.0,1662.5,1706.5,1656.34,44.0,202508-202607,False
todas as atividades,Porto Velho,513435,Atendente de lanchonete,914,1598.0,1621.0,1706.5,1648.92,44.0,202508-202607,False
todas as atividades,Porto Velho,513505,Auxiliar nos serviços de alimentação,1131,1598.0,1700.0,1731.09,1688.56,44.0,202508-202607,False
todas as atividades,Porto Velho,514320,Faxineiro,3064,1620.27,1700.0,1743.48,1683.41,44.0,202508-202607,False
todas as atividades,Porto Velho,521140,Atendente de lojas e mercados,1625,1688.0,1700.0,1773.0,1713.47,44.0,202508-202607,False
todas as atividades,Recife,141510,Gerente de restaurante,239,2000.0,2750.0,3795.63,3128.42,44.0,202508-202607,False
todas as atividades,Recife,141515,Gerente de bar,38,2032.54,2500.0,2900.0,3338.74,44.0,202508-202607,False
todas as atividades,Recife,371410,Recreador,153,1651.8,1700.0,1724.89,1669.56,44.0,202508-202607,False
todas as atividades,Recife,421125,Operador de caixa,3684,1651.0,1715.77,1740.0,1705.94,44.0,202508-202607,False
todas as atividades,Recife,513205,Cozinheiro geral,2719,1638.39,1700.0,1825.36,1785.9,44.0,202508-202607,False
todas as atividades,Recife,513405,Garçom,1603,1651.8,1700.0,1700.0,1683.0,44.0,202508-202607,False
todas as atividades,Recife,513415,Cumim,932,1651.8,1700.0,1700.0,1682.08,44.0,202508-202607,False
