place_id,nome,endereco,capital_busca,termo_busca
ChIJb0TXDUndrAcRi0y4ut782Hw,Grão-Mestre Luderia,"R. Antônio Gama, 669 - Expedicionários, João Pessoa - PB, 58041-110, Brasil",João Pessoa,bar de jogos de tabuleiro
ChIJN3GsWgDdrAcReqslaEjTzeM,Retro Round - Bar e Fliperama,"Av. Sen. Ruy Carneiro, 648 - Manaíra, João Pessoa - PB, 58032-101, Brasil",João Pessoa,bar de jogos de tabuleiro
ChIJMwO7YgDdrAcRiYUURL8xCls,Mokuzai café e jogos,"R. Funcionário Odon Almeida, 271 - Mangabeira, João Pessoa - PB, 58058-520, Brasil",João Pessoa,bar de jogos de tabuleiro
ChIJb0TXDUndrAcRi0y4ut782Hw,Grão-Mestre Luderia,"R. Antônio Gama, 669 - Expedicionários, João Pessoa - PB, 58041-110, Brasil",João Pessoa,jogos de tabuleiro
ChIJ3aUXP2rdrAcRamOHbgvNi1U,Psi Com Jogos | Loja de Jogos Educativos,"Av. Pres. Epitácio Pessoa, 2400 - sala 1 - Estados, João Pessoa - PB, 58042-006, Brasil",João Pessoa,jogos de tabuleiro
ChIJqfgNxtPCrAcROvivIK8e9DM,Vida Toys Brinquedos - Unidade Shopping Pátio Altiplano,"Shopping Altiplano - R. Poe. Targino Teixeira, 251 - Loja 51 - Piso L1 - Térreo - Altiplano Cabo Branco, João Pessoa - PB, 58046-090, Brasil",João Pessoa,jogos de tabuleiro
ChIJYyAqHcDdrAcRkDDFCTn9gXY,Covil do Calango,"Av. Júlia Freire, 1129 - Torre, João Pessoa - PB, 58040-040, Brasil",João Pessoa,jogos de tabuleiro
ChIJUTd2BQDprAcRRn2cH33kv2A,Atendimento 24h Vídeos e Jogos,"R. Morise de Miranda Gusmão, 980 - Cristo Redentor, João Pessoa - PB, 58070-540, Brasil",João Pessoa,jogos de tabuleiro
ChIJMwO7YgDdrAcRiYUURL8xCls,Mokuzai café e jogos,"R. Funcionário Odon Almeida, 271 - Mangabeira, João Pessoa - PB, 58058-520, Brasil",João Pessoa,jogos de tabuleiro
ChIJvdcJ_uPdrAcRXZ6O1gwC2qM,Brinquedos e Travessuras,"R. Bacharel José de Oliveira Curchatuz, 850 - Jardim Oceania, João Pessoa - PB, 58037-432, Brasil",João Pessoa,jogos de tabuleiro
ChIJX7Xzo1zdrAcRINbR27-sD8Q,Cayuca Brinquedos - Miramar,"Empresarial Oliver Cruz - R. Pref. José Leite, 474 - Lj 5 - Miramar, João Pessoa - PB, 58032-101, Brasil",João Pessoa,jogos de tabuleiro
ChIJ3eWYRB_prAcRUm753rADOE8,Sport Play,"Rua: Genival Guedes, 724 - Mario Andreazza, Bayeux - PB, 58309-700, Brasil",João Pessoa,jogos de tabuleiro
ChIJU0_rRZrDrAcRMOqNKqtNdJw,Estação Ludens,"R. Administrador José Silva Perruci, 110 - Lot. Cidade Universitaria, João Pessoa - PB, 58052-283, Brasil",João Pessoa,jogos de tabuleiro
ChIJqQGLHGfnrAcR7cbxZrSPynE,Taverna Mestre Ogro,"R. Alfredo José Athaíde, 189 - ap106 - Alto do Céu, João Pessoa - PB, 58027-740, Brasil",João Pessoa,jogos de tabuleiro
ChIJDQ9TzKjDrAcRRG562PfeoZM,Arena Gamer PB,"R. Etelvina Macedo de Mendonça - Torre, João Pessoa - PB, 58033-455, Brasil",João Pessoa,jogos de tabuleiro
ChIJKY4P8vfCrAcRj_8Xi7hrzbE,RI HAPPY MANGABEIRA SHOPPING,"Avenida Hílton Souto Maior, 1 - S/N ÂNCORA, 03 - 1º PAVIMENTO - Mangabeira, João Pessoa - PB, 58055-018, Brasil",João Pessoa,jogos de tabuleiro
ChIJX03UZFjCrAcRoQGbkEmzAXg,Livraria Leitura,"Av. Hilton Souto Maior - Mangabeira, João Pessoa - PB, 58055-018, Brasil",João Pessoa,jogos de tabuleiro
ChIJ0yXbI35IxwcR0_jLi-uINUU,Balboa's Hobby Games,"R. Maria Tomásia, 208 - Aldeota, Fortaleza - CE, 60150-170, Brasil",João Pessoa,jogos de tabuleiro
ChIJn4zFae3CrAcRIGE-q4gNIMA,Shopping Sul,"R. Bancário Sérgio Guerra, 900 - Anatólia, João Pessoa - PB, 58051-255, Brasil",João Pessoa,jogos de tabuleiro
ChIJZz29dnVXzpQRvRh7_YKyUN4,Encounter | Jogos de Tabuleiro | Board Games,"Av. dos Eucaliptos, 204 - Moema, São Paulo - SP, 04517-050, Brasil",João Pessoa,jogos de tabuleiro
ChIJb5S1-l_J9QkR2Vc6LTSknZo,Visga Jogos Aluguel de Jogos de Tabuleiro,"Praça Dom Francisco de Sousa, 126 - 154A - Santo Amaro, São Paulo - SP, 04745-050, Brasil",João Pessoa,jogos de tabuleiro
ChIJ10i8IRlTvJQR06hMJvl7yms,Ludum,"R. Constantino Cherubini, 89 - Jardim Nazareth, São José do Rio Preto - SP, 15054-120, Brasil",João Pessoa,jogos de tabuleiro
ChIJTauec15bxwcRgonUqiXj7JE,Jogai tabuleiria - Jogos de tabuleiro,"R. Ceará - Lot. Recanto do Eusébio, Eusébio - CE, 61777-288, Brasil",João Pessoa,jogos de tabuleiro
ChIJY_lqHVLl3JQRvDHacOMDKuc,BoardZ Game Pub,"R. Chile, 2077 - Rebouças, Curitiba - PR, 80220-181, Brasil",Curitiba,ludobar
ChIJV5xi80_l3JQRyRgvZvdRi8I,Alba - Café e jogos de tabuleiro,"R. Nilo Peçanha, 16 - São Francisco, Curitiba - PR, 80520-000, Brasil",Curitiba,ludobar
ChIJ1wjBJD7k3JQRQi7trfp_0aQ,Vila Celta Hobby Store - Jogos e Café,"Av. Pres. Getúlio Vargas, 659 - Rebouças, Curitiba - PR, 80240-040, Brasil",Curitiba,ludobar
ChIJ3ekLtDjl3JQRHwtNgmINgLo,Alçapão Jogos,"R. Mal. Hermes, 104 - Centro Cívico, Curitiba - PR, 80530-230, Brasil",Curitiba,ludobar
ChIJOczn8z7l3JQRNBEL_ZJ3iQo,Joyjoy Café,"Av. Presidente Affonso Camargo, 1939 - Lj 02 - Cristo Rei, Curitiba - PR, 80050-370, Brasil",Curitiba,ludobar
ChIJY_lqHVLl3JQRvDHacOMDKuc,BoardZ Game Pub,"R. Chile, 2077 - Rebouças, Curitiba - PR, 80220-181, Brasil",Curitiba,luderia
ChIJ1wjBJD7k3JQRQi7trfp_0aQ,Vila Celta Hobby Store - Jogos e Café,"Av. Pres. Getúlio Vargas, 659 - Rebouças, Curitiba - PR, 80240-040, Brasil",Curitiba,luderia
ChIJHaOH0obj3JQRjGKYgAfmeWo,Fora da Caixa - Biblioteca de Jogos de Mesa,"R. Profa. Maria José Godoy, 274 - Bom Retiro, Curitiba - PR, 80520-220, Brasil",Curitiba,luderia
ChIJhUtqognj3JQRpVZ3Ea0kmSc,UniDanitê BrincaLab,"Av. do Batel, 1868 - Lj 342 L3 - Batel, Curitiba - PR, 80420-090, Brasil",Curitiba,ludoteca
ChIJ1wjBJD7k3JQRQi7trfp_0aQ,Vila Celta Hobby Store - Jogos e Café,"Av. Pres. Getúlio Vargas, 659 - Rebouças, Curitiba - PR, 80240-040, Brasil",Curitiba,ludoteca
ChIJV5xi80_l3JQRyRgvZvdRi8I,Alba - Café e jogos de tabuleiro,"R. Nilo Peçanha, 16 - São Francisco, Curitiba - PR, 80520-000, Brasil",Curitiba,ludoteca
ChIJHaOH0obj3JQRjGKYgAfmeWo,Fora da Caixa - Biblioteca de Jogos de Mesa,"R. Profa. Maria José Godoy, 274 - Bom Retiro, Curitiba - PR, 80520-220, Brasil",Curitiba,ludoteca
ChIJ3ekLtDjl3JQRHwtNgmINgLo,Alçapão Jogos,"R. Mal. Hermes, 104 - Centro Cívico, Curitiba - PR, 80530-230, Brasil",Curitiba,ludoteca
ChIJu4zP6qPj3JQRYARny7xxYeA,Divert Park Shopping Barigüi,"R. Prof. Pedro Viriato Parigot de Souza, 600 - Mossunguê, Curitiba - PR, 81200-100, Brasil",Curitiba,ludoteca
ChIJOczn8z7l3JQRNBEL_ZJ3iQo,Joyjoy Café,"Av. Presidente Affonso Camargo, 1939 - Lj 02 - Cristo Rei, Curitiba - PR, 80050-370, Brasil",Curitiba,ludoteca
ChIJY_lqHVLl3JQRvDHacOMDKuc,BoardZ Game Pub,"R. Chile, 2077 - Rebouças, Curitiba - PR, 80220-181, Brasil",Curitiba,ludoteca
ChIJ3z364LHl3JQR-btxLnKX1NI,Divert Park,"R. Brig. Franco, 2300 - Loja 406 - Centro, Curitiba - PR, 80250-030, Brasil",Curitiba,ludoteca
ChIJLwJRHfP93JQRwsN6fIcfeNg,O Gatão Jogos,"R. Izaac Ferreira da Cruz, 1787 - Pinheirinho, Curitiba - PR, 81870-000, Brasil",Curitiba,ludoteca
ChIJ0c6qZgDl3JQRwXJYg0A7EzA,O Garra Planet,"Av. Sete de Setembro, 2775 - Rebouças, Curitiba - PR, 80230-010, Brasil",Curitiba,ludoteca
ChIJlaSMln_j3JQRaMmW9Ztt91c,Casa Meeple - Aluguel de Jogos de Tabuleiro,"R. Herculano Carlos Franco de Souza, 459 - Água Verde, Curitiba - PR, 80240-290, Brasil",Curitiba,ludoteca
ChIJj10jK6Pl3JQR1fK0UarOy8E,Ateliê de Entusiasmo,"Rua da Sesmaria, 190 - Guabirotuba, Curitiba - PR, 81520-590, Brasil",Curitiba,ludoteca
ChIJVS6u59Hl3JQRZFEKCH3XTIY,Divert Park,"Av. Mal. Floriano Peixoto, 4984 - quiosque 007 - Hauer, Curitiba - PR, 81630-000, Brasil",Curitiba,ludoteca
ChIJI0xonYzn3JQRaPSqX_zQ9yA,Quintal Brincante - Gastronomia,"Rua Leão Sallum, 1316 - Boa Vista, Curitiba - PR, 82540-050, Brasil",Curitiba,ludoteca
ChIJa3nvk47j3JQR2yMtZEUhr6I,Vila Vilô Brinquedoteca,"Shopping Pátio Batel - Av. do Batel, 1868 - Batel, Curitiba - PR, 80420-090, Brasil",Curitiba,ludoteca
ChIJf0xOjxHl3JQRT1CUGUUunHc,Parque MikeWood,"R. São Bartolomeu, 382 - Cajuru, Curitiba - PR, 82900-330, Brasil",Curitiba,ludoteca
ChIJl5wzqEDl3JQRqPtA-5kBbfA,Casa Poppis Sede Tarumã,"Dentro do Clube AABB - Av. Victor Ferreira do Amaral, 771 - Tarumã, Curitiba - PR, 80530-230, Brasil",Curitiba,ludoteca
ChIJM90xWKLn3JQRB2OE4FWRd8Q,Casa Poppis Bacacheri,"R. Costa Rica, 1299 - Bacacheri, Curitiba - PR, 82515-270, Brasil",Curitiba,ludoteca
ChIJ_fp5KiXl3JQR7yJOlYxRF18,Divert Park,"R. Konrad Adenauer - Tarumã, Curitiba - PR, 82821-020, Brasil",Curitiba,ludoteca
ChIJ5_tqly7l3JQR2NYsjBTaaFg,Gigg's Bar,"R. Mateus Leme, 885 - Centro Cívico, Curitiba - PR, 80510-192, Brasil",Curitiba,quiz bar
ChIJ9Z4ywrTl3JQRlvEPayNbGyI,Rua Pub,"R. Des. Westphalen, 1504 - Rebouças, Curitiba - PR, 80230-100, Brasil",Curitiba,quiz bar
ChIJM6Fg-wbl3JQRakSiXMfjWSI,Wit Bar,"R. Itupava, 1163 - Alto da XV, Curitiba - PR, 80060-272, Brasil",Curitiba,quiz bar
ChIJQ6V_jnjk3JQR7PJen5oxpus,We Are Bastards,"Av. Iguaçu, 2300 - Água Verde, Curitiba - PR, 80240-030, Brasil",Curitiba,quiz bar
ChIJMVseeVzj3JQRf9QL83-tDXo,Ruína Bar,"Alameda Dr. Carlos de Carvalho, 1166 - Bigorrilho, Curitiba - PR, 80730-201, Brasil",Curitiba,quiz bar
ChIJ5bdxaujl3JQR2pc7NoimJXg,Dona Madalena Bar,"Rua: Chile, 2111 - Rebouças, Curitiba - PR, 80220-181, Brasil",Curitiba,quiz bar
ChIJfcwjgdTj3JQRPpna5z6uVMo,Capim Leão Bar e Brasa,"Av. Rep. Argentina, 1771 - Água Verde, Curitiba - PR, 80620-010, Brasil",Curitiba,quiz bar
ChIJY_lqHVLl3JQRvDHacOMDKuc,BoardZ Game Pub,"R. Chile, 2077 - Rebouças, Curitiba - PR, 80220-181, Brasil",Curitiba,quiz bar
ChIJi-dKvorj3JQRXctwoAzT6Sg,James Bar e Garden,"Alameda Dr. Carlos de Carvalho, 680 - Centro, Curitiba - PR, 80430-180, Brasil",Curitiba,quiz bar
ChIJDb1WBDHl3JQRE3il9usJErc,Bar Nacional,"R. Mateus Leme, 368 - São Francisco, Curitiba - PR, 80510-190, Brasil",Curitiba,quiz bar
ChIJkVQwWgDl3JQRY43w0FYGnRA,Flor de Brasa Bar,"Av. Água Verde, 531 - Água Verde, Curitiba - PR, 80620-300, Brasil",Curitiba,quiz bar
ChIJfV821Q_k3JQR1kx_9tjVhps,Vitto Bar,"R. Treze de Maio, 940 - Centro, Curitiba - PR, 80510-030, Brasil",Curitiba,quiz bar
ChIJ7ycoaQDj3JQRS-3QAygTO9k,Céu Bar,"R. Des. Costa Carvalho, 471 - Batel, Curitiba - PR, 80440-210, Brasil",Curitiba,quiz bar
ChIJ_7to5Jzl3JQRZdb28N6CLVs,Bergamotta Bar,"Av. Vicente Machado, 627 - Centro, Curitiba - PR, 80420-010, Brasil",Curitiba,quiz bar
ChIJ4z4bZErk3JQR9-2D2OsTxXE,Vila Yamon,"R. Itupava, 1402 - Alto da XV, Curitiba - PR, 80045-330, Brasil",Curitiba,quiz bar
ChIJVfHvi8nl3JQRJZrmTr65g_k,Taverna do Dragão,"R. Chile, 1898 - Rebouças, Curitiba - PR, 80220-181, Brasil",Curitiba,quiz bar
ChIJSQjJjoPk3JQR_knQkeCaPOM,Kanavial,"R. Castro, 731 - Água Verde, Curitiba - PR, 80620-300, Brasil",Curitiba,quiz bar
ChIJo9by2BHk3JQRAMpZT0ukf2w,Paradoja Karaokê Bar,"R. Trajano Reis, 260 - São Francisco, Curitiba - PR, 80510-220, Brasil",Curitiba,quiz bar
ChIJ0ftSGFzw3JQRtoakn1mqyOs,Geek Burguer,"Alameda Dr. Carlos de Carvalho, 805 - Centro, Curitiba - PR, 80410-180, Brasil",Curitiba,quiz bar
ChIJOczn8z7l3JQRNBEL_ZJ3iQo,Joyjoy Café,"Av. Presidente Affonso Camargo, 1939 - Lj 02 - Cristo Rei, Curitiba - PR, 80050-370, Brasil",Curitiba,quiz bar
ChIJY_lqHVLl3JQRvDHacOMDKuc,BoardZ Game Pub,"R. Chile, 2077 - Rebouças, Curitiba - PR, 80220-181, Brasil",Curitiba,board game bar
ChIJV5xi80_l3JQRyRgvZvdRi8I,Alba - Café e jogos de tabuleiro,"R. Nilo Peçanha, 16 - São Francisco, Curitiba - PR, 80520-000, Brasil",Curitiba,board game café
ChIJY_lqHVLl3JQRvDHacOMDKuc,BoardZ Game Pub,"R. Chile, 2077 - Rebouças, Curitiba - PR, 80220-181, Brasil",Curitiba,board game café
ChIJ1wjBJD7k3JQRQi7trfp_0aQ,Vila Celta Hobby Store - Jogos e Café,"Av. Pres. Getúlio Vargas, 659 - Rebouças, Curitiba - PR, 80240-040, Brasil",Curitiba,board game café
ChIJOczn8z7l3JQRNBEL_ZJ3iQo,Joyjoy Café,"Av. Presidente Affonso Camargo, 1939 - Lj 02 - Cristo Rei, Curitiba - PR, 80050-370, Brasil",Curitiba,board game café
ChIJ3ekLtDjl3JQRHwtNgmINgLo,Alçapão Jogos,"R. Mal. Hermes, 104 - Centro Cívico, Curitiba - PR, 80530-230, Brasil",Curitiba,board game café
ChIJHaOH0obj3JQRjGKYgAfmeWo,Fora da Caixa - Biblioteca de Jogos de Mesa,"R. Profa. Maria José Godoy, 274 - Bom Retiro, Curitiba - PR, 80520-220, Brasil",Curitiba,board game café
ChIJY_lqHVLl3JQRvDHacOMDKuc,BoardZ Game Pub,"R. Chile, 2077 - Rebouças, Curitiba - PR, 80220-181, Brasil",Curitiba,café de jogos de tabuleiro
ChIJV5xi80_l3JQRyRgvZvdRi8I,Alba - Café e jogos de tabuleiro,"R. Nilo Peçanha, 16 - São Francisco, Curitiba - PR, 80520-000, Brasil",Curitiba,café de jogos de tabuleiro
ChIJOczn8z7l3JQRNBEL_ZJ3iQo,Joyjoy Café,"Av. Presidente Affonso Camargo, 1939 - Lj 02 - Cristo Rei, Curitiba - PR, 80050-370, Brasil",Curitiba,café de jogos de tabuleiro
ChIJ3ekLtDjl3JQRHwtNgmINgLo,Alçapão Jogos,"R. Mal. Hermes, 104 - Centro Cívico, Curitiba - PR, 80530-230, Brasil",Curitiba,café de jogos de tabuleiro
ChIJ1wjBJD7k3JQRQi7trfp_0aQ,Vila Celta Hobby Store - Jogos e Café,"Av. Pres. Getúlio Vargas, 659 - Rebouças, Curitiba - PR, 80240-040, Brasil",Curitiba,café de jogos de tabuleiro
ChIJHaOH0obj3JQRjGKYgAfmeWo,Fora da Caixa - Biblioteca de Jogos de Mesa,"R. Profa. Maria José Godoy, 274 - Bom Retiro, Curitiba - PR, 80520-220, Brasil",Curitiba,café de jogos de tabuleiro
ChIJY_lqHVLl3JQRvDHacOMDKuc,BoardZ Game Pub,"R. Chile, 2077 - Rebouças, Curitiba - PR, 80220-181, Brasil",Curitiba,bar de jogos de tabuleiro
ChIJ1wjBJD7k3JQRQi7trfp_0aQ,Vila Celta Hobby Store - Jogos e Café,"Av. Pres. Getúlio Vargas, 659 - Rebouças, Curitiba - PR, 80240-040, Brasil",Curitiba,jogos de tabuleiro
ChIJ3ekLtDjl3JQRHwtNgmINgLo,Alçapão Jogos,"R. Mal. Hermes, 104 - Centro Cívico, Curitiba - PR, 80530-230, Brasil",Curitiba,jogos de tabuleiro
ChIJHaOH0obj3JQRjGKYgAfmeWo,Fora da Caixa - Biblioteca de Jogos de Mesa,"R. Profa. Maria José Godoy, 274 - Bom Retiro, Curitiba - PR, 80520-220, Brasil",Curitiba,jogos de tabuleiro
ChIJV5xi80_l3JQRyRgvZvdRi8I,Alba - Café e jogos de tabuleiro,"R. Nilo Peçanha, 16 - São Francisco, Curitiba - PR, 80520-000, Brasil",Curitiba,jogos de tabuleiro
ChIJY_lqHVLl3JQRvDHacOMDKuc,BoardZ Game Pub,"R. Chile, 2077 - Rebouças, Curitiba - PR, 80220-181, Brasil",Curitiba,jogos de tabuleiro
ChIJ_S4eaAzx3JQRmGn0sZGSqts,SJPlay Board Games (Aluguel de Jogos de Tabuleiro em São José dos Pinhais),"Rua: Profª Lourdes Grutter Bonin, 1182 - Parque da Fonte, São José dos Pinhais - PR, 83050-140, Brasil",Curitiba,jogos de tabuleiro
ChIJ0Q_qUPzl3JQRGum2ROsTfJk,Arena Cajuru,"R. Filipinas, 130 - Cajuru, Curitiba - PR, 82960-180, Brasil",Curitiba,jogos de tabuleiro
ChIJR86F0NDl3JQR7VY64mnQmro,Dexter Boardgames e TCG - Loja Virtual,"Av. Sete de Setembro, 3293 - Sala 107 - Centro, Curitiba - PR, 80230-085, Brasil",Curitiba,jogos de tabuleiro
ChIJc66HomXk3JQRNl28jz_VsPc,Taverna Game House,"R. Alferes Poli, 589 - Centro, Curitiba - PR, 80220-050, Brasil",Curitiba,jogos de tabuleiro
ChIJcT2Umb7j3JQR7939BdNxnFE,Borba Games | Venda e Aluguel de Jogos de Tabuleiros,"R. Icaraima - Fazendinha, Curitiba - PR, 81320-060, Brasil",Curitiba,jogos de tabuleiro
ChIJpyf58vL93JQRzjPTFDFE4xg,WeCaos RPG Hobby Store,"R. Des. Ernâni Guaritá Cartaxo, 1 - Lj Térreo - Capão Raso, Curitiba - PR, 81130-120, Brasil",Curitiba,jogos de tabuleiro
ChIJvdKeBx7n3JQRxBzRBy23XWM,RaXaKuKa Jogos & Desafios Cognitivos,"R. Dr. Bezerra de Menezes, 68 - Lj 04 - Ahú, Curitiba - PR, 80540-190, Brasil",Curitiba,jogos de tabuleiro
ChIJK5Dhtunj3JQRniPWHB3haDU,Paladino Hobbies,"R. Padre Anchieta, 2454 - Lj 24 - Bigorrilho, Curitiba - PR, 80730-000, Brasil",Curitiba,jogos de tabuleiro
ChIJz3_DIkjl3JQRt5LRvGkn6T0,Eleucards - Hobby Store,"Rua 24 de Maio, 593 - Centro, Curitiba - PR, 80220-060, Brasil",Curitiba,jogos de tabuleiro
ChIJOczn8z7l3JQRNBEL_ZJ3iQo,Joyjoy Café,"Av. Presidente Affonso Camargo, 1939 - Lj 02 - Cristo Rei, Curitiba - PR, 80050-370, Brasil",Curitiba,jogos de tabuleiro
ChIJn_RCCGr73JQROuAqzsXWvBg,Calm Mind Store,"Av. Sete de Setembro, 3146 - Lj 09 - Rebouças, Curitiba - PR, 80230-010, Brasil",Curitiba,jogos de tabuleiro
ChIJLwJRHfP93JQRwsN6fIcfeNg,O Gatão Jogos,"R. Izaac Ferreira da Cruz, 1787 - Pinheirinho, Curitiba - PR, 81870-000, Brasil",Curitiba,jogos de tabuleiro
ChIJ_beygtnl3JQRGVpHZhzQkPE,Meruru,"Av. Silva Jardim, 960A - Rebouças, Curitiba - PR, 80230-000, Brasil",Curitiba,jogos de tabuleiro
ChIJez7NYAz93JQR-C-WwGlQGKQ,Summoner Hobbies Store,"Av. Sete de Setembro, 3146 - Sobreloja 52 - Centro, Curitiba - PR, 80230-010, Brasil",Curitiba,jogos de tabuleiro
ChIJ4UTOWgrj3JQRsm3e18EhfHA,Toka Brinquedos & Colecionáveis,"R. João Alencar Guimarães, 1219 - Santa Quiteria, Curitiba - PR, 80310-420, Brasil",Curitiba,jogos de tabuleiro
ChIJRUjwU66WoGgRzc9yJU7jkwM,Nala Land - Bar de Jogos de Tabuleiro em Recife,"R. Raul Pompéia, 271 - Arruda, Recife - PE, 52120-150, Brasil",Recife,ludobar
ChIJ_Yjne1AfqwcRSAxdewiBAPU,Tatu Bola,"Av. Herculano Bandeira, 21 - Pina, Recife - PE, 51011-000, Brasil",Recife,ludobar
ChIJx5jr3zGXpgARQGx9eX7TDmY,LudoCafé,"R. Antônio Dias, 201 - Santo Antônio, Belo Horizonte - MG, 30350-150, Brasil",Recife,ludobar
ChIJFb8Ap7MZqwcRzUPEAgW_A84,Tem Asterisco?,"Av. Visc. de Albuquerque, 258 - Madalena, Recife - PE, 50610-090, Brasil",Recife,ludobar
ChIJjYdacBcZqwcR3kbkOLQuT_o,Pajubar,"Av. Manoel Borba, 693 - Boa Vista, Recife - PE, 50070-045, Brasil",Recife,ludobar
ChIJRUjwU66WoGgRzc9yJU7jkwM,Nala Land - Bar de Jogos de Tabuleiro em Recife,"R. Raul Pompéia, 271 - Arruda, Recife - PE, 52120-150, Brasil",Recife,luderia
ChIJRUjwU66WoGgRzc9yJU7jkwM,Nala Land - Bar de Jogos de Tabuleiro em Recife,"R. Raul Pompéia, 271 - Arruda, Recife - PE, 52120-150, Brasil",Recife,ludoteca
ChIJE1uDVQAfqwcR8E6Bbo8iIBw,Youplay Shopping Recife,"Piso - em frente a praça de eventos - R. Padre Carapuceiro, 777 - Loja 1º - Boa Viagem, Recife - PE, 51020-900, Brasil",Recife,ludoteca
ChIJ9-2dZkIZqwcRZ0yWqnsR3no,Brinque e pule,"R. Modelo, 3613 - Alto José Bonifacio, Recife - PE, 52080-420, Brasil",Recife,ludoteca
ChIJN6oPbgAZqwcRaaXGaDZXc8Y,Brinquedoteca do Pedro,"R. do Espinheiro, 533 - Espinheiro, Recife - PE, 52020-025, Brasil",Recife,ludoteca
ChIJHQadifgfqwcRMtLRsq7O1bc,Novo Quintal,"R. Padre Carapuceiro, 777 - Boa Viagem, Recife - PE, 51020-900, Brasil",Recife,ludoteca
ChIJFb8Ap7MZqwcRzUPEAgW_A84,Tem Asterisco?,"Av. Visc. de Albuquerque, 258 - Madalena, Recife - PE, 50610-090, Brasil",Recife,ludoteca
ChIJj8Y1lOMYqwcRERhqqJ-Z7Kw,Casa das Asas - Centro Recreativo,"R. das Pernambucanas, 79 - Graças, Recife - PE, 52011-010, Brasil",Recife,ludoteca
ChIJN_24eQsbqwcRWk9e9dTgoBw,LH Diversões,"Engenho Pioca 31 UR 7 - Várzea, Recife - PE, 50960-010, Brasil",Recife,ludoteca
ChIJNeYc0h4fqwcR4F0JqfKlFeI,Game Station - Shopping Recife,"R. Padre Carapuceiro, 777 - Boa Viagem, Recife - PE, 51020-900, Brasil",Recife,ludoteca
ChIJ_a-TajsfqwcRYx_m7yVBtUg,GameBox - RioMar Recife,"Av. República Árabe Unida, 251 - Pina, Recife - PE, 51110-160, Brasil",Recife,ludoteca
ChIJk41d7DsfqwcR5-mZtALjDGI,Game Station - Shopping RioMar Recife,"Av. República do Líbano, 251 - Pina, Recife - PE, 51110-160, Brasil",Recife,ludoteca
ChIJE3oF2OA9qwcRkNEcl3b78kQ,Wow Park,"R. Carmelita Muniz de Araújo, 225 - Casa Caiada, Olinda - PE, 53130-645, Brasil",Recife,ludoteca
ChIJf06WlTsfqwcRvkLnJVJ6nX0,RI HAPPY RIOMAR RECIFE,"Av. República do Líbano, 251 - Lj 1004// 1011 - Pina, Recife - PE, 51110-160, Brasil",Recife,ludoteca
ChIJH5hULdrjqgcRjMaQ4fnIRks,Comida,"Av. Fernandes Viêira - Marcos Freire, Jaboatão dos Guararapes - PE, 54360-050, Brasil",Recife,ludoteca
ChIJQ06rn-UdqwcR9yTGZOOYmjA,Dom Medieval,"Av. Boa Viagem, 618 - Boa Viagem, Recife - PE, 51011-000, Brasil",Recife,ludoteca
ChIJm2v18fYfqwcRmHi09LuUyBc,Ponto Cego speakeasy,"R. Est. Jeremias Bastos, 173 - Pina, Recife - PE, 51011-040, Brasil",Recife,quiz bar
ChIJ5bFbLc8ZqwcRalbDDUkO7p8,Downtown Beer Garden,"Rua Quarenta e Oito, 490 - Quintal - Espinheiro, Recife - PE, 52020-060, Brasil",Recife,quiz bar
ChIJ3Qar76QYqwcRaFzRzabxg4Q,Rock & Ribs Lounge Pub - Marco Zero - Recife/PE,"Av. Alfredo Lisboa, S/N - Loja 11 Arm 12 - Recife, PE, 50030-150, Brasil",Recife,quiz bar
ChIJRUjwU66WoGgRzc9yJU7jkwM,Nala Land - Bar de Jogos de Tabuleiro em Recife,"R. Raul Pompéia, 271 - Arruda, Recife - PE, 52120-150, Brasil",Recife,quiz bar
ChIJ_Yjne1AfqwcRSAxdewiBAPU,Tatu Bola,"Av. Herculano Bandeira, 21 - Pina, Recife - PE, 51011-000, Brasil",Recife,quiz bar
ChIJVVVVVYXzsXoRPJOHUKGUwWU,Pina Cocktails & Co.,"R. Est. Jeremias Bastos, 153 - Pina, Recife - PE, 51011-040, Brasil",Recife,quiz bar
ChIJJ4U2TqcZqwcRg83OBm1F2s4,Bar Real Botequim,"Av. Dezessete de Agosto, 1761 - Casa Forte, Recife - PE, 52061-900, Brasil",Recife,quiz bar
ChIJnabFB6cfqwcR4oimvbaJMMA,Cia do Chopp,"Av. Conselheiro Aguiar, 2775 - Boa Viagem, Recife - PE, 51020-020, Brasil",Recife,quiz bar
ChIJA3GXW2cfqwcRSOpl9Tt9cYc,Seu Tito Praia,"R. Artur Muniz, 82 - Boa Viagem, Recife - PE, 51111-190, Brasil",Recife,quiz bar
ChIJmb0wSqoZqwcRS3ocCVfIk4s,Recanto Paraibano,"Av. Dezessete de Agosto, 248 - Parnamirim, Recife - PE, 52060-590, Brasil",Recife,quiz bar
ChIJ8y_w50oeqwcRwp-aASX2r4A,Escritório - Zona Sul,"Rua Desembargador João Paes, 907 - Boa Viagem, Recife - PE, 51021-360, Brasil",Recife,quiz bar
ChIJP6KsrQ0fqwcR9u4OgDX-5hI,Cervejaria Alphaiate,"R. Artur Muniz, 82 - Boa Viagem, Recife - PE, 51111-190, Brasil",Recife,quiz bar
ChIJ83EOLSQZqwcRbNJHkspUwnE,Jockey 365,"R. Carlos Gomes, 640 - Prado, Recife - PE, 50720-110, Brasil",Recife,quiz bar
